town,year,month,tmean_c,grid_lat,grid_lon
liwa,2014,12,24.161,-5.25,104.25
kepahiang,2014,12,23.411,-3.75,102.75
pagar_alam,2015,1,21.893,-4.25,103.25
lahat,2015,1,26.143,-3.75,103.75
muaradua,2015,1,23.955,-4.75,104.25
liwa,2015,1,23.799,-5.25,104.25
kepahiang,2015,1,23.33,-3.75,102.75
pagar_alam,2015,2,21.662,-4.25,103.25
lahat,2015,2,26.005,-3.75,103.75
muaradua,2015,2,23.693,-4.75,104.25
liwa,2015,2,23.537,-5.25,104.25
kepahiang,2015,2,23.099,-3.75,102.75
pagar_alam,2015,3,22.263,-4.25,103.25
lahat,2015,3,26.544,-3.75,103.75
muaradua,2015,3,24.325,-4.75,104.25
liwa,2015,3,24.138,-5.25,104.25
kepahiang,2015,3,23.544,-3.75,102.75
pagar_alam,2015,4,22.299,-4.25,103.25
lahat,2015,4,26.705,-3.75,103.75
muaradua,2015,4,24.424,-4.75,104.25
liwa,2015,4,24.236,-5.25,104.25
kepahiang,2015,4,23.705,-3.75,102.75
pagar_alam,2015,5,22.628,-4.25,103.25
lahat,2015,5,27.097,-3.75,103.75
muaradua,2015,5,24.815,-4.75,104.25
liwa,2015,5,24.597,-5.25,104.25
kepahiang,2015,5,24.065,-3.75,102.75
pagar_alam,2015,6,22.48,-4.25,103.25
lahat,2015,6,26.792,-3.75,103.75
muaradua,2015,6,24.511,-4.75,104.25
liwa,2015,6,24.355,-5.25,104.25
kepahiang,2015,6,23.667,-3.75,102.75
pagar_alam,2015,7,22.38,-4.25,103.25
lahat,2015,7,26.537,-3.75,103.75
muaradua,2015,7,24.255,-4.75,104.25
liwa,2015,7,24.068,-5.25,104.25
kepahiang,2015,7,23.505,-3.75,102.75
pagar_alam,2015,8,22.548,-4.25,103.25
lahat,2015,8,26.548,-3.75,103.75
muaradua,2015,8,24.33,-4.75,104.25
liwa,2015,8,24.111,-5.25,104.25
kepahiang,2015,8,23.33,-3.75,102.75
pagar_alam,2015,9,22.294,-4.25,103.25
lahat,2015,9,26.638,-3.75,103.75
muaradua,2015,9,24.482,-4.75,104.25
liwa,2015,9,24.294,-5.25,104.25
kepahiang,2015,9,23.357,-3.75,102.75
pagar_alam,2015,10,22.567,-4.25,103.25
lahat,2015,10,27.098,-3.75,103.75
muaradua,2015,10,25.13,-4.75,104.25
liwa,2015,10,25.036,-5.25,104.25
kepahiang,2015,10,23.598,-3.75,102.75
pagar_alam,2015,11,22.634,-4.25,103.25
lahat,2015,11,27.071,-3.75,103.75
muaradua,2015,11,25.102,-4.75,104.25
liwa,2015,11,24.977,-5.25,104.25
kepahiang,2015,11,23.696,-3.75,102.75
pagar_alam,2015,12,22.633,-4.25,103.25
lahat,2015,12,26.946,-3.75,103.75
muaradua,2015,12,24.727,-4.75,104.25
liwa,2015,12,24.539,-5.25,104.25
kepahiang,2015,12,23.852,-3.75,102.75
pagar_alam,2016,1,23.062,-4.25,103.25
lahat,2016,1,27.281,-3.75,103.75
muaradua,2016,1,25.125,-4.75,104.25
liwa,2016,1,25.0,-5.25,104.25
kepahiang,2016,1,24.468,-3.75,102.75
pagar_alam,2016,2,22.57,-4.25,103.25
lahat,2016,2,26.851,-3.75,103.75
muaradua,2016,2,24.663,-4.75,104.25
liwa,2016,2,24.57,-5.25,104.25
kepahiang,2016,2,23.882,-3.75,102.75
pagar_alam,2016,3,23.113,-4.25,103.25
lahat,2016,3,27.395,-3.75,103.75
muaradua,2016,3,25.176,-4.75,104.25
liwa,2016,3,25.051,-5.25,104.25
kepahiang,2016,3,24.395,-3.75,102.75
pagar_alam,2016,4,23.197,-4.25,103.25
lahat,2016,4,27.572,-3.75,103.75
muaradua,2016,4,25.26,-4.75,104.25
liwa,2016,4,25.072,-5.25,104.25
kepahiang,2016,4,24.635,-3.75,102.75
pagar_alam,2016,5,23.163,-4.25,103.25
lahat,2016,5,27.632,-3.75,103.75
muaradua,2016,5,25.351,-4.75,104.25
liwa,2016,5,25.163,-5.25,104.25
kepahiang,2016,5,24.601,-3.75,102.75
pagar_alam,2016,6,22.401,-4.25,103.25
lahat,2016,6,26.714,-3.75,103.75
muaradua,2016,6,24.526,-4.75,104.25
liwa,2016,6,24.401,-5.25,104.25
kepahiang,2016,6,23.557,-3.75,102.75
pagar_alam,2016,7,22.43,-4.25,103.25
lahat,2016,7,26.555,-3.75,103.75
muaradua,2016,7,24.305,-4.75,104.25
liwa,2016,7,24.087,-5.25,104.25
kepahiang,2016,7,23.524,-3.75,102.75
pagar_alam,2016,8,22.619,-4.25,103.25
lahat,2016,8,26.651,-3.75,103.75
muaradua,2016,8,24.401,-4.75,104.25
liwa,2016,8,24.213,-5.25,104.25
kepahiang,2016,8,23.432,-3.75,102.75
pagar_alam,2016,9,22.493,-4.25,103.25
lahat,2016,9,26.805,-3.75,103.75
muaradua,2016,9,24.618,-4.75,104.25
liwa,2016,9,24.43,-5.25,104.25
kepahiang,2016,9,23.586,-3.75,102.75
pagar_alam,2016,10,22.043,-4.25,103.25
lahat,2016,10,26.574,-3.75,103.75
muaradua,2016,10,24.449,-4.75,104.25
liwa,2016,10,24.324,-5.25,104.25
kepahiang,2016,10,23.261,-3.75,102.75
pagar_alam,2016,11,22.556,-4.25,103.25
lahat,2016,11,26.9,-3.75,103.75
muaradua,2016,11,24.806,-4.75,104.25
liwa,2016,11,24.713,-5.25,104.25
kepahiang,2016,11,23.681,-3.75,102.75
pagar_alam,2016,12,22.236,-4.25,103.25
lahat,2016,12,26.58,-3.75,103.75
muaradua,2016,12,24.423,-4.75,104.25
liwa,2016,12,24.298,-5.25,104.25
kepahiang,2016,12,23.455,-3.75,102.75
pagar_alam,2017,1,22.14,-4.25,103.25
lahat,2017,1,26.39,-3.75,103.75
muaradua,2017,1,24.233,-4.75,104.25
liwa,2017,1,24.077,-5.25,104.25
kepahiang,2017,1,23.546,-3.75,102.75
pagar_alam,2017,2,21.843,-4.25,103.25
lahat,2017,2,26.187,-3.75,103.75
muaradua,2017,2,23.906,-4.75,104.25
liwa,2017,2,23.749,-5.25,104.25
kepahiang,2017,2,23.187,-3.75,102.75
pagar_alam,2017,3,22.27,-4.25,103.25
lahat,2017,3,26.582,-3.75,103.75
muaradua,2017,3,24.364,-4.75,104.25
liwa,2017,3,24.27,-5.25,104.25
kepahiang,2017,3,23.551,-3.75,102.75
pagar_alam,2017,4,22.492,-4.25,103.25
lahat,2017,4,26.898,-3.75,103.75
muaradua,2017,4,24.71,-4.75,104.25
liwa,2017,4,24.554,-5.25,104.25
kepahiang,2017,4,23.867,-3.75,102.75
pagar_alam,2017,5,22.509,-4.25,103.25
lahat,2017,5,26.977,-3.75,103.75
muaradua,2017,5,24.727,-4.75,104.25
liwa,2017,5,24.571,-5.25,104.25
kepahiang,2017,5,23.946,-3.75,102.75
pagar_alam,2017,6,22.308,-4.25,103.25
lahat,2017,6,26.621,-3.75,103.75
muaradua,2017,6,24.371,-4.75,104.25
liwa,2017,6,24.215,-5.25,104.25
kepahiang,2017,6,23.465,-3.75,102.75
pagar_alam,2017,7,22.111,-4.25,103.25
lahat,2017,7,26.236,-3.75,103.75
muaradua,2017,7,23.923,-4.75,104.25
liwa,2017,7,23.736,-5.25,104.25
kepahiang,2017,7,23.236,-3.75,102.75
pagar_alam,2017,8,22.162,-4.25,103.25
lahat,2017,8,26.162,-3.75,103.75
muaradua,2017,8,23.943,-4.75,104.25
liwa,2017,8,23.818,-5.25,104.25
kepahiang,2017,8,22.975,-3.75,102.75
pagar_alam,2017,9,22.433,-4.25,103.25
lahat,2017,9,26.745,-3.75,103.75
muaradua,2017,9,24.589,-4.75,104.25
liwa,2017,9,24.402,-5.25,104.25
kepahiang,2017,9,23.464,-3.75,102.75
pagar_alam,2017,10,22.436,-4.25,103.25
lahat,2017,10,26.967,-3.75,103.75
muaradua,2017,10,24.842,-4.75,104.25
liwa,2017,10,24.717,-5.25,104.25
kepahiang,2017,10,23.561,-3.75,102.75
pagar_alam,2017,11,22.518,-4.25,103.25
lahat,2017,11,26.893,-3.75,103.75
muaradua,2017,11,24.83,-4.75,104.25
liwa,2017,11,24.737,-5.25,104.25
kepahiang,2017,11,23.643,-3.75,102.75
pagar_alam,2017,12,22.269,-4.25,103.25
lahat,2017,12,26.581,-3.75,103.75
muaradua,2017,12,24.425,-4.75,104.25
liwa,2017,12,24.269,-5.25,104.25
kepahiang,2017,12,23.519,-3.75,102.75
pagar_alam,2018,1,22.049,-4.25,103.25
lahat,2018,1,26.33,-3.75,103.75
muaradua,2018,1,24.111,-4.75,104.25
liwa,2018,1,23.955,-5.25,104.25
kepahiang,2018,1,23.486,-3.75,102.75
pagar_alam,2018,2,21.952,-4.25,103.25
lahat,2018,2,26.265,-3.75,103.75
muaradua,2018,2,24.015,-4.75,104.25
liwa,2018,2,23.858,-5.25,104.25
kepahiang,2018,2,23.327,-3.75,102.75
pagar_alam,2018,3,22.184,-4.25,103.25
lahat,2018,3,26.496,-3.75,103.75
muaradua,2018,3,24.246,-4.75,104.25
liwa,2018,3,24.121,-5.25,104.25
kepahiang,2018,3,23.465,-3.75,102.75
pagar_alam,2018,4,22.725,-4.25,103.25
lahat,2018,4,27.131,-3.75,103.75
muaradua,2018,4,24.85,-4.75,104.25
liwa,2018,4,24.662,-5.25,104.25
kepahiang,2018,4,24.162,-3.75,102.75
pagar_alam,2018,5,22.645,-4.25,103.25
lahat,2018,5,27.082,-3.75,103.75
muaradua,2018,5,24.801,-4.75,104.25
liwa,2018,5,24.614,-5.25,104.25
kepahiang,2018,5,24.082,-3.75,102.75
pagar_alam,2018,6,22.326,-4.25,103.25
lahat,2018,6,26.638,-3.75,103.75
muaradua,2018,6,24.42,-4.75,104.25
liwa,2018,6,24.232,-5.25,104.25
kepahiang,2018,6,23.513,-3.75,102.75
pagar_alam,2018,7,22.108,-4.25,103.25
lahat,2018,7,26.264,-3.75,103.75
muaradua,2018,7,23.889,-4.75,104.25
liwa,2018,7,23.702,-5.25,104.25
kepahiang,2018,7,23.233,-3.75,102.75
pagar_alam,2018,8,22.377,-4.25,103.25
lahat,2018,8,26.44,-3.75,103.75
muaradua,2018,8,24.158,-4.75,104.25
liwa,2018,8,23.971,-5.25,104.25
kepahiang,2018,8,23.19,-3.75,102.75
pagar_alam,2018,9,21.953,-4.25,103.25
lahat,2018,9,26.297,-3.75,103.75
muaradua,2018,9,24.047,-4.75,104.25
liwa,2018,9,23.859,-5.25,104.25
kepahiang,2018,9,23.078,-3.75,102.75
pagar_alam,2018,10,22.562,-4.25,103.25
lahat,2018,10,27.093,-3.75,103.75
muaradua,2018,10,25.031,-4.75,104.25
liwa,2018,10,24.937,-5.25,104.25
kepahiang,2018,10,23.656,-3.75,102.75
pagar_alam,2018,11,22.578,-4.25,103.25
lahat,2018,11,26.953,-3.75,103.75
muaradua,2018,11,24.891,-4.75,104.25
liwa,2018,11,24.766,-5.25,104.25
kepahiang,2018,11,23.672,-3.75,102.75
pagar_alam,2018,12,22.242,-4.25,103.25
lahat,2018,12,26.555,-3.75,103.75
muaradua,2018,12,24.398,-4.75,104.25
liwa,2018,12,24.305,-5.25,104.25
kepahiang,2018,12,23.461,-3.75,102.75
pagar_alam,2019,1,22.557,-4.25,103.25
lahat,2019,1,26.807,-3.75,103.75
muaradua,2019,1,24.588,-4.75,104.25
liwa,2019,1,24.432,-5.25,104.25
kepahiang,2019,1,24.026,-3.75,102.75
pagar_alam,2019,2,22.495,-4.25,103.25
lahat,2019,2,26.839,-3.75,103.75
muaradua,2019,2,24.589,-4.75,104.25
liwa,2019,2,24.464,-5.25,104.25
kepahiang,2019,2,23.87,-3.75,102.75
pagar_alam,2019,3,22.52,-4.25,103.25
lahat,2019,3,26.864,-3.75,103.75
muaradua,2019,3,24.582,-4.75,104.25
liwa,2019,3,24.457,-5.25,104.25
kepahiang,2019,3,23.832,-3.75,102.75
pagar_alam,2019,4,22.86,-4.25,103.25
lahat,2019,4,27.235,-3.75,103.75
muaradua,2019,4,24.985,-4.75,104.25
liwa,2019,4,24.797,-5.25,104.25
kepahiang,2019,4,24.297,-3.75,102.75
pagar_alam,2019,5,22.824,-4.25,103.25
lahat,2019,5,27.293,-3.75,103.75
muaradua,2019,5,24.98,-4.75,104.25
liwa,2019,5,24.793,-5.25,104.25
kepahiang,2019,5,24.262,-3.75,102.75
pagar_alam,2019,6,22.546,-4.25,103.25
lahat,2019,6,26.858,-3.75,103.75
muaradua,2019,6,24.64,-4.75,104.25
liwa,2019,6,24.452,-5.25,104.25
kepahiang,2019,6,23.733,-3.75,102.75
pagar_alam,2019,7,22.203,-4.25,103.25
lahat,2019,7,26.36,-3.75,103.75
muaradua,2019,7,24.016,-4.75,104.25
liwa,2019,7,23.766,-5.25,104.25
kepahiang,2019,7,23.36,-3.75,102.75
pagar_alam,2019,8,22.17,-4.25,103.25
lahat,2019,8,26.263,-3.75,103.75
muaradua,2019,8,23.92,-4.75,104.25
liwa,2019,8,23.701,-5.25,104.25
kepahiang,2019,8,23.013,-3.75,102.75
pagar_alam,2019,9,22.259,-4.25,103.25
lahat,2019,9,26.634,-3.75,103.75
muaradua,2019,9,24.415,-4.75,104.25
liwa,2019,9,24.196,-5.25,104.25
kepahiang,2019,9,23.384,-3.75,102.75
pagar_alam,2019,10,22.444,-4.25,103.25
lahat,2019,10,27.007,-3.75,103.75
muaradua,2019,10,25.007,-4.75,104.25
liwa,2019,10,24.882,-5.25,104.25
kepahiang,2019,10,23.475,-3.75,102.75
pagar_alam,2019,11,23.039,-4.25,103.25
lahat,2019,11,27.445,-3.75,103.75
muaradua,2019,11,25.476,-4.75,104.25
liwa,2019,11,25.351,-5.25,104.25
kepahiang,2019,11,24.039,-3.75,102.75
pagar_alam,2019,12,22.665,-4.25,103.25
lahat,2019,12,26.946,-3.75,103.75
muaradua,2019,12,24.821,-4.75,104.25
liwa,2019,12,24.696,-5.25,104.25
kepahiang,2019,12,23.821,-3.75,102.75
pagar_alam,2020,1,22.696,-4.25,103.25
lahat,2020,1,26.914,-3.75,103.75
muaradua,2020,1,24.696,-4.75,104.25
liwa,2020,1,24.539,-5.25,104.25
kepahiang,2020,1,24.164,-3.75,102.75
pagar_alam,2020,2,22.725,-4.25,103.25
lahat,2020,2,27.068,-3.75,103.75
muaradua,2020,2,24.693,-4.75,104.25
liwa,2020,2,24.475,-5.25,104.25
kepahiang,2020,2,24.162,-3.75,102.75
pagar_alam,2020,3,22.835,-4.25,103.25
lahat,2020,3,27.21,-3.75,103.75
muaradua,2020,3,24.866,-4.75,104.25
liwa,2020,3,24.678,-5.25,104.25
kepahiang,2020,3,24.178,-3.75,102.75
pagar_alam,2020,4,22.82,-4.25,103.25
lahat,2020,4,27.226,-3.75,103.75
muaradua,2020,4,24.913,-4.75,104.25
liwa,2020,4,24.695,-5.25,104.25
kepahiang,2020,4,24.288,-3.75,102.75
pagar_alam,2020,5,22.845,-4.25,103.25
lahat,2020,5,27.314,-3.75,103.75
muaradua,2020,5,25.033,-4.75,104.25
liwa,2020,5,24.814,-5.25,104.25
kepahiang,2020,5,24.314,-3.75,102.75
pagar_alam,2020,6,22.313,-4.25,103.25
lahat,2020,6,26.626,-3.75,103.75
muaradua,2020,6,24.376,-4.75,104.25
liwa,2020,6,24.157,-5.25,104.25
kepahiang,2020,6,23.532,-3.75,102.75
pagar_alam,2020,7,22.169,-4.25,103.25
lahat,2020,7,26.294,-3.75,103.75
muaradua,2020,7,23.951,-4.75,104.25
liwa,2020,7,23.732,-5.25,104.25
kepahiang,2020,7,23.326,-3.75,102.75
pagar_alam,2020,8,22.66,-4.25,103.25
lahat,2020,8,26.691,-3.75,103.75
muaradua,2020,8,24.379,-4.75,104.25
liwa,2020,8,24.129,-5.25,104.25
kepahiang,2020,8,23.504,-3.75,102.75
pagar_alam,2020,9,22.062,-4.25,103.25
lahat,2020,9,26.406,-3.75,103.75
muaradua,2020,9,24.187,-4.75,104.25
liwa,2020,9,23.968,-5.25,104.25
kepahiang,2020,9,23.187,-3.75,102.75
pagar_alam,2020,10,22.098,-4.25,103.25
lahat,2020,10,26.661,-3.75,103.75
muaradua,2020,10,24.473,-4.75,104.25
liwa,2020,10,24.317,-5.25,104.25
kepahiang,2020,10,23.286,-3.75,102.75
pagar_alam,2020,11,22.427,-4.25,103.25
lahat,2020,11,26.833,-3.75,103.75
muaradua,2020,11,24.739,-4.75,104.25
liwa,2020,11,24.614,-5.25,104.25
kepahiang,2020,11,23.552,-3.75,102.75
pagar_alam,2020,12,22.005,-4.25,103.25
lahat,2020,12,26.38,-3.75,103.75
muaradua,2020,12,24.13,-4.75,104.25
liwa,2020,12,23.942,-5.25,104.25
kepahiang,2020,12,23.255,-3.75,102.75
pagar_alam,2021,1,21.791,-4.25,103.25
lahat,2021,1,26.01,-3.75,103.75
muaradua,2021,1,23.76,-4.75,104.25
liwa,2021,1,23.603,-5.25,104.25
kepahiang,2021,1,23.26,-3.75,102.75
pagar_alam,2021,2,22.126,-4.25,103.25
lahat,2021,2,26.47,-3.75,103.75
muaradua,2021,2,24.064,-4.75,104.25
liwa,2021,2,23.845,-5.25,104.25
kepahiang,2021,2,23.564,-3.75,102.75
pagar_alam,2021,3,22.268,-4.25,103.25
lahat,2021,3,26.612,-3.75,103.75
muaradua,2021,3,24.362,-4.75,104.25
liwa,2021,3,24.206,-5.25,104.25
kepahiang,2021,3,23.549,-3.75,102.75
pagar_alam,2021,4,22.366,-4.25,103.25
lahat,2021,4,26.773,-3.75,103.75
muaradua,2021,4,24.523,-4.75,104.25
liwa,2021,4,24.335,-5.25,104.25
kepahiang,2021,4,23.773,-3.75,102.75
pagar_alam,2021,5,22.732,-4.25,103.25
lahat,2021,5,27.201,-3.75,103.75
muaradua,2021,5,24.951,-4.75,104.25
liwa,2021,5,24.732,-5.25,104.25
kepahiang,2021,5,24.169,-3.75,102.75
pagar_alam,2021,6,22.455,-4.25,103.25
lahat,2021,6,26.768,-3.75,103.75
muaradua,2021,6,24.518,-4.75,104.25
liwa,2021,6,24.33,-5.25,104.25
kepahiang,2021,6,23.612,-3.75,102.75
pagar_alam,2021,7,22.285,-4.25,103.25
lahat,2021,7,26.442,-3.75,103.75
muaradua,2021,7,24.098,-4.75,104.25
liwa,2021,7,23.879,-5.25,104.25
kepahiang,2021,7,23.379,-3.75,102.75
pagar_alam,2021,8,22.295,-4.25,103.25
lahat,2021,8,26.295,-3.75,103.75
muaradua,2021,8,24.045,-4.75,104.25
liwa,2021,8,23.858,-5.25,104.25
kepahiang,2021,8,23.108,-3.75,102.75
pagar_alam,2021,9,22.162,-4.25,103.25
lahat,2021,9,26.474,-3.75,103.75
muaradua,2021,9,24.224,-4.75,104.25
liwa,2021,9,23.974,-5.25,104.25
kepahiang,2021,9,23.287,-3.75,102.75
pagar_alam,2021,10,22.557,-4.25,103.25
lahat,2021,10,27.12,-3.75,103.75
muaradua,2021,10,24.963,-4.75,104.25
liwa,2021,10,24.776,-5.25,104.25
kepahiang,2021,10,23.713,-3.75,102.75
pagar_alam,2021,11,22.586,-4.25,103.25
lahat,2021,11,26.929,-3.75,103.75
muaradua,2021,11,24.804,-4.75,104.25
liwa,2021,11,24.648,-5.25,104.25
kepahiang,2021,11,23.711,-3.75,102.75
pagar_alam,2021,12,22.673,-4.25,103.25
lahat,2021,12,26.923,-3.75,103.75
muaradua,2021,12,24.735,-4.75,104.25
liwa,2021,12,24.517,-5.25,104.25
kepahiang,2021,12,23.892,-3.75,102.75
pagar_alam,2022,1,22.615,-4.25,103.25
lahat,2022,1,26.802,-3.75,103.75
muaradua,2022,1,24.615,-4.75,104.25
liwa,2022,1,24.458,-5.25,104.25
kepahiang,2022,1,24.052,-3.75,102.75
pagar_alam,2022,2,22.362,-4.25,103.25
lahat,2022,2,26.675,-3.75,103.75
muaradua,2022,2,24.425,-4.75,104.25
liwa,2022,2,24.269,-5.25,104.25
kepahiang,2022,2,23.706,-3.75,102.75
pagar_alam,2022,3,22.741,-4.25,103.25
lahat,2022,3,27.085,-3.75,103.75
muaradua,2022,3,24.866,-4.75,104.25
liwa,2022,3,24.71,-5.25,104.25
kepahiang,2022,3,23.96,-3.75,102.75
pagar_alam,2022,4,22.799,-4.25,103.25
lahat,2022,4,27.174,-3.75,103.75
muaradua,2022,4,24.987,-4.75,104.25
liwa,2022,4,24.799,-5.25,104.25
kepahiang,2022,4,24.174,-3.75,102.75
pagar_alam,2022,5,22.757,-4.25,103.25
lahat,2022,5,27.225,-3.75,103.75
muaradua,2022,5,24.944,-4.75,104.25
liwa,2022,5,24.725,-5.25,104.25
kepahiang,2022,5,24.163,-3.75,102.75
pagar_alam,2022,6,21.899,-4.25,103.25
lahat,2022,6,26.212,-3.75,103.75
muaradua,2022,6,23.931,-4.75,104.25
liwa,2022,6,23.712,-5.25,104.25
kepahiang,2022,6,23.103,-3.75,102.75
pagar_alam,2022,7,22.107,-4.25,103.25
lahat,2022,7,26.232,-3.75,103.75
muaradua,2022,7,23.888,-4.75,104.25
liwa,2022,7,23.67,-5.25,104.25
kepahiang,2022,7,23.232,-3.75,102.75
pagar_alam,2022,8,22.279,-4.25,103.25
lahat,2022,8,26.279,-3.75,103.75
muaradua,2022,8,23.998,-4.75,104.25
liwa,2022,8,23.779,-5.25,104.25
kepahiang,2022,8,23.091,-3.75,102.75
pagar_alam,2022,9,21.946,-4.25,103.25
lahat,2022,9,26.29,-3.75,103.75
muaradua,2022,9,24.04,-4.75,104.25
liwa,2022,9,23.79,-5.25,104.25
kepahiang,2022,9,23.071,-3.75,102.75
pagar_alam,2022,10,21.96,-4.25,103.25
lahat,2022,10,26.491,-3.75,103.75
muaradua,2022,10,24.273,-4.75,104.25
liwa,2022,10,24.085,-5.25,104.25
kepahiang,2022,10,23.116,-3.75,102.75
pagar_alam,2022,11,22.18,-4.25,103.25
lahat,2022,11,26.586,-3.75,103.75
muaradua,2022,11,24.492,-4.75,104.25
liwa,2022,11,24.336,-5.25,104.25
kepahiang,2022,11,23.273,-3.75,102.75
pagar_alam,2022,12,22.002,-4.25,103.25
lahat,2022,12,26.315,-3.75,103.75
muaradua,2022,12,24.096,-4.75,104.25
liwa,2022,12,23.908,-5.25,104.25
kepahiang,2022,12,23.221,-3.75,102.75
pagar_alam,2023,1,21.848,-4.25,103.25
lahat,2023,1,26.098,-3.75,103.75
muaradua,2023,1,23.911,-4.75,104.25
liwa,2023,1,23.786,-5.25,104.25
kepahiang,2023,1,23.255,-3.75,102.75
pagar_alam,2023,2,21.822,-4.25,103.25
lahat,2023,2,26.197,-3.75,103.75
muaradua,2023,2,23.853,-4.75,104.25
liwa,2023,2,23.634,-5.25,104.25
kepahiang,2023,2,23.228,-3.75,102.75
pagar_alam,2023,3,22.298,-4.25,103.25
lahat,2023,3,26.61,-3.75,103.75
muaradua,2023,3,24.391,-4.75,104.25
liwa,2023,3,24.204,-5.25,104.25
kepahiang,2023,3,23.579,-3.75,102.75
pagar_alam,2023,4,22.912,-4.25,103.25
lahat,2023,4,27.287,-3.75,103.75
muaradua,2023,4,25.099,-4.75,104.25
liwa,2023,4,24.881,-5.25,104.25
kepahiang,2023,4,24.318,-3.75,102.75
pagar_alam,2023,5,23.068,-4.25,103.25
lahat,2023,5,27.505,-3.75,103.75
muaradua,2023,5,25.224,-4.75,104.25
liwa,2023,5,25.005,-5.25,104.25
kepahiang,2023,5,24.536,-3.75,102.75
pagar_alam,2023,6,22.871,-4.25,103.25
lahat,2023,6,27.152,-3.75,103.75
muaradua,2023,6,24.902,-4.75,104.25
liwa,2023,6,24.652,-5.25,104.25
kepahiang,2023,6,24.059,-3.75,102.75
pagar_alam,2023,7,22.388,-4.25,103.25
lahat,2023,7,26.545,-3.75,103.75
muaradua,2023,7,24.232,-4.75,104.25
liwa,2023,7,23.982,-5.25,104.25
kepahiang,2023,7,23.513,-3.75,102.75
pagar_alam,2023,8,22.661,-4.25,103.25
lahat,2023,8,26.661,-3.75,103.75
muaradua,2023,8,24.348,-4.75,104.25
liwa,2023,8,24.098,-5.25,104.25
kepahiang,2023,8,23.473,-3.75,102.75
pagar_alam,2023,9,22.535,-4.25,103.25
lahat,2023,9,26.91,-3.75,103.75
muaradua,2023,9,24.723,-4.75,104.25
liwa,2023,9,24.504,-5.25,104.25
kepahiang,2023,9,23.598,-3.75,102.75
pagar_alam,2023,10,23.31,-4.25,103.25
lahat,2023,10,27.873,-3.75,103.75
muaradua,2023,10,25.842,-4.75,104.25
liwa,2023,10,25.717,-5.25,104.25
kepahiang,2023,10,24.342,-3.75,102.75
pagar_alam,2023,11,23.254,-4.25,103.25
lahat,2023,11,27.598,-3.75,103.75
muaradua,2023,11,25.535,-4.75,104.25
liwa,2023,11,25.379,-5.25,104.25
kepahiang,2023,11,24.316,-3.75,102.75
pagar_alam,2023,12,23.18,-4.25,103.25
lahat,2023,12,27.43,-3.75,103.75
muaradua,2023,12,25.337,-4.75,104.25
liwa,2023,12,25.149,-5.25,104.25
kepahiang,2023,12,24.368,-3.75,102.75
pagar_alam,2024,1,22.924,-4.25,103.25
lahat,2024,1,27.112,-3.75,103.75
muaradua,2024,1,24.924,-4.75,104.25
liwa,2024,1,24.737,-5.25,104.25
kepahiang,2024,1,24.362,-3.75,102.75
pagar_alam,2024,2,22.92,-4.25,103.25
lahat,2024,2,27.201,-3.75,103.75
muaradua,2024,2,24.888,-4.75,104.25
liwa,2024,2,24.701,-5.25,104.25
kepahiang,2024,2,24.326,-3.75,102.75
pagar_alam,2024,3,23.159,-4.25,103.25
lahat,2024,3,27.472,-3.75,103.75
muaradua,2024,3,25.097,-4.75,104.25
liwa,2024,3,24.878,-5.25,104.25
kepahiang,2024,3,24.503,-3.75,102.75
pagar_alam,2024,4,23.405,-4.25,103.25
lahat,2024,4,27.78,-3.75,103.75
muaradua,2024,4,25.468,-4.75,104.25
liwa,2024,4,25.218,-5.25,104.25
kepahiang,2024,4,24.874,-3.75,102.75
pagar_alam,2024,5,23.362,-4.25,103.25
lahat,2024,5,27.768,-3.75,103.75
muaradua,2024,5,25.487,-4.75,104.25
liwa,2024,5,25.237,-5.25,104.25
kepahiang,2024,5,24.8,-3.75,102.75
pagar_alam,2024,6,22.928,-4.25,103.25
lahat,2024,6,27.178,-3.75,103.75
muaradua,2024,6,24.991,-4.75,104.25
liwa,2024,6,24.772,-5.25,104.25
kepahiang,2024,6,24.084,-3.75,102.75
pagar_alam,2024,7,22.748,-4.25,103.25
lahat,2024,7,26.873,-3.75,103.75
muaradua,2024,7,24.436,-4.75,104.25
liwa,2024,7,24.155,-5.25,104.25
kepahiang,2024,7,23.905,-3.75,102.75
pagar_alam,2024,8,23.228,-4.25,103.25
lahat,2024,8,27.259,-3.75,103.75
muaradua,2024,8,24.947,-4.75,104.25
liwa,2024,8,24.666,-5.25,104.25
kepahiang,2024,8,24.009,-3.75,102.75
pagar_alam,2024,9,23.059,-4.25,103.25
lahat,2024,9,27.372,-3.75,103.75
muaradua,2024,9,25.153,-4.75,104.25
liwa,2024,9,24.934,-5.25,104.25
kepahiang,2024,9,24.153,-3.75,102.75
pagar_alam,2024,10,23.098,-4.25,103.25
lahat,2024,10,27.629,-3.75,103.75
muaradua,2024,10,25.536,-4.75,104.25
liwa,2024,10,25.379,-5.25,104.25
kepahiang,2024,10,24.192,-3.75,102.75
pagar_alam,2024,11,23.027,-4.25,103.25
lahat,2024,11,27.245,-3.75,103.75
muaradua,2024,11,24.214,-4.75,104.25
liwa,2024,11,23.777,-5.25,104.25
kepahiang,2024,11,24.62,-3.75,102.75
pagar_alam,2024,12,22.695,-4.25,103.25
lahat,2024,12,27.007,-3.75,103.75
muaradua,2024,12,24.757,-4.75,104.25
liwa,2024,12,24.57,-5.25,104.25
kepahiang,2024,12,23.945,-3.75,102.75
