town,date,precip_mm,grid_lat,grid_lon
lahat,2013-01-14,12.497,-3.75,103.75
muaradua,2013-01-14,12.083,-4.75,104.25
liwa,2013-01-14,12.886,-5.25,104.25
kepahiang,2013-01-14,18.498,-3.75,102.75
pagar_alam,2013-01-15,2.283,-4.25,103.25
lahat,2013-01-15,4.118,-3.75,103.75
muaradua,2013-01-15,59.738,-4.75,104.25
liwa,2013-01-15,66.683,-5.25,104.25
kepahiang,2013-01-15,0.588,-3.75,102.75
pagar_alam,2013-01-16,0.989,-4.25,103.25
lahat,2013-01-16,3.551,-3.75,103.75
muaradua,2013-01-16,22.143,-4.75,104.25
liwa,2013-01-16,24.591,-5.25,104.25
kepahiang,2013-01-16,0.062,-3.75,102.75
pagar_alam,2013-01-17,10.398,-4.25,103.25
lahat,2013-01-17,6.864,-3.75,103.75
muaradua,2013-01-17,5.993,-4.75,104.25
liwa,2013-01-17,5.929,-5.25,104.25
kepahiang,2013-01-17,10.687,-3.75,102.75
pagar_alam,2013-01-18,11.073,-4.25,103.25
lahat,2013-01-18,6.191,-3.75,103.75
muaradua,2013-01-18,0.693,-4.75,104.25
liwa,2013-01-18,0.116,-5.25,104.25
kepahiang,2013-01-18,11.522,-3.75,102.75
pagar_alam,2013-01-19,0.029,-4.25,103.25
lahat,2013-01-19,0.0,-3.75,103.75
muaradua,2013-01-19,0.0,-4.75,104.25
liwa,2013-01-19,0.102,-5.25,104.25
kepahiang,2013-01-19,0.448,-3.75,102.75
pagar_alam,2013-01-20,0.107,-4.25,103.25
lahat,2013-01-20,0.135,-3.75,103.75
muaradua,2013-01-20,1.698,-4.75,104.25
liwa,2013-01-20,1.938,-5.25,104.25
kepahiang,2013-01-20,0.444,-3.75,102.75
pagar_alam,2013-01-21,19.154,-4.25,103.25
lahat,2013-01-21,8.846,-3.75,103.75
muaradua,2013-01-21,0.923,-4.75,104.25
liwa,2013-01-21,0.193,-5.25,104.25
kepahiang,2013-01-21,20.276,-3.75,102.75
pagar_alam,2013-01-22,8.544,-4.25,103.25
lahat,2013-01-22,8.571,-3.75,103.75
muaradua,2013-01-22,28.239,-4.75,104.25
liwa,2013-01-22,30.487,-5.25,104.25
kepahiang,2013-01-22,7.894,-3.75,102.75
pagar_alam,2013-01-23,24.435,-4.25,103.25
lahat,2013-01-23,15.154,-3.75,103.75
muaradua,2013-01-23,6.165,-4.75,104.25
liwa,2013-01-23,5.706,-5.25,104.25
kepahiang,2013-01-23,25.022,-3.75,102.75
pagar_alam,2013-01-24,3.788,-4.25,103.25
lahat,2013-01-24,4.433,-3.75,103.75
muaradua,2013-01-24,31.422,-4.75,104.25
liwa,2013-01-24,34.355,-5.25,104.25
kepahiang,2013-01-24,2.923,-3.75,102.75
pagar_alam,2013-01-25,15.186,-4.25,103.25
lahat,2013-01-25,16.394,-3.75,103.75
muaradua,2013-01-25,52.857,-4.75,104.25
liwa,2013-01-25,57.216,-5.25,104.25
kepahiang,2013-01-25,13.613,-3.75,102.75
pagar_alam,2013-01-26,18.934,-4.25,103.25
lahat,2013-01-26,13.019,-3.75,103.75
muaradua,2013-01-26,35.08,-4.75,104.25
liwa,2013-01-26,37.875,-5.25,104.25
kepahiang,2013-01-26,19.726,-3.75,102.75
pagar_alam,2013-01-27,2.456,-4.25,103.25
lahat,2013-01-27,16.011,-3.75,103.75
muaradua,2013-01-27,24.789,-4.75,104.25
liwa,2013-01-27,25.233,-5.25,104.25
kepahiang,2013-01-27,0.463,-3.75,102.75
pagar_alam,2013-01-28,0.846,-4.25,103.25
lahat,2013-01-28,6.124,-3.75,103.75
muaradua,2013-01-28,0.911,-4.75,104.25
liwa,2013-01-28,0.038,-5.25,104.25
kepahiang,2013-01-28,0.947,-3.75,102.75
pagar_alam,2013-01-29,5.587,-4.25,103.25
lahat,2013-01-29,10.034,-3.75,103.75
muaradua,2013-01-29,4.134,-4.75,104.25
liwa,2013-01-29,3.066,-5.25,104.25
kepahiang,2013-01-29,5.679,-3.75,102.75
pagar_alam,2013-01-30,27.642,-4.25,103.25
lahat,2013-01-30,12.299,-3.75,103.75
muaradua,2013-01-30,1.185,-4.75,104.25
liwa,2013-01-30,0.22,-5.25,104.25
kepahiang,2013-01-30,28.894,-3.75,102.75
pagar_alam,2013-01-31,3.004,-4.25,103.25
lahat,2013-01-31,26.38,-3.75,103.75
muaradua,2013-01-31,12.656,-4.75,104.25
liwa,2013-01-31,9.881,-5.25,104.25
kepahiang,2013-01-31,0.67,-3.75,102.75
pagar_alam,2013-02-01,4.268,-4.25,103.25
lahat,2013-02-01,4.934,-3.75,103.75
muaradua,2013-02-01,120.91,-4.75,104.25
liwa,2013-02-01,138.181,-5.25,104.25
kepahiang,2013-02-01,0.614,-3.75,102.75
pagar_alam,2013-02-02,0.354,-4.25,103.25
lahat,2013-02-02,0.431,-3.75,103.75
muaradua,2013-02-02,10.345,-4.75,104.25
liwa,2013-02-02,11.658,-5.25,104.25
kepahiang,2013-02-02,0.0,-3.75,102.75
pagar_alam,2013-02-03,11.757,-4.25,103.25
lahat,2013-02-03,5.737,-3.75,103.75
muaradua,2013-02-03,0.807,-4.75,104.25
liwa,2013-02-03,0.564,-5.25,104.25
kepahiang,2013-02-03,12.357,-3.75,102.75
pagar_alam,2013-02-04,26.637,-4.25,103.25
lahat,2013-02-04,20.887,-3.75,103.75
muaradua,2013-02-04,5.305,-4.75,104.25
liwa,2013-02-04,3.58,-5.25,104.25
kepahiang,2013-02-04,29.143,-3.75,102.75
pagar_alam,2013-02-05,14.561,-4.25,103.25
lahat,2013-02-05,14.843,-3.75,103.75
muaradua,2013-02-05,2.21,-4.75,104.25
liwa,2013-02-05,0.289,-5.25,104.25
kepahiang,2013-02-05,14.574,-3.75,102.75
pagar_alam,2013-02-06,0.028,-4.25,103.25
lahat,2013-02-06,0.0,-3.75,103.75
muaradua,2013-02-06,0.877,-4.75,104.25
liwa,2013-02-06,1.04,-5.25,104.25
kepahiang,2013-02-06,0.2,-3.75,102.75
pagar_alam,2013-02-07,8.838,-4.25,103.25
lahat,2013-02-07,15.451,-3.75,103.75
muaradua,2013-02-07,9.118,-4.75,104.25
liwa,2013-02-07,7.911,-5.25,104.25
kepahiang,2013-02-07,8.988,-3.75,102.75
pagar_alam,2013-02-08,6.517,-4.25,103.25
lahat,2013-02-08,4.091,-3.75,103.75
muaradua,2013-02-08,0.472,-4.75,104.25
liwa,2013-02-08,0.069,-5.25,104.25
kepahiang,2013-02-08,7.004,-3.75,102.75
pagar_alam,2013-02-09,10.415,-4.25,103.25
lahat,2013-02-09,9.306,-3.75,103.75
muaradua,2013-02-09,1.184,-4.75,104.25
liwa,2013-02-09,0.169,-5.25,104.25
kepahiang,2013-02-09,10.736,-3.75,102.75
pagar_alam,2013-02-10,0.0,-4.25,103.25
lahat,2013-02-10,0.0,-3.75,103.75
muaradua,2013-02-10,0.0,-4.75,104.25
liwa,2013-02-10,0.0,-5.25,104.25
kepahiang,2013-02-10,0.126,-3.75,102.75
pagar_alam,2013-02-11,4.582,-4.25,103.25
lahat,2013-02-11,2.046,-3.75,103.75
muaradua,2013-02-11,0.212,-4.75,104.25
liwa,2013-02-11,0.043,-5.25,104.25
kepahiang,2013-02-11,4.813,-3.75,102.75
pagar_alam,2013-02-12,10.429,-4.25,103.25
lahat,2013-02-12,47.815,-3.75,103.75
muaradua,2013-02-12,61.854,-4.75,104.25
liwa,2013-02-12,61.755,-5.25,104.25
kepahiang,2013-02-12,5.667,-3.75,102.75
pagar_alam,2013-02-13,12.564,-4.25,103.25
lahat,2013-02-13,18.337,-3.75,103.75
muaradua,2013-02-13,7.69,-4.75,104.25
liwa,2013-02-13,6.016,-5.25,104.25
kepahiang,2013-02-13,12.909,-3.75,102.75
pagar_alam,2013-02-14,0.36,-4.25,103.25
lahat,2013-02-14,2.711,-3.75,103.75
muaradua,2013-02-14,1.308,-4.75,104.25
liwa,2013-02-14,1.007,-5.25,104.25
kepahiang,2013-02-14,0.139,-3.75,102.75
pagar_alam,2013-02-15,3.919,-4.25,103.25
lahat,2013-02-15,32.459,-3.75,103.75
muaradua,2013-02-15,6.309,-4.75,104.25
liwa,2013-02-15,1.309,-5.25,104.25
kepahiang,2013-02-15,0.927,-3.75,102.75
pagar_alam,2013-02-16,53.66,-4.25,103.25
lahat,2013-02-16,32.873,-3.75,103.75
muaradua,2013-02-16,6.682,-4.75,104.25
liwa,2013-02-16,3.706,-5.25,104.25
kepahiang,2013-02-16,56.286,-3.75,102.75
pagar_alam,2013-02-17,8.189,-4.25,103.25
lahat,2013-02-17,3.716,-3.75,103.75
muaradua,2013-02-17,1.353,-4.75,104.25
liwa,2013-02-17,1.452,-5.25,104.25
kepahiang,2013-02-17,8.695,-3.75,102.75
pagar_alam,2013-02-18,16.388,-4.25,103.25
lahat,2013-02-18,24.38,-3.75,103.75
muaradua,2013-02-18,30.299,-4.75,104.25
liwa,2013-02-18,30.851,-5.25,104.25
kepahiang,2013-02-18,14.805,-3.75,102.75
pagar_alam,2013-02-19,14.77,-4.25,103.25
lahat,2013-02-19,6.677,-3.75,103.75
muaradua,2013-02-19,4.177,-4.75,104.25
liwa,2013-02-19,4.04,-5.25,104.25
kepahiang,2013-02-19,15.369,-3.75,102.75
pagar_alam,2013-02-20,58.437,-4.25,103.25
lahat,2013-02-20,36.75,-3.75,103.75
muaradua,2013-02-20,7.896,-4.75,104.25
liwa,2013-02-20,4.64,-5.25,104.25
kepahiang,2013-02-20,60.538,-3.75,102.75
pagar_alam,2013-02-21,8.277,-4.25,103.25
lahat,2013-02-21,3.95,-3.75,103.75
muaradua,2013-02-21,0.439,-4.75,104.25
liwa,2013-02-21,0.206,-5.25,104.25
kepahiang,2013-02-21,8.819,-3.75,102.75
pagar_alam,2013-02-22,0.871,-4.25,103.25
lahat,2013-02-22,0.828,-3.75,103.75
muaradua,2013-02-22,8.69,-4.75,104.25
liwa,2013-02-22,9.774,-5.25,104.25
kepahiang,2013-02-22,0.576,-3.75,102.75
pagar_alam,2013-02-23,30.45,-4.25,103.25
lahat,2013-02-23,13.883,-3.75,103.75
muaradua,2013-02-23,1.87,-4.75,104.25
liwa,2013-02-23,0.834,-5.25,104.25
kepahiang,2013-02-23,32.213,-3.75,102.75
pagar_alam,2013-02-24,0.38,-4.25,103.25
lahat,2013-02-24,0.443,-3.75,103.75
muaradua,2013-02-24,8.379,-4.75,104.25
liwa,2013-02-24,9.502,-5.25,104.25
kepahiang,2013-02-24,0.0,-3.75,102.75
pagar_alam,2013-02-25,0.0,-4.25,103.25
lahat,2013-02-25,0.0,-3.75,103.75
muaradua,2013-02-25,0.0,-4.75,104.25
liwa,2013-02-25,0.0,-5.25,104.25
kepahiang,2013-02-25,0.0,-3.75,102.75
pagar_alam,2013-02-26,7.426,-4.25,103.25
lahat,2013-02-26,3.279,-3.75,103.75
muaradua,2013-02-26,0.282,-4.75,104.25
liwa,2013-02-26,0.045,-5.25,104.25
kepahiang,2013-02-26,7.706,-3.75,102.75
pagar_alam,2013-02-27,0.317,-4.25,103.25
lahat,2013-02-27,0.574,-3.75,103.75
muaradua,2013-02-27,0.0,-4.75,104.25
liwa,2013-02-27,0.0,-5.25,104.25
kepahiang,2013-02-27,0.297,-3.75,102.75
pagar_alam,2013-02-28,0.0,-4.25,103.25
lahat,2013-02-28,0.0,-3.75,103.75
muaradua,2013-02-28,0.0,-4.75,104.25
liwa,2013-02-28,0.0,-5.25,104.25
kepahiang,2013-02-28,0.0,-3.75,102.75
pagar_alam,2013-03-01,0.0,-4.25,103.25
lahat,2013-03-01,0.0,-3.75,103.75
muaradua,2013-03-01,0.893,-4.75,104.25
liwa,2013-03-01,0.981,-5.25,104.25
kepahiang,2013-03-01,0.0,-3.75,102.75
pagar_alam,2013-03-02,0.0,-4.25,103.25
lahat,2013-03-02,0.0,-3.75,103.75
muaradua,2013-03-02,0.0,-4.75,104.25
liwa,2013-03-02,0.0,-5.25,104.25
kepahiang,2013-03-02,0.0,-3.75,102.75
pagar_alam,2013-03-03,3.935,-4.25,103.25
lahat,2013-03-03,37.022,-3.75,103.75
muaradua,2013-03-03,16.83,-4.75,104.25
liwa,2013-03-03,13.947,-5.25,104.25
kepahiang,2013-03-03,0.71,-3.75,102.75
pagar_alam,2013-03-04,0.833,-4.25,103.25
lahat,2013-03-04,1.051,-3.75,103.75
muaradua,2013-03-04,31.861,-4.75,104.25
liwa,2013-03-04,35.478,-5.25,104.25
kepahiang,2013-03-04,0.112,-3.75,102.75
pagar_alam,2013-03-05,0.0,-4.25,103.25
lahat,2013-03-05,0.0,-3.75,103.75
muaradua,2013-03-05,0.0,-4.75,104.25
liwa,2013-03-05,0.0,-5.25,104.25
kepahiang,2013-03-05,0.0,-3.75,102.75
pagar_alam,2013-03-06,0.0,-4.25,103.25
lahat,2013-03-06,0.0,-3.75,103.75
muaradua,2013-03-06,0.0,-4.75,104.25
liwa,2013-03-06,0.0,-5.25,104.25
kepahiang,2013-03-06,0.0,-3.75,102.75
pagar_alam,2013-03-07,0.0,-4.25,103.25
lahat,2013-03-07,0.413,-3.75,103.75
muaradua,2013-03-07,0.0,-4.75,104.25
liwa,2013-03-07,0.0,-5.25,104.25
kepahiang,2013-03-07,0.0,-3.75,102.75
pagar_alam,2013-03-08,5.509,-4.25,103.25
lahat,2013-03-08,51.655,-3.75,103.75
muaradua,2013-03-08,18.896,-4.75,104.25
liwa,2013-03-08,12.966,-5.25,104.25
kepahiang,2013-03-08,1.061,-3.75,102.75
pagar_alam,2013-03-09,0.341,-4.25,103.25
lahat,2013-03-09,4.646,-3.75,103.75
muaradua,2013-03-09,0.479,-4.75,104.25
liwa,2013-03-09,0.057,-5.25,104.25
kepahiang,2013-03-09,0.32,-3.75,102.75
pagar_alam,2013-03-10,0.0,-4.25,103.25
lahat,2013-03-10,0.07,-3.75,103.75
muaradua,2013-03-10,0.0,-4.75,104.25
liwa,2013-03-10,0.0,-5.25,104.25
kepahiang,2013-03-10,0.0,-3.75,102.75
pagar_alam,2013-03-11,4.104,-4.25,103.25
lahat,2013-03-11,40.381,-3.75,103.75
muaradua,2013-03-11,5.87,-4.75,104.25
liwa,2013-03-11,0.228,-5.25,104.25
kepahiang,2013-03-11,1.052,-3.75,102.75
pagar_alam,2013-03-12,17.569,-4.25,103.25
lahat,2013-03-12,8.316,-3.75,103.75
muaradua,2013-03-12,0.817,-4.75,104.25
liwa,2013-03-12,0.137,-5.25,104.25
kepahiang,2013-03-12,18.254,-3.75,102.75
pagar_alam,2013-03-13,0.605,-4.25,103.25
lahat,2013-03-13,0.753,-3.75,103.75
muaradua,2013-03-13,21.066,-4.75,104.25
liwa,2013-03-13,23.382,-5.25,104.25
kepahiang,2013-03-13,0.0,-3.75,102.75
pagar_alam,2013-03-14,16.2,-4.25,103.25
lahat,2013-03-14,29.647,-3.75,103.75
muaradua,2013-03-14,14.166,-4.75,104.25
liwa,2013-03-14,11.941,-5.25,104.25
kepahiang,2013-03-14,14.911,-3.75,102.75
pagar_alam,2013-03-15,0.592,-4.25,103.25
lahat,2013-03-15,4.668,-3.75,103.75
muaradua,2013-03-15,7.72,-4.75,104.25
liwa,2013-03-15,8.124,-5.25,104.25
kepahiang,2013-03-15,0.325,-3.75,102.75
pagar_alam,2013-03-16,3.901,-4.25,103.25
lahat,2013-03-16,28.718,-3.75,103.75
muaradua,2013-03-16,42.653,-4.75,104.25
liwa,2013-03-16,43.293,-5.25,104.25
kepahiang,2013-03-16,1.108,-3.75,102.75
pagar_alam,2013-03-17,0.0,-4.25,103.25
lahat,2013-03-17,1.027,-3.75,103.75
muaradua,2013-03-17,0.0,-4.75,104.25
liwa,2013-03-17,0.0,-5.25,104.25
kepahiang,2013-03-17,0.151,-3.75,102.75
pagar_alam,2013-03-18,8.128,-4.25,103.25
lahat,2013-03-18,51.849,-3.75,103.75
muaradua,2013-03-18,10.554,-4.75,104.25
liwa,2013-03-18,2.454,-5.25,104.25
kepahiang,2013-03-18,3.559,-3.75,102.75
pagar_alam,2013-03-19,8.28,-4.25,103.25
lahat,2013-03-19,11.871,-3.75,103.75
muaradua,2013-03-19,4.16,-4.75,104.25
liwa,2013-03-19,3.089,-5.25,104.25
kepahiang,2013-03-19,8.483,-3.75,102.75
pagar_alam,2013-03-20,0.0,-4.25,103.25
lahat,2013-03-20,0.077,-3.75,103.75
muaradua,2013-03-20,0.0,-4.75,104.25
liwa,2013-03-20,0.0,-5.25,104.25
kepahiang,2013-03-20,0.0,-3.75,102.75
pagar_alam,2013-03-21,0.073,-4.25,103.25
lahat,2013-03-21,0.0,-3.75,103.75
muaradua,2013-03-21,0.0,-4.75,104.25
liwa,2013-03-21,0.0,-5.25,104.25
kepahiang,2013-03-21,1.807,-3.75,102.75
pagar_alam,2013-03-22,0.0,-4.25,103.25
lahat,2013-03-22,0.093,-3.75,103.75
muaradua,2013-03-22,0.255,-4.75,104.25
liwa,2013-03-22,0.313,-5.25,104.25
kepahiang,2013-03-22,0.0,-3.75,102.75
pagar_alam,2013-03-23,0.0,-4.25,103.25
lahat,2013-03-23,1.216,-3.75,103.75
muaradua,2013-03-23,0.0,-4.75,104.25
liwa,2013-03-23,0.0,-5.25,104.25
kepahiang,2013-03-23,0.0,-3.75,102.75
pagar_alam,2013-03-24,0.226,-4.25,103.25
lahat,2013-03-24,1.664,-3.75,103.75
muaradua,2013-03-24,0.699,-4.75,104.25
liwa,2013-03-24,0.503,-5.25,104.25
kepahiang,2013-03-24,0.275,-3.75,102.75
pagar_alam,2013-03-25,11.219,-4.25,103.25
lahat,2013-03-25,8.608,-3.75,103.75
muaradua,2013-03-25,1.298,-4.75,104.25
liwa,2013-03-25,0.205,-5.25,104.25
kepahiang,2013-03-25,11.483,-3.75,102.75
pagar_alam,2013-03-26,12.709,-4.25,103.25
lahat,2013-03-26,5.869,-3.75,103.75
muaradua,2013-03-26,0.713,-4.75,104.25
liwa,2013-03-26,0.166,-5.25,104.25
kepahiang,2013-03-26,14.21,-3.75,102.75
pagar_alam,2013-03-27,9.998,-4.25,103.25
lahat,2013-03-27,12.459,-3.75,103.75
muaradua,2013-03-27,1.733,-4.75,104.25
liwa,2013-03-27,0.164,-5.25,104.25
kepahiang,2013-03-27,9.779,-3.75,102.75
pagar_alam,2013-03-28,36.524,-4.25,103.25
lahat,2013-03-28,16.383,-3.75,103.75
muaradua,2013-03-28,1.761,-4.75,104.25
liwa,2013-03-28,0.381,-5.25,104.25
kepahiang,2013-03-28,38.217,-3.75,102.75
pagar_alam,2013-03-29,8.485,-4.25,103.25
lahat,2013-03-29,14.336,-3.75,103.75
muaradua,2013-03-29,2.803,-4.75,104.25
liwa,2013-03-29,1.098,-5.25,104.25
kepahiang,2013-03-29,7.963,-3.75,102.75
pagar_alam,2013-03-30,93.403,-4.25,103.25
lahat,2013-03-30,43.111,-3.75,103.75
muaradua,2013-03-30,23.551,-4.75,104.25
liwa,2013-03-30,22.273,-5.25,104.25
kepahiang,2013-03-30,99.908,-3.75,102.75
pagar_alam,2013-03-31,0.0,-4.25,103.25
lahat,2013-03-31,0.0,-3.75,103.75
muaradua,2013-03-31,0.0,-4.75,104.25
liwa,2013-03-31,0.0,-5.25,104.25
kepahiang,2013-03-31,0.141,-3.75,102.75
pagar_alam,2013-04-01,0.119,-4.25,103.25
lahat,2013-04-01,1.147,-3.75,103.75
muaradua,2013-04-01,0.0,-4.75,104.25
liwa,2013-04-01,0.0,-5.25,104.25
kepahiang,2013-04-01,0.123,-3.75,102.75
pagar_alam,2013-04-02,12.984,-4.25,103.25
lahat,2013-04-02,6.072,-3.75,103.75
muaradua,2013-04-02,0.544,-4.75,104.25
liwa,2013-04-02,0.089,-5.25,104.25
kepahiang,2013-04-02,13.541,-3.75,102.75
pagar_alam,2013-04-03,4.67,-4.25,103.25
lahat,2013-04-03,2.339,-3.75,103.75
muaradua,2013-04-03,0.224,-4.75,104.25
liwa,2013-04-03,0.19,-5.25,104.25
kepahiang,2013-04-03,4.929,-3.75,102.75
pagar_alam,2013-04-04,42.569,-4.25,103.25
lahat,2013-04-04,27.769,-3.75,103.75
muaradua,2013-04-04,2.899,-4.75,104.25
liwa,2013-04-04,0.398,-5.25,104.25
kepahiang,2013-04-04,43.758,-3.75,102.75
pagar_alam,2013-04-05,3.714,-4.25,103.25
lahat,2013-04-05,1.637,-3.75,103.75
muaradua,2013-04-05,0.146,-4.75,104.25
liwa,2013-04-05,0.025,-5.25,104.25
kepahiang,2013-04-05,4.088,-3.75,102.75
pagar_alam,2013-04-06,6.466,-4.25,103.25
lahat,2013-04-06,12.777,-3.75,103.75
muaradua,2013-04-06,59.879,-4.75,104.25
liwa,2013-04-06,66.559,-5.25,104.25
kepahiang,2013-04-06,4.042,-3.75,102.75
pagar_alam,2013-04-07,0.968,-4.25,103.25
lahat,2013-04-07,0.202,-3.75,103.75
muaradua,2013-04-07,1.788,-4.75,104.25
liwa,2013-04-07,1.957,-5.25,104.25
kepahiang,2013-04-07,0.962,-3.75,102.75
pagar_alam,2013-04-08,9.681,-4.25,103.25
lahat,2013-04-08,9.738,-3.75,103.75
muaradua,2013-04-08,33.653,-4.75,104.25
liwa,2013-04-08,36.331,-5.25,104.25
kepahiang,2013-04-08,8.726,-3.75,102.75
pagar_alam,2013-04-09,1.248,-4.25,103.25
lahat,2013-04-09,1.899,-3.75,103.75
muaradua,2013-04-09,12.625,-4.75,104.25
liwa,2013-04-09,13.736,-5.25,104.25
kepahiang,2013-04-09,0.891,-3.75,102.75
pagar_alam,2013-04-10,5.09,-4.25,103.25
lahat,2013-04-10,9.08,-3.75,103.75
muaradua,2013-04-10,25.629,-4.75,104.25
liwa,2013-04-10,27.435,-5.25,104.25
kepahiang,2013-04-10,3.968,-3.75,102.75
pagar_alam,2013-04-11,6.42,-4.25,103.25
lahat,2013-04-11,12.793,-3.75,103.75
muaradua,2013-04-11,26.957,-4.75,104.25
liwa,2013-04-11,28.246,-5.25,104.25
kepahiang,2013-04-11,4.999,-3.75,102.75
pagar_alam,2013-04-12,2.11,-4.25,103.25
lahat,2013-04-12,3.558,-3.75,103.75
muaradua,2013-04-12,0.469,-4.75,104.25
liwa,2013-04-12,0.082,-5.25,104.25
kepahiang,2013-04-12,1.971,-3.75,102.75
pagar_alam,2013-04-13,0.0,-4.25,103.25
lahat,2013-04-13,0.0,-3.75,103.75
muaradua,2013-04-13,0.0,-4.75,104.25
liwa,2013-04-13,0.0,-5.25,104.25
kepahiang,2013-04-13,0.0,-3.75,102.75
pagar_alam,2013-04-14,0.0,-4.25,103.25
lahat,2013-04-14,1.291,-3.75,103.75
muaradua,2013-04-14,0.0,-4.75,104.25
liwa,2013-04-14,0.0,-5.25,104.25
kepahiang,2013-04-14,0.0,-3.75,102.75
pagar_alam,2013-04-15,0.363,-4.25,103.25
lahat,2013-04-15,4.16,-3.75,103.75
muaradua,2013-04-15,0.522,-4.75,104.25
liwa,2013-04-15,0.0,-5.25,104.25
kepahiang,2013-04-15,0.12,-3.75,102.75
pagar_alam,2013-04-16,2.703,-4.25,103.25
lahat,2013-04-16,23.064,-3.75,103.75
muaradua,2013-04-16,20.822,-4.75,104.25
liwa,2013-04-16,19.629,-5.25,104.25
kepahiang,2013-04-16,0.438,-3.75,102.75
pagar_alam,2013-04-17,2.955,-4.25,103.25
lahat,2013-04-17,8.462,-3.75,103.75
muaradua,2013-04-17,16.073,-4.75,104.25
liwa,2013-04-17,16.642,-5.25,104.25
kepahiang,2013-04-17,2.114,-3.75,102.75
pagar_alam,2013-04-18,0.054,-4.25,103.25
lahat,2013-04-18,0.773,-3.75,103.75
muaradua,2013-04-18,0.0,-4.75,104.25
liwa,2013-04-18,0.0,-5.25,104.25
kepahiang,2013-04-18,0.191,-3.75,102.75
pagar_alam,2013-04-19,48.198,-4.25,103.25
lahat,2013-04-19,21.698,-3.75,103.75
muaradua,2013-04-19,2.357,-4.75,104.25
liwa,2013-04-19,0.499,-5.25,104.25
kepahiang,2013-04-19,51.359,-3.75,102.75
pagar_alam,2013-04-20,0.022,-4.25,103.25
lahat,2013-04-20,0.0,-3.75,103.75
muaradua,2013-04-20,0.0,-4.75,104.25
liwa,2013-04-20,0.0,-5.25,104.25
kepahiang,2013-04-20,0.39,-3.75,102.75
pagar_alam,2013-04-21,3.232,-4.25,103.25
lahat,2013-04-21,26.307,-3.75,103.75
muaradua,2013-04-21,14.532,-4.75,104.25
liwa,2013-04-21,12.044,-5.25,104.25
kepahiang,2013-04-21,0.63,-3.75,102.75
pagar_alam,2013-04-22,0.117,-4.25,103.25
lahat,2013-04-22,0.156,-3.75,103.75
muaradua,2013-04-22,4.413,-4.75,104.25
liwa,2013-04-22,4.907,-5.25,104.25
kepahiang,2013-04-22,0.0,-3.75,102.75
pagar_alam,2013-04-23,1.023,-4.25,103.25
lahat,2013-04-23,0.705,-3.75,103.75
muaradua,2013-04-23,2.689,-4.75,104.25
liwa,2013-04-23,2.926,-5.25,104.25
kepahiang,2013-04-23,1.171,-3.75,102.75
pagar_alam,2013-04-24,0.0,-4.25,103.25
lahat,2013-04-24,0.0,-3.75,103.75
muaradua,2013-04-24,0.88,-4.75,104.25
liwa,2013-04-24,0.974,-5.25,104.25
kepahiang,2013-04-24,0.0,-3.75,102.75
pagar_alam,2013-04-25,0.381,-4.25,103.25
lahat,2013-04-25,4.313,-3.75,103.75
muaradua,2013-04-25,0.568,-4.75,104.25
liwa,2013-04-25,0.151,-5.25,104.25
kepahiang,2013-04-25,0.16,-3.75,102.75
pagar_alam,2013-04-26,16.485,-4.25,103.25
lahat,2013-04-26,7.484,-3.75,103.75
muaradua,2013-04-26,0.764,-4.75,104.25
liwa,2013-04-26,0.154,-5.25,104.25
kepahiang,2013-04-26,17.47,-3.75,102.75
pagar_alam,2013-04-27,5.536,-4.25,103.25
lahat,2013-04-27,26.042,-3.75,103.75
muaradua,2013-04-27,4.053,-4.75,104.25
liwa,2013-04-27,0.204,-5.25,104.25
kepahiang,2013-04-27,4.168,-3.75,102.75
pagar_alam,2013-04-28,41.884,-4.25,103.25
lahat,2013-04-28,28.187,-3.75,103.75
muaradua,2013-04-28,7.276,-4.75,104.25
liwa,2013-04-28,4.475,-5.25,104.25
kepahiang,2013-04-28,43.376,-3.75,102.75
pagar_alam,2013-04-29,0.091,-4.25,103.25
lahat,2013-04-29,0.113,-3.75,103.75
muaradua,2013-04-29,3.551,-4.75,104.25
liwa,2013-04-29,3.917,-5.25,104.25
kepahiang,2013-04-29,0.0,-3.75,102.75
pagar_alam,2013-04-30,16.374,-4.25,103.25
lahat,2013-04-30,7.364,-3.75,103.75
muaradua,2013-04-30,0.822,-4.75,104.25
liwa,2013-04-30,0.179,-5.25,104.25
kepahiang,2013-04-30,17.168,-3.75,102.75
pagar_alam,2013-05-01,71.819,-4.25,103.25
lahat,2013-05-01,33.268,-3.75,103.75
muaradua,2013-05-01,23.662,-4.75,104.25
liwa,2013-05-01,24.38,-5.25,104.25
kepahiang,2013-05-01,76.581,-3.75,102.75
pagar_alam,2013-05-02,0.0,-4.25,103.25
lahat,2013-05-02,0.166,-3.75,103.75
muaradua,2013-05-02,0.0,-4.75,104.25
liwa,2013-05-02,0.0,-5.25,104.25
kepahiang,2013-05-02,0.11,-3.75,102.75
pagar_alam,2013-05-03,13.101,-4.25,103.25
lahat,2013-05-03,8.024,-3.75,103.75
muaradua,2013-05-03,0.844,-4.75,104.25
liwa,2013-05-03,0.105,-5.25,104.25
kepahiang,2013-05-03,13.602,-3.75,102.75
pagar_alam,2013-05-04,0.097,-4.25,103.25
lahat,2013-05-04,0.87,-3.75,103.75
muaradua,2013-05-04,0.0,-4.75,104.25
liwa,2013-05-04,0.0,-5.25,104.25
kepahiang,2013-05-04,0.111,-3.75,102.75
