town,date,precip_mm,grid_lat,grid_lon
pagar_alam,2010-11-13,19.664,-4.25,103.25
lahat,2010-11-13,17.777,-3.75,103.75
muaradua,2010-11-13,17.871,-4.75,104.25
liwa,2010-11-13,17.721,-5.25,104.25
kepahiang,2010-11-13,19.365,-3.75,102.75
pagar_alam,2010-11-14,1.814,-4.25,103.25
lahat,2010-11-14,0.372,-3.75,103.75
muaradua,2010-11-14,0.0,-4.75,104.25
liwa,2010-11-14,0.0,-5.25,104.25
kepahiang,2010-11-14,1.926,-3.75,102.75
pagar_alam,2010-11-15,9.072,-4.25,103.25
lahat,2010-11-15,4.688,-3.75,103.75
muaradua,2010-11-15,29.743,-4.75,104.25
liwa,2010-11-15,32.429,-5.25,104.25
kepahiang,2010-11-15,8.686,-3.75,102.75
pagar_alam,2010-11-16,5.496,-4.25,103.25
lahat,2010-11-16,31.737,-3.75,103.75
muaradua,2010-11-16,4.922,-4.75,104.25
liwa,2010-11-16,1.128,-5.25,104.25
kepahiang,2010-11-16,3.427,-3.75,102.75
pagar_alam,2010-11-17,40.332,-4.25,103.25
lahat,2010-11-17,47.43,-3.75,103.75
muaradua,2010-11-17,22.897,-4.75,104.25
liwa,2010-11-17,19.01,-5.25,104.25
kepahiang,2010-11-17,38.915,-3.75,102.75
pagar_alam,2010-11-18,2.738,-4.25,103.25
lahat,2010-11-18,0.562,-3.75,103.75
muaradua,2010-11-18,0.0,-4.75,104.25
liwa,2010-11-18,0.0,-5.25,104.25
kepahiang,2010-11-18,2.911,-3.75,102.75
pagar_alam,2010-11-19,1.344,-4.25,103.25
lahat,2010-11-19,7.196,-3.75,103.75
muaradua,2010-11-19,1.156,-4.75,104.25
liwa,2010-11-19,0.165,-5.25,104.25
kepahiang,2010-11-19,0.893,-3.75,102.75
pagar_alam,2010-11-20,0.0,-4.25,103.25
lahat,2010-11-20,0.117,-3.75,103.75
muaradua,2010-11-20,0.0,-4.75,104.25
liwa,2010-11-20,0.0,-5.25,104.25
kepahiang,2010-11-20,0.181,-3.75,102.75
pagar_alam,2010-11-21,1.769,-4.25,103.25
lahat,2010-11-21,4.478,-3.75,103.75
muaradua,2010-11-21,34.771,-4.75,104.25
liwa,2010-11-21,38.554,-5.25,104.25
kepahiang,2010-11-21,0.298,-3.75,102.75
pagar_alam,2010-11-22,0.0,-4.25,103.25
lahat,2010-11-22,0.216,-3.75,103.75
muaradua,2010-11-22,0.0,-4.75,104.25
liwa,2010-11-22,0.0,-5.25,104.25
kepahiang,2010-11-22,0.037,-3.75,102.75
pagar_alam,2010-11-23,33.895,-4.25,103.25
lahat,2010-11-23,23.517,-3.75,103.75
muaradua,2010-11-23,2.86,-4.75,104.25
liwa,2010-11-23,0.374,-5.25,104.25
kepahiang,2010-11-23,35.363,-3.75,102.75
pagar_alam,2010-11-24,27.023,-4.25,103.25
lahat,2010-11-24,21.393,-3.75,103.75
muaradua,2010-11-24,17.051,-4.75,104.25
liwa,2010-11-24,16.666,-5.25,104.25
kepahiang,2010-11-24,27.171,-3.75,102.75
pagar_alam,2010-11-25,21.297,-4.25,103.25
lahat,2010-11-25,12.873,-3.75,103.75
muaradua,2010-11-25,6.821,-4.75,104.25
liwa,2010-11-25,6.086,-5.25,104.25
kepahiang,2010-11-25,22.035,-3.75,102.75
pagar_alam,2010-11-26,5.502,-4.25,103.25
lahat,2010-11-26,18.299,-3.75,103.75
muaradua,2010-11-26,2.951,-4.75,104.25
liwa,2010-11-26,0.83,-5.25,104.25
kepahiang,2010-11-26,4.208,-3.75,102.75
pagar_alam,2010-11-27,24.355,-4.25,103.25
lahat,2010-11-27,39.687,-3.75,103.75
muaradua,2010-11-27,6.698,-4.75,104.25
liwa,2010-11-27,2.505,-5.25,104.25
kepahiang,2010-11-27,22.873,-3.75,102.75
pagar_alam,2010-11-28,2.026,-4.25,103.25
lahat,2010-11-28,2.903,-3.75,103.75
muaradua,2010-11-28,0.389,-4.75,104.25
liwa,2010-11-28,0.123,-5.25,104.25
kepahiang,2010-11-28,2.392,-3.75,102.75
pagar_alam,2010-11-29,12.381,-4.25,103.25
lahat,2010-11-29,27.49,-3.75,103.75
muaradua,2010-11-29,3.708,-4.75,104.25
liwa,2010-11-29,0.203,-5.25,104.25
kepahiang,2010-11-29,11.153,-3.75,102.75
pagar_alam,2010-11-30,0.0,-4.25,103.25
lahat,2010-11-30,0.0,-3.75,103.75
muaradua,2010-11-30,0.0,-4.75,104.25
liwa,2010-11-30,0.0,-5.25,104.25
kepahiang,2010-11-30,0.0,-3.75,102.75
pagar_alam,2010-12-01,18.433,-4.25,103.25
lahat,2010-12-01,11.259,-3.75,103.75
muaradua,2010-12-01,57.762,-4.75,104.25
liwa,2010-12-01,63.965,-5.25,104.25
kepahiang,2010-12-01,17.223,-3.75,102.75
pagar_alam,2010-12-02,1.403,-4.25,103.25
lahat,2010-12-02,2.674,-3.75,103.75
muaradua,2010-12-02,45.845,-4.75,104.25
liwa,2010-12-02,50.772,-5.25,104.25
kepahiang,2010-12-02,0.0,-3.75,102.75
pagar_alam,2010-12-03,21.865,-4.25,103.25
lahat,2010-12-03,24.323,-3.75,103.75
muaradua,2010-12-03,9.445,-4.75,104.25
liwa,2010-12-03,7.13,-5.25,104.25
kepahiang,2010-12-03,21.333,-3.75,102.75
pagar_alam,2010-12-04,52.194,-4.25,103.25
lahat,2010-12-04,29.178,-3.75,103.75
muaradua,2010-12-04,3.769,-4.75,104.25
liwa,2010-12-04,0.714,-5.25,104.25
kepahiang,2010-12-04,54.382,-3.75,102.75
pagar_alam,2010-12-05,0.17,-4.25,103.25
lahat,2010-12-05,0.633,-3.75,103.75
muaradua,2010-12-05,4.259,-4.75,104.25
liwa,2010-12-05,4.82,-5.25,104.25
kepahiang,2010-12-05,0.084,-3.75,102.75
pagar_alam,2010-12-06,7.578,-4.25,103.25
lahat,2010-12-06,9.743,-3.75,103.75
muaradua,2010-12-06,49.864,-4.75,104.25
liwa,2010-12-06,54.529,-5.25,104.25
kepahiang,2010-12-06,5.854,-3.75,102.75
pagar_alam,2010-12-07,7.238,-4.25,103.25
lahat,2010-12-07,27.079,-3.75,103.75
muaradua,2010-12-07,4.024,-4.75,104.25
liwa,2010-12-07,0.212,-5.25,104.25
kepahiang,2010-12-07,5.46,-3.75,102.75
pagar_alam,2010-12-08,0.243,-4.25,103.25
lahat,2010-12-08,1.188,-3.75,103.75
muaradua,2010-12-08,3.622,-4.75,104.25
liwa,2010-12-08,3.883,-5.25,104.25
kepahiang,2010-12-08,0.0,-3.75,102.75
pagar_alam,2010-12-09,20.392,-4.25,103.25
lahat,2010-12-09,20.822,-3.75,103.75
muaradua,2010-12-09,2.474,-4.75,104.25
liwa,2010-12-09,0.23,-5.25,104.25
kepahiang,2010-12-09,20.588,-3.75,102.75
pagar_alam,2010-12-10,2.06,-4.25,103.25
lahat,2010-12-10,2.964,-3.75,103.75
muaradua,2010-12-10,0.445,-4.75,104.25
liwa,2010-12-10,0.055,-5.25,104.25
kepahiang,2010-12-10,1.958,-3.75,102.75
pagar_alam,2010-12-11,9.098,-4.25,103.25
lahat,2010-12-11,4.091,-3.75,103.75
muaradua,2010-12-11,0.81,-4.75,104.25
liwa,2010-12-11,0.979,-5.25,104.25
kepahiang,2010-12-11,9.538,-3.75,102.75
pagar_alam,2010-12-12,6.332,-4.25,103.25
lahat,2010-12-12,2.863,-3.75,103.75
muaradua,2010-12-12,0.338,-4.75,104.25
liwa,2010-12-12,0.08,-5.25,104.25
kepahiang,2010-12-12,6.66,-3.75,102.75
pagar_alam,2010-12-13,8.202,-4.25,103.25
lahat,2010-12-13,3.68,-3.75,103.75
muaradua,2010-12-13,0.402,-4.75,104.25
liwa,2010-12-13,0.086,-5.25,104.25
kepahiang,2010-12-13,8.591,-3.75,102.75
pagar_alam,2010-12-14,9.66,-4.25,103.25
lahat,2010-12-14,8.964,-3.75,103.75
muaradua,2010-12-14,1.172,-4.75,104.25
liwa,2010-12-14,0.176,-5.25,104.25
kepahiang,2010-12-14,9.671,-3.75,102.75
pagar_alam,2010-12-15,38.65,-4.25,103.25
lahat,2010-12-15,22.911,-3.75,103.75
muaradua,2010-12-15,21.787,-4.75,104.25
liwa,2010-12-15,21.78,-5.25,104.25
kepahiang,2010-12-15,39.423,-3.75,102.75
pagar_alam,2010-12-16,20.165,-4.25,103.25
lahat,2010-12-16,28.514,-3.75,103.75
muaradua,2010-12-16,3.842,-4.75,104.25
liwa,2010-12-16,0.198,-5.25,104.25
kepahiang,2010-12-16,11.32,-3.75,102.75
pagar_alam,2010-12-17,2.475,-4.25,103.25
lahat,2010-12-17,7.081,-3.75,103.75
muaradua,2010-12-17,1.011,-4.75,104.25
liwa,2010-12-17,0.058,-5.25,104.25
kepahiang,2010-12-17,2.102,-3.75,102.75
pagar_alam,2010-12-18,2.314,-4.25,103.25
lahat,2010-12-18,3.267,-3.75,103.75
muaradua,2010-12-18,8.201,-4.75,104.25
liwa,2010-12-18,8.731,-5.25,104.25
kepahiang,2010-12-18,1.953,-3.75,102.75
pagar_alam,2010-12-19,0.0,-4.25,103.25
lahat,2010-12-19,0.0,-3.75,103.75
muaradua,2010-12-19,0.027,-4.75,104.25
liwa,2010-12-19,0.149,-5.25,104.25
kepahiang,2010-12-19,0.0,-3.75,102.75
pagar_alam,2010-12-20,0.0,-4.25,103.25
lahat,2010-12-20,0.0,-3.75,103.75
muaradua,2010-12-20,1.748,-4.75,104.25
liwa,2010-12-20,1.973,-5.25,104.25
kepahiang,2010-12-20,0.0,-3.75,102.75
pagar_alam,2010-12-21,0.643,-4.25,103.25
lahat,2010-12-21,0.719,-3.75,103.75
muaradua,2010-12-21,17.396,-4.75,104.25
liwa,2010-12-21,19.427,-5.25,104.25
kepahiang,2010-12-21,0.095,-3.75,102.75
pagar_alam,2010-12-22,2.359,-4.25,103.25
lahat,2010-12-22,1.479,-3.75,103.75
muaradua,2010-12-22,16.601,-4.75,104.25
liwa,2010-12-22,18.669,-5.25,104.25
kepahiang,2010-12-22,1.908,-3.75,102.75
pagar_alam,2010-12-23,0.0,-4.25,103.25
lahat,2010-12-23,0.085,-3.75,103.75
muaradua,2010-12-23,0.0,-4.75,104.25
liwa,2010-12-23,0.0,-5.25,104.25
kepahiang,2010-12-23,0.0,-3.75,102.75
pagar_alam,2010-12-24,1.356,-4.25,103.25
lahat,2010-12-24,2.466,-3.75,103.75
muaradua,2010-12-24,29.853,-4.75,104.25
liwa,2010-12-24,33.492,-5.25,104.25
kepahiang,2010-12-24,0.0,-3.75,102.75
pagar_alam,2010-12-25,21.312,-4.25,103.25
lahat,2010-12-25,9.788,-3.75,103.75
muaradua,2010-12-25,1.35,-4.75,104.25
liwa,2010-12-25,0.366,-5.25,104.25
kepahiang,2010-12-25,22.66,-3.75,102.75
pagar_alam,2010-12-26,37.755,-4.25,103.25
lahat,2010-12-26,24.902,-3.75,103.75
muaradua,2010-12-26,10.278,-4.75,104.25
liwa,2010-12-26,8.366,-5.25,104.25
kepahiang,2010-12-26,39.599,-3.75,102.75
pagar_alam,2010-12-27,15.431,-4.25,103.25
lahat,2010-12-27,7.442,-3.75,103.75
muaradua,2010-12-27,0.916,-4.75,104.25
liwa,2010-12-27,0.279,-5.25,104.25
kepahiang,2010-12-27,16.261,-3.75,102.75
pagar_alam,2010-12-28,10.772,-4.25,103.25
lahat,2010-12-28,4.899,-3.75,103.75
muaradua,2010-12-28,0.654,-4.75,104.25
liwa,2010-12-28,0.359,-5.25,104.25
kepahiang,2010-12-28,11.381,-3.75,102.75
pagar_alam,2010-12-29,0.267,-4.25,103.25
lahat,2010-12-29,0.053,-3.75,103.75
muaradua,2010-12-29,0.022,-4.75,104.25
liwa,2010-12-29,0.076,-5.25,104.25
kepahiang,2010-12-29,0.284,-3.75,102.75
pagar_alam,2010-12-30,0.0,-4.25,103.25
lahat,2010-12-30,0.0,-3.75,103.75
muaradua,2010-12-30,0.0,-4.75,104.25
liwa,2010-12-30,0.0,-5.25,104.25
kepahiang,2010-12-30,0.0,-3.75,102.75
pagar_alam,2010-12-31,0.0,-4.25,103.25
lahat,2010-12-31,0.0,-3.75,103.75
muaradua,2010-12-31,0.092,-4.75,104.25
liwa,2010-12-31,0.312,-5.25,104.25
kepahiang,2010-12-31,0.0,-3.75,102.75
pagar_alam,2011-01-01,0.402,-4.25,103.25
lahat,2011-01-01,0.468,-3.75,103.75
muaradua,2011-01-01,9.252,-4.75,104.25
liwa,2011-01-01,10.475,-5.25,104.25
kepahiang,2011-01-01,0.0,-3.75,102.75
pagar_alam,2011-01-02,10.068,-4.25,103.25
lahat,2011-01-02,5.668,-3.75,103.75
muaradua,2011-01-02,3.317,-4.75,104.25
liwa,2011-01-02,3.05,-5.25,104.25
kepahiang,2011-01-02,10.441,-3.75,102.75
pagar_alam,2011-01-03,15.025,-4.25,103.25
lahat,2011-01-03,10.792,-3.75,103.75
muaradua,2011-01-03,2.356,-4.75,104.25
liwa,2011-01-03,0.658,-5.25,104.25
kepahiang,2011-01-03,16.02,-3.75,102.75
pagar_alam,2011-01-04,12.662,-4.25,103.25
lahat,2011-01-04,15.021,-3.75,103.75
muaradua,2011-01-04,5.368,-4.75,104.25
liwa,2011-01-04,3.425,-5.25,104.25
kepahiang,2011-01-04,12.813,-3.75,102.75
pagar_alam,2011-01-05,12.969,-4.25,103.25
lahat,2011-01-05,12.695,-3.75,103.75
muaradua,2011-01-05,4.078,-4.75,104.25
liwa,2011-01-05,3.713,-5.25,104.25
kepahiang,2011-01-05,13.489,-3.75,102.75
pagar_alam,2011-01-06,1.531,-4.25,103.25
lahat,2011-01-06,6.407,-3.75,103.75
muaradua,2011-01-06,0.92,-4.75,104.25
liwa,2011-01-06,0.045,-5.25,104.25
kepahiang,2011-01-06,1.081,-3.75,102.75
pagar_alam,2011-01-07,1.401,-4.25,103.25
lahat,2011-01-07,1.704,-3.75,103.75
muaradua,2011-01-07,40.454,-4.75,104.25
liwa,2011-01-07,45.32,-5.25,104.25
kepahiang,2011-01-07,0.0,-3.75,102.75
pagar_alam,2011-01-08,10.003,-4.25,103.25
lahat,2011-01-08,5.117,-3.75,103.75
muaradua,2011-01-08,1.49,-4.75,104.25
liwa,2011-01-08,1.199,-5.25,104.25
kepahiang,2011-01-08,10.493,-3.75,102.75
pagar_alam,2011-01-09,128.972,-4.25,103.25
lahat,2011-01-09,61.395,-3.75,103.75
muaradua,2011-01-09,60.19,-4.75,104.25
liwa,2011-01-09,62.758,-5.25,104.25
kepahiang,2011-01-09,138.998,-3.75,102.75
pagar_alam,2011-01-10,0.0,-4.25,103.25
lahat,2011-01-10,0.0,-3.75,103.75
muaradua,2011-01-10,1.746,-4.75,104.25
liwa,2011-01-10,1.974,-5.25,104.25
kepahiang,2011-01-10,0.0,-3.75,102.75
pagar_alam,2011-01-11,0.0,-4.25,103.25
lahat,2011-01-11,0.0,-3.75,103.75
muaradua,2011-01-11,0.0,-4.75,104.25
liwa,2011-01-11,0.04,-5.25,104.25
kepahiang,2011-01-11,0.0,-3.75,102.75
pagar_alam,2011-01-12,0.0,-4.25,103.25
lahat,2011-01-12,0.0,-3.75,103.75
muaradua,2011-01-12,0.0,-4.75,104.25
liwa,2011-01-12,0.0,-5.25,104.25
kepahiang,2011-01-12,0.0,-3.75,102.75
pagar_alam,2011-01-13,0.0,-4.25,103.25
lahat,2011-01-13,0.0,-3.75,103.75
muaradua,2011-01-13,2.552,-4.75,104.25
liwa,2011-01-13,2.876,-5.25,104.25
kepahiang,2011-01-13,0.0,-3.75,102.75
pagar_alam,2011-01-14,1.474,-4.25,103.25
lahat,2011-01-14,13.551,-3.75,103.75
muaradua,2011-01-14,2.086,-4.75,104.25
liwa,2011-01-14,0.111,-5.25,104.25
kepahiang,2011-01-14,0.625,-3.75,102.75
pagar_alam,2011-01-15,0.164,-4.25,103.25
lahat,2011-01-15,0.197,-3.75,103.75
muaradua,2011-01-15,4.273,-4.75,104.25
liwa,2011-01-15,4.888,-5.25,104.25
kepahiang,2011-01-15,0.0,-3.75,102.75
pagar_alam,2011-01-16,0.0,-4.25,103.25
lahat,2011-01-16,1.238,-3.75,103.75
muaradua,2011-01-16,0.183,-4.75,104.25
liwa,2011-01-16,0.103,-5.25,104.25
kepahiang,2011-01-16,0.059,-3.75,102.75
pagar_alam,2011-01-17,0.0,-4.25,103.25
lahat,2011-01-17,0.0,-3.75,103.75
muaradua,2011-01-17,0.0,-4.75,104.25
liwa,2011-01-17,0.0,-5.25,104.25
kepahiang,2011-01-17,0.0,-3.75,102.75
pagar_alam,2011-01-18,0.355,-4.25,103.25
lahat,2011-01-18,3.443,-3.75,103.75
muaradua,2011-01-18,0.497,-4.75,104.25
liwa,2011-01-18,0.021,-5.25,104.25
kepahiang,2011-01-18,0.11,-3.75,102.75
pagar_alam,2011-01-19,0.0,-4.25,103.25
lahat,2011-01-19,0.0,-3.75,103.75
muaradua,2011-01-19,2.603,-4.75,104.25
liwa,2011-01-19,2.992,-5.25,104.25
kepahiang,2011-01-19,0.0,-3.75,102.75
pagar_alam,2011-01-20,0.453,-4.25,103.25
lahat,2011-01-20,0.093,-3.75,103.75
muaradua,2011-01-20,0.0,-4.75,104.25
liwa,2011-01-20,0.037,-5.25,104.25
kepahiang,2011-01-20,0.477,-3.75,102.75
pagar_alam,2011-01-21,18.835,-4.25,103.25
lahat,2011-01-21,21.28,-3.75,103.75
muaradua,2011-01-21,4.836,-4.75,104.25
liwa,2011-01-21,2.427,-5.25,104.25
kepahiang,2011-01-21,18.46,-3.75,102.75
pagar_alam,2011-01-22,0.583,-4.25,103.25
lahat,2011-01-22,4.979,-3.75,103.75
muaradua,2011-01-22,7.854,-4.75,104.25
liwa,2011-01-22,8.71,-5.25,104.25
kepahiang,2011-01-22,0.93,-3.75,102.75
pagar_alam,2011-01-23,1.487,-4.25,103.25
lahat,2011-01-23,4.562,-3.75,103.75
muaradua,2011-01-23,27.466,-4.75,104.25
liwa,2011-01-23,28.785,-5.25,104.25
kepahiang,2011-01-23,0.381,-3.75,102.75
pagar_alam,2011-01-24,0.854,-4.25,103.25
lahat,2011-01-24,0.763,-3.75,103.75
muaradua,2011-01-24,13.786,-4.75,104.25
liwa,2011-01-24,15.439,-5.25,104.25
kepahiang,2011-01-24,0.445,-3.75,102.75
pagar_alam,2011-01-25,14.747,-4.25,103.25
lahat,2011-01-25,9.294,-3.75,103.75
muaradua,2011-01-25,82.77,-4.75,104.25
liwa,2011-01-25,93.678,-5.25,104.25
kepahiang,2011-01-25,12.438,-3.75,102.75
pagar_alam,2011-01-26,0.305,-4.25,103.25
lahat,2011-01-26,0.325,-3.75,103.75
muaradua,2011-01-26,6.809,-4.75,104.25
liwa,2011-01-26,7.672,-5.25,104.25
kepahiang,2011-01-26,0.526,-3.75,102.75
pagar_alam,2011-01-27,7.875,-4.25,103.25
lahat,2011-01-27,5.854,-3.75,103.75
muaradua,2011-01-27,11.097,-4.75,104.25
liwa,2011-01-27,11.792,-5.25,104.25
kepahiang,2011-01-27,8.015,-3.75,102.75
pagar_alam,2011-01-28,22.097,-4.25,103.25
lahat,2011-01-28,73.41,-3.75,103.75
muaradua,2011-01-28,30.859,-4.75,104.25
liwa,2011-01-28,22.612,-5.25,104.25
kepahiang,2011-01-28,16.455,-3.75,102.75
pagar_alam,2011-01-29,5.818,-4.25,103.25
lahat,2011-01-29,4.432,-3.75,103.75
muaradua,2011-01-29,46.959,-4.75,104.25
liwa,2011-01-29,53.282,-5.25,104.25
kepahiang,2011-01-29,4.061,-3.75,102.75
pagar_alam,2011-01-30,2.638,-4.25,103.25
lahat,2011-01-30,4.687,-3.75,103.75
muaradua,2011-01-30,38.863,-4.75,104.25
liwa,2011-01-30,43.28,-5.25,104.25
kepahiang,2011-01-30,1.342,-3.75,102.75
pagar_alam,2011-01-31,0.0,-4.25,103.25
lahat,2011-01-31,0.0,-3.75,103.75
muaradua,2011-01-31,0.0,-4.75,104.25
liwa,2011-01-31,0.091,-5.25,104.25
kepahiang,2011-01-31,0.0,-3.75,102.75
pagar_alam,2011-02-01,0.0,-4.25,103.25
lahat,2011-02-01,0.0,-3.75,103.75
muaradua,2011-02-01,0.0,-4.75,104.25
liwa,2011-02-01,0.0,-5.25,104.25
kepahiang,2011-02-01,0.0,-3.75,102.75
pagar_alam,2011-02-02,0.0,-4.25,103.25
lahat,2011-02-02,0.15,-3.75,103.75
muaradua,2011-02-02,0.0,-4.75,104.25
liwa,2011-02-02,0.0,-5.25,104.25
kepahiang,2011-02-02,0.0,-3.75,102.75
pagar_alam,2011-02-03,3.467,-4.25,103.25
lahat,2011-02-03,8.147,-3.75,103.75
muaradua,2011-02-03,2.813,-4.75,104.25
liwa,2011-02-03,2.143,-5.25,104.25
kepahiang,2011-02-03,3.59,-3.75,102.75
pagar_alam,2011-02-04,1.652,-4.25,103.25
lahat,2011-02-04,13.91,-3.75,103.75
muaradua,2011-02-04,2.391,-4.75,104.25
liwa,2011-02-04,0.559,-5.25,104.25
kepahiang,2011-02-04,0.548,-3.75,102.75
pagar_alam,2011-02-05,28.732,-4.25,103.25
lahat,2011-02-05,14.011,-3.75,103.75
muaradua,2011-02-05,10.344,-4.75,104.25
liwa,2011-02-05,10.085,-5.25,104.25
kepahiang,2011-02-05,30.162,-3.75,102.75
pagar_alam,2011-02-06,0.0,-4.25,103.25
lahat,2011-02-06,0.1,-3.75,103.75
muaradua,2011-02-06,0.0,-4.75,104.25
liwa,2011-02-06,0.078,-5.25,104.25
kepahiang,2011-02-06,0.022,-3.75,102.75
pagar_alam,2011-02-07,0.0,-4.25,103.25
lahat,2011-02-07,0.849,-3.75,103.75
muaradua,2011-02-07,0.182,-4.75,104.25
liwa,2011-02-07,0.071,-5.25,104.25
kepahiang,2011-02-07,0.0,-3.75,102.75
pagar_alam,2011-02-08,0.0,-4.25,103.25
lahat,2011-02-08,0.0,-3.75,103.75
muaradua,2011-02-08,0.0,-4.75,104.25
liwa,2011-02-08,0.0,-5.25,104.25
kepahiang,2011-02-08,0.0,-3.75,102.75
pagar_alam,2011-02-09,0.806,-4.25,103.25
lahat,2011-02-09,6.366,-3.75,103.75
muaradua,2011-02-09,1.123,-4.75,104.25
liwa,2011-02-09,0.066,-5.25,104.25
kepahiang,2011-02-09,0.18,-3.75,102.75
pagar_alam,2011-02-10,0.0,-4.25,103.25
lahat,2011-02-10,0.0,-3.75,103.75
muaradua,2011-02-10,0.0,-4.75,104.25
liwa,2011-02-10,0.0,-5.25,104.25
kepahiang,2011-02-10,0.0,-3.75,102.75
pagar_alam,2011-02-11,0.0,-4.25,103.25
lahat,2011-02-11,0.0,-3.75,103.75
muaradua,2011-02-11,0.0,-4.75,104.25
liwa,2011-02-11,0.0,-5.25,104.25
kepahiang,2011-02-11,0.0,-3.75,102.75
pagar_alam,2011-02-12,0.0,-4.25,103.25
lahat,2011-02-12,0.0,-3.75,103.75
muaradua,2011-02-12,0.0,-4.75,104.25
liwa,2011-02-12,0.0,-5.25,104.25
kepahiang,2011-02-12,0.0,-3.75,102.75
pagar_alam,2011-02-13,0.361,-4.25,103.25
lahat,2011-02-13,0.409,-3.75,103.75
muaradua,2011-02-13,7.52,-4.75,104.25
liwa,2011-02-13,8.541,-5.25,104.25
kepahiang,2011-02-13,0.0,-3.75,102.75
pagar_alam,2011-02-14,0.0,-4.25,103.25
lahat,2011-02-14,0.0,-3.75,103.75
muaradua,2011-02-14,0.0,-4.75,104.25
liwa,2011-02-14,0.081,-5.25,104.25
kepahiang,2011-02-14,0.317,-3.75,102.75
pagar_alam,2011-02-15,1.813,-4.25,103.25
lahat,2011-02-15,17.837,-3.75,103.75
muaradua,2011-02-15,2.598,-4.75,104.25
liwa,2011-02-15,0.101,-5.25,104.25
kepahiang,2011-02-15,0.44,-3.75,102.75
pagar_alam,2011-02-16,1.864,-4.25,103.25
lahat,2011-02-16,16.278,-3.75,103.75
muaradua,2011-02-16,13.691,-4.75,104.25
liwa,2011-02-16,12.759,-5.25,104.25
kepahiang,2011-02-16,0.332,-3.75,102.75
pagar_alam,2011-02-17,5.832,-4.25,103.25
lahat,2011-02-17,28.622,-3.75,103.75
muaradua,2011-02-17,11.23,-4.75,104.25
liwa,2011-02-17,7.975,-5.25,104.25
kepahiang,2011-02-17,3.453,-3.75,102.75
pagar_alam,2011-02-18,0.891,-4.25,103.25
lahat,2011-02-18,9.494,-3.75,103.75
muaradua,2011-02-18,2.123,-4.75,104.25
liwa,2011-02-18,1.016,-5.25,104.25
kepahiang,2011-02-18,0.371,-3.75,102.75
pagar_alam,2011-02-19,0.0,-4.25,103.25
lahat,2011-02-19,0.673,-3.75,103.75
muaradua,2011-02-19,0.0,-4.75,104.25
liwa,2011-02-19,0.0,-5.25,104.25
kepahiang,2011-02-19,0.053,-3.75,102.75
pagar_alam,2011-02-20,0.0,-4.25,103.25
lahat,2011-02-20,0.0,-3.75,103.75
muaradua,2011-02-20,0.0,-4.75,104.25
liwa,2011-02-20,0.0,-5.25,104.25
kepahiang,2011-02-20,0.0,-3.75,102.75
pagar_alam,2011-02-21,13.782,-4.25,103.25
lahat,2011-02-21,6.44,-3.75,103.75
muaradua,2011-02-21,7.601,-4.75,104.25
liwa,2011-02-21,7.88,-5.25,104.25
kepahiang,2011-02-21,14.253,-3.75,102.75
pagar_alam,2011-02-22,0.0,-4.25,103.25
lahat,2011-02-22,0.0,-3.75,103.75
muaradua,2011-02-22,0.0,-4.75,104.25
liwa,2011-02-22,0.0,-5.25,104.25
kepahiang,2011-02-22,0.0,-3.75,102.75
pagar_alam,2011-02-23,0.0,-4.25,103.25
lahat,2011-02-23,0.075,-3.75,103.75
muaradua,2011-02-23,0.0,-4.75,104.25
liwa,2011-02-23,0.0,-5.25,104.25
kepahiang,2011-02-23,0.0,-3.75,102.75
pagar_alam,2011-02-24,0.0,-4.25,103.25
lahat,2011-02-24,0.0,-3.75,103.75
muaradua,2011-02-24,0.0,-4.75,104.25
liwa,2011-02-24,0.0,-5.25,104.25
kepahiang,2011-02-24,0.0,-3.75,102.75
pagar_alam,2011-02-25,2.191,-4.25,103.25
lahat,2011-02-25,1.263,-3.75,103.75
muaradua,2011-02-25,12.363,-4.75,104.25
liwa,2011-02-25,13.737,-5.25,104.25
kepahiang,2011-02-25,1.915,-3.75,102.75
pagar_alam,2011-02-26,5.163,-4.25,103.25
lahat,2011-02-26,14.167,-3.75,103.75
muaradua,2011-02-26,28.7,-4.75,104.25
liwa,2011-02-26,30.197,-5.25,104.25
kepahiang,2011-02-26,3.364,-3.75,102.75
pagar_alam,2011-02-27,9.523,-4.25,103.25
lahat,2011-02-27,18.779,-3.75,103.75
muaradua,2011-02-27,46.573,-4.75,104.25
liwa,2011-02-27,49.75,-5.25,104.25
kepahiang,2011-02-27,7.158,-3.75,102.75
pagar_alam,2011-02-28,12.849,-4.25,103.25
lahat,2011-02-28,23.004,-3.75,103.75
muaradua,2011-02-28,3.171,-4.75,104.25
liwa,2011-02-28,0.499,-5.25,104.25
kepahiang,2011-02-28,11.878,-3.75,102.75
pagar_alam,2011-03-01,0.424,-4.25,103.25
lahat,2011-03-01,0.856,-3.75,103.75
muaradua,2011-03-01,0.0,-4.75,104.25
liwa,2011-03-01,0.0,-5.25,104.25
kepahiang,2011-03-01,0.422,-3.75,102.75
pagar_alam,2011-03-02,0.0,-4.25,103.25
lahat,2011-03-02,0.422,-3.75,103.75
muaradua,2011-03-02,0.088,-4.75,104.25
liwa,2011-03-02,0.069,-5.25,104.25
kepahiang,2011-03-02,0.0,-3.75,102.75
pagar_alam,2011-03-03,1.283,-4.25,103.25
lahat,2011-03-03,11.501,-3.75,103.75
muaradua,2011-03-03,2.666,-4.75,104.25
liwa,2011-03-03,1.158,-5.25,104.25
