town,date,tmin_c,grid_lat,grid_lon
lahat,2006-12-02,22.938,-3.75,103.75
muaradua,2006-12-02,20.767,-4.75,104.25
liwa,2006-12-02,20.742,-5.25,104.25
kepahiang,2006-12-02,21.186,-3.75,102.75
pagar_alam,2006-12-03,18.809,-4.25,103.25
lahat,2006-12-03,22.865,-3.75,103.75
muaradua,2006-12-03,21.046,-4.75,104.25
liwa,2006-12-03,21.095,-5.25,104.25
kepahiang,2006-12-03,21.115,-3.75,102.75
pagar_alam,2006-12-04,18.375,-4.25,103.25
lahat,2006-12-04,22.911,-3.75,103.75
muaradua,2006-12-04,21.343,-4.75,104.25
liwa,2006-12-04,21.391,-5.25,104.25
kepahiang,2006-12-04,20.418,-3.75,102.75
pagar_alam,2006-12-05,18.437,-4.25,103.25
lahat,2006-12-05,22.361,-3.75,103.75
muaradua,2006-12-05,21.037,-4.75,104.25
liwa,2006-12-05,21.203,-5.25,104.25
kepahiang,2006-12-05,20.725,-3.75,102.75
pagar_alam,2006-12-06,19.31,-4.25,103.25
lahat,2006-12-06,22.93,-3.75,103.75
muaradua,2006-12-06,21.314,-4.75,104.25
liwa,2006-12-06,21.397,-5.25,104.25
kepahiang,2006-12-06,21.754,-3.75,102.75
pagar_alam,2006-12-07,18.355,-4.25,103.25
lahat,2006-12-07,22.191,-3.75,103.75
muaradua,2006-12-07,20.79,-4.75,104.25
liwa,2006-12-07,20.878,-5.25,104.25
kepahiang,2006-12-07,20.643,-3.75,102.75
pagar_alam,2006-12-08,17.859,-4.25,103.25
lahat,2006-12-08,22.074,-3.75,103.75
muaradua,2006-12-08,20.675,-4.75,104.25
liwa,2006-12-08,20.812,-5.25,104.25
kepahiang,2006-12-08,19.993,-3.75,102.75
pagar_alam,2006-12-09,18.033,-4.25,103.25
lahat,2006-12-09,22.587,-3.75,103.75
muaradua,2006-12-09,20.773,-4.75,104.25
liwa,2006-12-09,20.751,-5.25,104.25
kepahiang,2006-12-09,20.263,-3.75,102.75
pagar_alam,2006-12-10,18.443,-4.25,103.25
lahat,2006-12-10,22.814,-3.75,103.75
muaradua,2006-12-10,21.249,-4.75,104.25
liwa,2006-12-10,21.308,-5.25,104.25
kepahiang,2006-12-10,20.678,-3.75,102.75
pagar_alam,2006-12-11,17.781,-4.25,103.25
lahat,2006-12-11,23.61,-3.75,103.75
muaradua,2006-12-11,21.535,-4.75,104.25
liwa,2006-12-11,21.319,-5.25,104.25
kepahiang,2006-12-11,19.554,-3.75,102.75
pagar_alam,2006-12-12,18.293,-4.25,103.25
lahat,2006-12-12,22.867,-3.75,103.75
muaradua,2006-12-12,22.778,-4.75,104.25
liwa,2006-12-12,23.105,-5.25,104.25
kepahiang,2006-12-12,20.17,-3.75,102.75
pagar_alam,2006-12-13,18.82,-4.25,103.25
lahat,2006-12-13,22.868,-3.75,103.75
muaradua,2006-12-13,21.037,-4.75,104.25
liwa,2006-12-13,21.077,-5.25,104.25
kepahiang,2006-12-13,21.121,-3.75,102.75
pagar_alam,2006-12-14,18.372,-4.25,103.25
lahat,2006-12-14,22.538,-3.75,103.75
muaradua,2006-12-14,20.43,-4.75,104.25
liwa,2006-12-14,20.392,-5.25,104.25
kepahiang,2006-12-14,20.585,-3.75,102.75
pagar_alam,2006-12-15,18.8,-4.25,103.25
lahat,2006-12-15,22.753,-3.75,103.75
muaradua,2006-12-15,21.137,-4.75,104.25
liwa,2006-12-15,21.198,-5.25,104.25
kepahiang,2006-12-15,21.089,-3.75,102.75
pagar_alam,2006-12-16,18.716,-4.25,103.25
lahat,2006-12-16,22.861,-3.75,103.75
muaradua,2006-12-16,21.031,-4.75,104.25
liwa,2006-12-16,21.059,-5.25,104.25
kepahiang,2006-12-16,21.059,-3.75,102.75
pagar_alam,2006-12-17,19.475,-4.25,103.25
lahat,2006-12-17,23.522,-3.75,103.75
muaradua,2006-12-17,21.112,-4.75,104.25
liwa,2006-12-17,21.017,-5.25,104.25
kepahiang,2006-12-17,21.894,-3.75,102.75
pagar_alam,2006-12-18,16.493,-4.25,103.25
lahat,2006-12-18,22.126,-3.75,103.75
muaradua,2006-12-18,21.114,-4.75,104.25
liwa,2006-12-18,21.272,-5.25,104.25
kepahiang,2006-12-18,18.388,-3.75,102.75
pagar_alam,2006-12-19,18.873,-4.25,103.25
lahat,2006-12-19,23.283,-3.75,103.75
muaradua,2006-12-19,21.96,-4.75,104.25
liwa,2006-12-19,22.046,-5.25,104.25
kepahiang,2006-12-19,21.121,-3.75,102.75
pagar_alam,2006-12-20,18.593,-4.25,103.25
lahat,2006-12-20,22.485,-3.75,103.75
muaradua,2006-12-20,21.316,-4.75,104.25
liwa,2006-12-20,21.52,-5.25,104.25
kepahiang,2006-12-20,20.847,-3.75,102.75
pagar_alam,2006-12-21,18.238,-4.25,103.25
lahat,2006-12-21,23.049,-3.75,103.75
muaradua,2006-12-21,18.926,-4.75,104.25
liwa,2006-12-21,18.461,-5.25,104.25
kepahiang,2006-12-21,20.761,-3.75,102.75
pagar_alam,2006-12-22,18.577,-4.25,103.25
lahat,2006-12-22,23.242,-3.75,103.75
muaradua,2006-12-22,22.12,-4.75,104.25
liwa,2006-12-22,22.249,-5.25,104.25
kepahiang,2006-12-22,20.698,-3.75,102.75
pagar_alam,2006-12-23,18.534,-4.25,103.25
lahat,2006-12-23,23.069,-3.75,103.75
muaradua,2006-12-23,21.676,-4.75,104.25
liwa,2006-12-23,21.758,-5.25,104.25
kepahiang,2006-12-23,20.671,-3.75,102.75
pagar_alam,2006-12-24,18.494,-4.25,103.25
lahat,2006-12-24,23.287,-3.75,103.75
muaradua,2006-12-24,21.983,-4.75,104.25
liwa,2006-12-24,22.056,-5.25,104.25
kepahiang,2006-12-24,20.556,-3.75,102.75
pagar_alam,2006-12-25,19.192,-4.25,103.25
lahat,2006-12-25,22.381,-3.75,103.75
muaradua,2006-12-25,20.983,-4.75,104.25
liwa,2006-12-25,21.217,-5.25,104.25
kepahiang,2006-12-25,21.787,-3.75,102.75
pagar_alam,2006-12-26,18.827,-4.25,103.25
lahat,2006-12-26,23.372,-3.75,103.75
muaradua,2006-12-26,21.456,-4.75,104.25
liwa,2006-12-26,21.412,-5.25,104.25
kepahiang,2006-12-26,20.927,-3.75,102.75
pagar_alam,2006-12-27,19.994,-4.25,103.25
lahat,2006-12-27,25.158,-3.75,103.75
muaradua,2006-12-27,23.414,-4.75,104.25
liwa,2006-12-27,23.528,-5.25,104.25
kepahiang,2006-12-27,20.992,-3.75,102.75
pagar_alam,2006-12-28,18.262,-4.25,103.25
lahat,2006-12-28,22.548,-3.75,103.75
muaradua,2006-12-28,21.426,-4.75,104.25
liwa,2006-12-28,21.564,-5.25,104.25
kepahiang,2006-12-28,20.333,-3.75,102.75
pagar_alam,2006-12-29,18.28,-4.25,103.25
lahat,2006-12-29,22.479,-3.75,103.75
muaradua,2006-12-29,21.226,-4.75,104.25
liwa,2006-12-29,21.21,-5.25,104.25
kepahiang,2006-12-29,20.44,-3.75,102.75
pagar_alam,2006-12-30,17.792,-4.25,103.25
lahat,2006-12-30,22.459,-3.75,103.75
muaradua,2006-12-30,20.93,-4.75,104.25
liwa,2006-12-30,20.955,-5.25,104.25
kepahiang,2006-12-30,19.91,-3.75,102.75
pagar_alam,2006-12-31,18.074,-4.25,103.25
lahat,2006-12-31,22.822,-3.75,103.75
muaradua,2006-12-31,21.103,-4.75,104.25
liwa,2006-12-31,21.063,-5.25,104.25
kepahiang,2006-12-31,20.242,-3.75,102.75
pagar_alam,2007-01-01,16.993,-4.25,103.25
lahat,2007-01-01,22.488,-3.75,103.75
muaradua,2007-01-01,20.423,-4.75,104.25
liwa,2007-01-01,20.236,-5.25,104.25
kepahiang,2007-01-01,18.816,-3.75,102.75
pagar_alam,2007-01-02,17.597,-4.25,103.25
lahat,2007-01-02,22.163,-3.75,103.75
muaradua,2007-01-02,20.581,-4.75,104.25
liwa,2007-01-02,20.611,-5.25,104.25
kepahiang,2007-01-02,19.811,-3.75,102.75
pagar_alam,2007-01-03,17.684,-4.25,103.25
lahat,2007-01-03,22.465,-3.75,103.75
muaradua,2007-01-03,20.73,-4.75,104.25
liwa,2007-01-03,20.742,-5.25,104.25
kepahiang,2007-01-03,19.693,-3.75,102.75
pagar_alam,2007-01-04,16.947,-4.25,103.25
lahat,2007-01-04,22.171,-3.75,103.75
muaradua,2007-01-04,20.476,-4.75,104.25
liwa,2007-01-04,20.391,-5.25,104.25
kepahiang,2007-01-04,18.817,-3.75,102.75
pagar_alam,2007-01-05,16.922,-4.25,103.25
lahat,2007-01-05,21.824,-3.75,103.75
muaradua,2007-01-05,20.924,-4.75,104.25
liwa,2007-01-05,21.102,-5.25,104.25
kepahiang,2007-01-05,18.945,-3.75,102.75
pagar_alam,2007-01-06,17.089,-4.25,103.25
lahat,2007-01-06,22.103,-3.75,103.75
muaradua,2007-01-06,20.438,-4.75,104.25
liwa,2007-01-06,20.454,-5.25,104.25
kepahiang,2007-01-06,19.106,-3.75,102.75
pagar_alam,2007-01-07,17.072,-4.25,103.25
lahat,2007-01-07,22.42,-3.75,103.75
muaradua,2007-01-07,20.728,-4.75,104.25
liwa,2007-01-07,20.658,-5.25,104.25
kepahiang,2007-01-07,18.949,-3.75,102.75
pagar_alam,2007-01-08,18.055,-4.25,103.25
lahat,2007-01-08,22.427,-3.75,103.75
muaradua,2007-01-08,20.471,-4.75,104.25
liwa,2007-01-08,20.422,-5.25,104.25
kepahiang,2007-01-08,20.375,-3.75,102.75
pagar_alam,2007-01-09,17.864,-4.25,103.25
lahat,2007-01-09,22.626,-3.75,103.75
muaradua,2007-01-09,21.138,-4.75,104.25
liwa,2007-01-09,21.094,-5.25,104.25
kepahiang,2007-01-09,19.763,-3.75,102.75
pagar_alam,2007-01-10,17.712,-4.25,103.25
lahat,2007-01-10,22.731,-3.75,103.75
muaradua,2007-01-10,20.206,-4.75,104.25
liwa,2007-01-10,19.951,-5.25,104.25
kepahiang,2007-01-10,19.721,-3.75,102.75
pagar_alam,2007-01-11,17.798,-4.25,103.25
lahat,2007-01-11,23.115,-3.75,103.75
muaradua,2007-01-11,20.442,-4.75,104.25
liwa,2007-01-11,20.126,-5.25,104.25
kepahiang,2007-01-11,19.882,-3.75,102.75
pagar_alam,2007-01-12,18.294,-4.25,103.25
lahat,2007-01-12,23.024,-3.75,103.75
muaradua,2007-01-12,20.53,-4.75,104.25
liwa,2007-01-12,20.278,-5.25,104.25
kepahiang,2007-01-12,20.414,-3.75,102.75
pagar_alam,2007-01-13,18.106,-4.25,103.25
lahat,2007-01-13,22.819,-3.75,103.75
muaradua,2007-01-13,20.766,-4.75,104.25
liwa,2007-01-13,20.662,-5.25,104.25
kepahiang,2007-01-13,20.243,-3.75,102.75
pagar_alam,2007-01-14,18.085,-4.25,103.25
lahat,2007-01-14,22.294,-3.75,103.75
muaradua,2007-01-14,20.79,-4.75,104.25
liwa,2007-01-14,20.942,-5.25,104.25
kepahiang,2007-01-14,20.377,-3.75,102.75
pagar_alam,2007-01-15,17.435,-4.25,103.25
lahat,2007-01-15,22.26,-3.75,103.75
muaradua,2007-01-15,20.656,-4.75,104.25
liwa,2007-01-15,20.686,-5.25,104.25
kepahiang,2007-01-15,19.428,-3.75,102.75
pagar_alam,2007-01-16,18.816,-4.25,103.25
lahat,2007-01-16,23.388,-3.75,103.75
muaradua,2007-01-16,20.501,-4.75,104.25
liwa,2007-01-16,20.175,-5.25,104.25
kepahiang,2007-01-16,21.125,-3.75,102.75
pagar_alam,2007-01-17,18.266,-4.25,103.25
lahat,2007-01-17,23.238,-3.75,103.75
muaradua,2007-01-17,21.069,-4.75,104.25
liwa,2007-01-17,20.918,-5.25,104.25
kepahiang,2007-01-17,20.366,-3.75,102.75
pagar_alam,2007-01-18,18.598,-4.25,103.25
lahat,2007-01-18,23.098,-3.75,103.75
muaradua,2007-01-18,20.716,-4.75,104.25
liwa,2007-01-18,20.566,-5.25,104.25
kepahiang,2007-01-18,20.858,-3.75,102.75
pagar_alam,2007-01-19,17.804,-4.25,103.25
lahat,2007-01-19,22.774,-3.75,103.75
muaradua,2007-01-19,20.245,-4.75,104.25
liwa,2007-01-19,20.004,-5.25,104.25
kepahiang,2007-01-19,19.742,-3.75,102.75
pagar_alam,2007-01-20,18.633,-4.25,103.25
lahat,2007-01-20,22.581,-3.75,103.75
muaradua,2007-01-20,20.848,-4.75,104.25
liwa,2007-01-20,20.882,-5.25,104.25
kepahiang,2007-01-20,20.979,-3.75,102.75
pagar_alam,2007-01-21,18.632,-4.25,103.25
lahat,2007-01-21,23.228,-3.75,103.75
muaradua,2007-01-21,21.375,-4.75,104.25
liwa,2007-01-21,21.278,-5.25,104.25
kepahiang,2007-01-21,20.688,-3.75,102.75
pagar_alam,2007-01-22,18.804,-4.25,103.25
lahat,2007-01-22,23.596,-3.75,103.75
muaradua,2007-01-22,21.055,-4.75,104.25
liwa,2007-01-22,20.858,-5.25,104.25
kepahiang,2007-01-22,20.885,-3.75,102.75
pagar_alam,2007-01-23,17.798,-4.25,103.25
lahat,2007-01-23,22.849,-3.75,103.75
muaradua,2007-01-23,21.077,-4.75,104.25
liwa,2007-01-23,21.002,-5.25,104.25
kepahiang,2007-01-23,19.685,-3.75,102.75
pagar_alam,2007-01-24,17.042,-4.25,103.25
lahat,2007-01-24,22.257,-3.75,103.75
muaradua,2007-01-24,19.341,-4.75,104.25
liwa,2007-01-24,19.025,-5.25,104.25
kepahiang,2007-01-24,19.066,-3.75,102.75
pagar_alam,2007-01-25,17.25,-4.25,103.25
lahat,2007-01-25,22.158,-3.75,103.75
muaradua,2007-01-25,20.436,-4.75,104.25
liwa,2007-01-25,20.382,-5.25,104.25
kepahiang,2007-01-25,19.206,-3.75,102.75
pagar_alam,2007-01-26,17.224,-4.25,103.25
lahat,2007-01-26,22.35,-3.75,103.75
muaradua,2007-01-26,19.974,-4.75,104.25
liwa,2007-01-26,19.835,-5.25,104.25
kepahiang,2007-01-26,19.349,-3.75,102.75
pagar_alam,2007-01-27,18.24,-4.25,103.25
lahat,2007-01-27,23.005,-3.75,103.75
muaradua,2007-01-27,20.721,-4.75,104.25
liwa,2007-01-27,20.569,-5.25,104.25
kepahiang,2007-01-27,20.316,-3.75,102.75
pagar_alam,2007-01-28,17.38,-4.25,103.25
lahat,2007-01-28,22.485,-3.75,103.75
muaradua,2007-01-28,20.322,-4.75,104.25
liwa,2007-01-28,20.196,-5.25,104.25
kepahiang,2007-01-28,19.317,-3.75,102.75
pagar_alam,2007-01-29,17.663,-4.25,103.25
lahat,2007-01-29,22.471,-3.75,103.75
muaradua,2007-01-29,20.611,-4.75,104.25
liwa,2007-01-29,20.581,-5.25,104.25
kepahiang,2007-01-29,19.619,-3.75,102.75
pagar_alam,2007-01-30,17.777,-4.25,103.25
lahat,2007-01-30,22.351,-3.75,103.75
muaradua,2007-01-30,19.695,-4.75,104.25
liwa,2007-01-30,19.578,-5.25,104.25
kepahiang,2007-01-30,20.054,-3.75,102.75
pagar_alam,2007-01-31,18.106,-4.25,103.25
lahat,2007-01-31,22.668,-3.75,103.75
muaradua,2007-01-31,20.094,-4.75,104.25
liwa,2007-01-31,19.932,-5.25,104.25
kepahiang,2007-01-31,20.262,-3.75,102.75
pagar_alam,2007-02-01,18.349,-4.25,103.25
lahat,2007-02-01,23.024,-3.75,103.75
muaradua,2007-02-01,20.201,-4.75,104.25
liwa,2007-02-01,19.977,-5.25,104.25
kepahiang,2007-02-01,20.505,-3.75,102.75
pagar_alam,2007-02-02,18.475,-4.25,103.25
lahat,2007-02-02,23.107,-3.75,103.75
muaradua,2007-02-02,20.423,-4.75,104.25
liwa,2007-02-02,20.171,-5.25,104.25
kepahiang,2007-02-02,20.606,-3.75,102.75
pagar_alam,2007-02-03,18.311,-4.25,103.25
lahat,2007-02-03,22.983,-3.75,103.75
muaradua,2007-02-03,20.399,-4.75,104.25
liwa,2007-02-03,20.158,-5.25,104.25
kepahiang,2007-02-03,20.417,-3.75,102.75
pagar_alam,2007-02-04,16.531,-4.25,103.25
lahat,2007-02-04,22.034,-3.75,103.75
muaradua,2007-02-04,20.037,-4.75,104.25
liwa,2007-02-04,19.989,-5.25,104.25
kepahiang,2007-02-04,18.482,-3.75,102.75
pagar_alam,2007-02-05,17.741,-4.25,103.25
lahat,2007-02-05,22.422,-3.75,103.75
muaradua,2007-02-05,19.87,-4.75,104.25
liwa,2007-02-05,19.711,-5.25,104.25
kepahiang,2007-02-05,19.945,-3.75,102.75
pagar_alam,2007-02-06,17.777,-4.25,103.25
lahat,2007-02-06,22.6,-3.75,103.75
muaradua,2007-02-06,20.608,-4.75,104.25
liwa,2007-02-06,20.529,-5.25,104.25
kepahiang,2007-02-06,19.764,-3.75,102.75
pagar_alam,2007-02-07,17.579,-4.25,103.25
lahat,2007-02-07,22.535,-3.75,103.75
muaradua,2007-02-07,20.728,-4.75,104.25
liwa,2007-02-07,20.644,-5.25,104.25
kepahiang,2007-02-07,19.513,-3.75,102.75
pagar_alam,2007-02-08,17.927,-4.25,103.25
lahat,2007-02-08,22.803,-3.75,103.75
muaradua,2007-02-08,21.472,-4.75,104.25
liwa,2007-02-08,21.469,-5.25,104.25
kepahiang,2007-02-08,19.936,-3.75,102.75
pagar_alam,2007-02-09,18.578,-4.25,103.25
lahat,2007-02-09,23.198,-3.75,103.75
muaradua,2007-02-09,19.688,-4.75,104.25
liwa,2007-02-09,19.316,-5.25,104.25
kepahiang,2007-02-09,20.799,-3.75,102.75
pagar_alam,2007-02-10,18.31,-4.25,103.25
lahat,2007-02-10,23.038,-3.75,103.75
muaradua,2007-02-10,20.315,-4.75,104.25
liwa,2007-02-10,20.116,-5.25,104.25
kepahiang,2007-02-10,20.583,-3.75,102.75
pagar_alam,2007-02-11,18.693,-4.25,103.25
lahat,2007-02-11,23.149,-3.75,103.75
muaradua,2007-02-11,21.073,-4.75,104.25
liwa,2007-02-11,20.99,-5.25,104.25
kepahiang,2007-02-11,20.807,-3.75,102.75
pagar_alam,2007-02-12,18.027,-4.25,103.25
lahat,2007-02-12,23.011,-3.75,103.75
muaradua,2007-02-12,21.698,-4.75,104.25
liwa,2007-02-12,21.741,-5.25,104.25
kepahiang,2007-02-12,19.893,-3.75,102.75
pagar_alam,2007-02-13,18.265,-4.25,103.25
lahat,2007-02-13,23.319,-3.75,103.75
muaradua,2007-02-13,20.685,-4.75,104.25
liwa,2007-02-13,20.428,-5.25,104.25
kepahiang,2007-02-13,20.227,-3.75,102.75
pagar_alam,2007-02-14,18.156,-4.25,103.25
lahat,2007-02-14,23.04,-3.75,103.75
muaradua,2007-02-14,20.018,-4.75,104.25
liwa,2007-02-14,19.699,-5.25,104.25
kepahiang,2007-02-14,20.242,-3.75,102.75
pagar_alam,2007-02-15,18.245,-4.25,103.25
lahat,2007-02-15,23.354,-3.75,103.75
muaradua,2007-02-15,21.802,-4.75,104.25
liwa,2007-02-15,21.725,-5.25,104.25
kepahiang,2007-02-15,20.054,-3.75,102.75
pagar_alam,2007-02-16,17.245,-4.25,103.25
lahat,2007-02-16,22.371,-3.75,103.75
muaradua,2007-02-16,20.141,-4.75,104.25
liwa,2007-02-16,19.998,-5.25,104.25
kepahiang,2007-02-16,19.229,-3.75,102.75
pagar_alam,2007-02-17,17.068,-4.25,103.25
lahat,2007-02-17,22.212,-3.75,103.75
muaradua,2007-02-17,19.803,-4.75,104.25
liwa,2007-02-17,19.629,-5.25,104.25
kepahiang,2007-02-17,19.029,-3.75,102.75
pagar_alam,2007-02-18,17.122,-4.25,103.25
lahat,2007-02-18,22.051,-3.75,103.75
muaradua,2007-02-18,19.99,-4.75,104.25
liwa,2007-02-18,19.887,-5.25,104.25
kepahiang,2007-02-18,19.137,-3.75,102.75
pagar_alam,2007-02-19,16.547,-4.25,103.25
lahat,2007-02-19,21.736,-3.75,103.75
muaradua,2007-02-19,20.329,-4.75,104.25
liwa,2007-02-19,20.327,-5.25,104.25
kepahiang,2007-02-19,18.395,-3.75,102.75
pagar_alam,2007-02-20,16.62,-4.25,103.25
lahat,2007-02-20,21.792,-3.75,103.75
muaradua,2007-02-20,20.209,-4.75,104.25
liwa,2007-02-20,20.167,-5.25,104.25
kepahiang,2007-02-20,18.488,-3.75,102.75
pagar_alam,2007-02-21,15.989,-4.25,103.25
lahat,2007-02-21,21.439,-3.75,103.75
muaradua,2007-02-21,19.852,-4.75,104.25
liwa,2007-02-21,19.825,-5.25,104.25
kepahiang,2007-02-21,17.821,-3.75,102.75
pagar_alam,2007-02-22,15.59,-4.25,103.25
lahat,2007-02-22,21.332,-3.75,103.75
muaradua,2007-02-22,20.516,-4.75,104.25
liwa,2007-02-22,20.618,-5.25,104.25
kepahiang,2007-02-22,17.218,-3.75,102.75
pagar_alam,2007-02-23,17.62,-4.25,103.25
lahat,2007-02-23,22.199,-3.75,103.75
muaradua,2007-02-23,20.581,-4.75,104.25
liwa,2007-02-23,20.584,-5.25,104.25
kepahiang,2007-02-23,19.831,-3.75,102.75
pagar_alam,2007-02-24,16.777,-4.25,103.25
lahat,2007-02-24,21.764,-3.75,103.75
muaradua,2007-02-24,20.344,-4.75,104.25
liwa,2007-02-24,20.39,-5.25,104.25
kepahiang,2007-02-24,18.803,-3.75,102.75
pagar_alam,2007-02-25,17.716,-4.25,103.25
lahat,2007-02-25,22.301,-3.75,103.75
muaradua,2007-02-25,20.23,-4.75,104.25
liwa,2007-02-25,20.126,-5.25,104.25
kepahiang,2007-02-25,19.776,-3.75,102.75
pagar_alam,2007-02-26,16.347,-4.25,103.25
lahat,2007-02-26,21.502,-3.75,103.75
muaradua,2007-02-26,19.845,-4.75,104.25
liwa,2007-02-26,19.873,-5.25,104.25
kepahiang,2007-02-26,18.319,-3.75,102.75
pagar_alam,2007-02-27,17.196,-4.25,103.25
lahat,2007-02-27,22.035,-3.75,103.75
muaradua,2007-02-27,20.036,-4.75,104.25
liwa,2007-02-27,19.985,-5.25,104.25
kepahiang,2007-02-27,19.202,-3.75,102.75
pagar_alam,2007-02-28,17.068,-4.25,103.25
lahat,2007-02-28,22.216,-3.75,103.75
muaradua,2007-02-28,20.508,-4.75,104.25
liwa,2007-02-28,20.454,-5.25,104.25
kepahiang,2007-02-28,18.922,-3.75,102.75
pagar_alam,2007-03-01,15.502,-4.25,103.25
lahat,2007-03-01,21.357,-3.75,103.75
muaradua,2007-03-01,18.898,-4.75,104.25
liwa,2007-03-01,19.265,-5.25,104.25
kepahiang,2007-03-01,17.829,-3.75,102.75
pagar_alam,2007-03-02,16.106,-4.25,103.25
lahat,2007-03-02,22.17,-3.75,103.75
muaradua,2007-03-02,19.551,-4.75,104.25
liwa,2007-03-02,19.839,-5.25,104.25
kepahiang,2007-03-02,18.486,-3.75,102.75
pagar_alam,2007-03-03,16.41,-4.25,103.25
lahat,2007-03-03,22.822,-3.75,103.75
muaradua,2007-03-03,19.916,-4.75,104.25
liwa,2007-03-03,20.09,-5.25,104.25
kepahiang,2007-03-03,18.593,-3.75,102.75
pagar_alam,2007-03-04,16.246,-4.25,103.25
lahat,2007-03-04,21.665,-3.75,103.75
muaradua,2007-03-04,18.93,-4.75,104.25
liwa,2007-03-04,19.305,-5.25,104.25
kepahiang,2007-03-04,18.697,-3.75,102.75
pagar_alam,2007-03-05,16.315,-4.25,103.25
lahat,2007-03-05,21.839,-3.75,103.75
muaradua,2007-03-05,19.358,-4.75,104.25
liwa,2007-03-05,19.754,-5.25,104.25
kepahiang,2007-03-05,18.699,-3.75,102.75
pagar_alam,2007-03-06,16.385,-4.25,103.25
lahat,2007-03-06,21.751,-3.75,103.75
muaradua,2007-03-06,16.519,-4.75,104.25
liwa,2007-03-06,16.381,-5.25,104.25
kepahiang,2007-03-06,19.309,-3.75,102.75
pagar_alam,2007-03-07,17.531,-4.25,103.25
lahat,2007-03-07,22.711,-3.75,103.75
muaradua,2007-03-07,19.251,-4.75,104.25
liwa,2007-03-07,19.442,-5.25,104.25
kepahiang,2007-03-07,20.32,-3.75,102.75
pagar_alam,2007-03-08,16.657,-4.25,103.25
lahat,2007-03-08,22.105,-3.75,103.75
muaradua,2007-03-08,19.407,-4.75,104.25
liwa,2007-03-08,19.735,-5.25,104.25
kepahiang,2007-03-08,19.252,-3.75,102.75
pagar_alam,2007-03-09,17.562,-4.25,103.25
lahat,2007-03-09,24.504,-3.75,103.75
muaradua,2007-03-09,20.488,-4.75,104.25
liwa,2007-03-09,20.367,-5.25,104.25
kepahiang,2007-03-09,19.626,-3.75,102.75
pagar_alam,2007-03-10,17.276,-4.25,103.25
lahat,2007-03-10,22.897,-3.75,103.75
muaradua,2007-03-10,20.066,-4.75,104.25
liwa,2007-03-10,20.301,-5.25,104.25
kepahiang,2007-03-10,19.626,-3.75,102.75
pagar_alam,2007-03-11,17.282,-4.25,103.25
lahat,2007-03-11,22.743,-3.75,103.75
muaradua,2007-03-11,20.125,-4.75,104.25
liwa,2007-03-11,20.356,-5.25,104.25
kepahiang,2007-03-11,19.678,-3.75,102.75
pagar_alam,2007-03-12,17.383,-4.25,103.25
lahat,2007-03-12,23.031,-3.75,103.75
muaradua,2007-03-12,20.088,-4.75,104.25
liwa,2007-03-12,20.267,-5.25,104.25
kepahiang,2007-03-12,19.799,-3.75,102.75
pagar_alam,2007-03-13,17.423,-4.25,103.25
lahat,2007-03-13,23.15,-3.75,103.75
muaradua,2007-03-13,19.04,-4.75,104.25
liwa,2007-03-13,19.081,-5.25,104.25
kepahiang,2007-03-13,19.959,-3.75,102.75
pagar_alam,2007-03-14,16.073,-4.25,103.25
lahat,2007-03-14,22.063,-3.75,103.75
muaradua,2007-03-14,19.014,-4.75,104.25
liwa,2007-03-14,19.287,-5.25,104.25
kepahiang,2007-03-14,18.416,-3.75,102.75
pagar_alam,2007-03-15,16.29,-4.25,103.25
lahat,2007-03-15,22.051,-3.75,103.75
muaradua,2007-03-15,18.568,-4.75,104.25
liwa,2007-03-15,18.742,-5.25,104.25
kepahiang,2007-03-15,18.891,-3.75,102.75
pagar_alam,2007-03-16,16.277,-4.25,103.25
lahat,2007-03-16,22.314,-3.75,103.75
muaradua,2007-03-16,19.066,-4.75,104.25
liwa,2007-03-16,19.248,-5.25,104.25
kepahiang,2007-03-16,18.619,-3.75,102.75
pagar_alam,2007-03-17,16.452,-4.25,103.25
lahat,2007-03-17,22.555,-3.75,103.75
muaradua,2007-03-17,19.278,-4.75,104.25
liwa,2007-03-17,19.46,-5.25,104.25
kepahiang,2007-03-17,18.9,-3.75,102.75
pagar_alam,2007-03-18,17.223,-4.25,103.25
lahat,2007-03-18,22.548,-3.75,103.75
muaradua,2007-03-18,19.671,-4.75,104.25
liwa,2007-03-18,19.962,-5.25,104.25
kepahiang,2007-03-18,19.838,-3.75,102.75
pagar_alam,2007-03-19,17.028,-4.25,103.25
lahat,2007-03-19,22.305,-3.75,103.75
muaradua,2007-03-19,19.071,-4.75,104.25
liwa,2007-03-19,19.297,-5.25,104.25
kepahiang,2007-03-19,19.561,-3.75,102.75
pagar_alam,2007-03-20,16.479,-4.25,103.25
lahat,2007-03-20,22.401,-3.75,103.75
muaradua,2007-03-20,19.638,-4.75,104.25
liwa,2007-03-20,19.939,-5.25,104.25
kepahiang,2007-03-20,18.803,-3.75,102.75
pagar_alam,2007-03-21,16.234,-4.25,103.25
lahat,2007-03-21,22.137,-3.75,103.75
muaradua,2007-03-21,18.886,-4.75,104.25
liwa,2007-03-21,19.059,-5.25,104.25
kepahiang,2007-03-21,18.608,-3.75,102.75
pagar_alam,2007-03-22,16.27,-4.25,103.25
lahat,2007-03-22,21.831,-3.75,103.75
muaradua,2007-03-22,19.334,-4.75,104.25
liwa,2007-03-22,19.708,-5.25,104.25
kepahiang,2007-03-22,18.759,-3.75,102.75
