town,date,tmax_c,grid_lat,grid_lon
kepahiang,2010-04-17,29.886,-3.75,102.75
pagar_alam,2010-04-18,28.772,-4.25,103.25
lahat,2010-04-18,32.03,-3.75,103.75
muaradua,2010-04-18,31.736,-4.75,104.25
liwa,2010-04-18,30.899,-5.25,104.25
kepahiang,2010-04-18,29.802,-3.75,102.75
pagar_alam,2010-04-19,28.807,-4.25,103.25
lahat,2010-04-19,32.324,-3.75,103.75
muaradua,2010-04-19,31.349,-4.75,104.25
liwa,2010-04-19,30.412,-5.25,104.25
kepahiang,2010-04-19,29.93,-3.75,102.75
pagar_alam,2010-04-20,29.147,-4.25,103.25
lahat,2010-04-20,32.489,-3.75,103.75
muaradua,2010-04-20,31.729,-4.75,104.25
liwa,2010-04-20,30.825,-5.25,104.25
kepahiang,2010-04-20,30.234,-3.75,102.75
pagar_alam,2010-04-21,28.91,-4.25,103.25
lahat,2010-04-21,32.75,-3.75,103.75
muaradua,2010-04-21,29.658,-4.75,104.25
liwa,2010-04-21,28.248,-5.25,104.25
kepahiang,2010-04-21,30.182,-3.75,102.75
pagar_alam,2010-04-22,28.954,-4.25,103.25
lahat,2010-04-22,32.126,-3.75,103.75
muaradua,2010-04-22,31.562,-4.75,104.25
liwa,2010-04-22,30.686,-5.25,104.25
kepahiang,2010-04-22,30.057,-3.75,102.75
pagar_alam,2010-04-23,28.92,-4.25,103.25
lahat,2010-04-23,32.725,-3.75,103.75
muaradua,2010-04-23,31.755,-4.75,104.25
liwa,2010-04-23,30.741,-5.25,104.25
kepahiang,2010-04-23,29.927,-3.75,102.75
pagar_alam,2010-04-24,28.514,-4.25,103.25
lahat,2010-04-24,31.799,-3.75,103.75
muaradua,2010-04-24,31.764,-4.75,104.25
liwa,2010-04-24,31.076,-5.25,104.25
kepahiang,2010-04-24,29.591,-3.75,102.75
pagar_alam,2010-04-25,29.147,-4.25,103.25
lahat,2010-04-25,32.263,-3.75,103.75
muaradua,2010-04-25,31.953,-4.75,104.25
liwa,2010-04-25,31.199,-5.25,104.25
kepahiang,2010-04-25,30.284,-3.75,102.75
pagar_alam,2010-04-26,28.977,-4.25,103.25
lahat,2010-04-26,32.786,-3.75,103.75
muaradua,2010-04-26,32.072,-4.75,104.25
liwa,2010-04-26,31.151,-5.25,104.25
kepahiang,2010-04-26,29.964,-3.75,102.75
pagar_alam,2010-04-27,29.117,-4.25,103.25
lahat,2010-04-27,32.757,-3.75,103.75
muaradua,2010-04-27,32.08,-4.75,104.25
liwa,2010-04-27,31.186,-5.25,104.25
kepahiang,2010-04-27,30.171,-3.75,102.75
pagar_alam,2010-04-28,28.887,-4.25,103.25
lahat,2010-04-28,32.553,-3.75,103.75
muaradua,2010-04-28,32.41,-4.75,104.25
liwa,2010-04-28,31.615,-5.25,104.25
kepahiang,2010-04-28,29.77,-3.75,102.75
pagar_alam,2010-04-29,29.592,-4.25,103.25
lahat,2010-04-29,32.946,-3.75,103.75
muaradua,2010-04-29,32.543,-4.75,104.25
liwa,2010-04-29,31.708,-5.25,104.25
kepahiang,2010-04-29,30.646,-3.75,102.75
pagar_alam,2010-04-30,30.154,-4.25,103.25
lahat,2010-04-30,33.224,-3.75,103.75
muaradua,2010-04-30,31.923,-4.75,104.25
liwa,2010-04-30,30.931,-5.25,104.25
kepahiang,2010-04-30,31.386,-3.75,102.75
pagar_alam,2010-05-01,31.468,-4.25,103.25
lahat,2010-05-01,34.346,-3.75,103.75
muaradua,2010-05-01,32.704,-4.75,104.25
liwa,2010-05-01,31.475,-5.25,104.25
kepahiang,2010-05-01,32.62,-3.75,102.75
pagar_alam,2010-05-02,30.905,-4.25,103.25
lahat,2010-05-02,33.402,-3.75,103.75
muaradua,2010-05-02,31.38,-4.75,104.25
liwa,2010-05-02,30.164,-5.25,104.25
kepahiang,2010-05-02,32.284,-3.75,102.75
pagar_alam,2010-05-03,29.627,-4.25,103.25
lahat,2010-05-03,33.211,-3.75,103.75
muaradua,2010-05-03,31.345,-4.75,104.25
liwa,2010-05-03,30.123,-5.25,104.25
kepahiang,2010-05-03,30.707,-3.75,102.75
pagar_alam,2010-05-04,29.571,-4.25,103.25
lahat,2010-05-04,32.782,-3.75,103.75
muaradua,2010-05-04,31.896,-4.75,104.25
liwa,2010-05-04,30.858,-5.25,104.25
kepahiang,2010-05-04,30.629,-3.75,102.75
pagar_alam,2010-05-05,28.658,-4.25,103.25
lahat,2010-05-05,32.206,-3.75,103.75
muaradua,2010-05-05,29.082,-4.75,104.25
liwa,2010-05-05,27.652,-5.25,104.25
kepahiang,2010-05-05,29.934,-3.75,102.75
pagar_alam,2010-05-06,29.182,-4.25,103.25
lahat,2010-05-06,32.757,-3.75,103.75
muaradua,2010-05-06,31.923,-4.75,104.25
liwa,2010-05-06,30.915,-5.25,104.25
kepahiang,2010-05-06,30.194,-3.75,102.75
pagar_alam,2010-05-07,29.429,-4.25,103.25
lahat,2010-05-07,33.209,-3.75,103.75
muaradua,2010-05-07,29.277,-4.75,104.25
liwa,2010-05-07,27.67,-5.25,104.25
kepahiang,2010-05-07,30.685,-3.75,102.75
pagar_alam,2010-05-08,29.334,-4.25,103.25
lahat,2010-05-08,32.752,-3.75,103.75
muaradua,2010-05-08,29.055,-4.75,104.25
liwa,2010-05-08,27.415,-5.25,104.25
kepahiang,2010-05-08,30.683,-3.75,102.75
pagar_alam,2010-05-09,28.827,-4.25,103.25
lahat,2010-05-09,32.371,-3.75,103.75
muaradua,2010-05-09,31.958,-4.75,104.25
liwa,2010-05-09,31.002,-5.25,104.25
kepahiang,2010-05-09,29.75,-3.75,102.75
pagar_alam,2010-05-10,28.289,-4.25,103.25
lahat,2010-05-10,31.847,-3.75,103.75
muaradua,2010-05-10,32.057,-4.75,104.25
liwa,2010-05-10,31.277,-5.25,104.25
kepahiang,2010-05-10,29.194,-3.75,102.75
pagar_alam,2010-05-11,28.998,-4.25,103.25
lahat,2010-05-11,32.558,-3.75,103.75
muaradua,2010-05-11,32.122,-4.75,104.25
liwa,2010-05-11,31.165,-5.25,104.25
kepahiang,2010-05-11,29.945,-3.75,102.75
pagar_alam,2010-05-12,28.61,-4.25,103.25
lahat,2010-05-12,32.721,-3.75,103.75
muaradua,2010-05-12,30.76,-4.75,104.25
liwa,2010-05-12,29.411,-5.25,104.25
kepahiang,2010-05-12,29.598,-3.75,102.75
pagar_alam,2010-05-13,25.824,-4.25,103.25
lahat,2010-05-13,30.187,-3.75,103.75
muaradua,2010-05-13,29.804,-4.75,104.25
liwa,2010-05-13,28.862,-5.25,104.25
kepahiang,2010-05-13,26.621,-3.75,102.75
pagar_alam,2010-05-14,26.676,-4.25,103.25
lahat,2010-05-14,31.033,-3.75,103.75
muaradua,2010-05-14,30.421,-4.75,104.25
liwa,2010-05-14,29.424,-5.25,104.25
kepahiang,2010-05-14,27.41,-3.75,102.75
pagar_alam,2010-05-15,26.753,-4.25,103.25
lahat,2010-05-15,30.845,-3.75,103.75
muaradua,2010-05-15,30.84,-4.75,104.25
liwa,2010-05-15,30.077,-5.25,104.25
kepahiang,2010-05-15,27.491,-3.75,102.75
pagar_alam,2010-05-16,30.015,-4.25,103.25
lahat,2010-05-16,33.103,-3.75,103.75
muaradua,2010-05-16,31.171,-4.75,104.25
liwa,2010-05-16,29.869,-5.25,104.25
kepahiang,2010-05-16,31.255,-3.75,102.75
pagar_alam,2010-05-17,26.626,-4.25,103.25
lahat,2010-05-17,29.873,-3.75,103.75
muaradua,2010-05-17,30.687,-4.75,104.25
liwa,2010-05-17,30.071,-5.25,104.25
kepahiang,2010-05-17,27.524,-3.75,102.75
pagar_alam,2010-05-18,29.638,-4.25,103.25
lahat,2010-05-18,33.106,-3.75,103.75
muaradua,2010-05-18,31.427,-4.75,104.25
liwa,2010-05-18,30.262,-5.25,104.25
kepahiang,2010-05-18,30.812,-3.75,102.75
pagar_alam,2010-05-19,28.525,-4.25,103.25
lahat,2010-05-19,32.056,-3.75,103.75
muaradua,2010-05-19,31.555,-4.75,104.25
liwa,2010-05-19,30.606,-5.25,104.25
kepahiang,2010-05-19,29.544,-3.75,102.75
pagar_alam,2010-05-20,28.585,-4.25,103.25
lahat,2010-05-20,30.515,-3.75,103.75
muaradua,2010-05-20,30.526,-4.75,104.25
liwa,2010-05-20,29.881,-5.25,104.25
kepahiang,2010-05-20,30.023,-3.75,102.75
pagar_alam,2010-05-21,29.86,-4.25,103.25
lahat,2010-05-21,33.022,-3.75,103.75
muaradua,2010-05-21,31.239,-4.75,104.25
liwa,2010-05-21,30.034,-5.25,104.25
kepahiang,2010-05-21,31.075,-3.75,102.75
pagar_alam,2010-05-22,29.431,-4.25,103.25
lahat,2010-05-22,32.693,-3.75,103.75
muaradua,2010-05-22,32.029,-4.75,104.25
liwa,2010-05-22,31.112,-5.25,104.25
kepahiang,2010-05-22,30.487,-3.75,102.75
pagar_alam,2010-05-23,28.167,-4.25,103.25
lahat,2010-05-23,31.797,-3.75,103.75
muaradua,2010-05-23,30.248,-4.75,104.25
liwa,2010-05-23,29.066,-5.25,104.25
kepahiang,2010-05-23,29.235,-3.75,102.75
pagar_alam,2010-05-24,27.727,-4.25,103.25
lahat,2010-05-24,31.276,-3.75,103.75
muaradua,2010-05-24,31.587,-4.75,104.25
liwa,2010-05-24,30.82,-5.25,104.25
kepahiang,2010-05-24,28.645,-3.75,102.75
pagar_alam,2010-05-25,28.912,-4.25,103.25
lahat,2010-05-25,32.659,-3.75,103.75
muaradua,2010-05-25,31.606,-4.75,104.25
liwa,2010-05-25,30.509,-5.25,104.25
kepahiang,2010-05-25,29.863,-3.75,102.75
pagar_alam,2010-05-26,28.71,-4.25,103.25
lahat,2010-05-26,32.029,-3.75,103.75
muaradua,2010-05-26,31.71,-4.75,104.25
liwa,2010-05-26,30.866,-5.25,104.25
kepahiang,2010-05-26,29.74,-3.75,102.75
pagar_alam,2010-05-27,28.574,-4.25,103.25
lahat,2010-05-27,30.74,-3.75,103.75
muaradua,2010-05-27,30.939,-4.75,104.25
liwa,2010-05-27,30.197,-5.25,104.25
kepahiang,2010-05-27,29.854,-3.75,102.75
pagar_alam,2010-05-28,28.971,-4.25,103.25
lahat,2010-05-28,32.124,-3.75,103.75
muaradua,2010-05-28,27.086,-4.75,104.25
liwa,2010-05-28,25.297,-5.25,104.25
kepahiang,2010-05-28,30.566,-3.75,102.75
pagar_alam,2010-05-29,28.889,-4.25,103.25
lahat,2010-05-29,31.76,-3.75,103.75
muaradua,2010-05-29,29.344,-4.75,104.25
liwa,2010-05-29,28.117,-5.25,104.25
kepahiang,2010-05-29,30.329,-3.75,102.75
pagar_alam,2010-05-30,29.607,-4.25,103.25
lahat,2010-05-30,32.488,-3.75,103.75
muaradua,2010-05-30,29.56,-4.75,104.25
liwa,2010-05-30,28.187,-5.25,104.25
kepahiang,2010-05-30,31.062,-3.75,102.75
pagar_alam,2010-05-31,30.176,-4.25,103.25
lahat,2010-05-31,32.923,-3.75,103.75
muaradua,2010-05-31,31.074,-4.75,104.25
liwa,2010-05-31,29.846,-5.25,104.25
kepahiang,2010-05-31,31.481,-3.75,102.75
pagar_alam,2010-06-01,28.699,-4.25,103.25
lahat,2010-06-01,32.102,-3.75,103.75
muaradua,2010-06-01,30.636,-4.75,104.25
liwa,2010-06-01,29.677,-5.25,104.25
kepahiang,2010-06-01,29.946,-3.75,102.75
pagar_alam,2010-06-02,29.775,-4.25,103.25
lahat,2010-06-02,32.697,-3.75,103.75
muaradua,2010-06-02,32.041,-4.75,104.25
liwa,2010-06-02,31.208,-5.25,104.25
kepahiang,2010-06-02,31.025,-3.75,102.75
pagar_alam,2010-06-03,28.899,-4.25,103.25
lahat,2010-06-03,32.206,-3.75,103.75
muaradua,2010-06-03,32.069,-4.75,104.25
liwa,2010-06-03,31.379,-5.25,104.25
kepahiang,2010-06-03,30.003,-3.75,102.75
pagar_alam,2010-06-04,28.497,-4.25,103.25
lahat,2010-06-04,31.298,-3.75,103.75
muaradua,2010-06-04,28.638,-4.75,104.25
liwa,2010-06-04,27.554,-5.25,104.25
kepahiang,2010-06-04,29.949,-3.75,102.75
pagar_alam,2010-06-05,27.479,-4.25,103.25
lahat,2010-06-05,31.272,-3.75,103.75
muaradua,2010-06-05,29.025,-4.75,104.25
liwa,2010-06-05,27.92,-5.25,104.25
kepahiang,2010-06-05,28.703,-3.75,102.75
pagar_alam,2010-06-06,28.032,-4.25,103.25
lahat,2010-06-06,31.564,-3.75,103.75
muaradua,2010-06-06,30.723,-4.75,104.25
liwa,2010-06-06,29.81,-5.25,104.25
kepahiang,2010-06-06,29.125,-3.75,102.75
pagar_alam,2010-06-07,28.25,-4.25,103.25
lahat,2010-06-07,31.629,-3.75,103.75
muaradua,2010-06-07,30.294,-4.75,104.25
liwa,2010-06-07,29.248,-5.25,104.25
kepahiang,2010-06-07,29.391,-3.75,102.75
pagar_alam,2010-06-08,27.877,-4.25,103.25
lahat,2010-06-08,30.027,-3.75,103.75
muaradua,2010-06-08,28.143,-4.75,104.25
liwa,2010-06-08,27.111,-5.25,104.25
kepahiang,2010-06-08,29.444,-3.75,102.75
pagar_alam,2010-06-09,29.291,-4.25,103.25
lahat,2010-06-09,32.357,-3.75,103.75
muaradua,2010-06-09,30.517,-4.75,104.25
liwa,2010-06-09,29.412,-5.25,104.25
kepahiang,2010-06-09,30.621,-3.75,102.75
pagar_alam,2010-06-10,29.559,-4.25,103.25
lahat,2010-06-10,32.221,-3.75,103.75
muaradua,2010-06-10,31.511,-4.75,104.25
liwa,2010-06-10,30.695,-5.25,104.25
kepahiang,2010-06-10,30.878,-3.75,102.75
pagar_alam,2010-06-11,29.645,-4.25,103.25
lahat,2010-06-11,32.924,-3.75,103.75
muaradua,2010-06-11,31.565,-4.75,104.25
liwa,2010-06-11,30.569,-5.25,104.25
kepahiang,2010-06-11,30.866,-3.75,102.75
pagar_alam,2010-06-12,28.942,-4.25,103.25
lahat,2010-06-12,32.608,-3.75,103.75
muaradua,2010-06-12,31.742,-4.75,104.25
liwa,2010-06-12,30.838,-5.25,104.25
kepahiang,2010-06-12,30.054,-3.75,102.75
pagar_alam,2010-06-13,29.753,-4.25,103.25
lahat,2010-06-13,32.287,-3.75,103.75
muaradua,2010-06-13,31.205,-4.75,104.25
liwa,2010-06-13,30.351,-5.25,104.25
kepahiang,2010-06-13,31.177,-3.75,102.75
pagar_alam,2010-06-14,29.686,-4.25,103.25
lahat,2010-06-14,33.024,-3.75,103.75
muaradua,2010-06-14,33.419,-4.75,104.25
liwa,2010-06-14,32.732,-5.25,104.25
kepahiang,2010-06-14,30.674,-3.75,102.75
pagar_alam,2010-06-15,28.776,-4.25,103.25
lahat,2010-06-15,31.508,-3.75,103.75
muaradua,2010-06-15,31.319,-4.75,104.25
liwa,2010-06-15,30.641,-5.25,104.25
kepahiang,2010-06-15,30.048,-3.75,102.75
pagar_alam,2010-06-16,27.228,-4.25,103.25
lahat,2010-06-16,28.607,-3.75,103.75
muaradua,2010-06-16,25.038,-4.75,104.25
liwa,2010-06-16,23.746,-5.25,104.25
kepahiang,2010-06-16,29.299,-3.75,102.75
pagar_alam,2010-06-17,28.269,-4.25,103.25
lahat,2010-06-17,30.963,-3.75,103.75
muaradua,2010-06-17,28.986,-4.75,104.25
liwa,2010-06-17,27.907,-5.25,104.25
kepahiang,2010-06-17,29.78,-3.75,102.75
pagar_alam,2010-06-18,28.08,-4.25,103.25
lahat,2010-06-18,31.623,-3.75,103.75
muaradua,2010-06-18,30.326,-4.75,104.25
liwa,2010-06-18,29.321,-5.25,104.25
kepahiang,2010-06-18,29.143,-3.75,102.75
pagar_alam,2010-06-19,28.417,-4.25,103.25
lahat,2010-06-19,30.999,-3.75,103.75
muaradua,2010-06-19,30.083,-4.75,104.25
liwa,2010-06-19,29.223,-5.25,104.25
kepahiang,2010-06-19,29.828,-3.75,102.75
pagar_alam,2010-06-20,28.327,-4.25,103.25
lahat,2010-06-20,31.814,-3.75,103.75
muaradua,2010-06-20,30.366,-4.75,104.25
liwa,2010-06-20,29.325,-5.25,104.25
kepahiang,2010-06-20,29.498,-3.75,102.75
pagar_alam,2010-06-21,29.875,-4.25,103.25
lahat,2010-06-21,32.931,-3.75,103.75
muaradua,2010-06-21,30.849,-4.75,104.25
liwa,2010-06-21,29.696,-5.25,104.25
kepahiang,2010-06-21,31.236,-3.75,102.75
pagar_alam,2010-06-22,27.399,-4.25,103.25
lahat,2010-06-22,31.295,-3.75,103.75
muaradua,2010-06-22,30.32,-4.75,104.25
liwa,2010-06-22,29.42,-5.25,104.25
kepahiang,2010-06-22,28.423,-3.75,102.75
pagar_alam,2010-06-23,27.759,-4.25,103.25
lahat,2010-06-23,30.711,-3.75,103.75
muaradua,2010-06-23,29.989,-4.75,104.25
liwa,2010-06-23,29.277,-5.25,104.25
kepahiang,2010-06-23,29.015,-3.75,102.75
pagar_alam,2010-06-24,27.456,-4.25,103.25
lahat,2010-06-24,30.102,-3.75,103.75
muaradua,2010-06-24,29.217,-4.75,104.25
liwa,2010-06-24,28.46,-5.25,104.25
kepahiang,2010-06-24,28.854,-3.75,102.75
pagar_alam,2010-06-25,27.676,-4.25,103.25
lahat,2010-06-25,30.536,-3.75,103.75
muaradua,2010-06-25,28.729,-4.75,104.25
liwa,2010-06-25,27.679,-5.25,104.25
kepahiang,2010-06-25,29.04,-3.75,102.75
pagar_alam,2010-06-26,28.63,-4.25,103.25
lahat,2010-06-26,31.774,-3.75,103.75
muaradua,2010-06-26,30.407,-4.75,104.25
liwa,2010-06-26,29.433,-5.25,104.25
kepahiang,2010-06-26,29.907,-3.75,102.75
pagar_alam,2010-06-27,28.662,-4.25,103.25
lahat,2010-06-27,30.952,-3.75,103.75
muaradua,2010-06-27,30.105,-4.75,104.25
liwa,2010-06-27,29.333,-5.25,104.25
kepahiang,2010-06-27,30.126,-3.75,102.75
pagar_alam,2010-06-28,28.126,-4.25,103.25
lahat,2010-06-28,31.572,-3.75,103.75
muaradua,2010-06-28,29.474,-4.75,104.25
liwa,2010-06-28,28.327,-5.25,104.25
kepahiang,2010-06-28,29.387,-3.75,102.75
pagar_alam,2010-06-29,27.905,-4.25,103.25
lahat,2010-06-29,31.796,-3.75,103.75
muaradua,2010-06-29,30.043,-4.75,104.25
liwa,2010-06-29,28.855,-5.25,104.25
kepahiang,2010-06-29,29.023,-3.75,102.75
pagar_alam,2010-06-30,28.426,-4.25,103.25
lahat,2010-06-30,31.88,-3.75,103.75
muaradua,2010-06-30,30.136,-4.75,104.25
liwa,2010-06-30,29.085,-5.25,104.25
kepahiang,2010-06-30,29.613,-3.75,102.75
pagar_alam,2010-07-01,27.393,-4.25,103.25
lahat,2010-07-01,30.051,-3.75,103.75
muaradua,2010-07-01,29.102,-4.75,104.25
liwa,2010-07-01,28.278,-5.25,104.25
kepahiang,2010-07-01,28.657,-3.75,102.75
pagar_alam,2010-07-02,27.485,-4.25,103.25
lahat,2010-07-02,30.636,-3.75,103.75
muaradua,2010-07-02,29.667,-4.75,104.25
liwa,2010-07-02,28.821,-5.25,104.25
kepahiang,2010-07-02,28.727,-3.75,102.75
pagar_alam,2010-07-03,26.279,-4.25,103.25
lahat,2010-07-03,29.995,-3.75,103.75
muaradua,2010-07-03,27.952,-4.75,104.25
liwa,2010-07-03,26.88,-5.25,104.25
kepahiang,2010-07-03,27.48,-3.75,102.75
pagar_alam,2010-07-04,27.364,-4.25,103.25
lahat,2010-07-04,30.224,-3.75,103.75
muaradua,2010-07-04,29.002,-4.75,104.25
liwa,2010-07-04,28.171,-5.25,104.25
kepahiang,2010-07-04,28.685,-3.75,102.75
pagar_alam,2010-07-05,28.704,-4.25,103.25
lahat,2010-07-05,31.283,-3.75,103.75
muaradua,2010-07-05,30.371,-4.75,104.25
liwa,2010-07-05,29.523,-5.25,104.25
kepahiang,2010-07-05,30.057,-3.75,102.75
pagar_alam,2010-07-06,28.883,-4.25,103.25
lahat,2010-07-06,32.676,-3.75,103.75
muaradua,2010-07-06,30.942,-4.75,104.25
liwa,2010-07-06,29.801,-5.25,104.25
kepahiang,2010-07-06,30.01,-3.75,102.75
pagar_alam,2010-07-07,28.53,-4.25,103.25
lahat,2010-07-07,32.458,-3.75,103.75
muaradua,2010-07-07,31.015,-4.75,104.25
liwa,2010-07-07,29.937,-5.25,104.25
kepahiang,2010-07-07,29.557,-3.75,102.75
pagar_alam,2010-07-08,26.447,-4.25,103.25
lahat,2010-07-08,28.949,-3.75,103.75
muaradua,2010-07-08,29.737,-4.75,104.25
liwa,2010-07-08,29.27,-5.25,104.25
kepahiang,2010-07-08,27.687,-3.75,102.75
pagar_alam,2010-07-09,28.084,-4.25,103.25
lahat,2010-07-09,31.846,-3.75,103.75
muaradua,2010-07-09,30.269,-4.75,104.25
liwa,2010-07-09,29.225,-5.25,104.25
kepahiang,2010-07-09,29.239,-3.75,102.75
pagar_alam,2010-07-10,28.446,-4.25,103.25
lahat,2010-07-10,32.169,-3.75,103.75
muaradua,2010-07-10,30.496,-4.75,104.25
liwa,2010-07-10,29.387,-5.25,104.25
kepahiang,2010-07-10,29.586,-3.75,102.75
pagar_alam,2010-07-11,28.55,-4.25,103.25
lahat,2010-07-11,31.961,-3.75,103.75
muaradua,2010-07-11,29.594,-4.75,104.25
liwa,2010-07-11,28.389,-5.25,104.25
kepahiang,2010-07-11,29.896,-3.75,102.75
pagar_alam,2010-07-12,28.269,-4.25,103.25
lahat,2010-07-12,31.917,-3.75,103.75
muaradua,2010-07-12,29.325,-4.75,104.25
liwa,2010-07-12,28.095,-5.25,104.25
kepahiang,2010-07-12,29.537,-3.75,102.75
pagar_alam,2010-07-13,28.284,-4.25,103.25
lahat,2010-07-13,32.264,-3.75,103.75
muaradua,2010-07-13,30.535,-4.75,104.25
liwa,2010-07-13,29.383,-5.25,104.25
kepahiang,2010-07-13,29.373,-3.75,102.75
pagar_alam,2010-07-14,28.053,-4.25,103.25
lahat,2010-07-14,31.445,-3.75,103.75
muaradua,2010-07-14,30.01,-4.75,104.25
liwa,2010-07-14,28.977,-5.25,104.25
kepahiang,2010-07-14,29.274,-3.75,102.75
pagar_alam,2010-07-15,27.587,-4.25,103.25
lahat,2010-07-15,31.548,-3.75,103.75
muaradua,2010-07-15,28.361,-4.75,104.25
liwa,2010-07-15,26.951,-5.25,104.25
kepahiang,2010-07-15,28.862,-3.75,102.75
pagar_alam,2010-07-16,27.045,-4.25,103.25
lahat,2010-07-16,30.628,-3.75,103.75
muaradua,2010-07-16,29.691,-4.75,104.25
liwa,2010-07-16,28.696,-5.25,104.25
kepahiang,2010-07-16,28.154,-3.75,102.75
pagar_alam,2010-07-17,26.546,-4.25,103.25
lahat,2010-07-17,30.052,-3.75,103.75
muaradua,2010-07-17,26.12,-4.75,104.25
liwa,2010-07-17,24.715,-5.25,104.25
kepahiang,2010-07-17,28.051,-3.75,102.75
pagar_alam,2010-07-18,26.747,-4.25,103.25
lahat,2010-07-18,30.19,-3.75,103.75
muaradua,2010-07-18,28.414,-4.75,104.25
liwa,2010-07-18,27.335,-5.25,104.25
kepahiang,2010-07-18,27.822,-3.75,102.75
pagar_alam,2010-07-19,27.858,-4.25,103.25
lahat,2010-07-19,30.789,-3.75,103.75
muaradua,2010-07-19,26.371,-4.75,104.25
liwa,2010-07-19,24.886,-5.25,104.25
kepahiang,2010-07-19,29.547,-3.75,102.75
pagar_alam,2010-07-20,29.095,-4.25,103.25
lahat,2010-07-20,32.572,-3.75,103.75
muaradua,2010-07-20,29.072,-4.75,104.25
liwa,2010-07-20,27.616,-5.25,104.25
kepahiang,2010-07-20,30.483,-3.75,102.75
pagar_alam,2010-07-21,27.879,-4.25,103.25
lahat,2010-07-21,31.844,-3.75,103.75
muaradua,2010-07-21,30.418,-4.75,104.25
liwa,2010-07-21,29.349,-5.25,104.25
kepahiang,2010-07-21,28.832,-3.75,102.75
pagar_alam,2010-07-22,27.509,-4.25,103.25
lahat,2010-07-22,31.768,-3.75,103.75
muaradua,2010-07-22,30.562,-4.75,104.25
liwa,2010-07-22,29.565,-5.25,104.25
kepahiang,2010-07-22,28.475,-3.75,102.75
pagar_alam,2010-07-23,28.01,-4.25,103.25
lahat,2010-07-23,31.759,-3.75,103.75
muaradua,2010-07-23,29.732,-4.75,104.25
liwa,2010-07-23,28.655,-5.25,104.25
kepahiang,2010-07-23,29.231,-3.75,102.75
pagar_alam,2010-07-24,27.248,-4.25,103.25
lahat,2010-07-24,31.299,-3.75,103.75
muaradua,2010-07-24,29.901,-4.75,104.25
liwa,2010-07-24,28.929,-5.25,104.25
kepahiang,2010-07-24,28.324,-3.75,102.75
pagar_alam,2010-07-25,27.857,-4.25,103.25
lahat,2010-07-25,31.012,-3.75,103.75
muaradua,2010-07-25,29.739,-4.75,104.25
liwa,2010-07-25,28.85,-5.25,104.25
kepahiang,2010-07-25,29.181,-3.75,102.75
pagar_alam,2010-07-26,26.679,-4.25,103.25
lahat,2010-07-26,30.632,-3.75,103.75
muaradua,2010-07-26,29.68,-4.75,104.25
liwa,2010-07-26,28.78,-5.25,104.25
kepahiang,2010-07-26,27.657,-3.75,102.75
pagar_alam,2010-07-27,24.924,-4.25,103.25
lahat,2010-07-27,29.269,-3.75,103.75
muaradua,2010-07-27,26.727,-4.75,104.25
liwa,2010-07-27,25.344,-5.25,104.25
kepahiang,2010-07-27,26.053,-3.75,102.75
pagar_alam,2010-07-28,28.684,-4.25,103.25
lahat,2010-07-28,32.529,-3.75,103.75
muaradua,2010-07-28,30.149,-4.75,104.25
liwa,2010-07-28,28.898,-5.25,104.25
kepahiang,2010-07-28,29.891,-3.75,102.75
pagar_alam,2010-07-29,28.657,-4.25,103.25
lahat,2010-07-29,32.435,-3.75,103.75
muaradua,2010-07-29,30.284,-4.75,104.25
liwa,2010-07-29,29.077,-5.25,104.25
kepahiang,2010-07-29,29.807,-3.75,102.75
pagar_alam,2010-07-30,28.499,-4.25,103.25
lahat,2010-07-30,31.614,-3.75,103.75
muaradua,2010-07-30,30.207,-4.75,104.25
liwa,2010-07-30,29.234,-5.25,104.25
kepahiang,2010-07-30,29.773,-3.75,102.75
pagar_alam,2010-07-31,27.98,-4.25,103.25
lahat,2010-07-31,31.948,-3.75,103.75
muaradua,2010-07-31,29.751,-4.75,104.25
liwa,2010-07-31,28.605,-5.25,104.25
kepahiang,2010-07-31,29.059,-3.75,102.75
pagar_alam,2010-08-01,28.813,-4.25,103.25
lahat,2010-08-01,30.776,-3.75,103.75
muaradua,2010-08-01,30.21,-4.75,104.25
liwa,2010-08-01,29.428,-5.25,104.25
kepahiang,2010-08-01,30.263,-3.75,102.75
pagar_alam,2010-08-02,28.49,-4.25,103.25
lahat,2010-08-02,31.124,-3.75,103.75
muaradua,2010-08-02,30.29,-4.75,104.25
liwa,2010-08-02,29.421,-5.25,104.25
kepahiang,2010-08-02,29.831,-3.75,102.75
pagar_alam,2010-08-03,28.13,-4.25,103.25
lahat,2010-08-03,31.537,-3.75,103.75
muaradua,2010-08-03,29.983,-4.75,104.25
liwa,2010-08-03,28.926,-5.25,104.25
kepahiang,2010-08-03,29.361,-3.75,102.75
pagar_alam,2010-08-04,28.244,-4.25,103.25
lahat,2010-08-04,31.368,-3.75,103.75
muaradua,2010-08-04,29.934,-4.75,104.25
liwa,2010-08-04,28.904,-5.25,104.25
kepahiang,2010-08-04,29.444,-3.75,102.75
pagar_alam,2010-08-05,28.178,-4.25,103.25
lahat,2010-08-05,31.536,-3.75,103.75
muaradua,2010-08-05,29.691,-4.75,104.25
liwa,2010-08-05,28.526,-5.25,104.25
kepahiang,2010-08-05,29.421,-3.75,102.75
pagar_alam,2010-08-06,28.2,-4.25,103.25
lahat,2010-08-06,31.805,-3.75,103.75
muaradua,2010-08-06,29.518,-4.75,104.25
