period,arabica,robusta,source,i_cip,colombian_milds,brazilian_naturals,ratio,spread,blend,year,cy
2009-12,157.94,69.61,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.26892687832208,88.33,122.608,2009,2009
2010-01,158.66,69.94,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.268515870746354,88.72,123.172,2010,2009
2010-02,157.86,67.88,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.3255745433117267,89.98000000000002,121.86800000000001,2010,2009
2010-03,164.5,67.25,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.446096654275093,97.25,125.60000000000001,2010,2009
2010-04,169.39,71.64,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.3644611948632046,97.74999999999999,130.29,2010,2009
2010-05,173.37,70.72,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.451498868778281,102.65,132.31,2010,2009
2010-06,190.9,76.92,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.481799271970879,113.98,145.308,2010,2009
2010-07,203.21,85.27,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.3831359211915095,117.94000000000001,156.034,2010,2009
2010-08,211.59,82.7,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.5585247883917774,128.89,160.034,2010,2009
2010-09,222.71,81.28,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.7400344488188977,141.43,166.138,2010,2009
2010-10,217.44,85.12,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.5545112781954886,132.32,164.512,2010,2010
2010-11,233.51,91.99,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.5384280900097838,141.51999999999998,176.902,2010,2010
2010-12,249.44,94.06,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.651924303635977,155.38,187.28799999999998,2010,2010
2011-01,263.77,101.09,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.6092590760708276,162.67999999999998,198.69799999999998,2011,2010
2011-02,288.39,109.35,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.6373113854595336,179.04,216.774,2011,2010
2011-03,292.07,118.13,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.472445610767798,173.94,222.494,2011,2010
2011-04,300.48,117.4,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.5594548551959115,183.08,227.24800000000002,2011,2010
2011-05,291.07,121.98,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.3862108542383997,169.08999999999997,223.434,2011,2010
2011-06,274.98,117.95,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.3313268334039847,157.03000000000003,212.168,2011,2010
2011-07,268.02,112.73,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.3775392530825865,155.28999999999996,205.904,2011,2010
2011-08,270.44,112.07,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.413134647987865,158.37,207.09199999999998,2011,2010
2011-09,274.88,106.06,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.5917405242315668,168.82,207.352,2011,2010
2011-10,247.82,98.1,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.526197757390418,149.72,187.932,2011,2011
2011-11,245.09,97.24,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.520464829288359,147.85000000000002,185.95,2011,2011
2011-12,236.3,98.75,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.3929113924050633,137.55,181.28,2011,2011
2012-01,237.21,96.72,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.452543424317618,140.49,181.014,2012,2011
2012-02,224.16,101.98,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.198078054520494,122.17999999999999,175.28799999999998,2012,2011
2012-03,201.26,103.57,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.943226803128319,97.69,162.18399999999997,2012,2011
2012-04,191.45,101.8,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.880648330058939,89.64999999999999,155.58999999999997,2012,2011
2012-05,184.36,107.09,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.7215426276963302,77.27000000000001,153.452,2012,2011
2012-06,168.69,105.7,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.5959318826868496,62.989999999999995,143.494,2012,2011
2012-07,190.45,107.06,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.7789090229777693,83.38999999999999,157.094,2012,2011
2012-08,174.82,106.52,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.6411941419451745,68.3,147.5,2012,2011
2012-09,178.98,104.95,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.7053835159599808,74.02999999999999,149.368,2012,2011
2012-10,173.32,104.47,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.6590408729778883,68.85,145.78,2012,2012
2012-11,159.91,97.67,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.6372478754991298,62.239999999999995,135.014,2012,2012
2012-12,152.71,96.6,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.580848861283644,56.110000000000014,130.26600000000002,2012,2012
2013-01,157.04,99.56,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.5773402973081558,57.47999999999999,134.048,2013,2012
2013-02,149.46,104.03,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.436700951648563,45.43000000000001,131.288,2013,2012
2013-03,149.81,106.07,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.4123691901574433,43.74000000000001,132.314,2013,2012
2013-04,149.79,101.67,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.4732959575095896,48.11999999999999,130.542,2013,2012
2013-05,147.19,99.18,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.4840693688243596,48.00999999999999,127.98599999999999,2013,2012
2013-06,138.26,90.79,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.5228549399713622,47.469999999999985,119.27199999999999,2013,2012
2013-07,138.39,95.21,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.4535237895179078,43.17999999999999,121.118,2013,2012
2013-08,135.15,94.01,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.437613019891501,41.14,118.69400000000002,2013,2012
2013-09,132.28,87.78,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.5069491911597175,44.5,114.47999999999999,2013,2012
2013-10,128.7,83.7,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.5376344086021503,44.999999999999986,110.69999999999999,2013,2013
2013-11,122.02,79.71,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.53079914690754,42.31,105.09599999999999,2013,2013
2013-12,125.74,87.72,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.4334245326037391,38.019999999999996,110.53199999999998,2013,2013
2014-01,132.52,87.69,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.5112327517390811,44.83000000000001,114.588,2014,2013
2014-02,173.64,95.9,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.8106360792492178,77.73999999999998,142.54399999999998,2014,2013
2014-03,214.09,105.37,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.031792730378666,108.72,170.602,2014,2013
2014-04,223.49,105.57,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.116983991664299,117.92000000000002,176.322,2014,2013
2014-05,214.2,102.98,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.080015536997475,111.21999999999998,169.712,2014,2013
2014-06,197.89,98.91,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.0007077140835103,98.97999999999999,158.29799999999997,2014,2013
2014-07,196.9,101.79,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,1.9343746929953827,95.11,158.856,2014,2013
2014-08,212.97,100.25,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.1243890274314214,112.72,167.882,2014,2013
2014-09,210.53,100.52,"IMF PCPS (PCOFFOTM, PCOFFROB)",,,,2.094409072821329,110.01,166.526,2014,2013
2014-10,225.29,104.7,"IMF PCPS (PCOFFOTM, PCOFFROB)",172.88,222.59,197.05,2.1517669531996177,120.58999999999999,177.05399999999997,2014,2014
2014-11,209.38,103.06,"IMF PCPS (PCOFFOTM, PCOFFROB)",162.17,206.41,181.43,2.0316320589947603,106.32,166.85199999999998,2014,2014
2014-12,193.39,98.29,"IMF PCPS (PCOFFOTM, PCOFFROB)",150.66,190.16,166.58,1.967545019839251,95.09999999999998,155.35,2014,2014
2015-01,189.63,97.88,"IMF PCPS (PCOFFOTM, PCOFFROB)",148.24,185.26,163.5,1.9373722926031876,91.75,152.93,2015,2014
2015-02,178.89,98.36,"IMF PCPS (PCOFFOTM, PCOFFROB)",141.1,174.11,151.9,1.8187271248474988,80.52999999999999,146.678,2015,2014
2015-03,160.74,92.16,"IMF PCPS (PCOFFOTM, PCOFFROB)",127.04,154.29,133.55,1.7441406250000002,68.58000000000001,133.308,2015,2014
2015-04,164.0,92.04,"IMF PCPS (PCOFFOTM, PCOFFROB)",129.02,157.06,136.7,1.7818339852238156,71.96,135.216,2015,2014
2015-05,158.48,87.56,"IMF PCPS (PCOFFOTM, PCOFFROB)",123.49,150.19,130.38,1.8099588853357695,70.91999999999999,130.112,2015,2014
2015-06,159.76,90.25,"IMF PCPS (PCOFFOTM, PCOFFROB)",124.97,152.02,130.51,1.7701939058171745,69.50999999999999,131.956,2015,2014
2015-07,154.45,87.12,"IMF PCPS (PCOFFOTM, PCOFFROB)",119.77,144.52,123.64,1.7728420569329657,67.32999999999998,127.518,2015,2014
2015-08,156.92,85.78,"IMF PCPS (PCOFFOTM, PCOFFROB)",121.21,146.96,127.24,1.8293308463511306,71.13999999999999,128.464,2015,2014
2015-09,146.15,81.5,"IMF PCPS (PCOFFOTM, PCOFFROB)",113.14,135.55,117.83,1.7932515337423314,64.65,120.28999999999999,2015,2014
2015-10,153.25,82.78,"IMF PCPS (PCOFFOTM, PCOFFROB)",118.43,143.1,127.47,1.8512925827494564,70.47,125.06200000000001,2015,2015
2015-11,147.98,81.74,"IMF PCPS (PCOFFOTM, PCOFFROB)",115.03,138.63,122.95,1.8103743577195988,66.24,121.484,2015,2015
2015-12,148.61,79.27,"IMF PCPS (PCOFFOTM, PCOFFROB)",114.63,139.89,123.73,1.8747319288507636,69.34000000000002,120.87400000000001,2015,2015
2016-01,145.43,74.93,"IMF PCPS (PCOFFOTM, PCOFFROB)",110.89,135.21,121.21,1.9408781529427466,70.5,117.23,2016,2015
2016-02,147.7,74.04,"IMF PCPS (PCOFFOTM, PCOFFROB)",111.75,137.17,122.24,1.9948676391139921,73.65999999999998,118.23599999999999,2016,2015
2016-03,157.63,75.68,"IMF PCPS (PCOFFOTM, PCOFFROB)",117.83,145.2,130.38,2.082848837209302,81.94999999999999,124.85,2016,2015
2016-04,154.22,80.18,"IMF PCPS (PCOFFOTM, PCOFFROB)",117.93,143.66,128.1,1.9234222998253927,74.03999999999999,124.604,2016,2015
2016-05,155.19,83.93,"IMF PCPS (PCOFFOTM, PCOFFROB)",119.91,144.49,129.05,1.8490408673894911,71.25999999999999,126.68599999999999,2016,2015
2016-06,165.45,85.94,"IMF PCPS (PCOFFOTM, PCOFFROB)",127.05,156.86,138.38,1.9251803583895741,79.50999999999999,133.646,2016,2015
2016-07,171.76,90.82,"IMF PCPS (PCOFFOTM, PCOFFROB)",132.98,164.46,144.76,1.891213389121339,80.94,139.384,2016,2015
2016-08,167.54,91.79,"IMF PCPS (PCOFFOTM, PCOFFROB)",131.0,160.78,141.41,1.8252532955659655,75.74999999999999,137.23999999999998,2016,2015
2016-09,176.3,96.88,"IMF PCPS (PCOFFOTM, PCOFFROB)",138.22,168.85,149.8,1.8197770437654832,79.42000000000002,144.532,2016,2015
2016-10,178.96,103.65,"IMF PCPS (PCOFFOTM, PCOFFROB)",142.68,172.28,153.15,1.726579835986493,75.31,148.836,2016,2016
2016-11,184.12,103.72,"IMF PCPS (PCOFFOTM, PCOFFROB)",145.82,177.85,157.72,1.775163902815272,80.4,151.95999999999998,2016,2016
2016-12,161.78,101.85,"IMF PCPS (PCOFFOTM, PCOFFROB)",131.7,156.64,137.14,1.5884143348060875,59.93000000000001,137.808,2016,2016
2017-01,168.61,108.32,"IMF PCPS (PCOFFOTM, PCOFFROB)",139.07,164.96,145.7,1.556591580502216,60.29000000000002,144.49400000000003,2017,2016
2017-02,166.35,106.49,"IMF PCPS (PCOFFOTM, PCOFFROB)",137.68,163.67,145.5,1.5621185087801672,59.86,142.406,2017,2016
2017-03,160.15,106.73,"IMF PCPS (PCOFFOTM, PCOFFROB)",134.07,158.4,139.67,1.5005153190293263,53.42,138.782,2017,2016
2017-04,155.57,103.76,"IMF PCPS (PCOFFOTM, PCOFFROB)",130.39,154.97,136.09,1.4993253662297608,51.80999999999999,134.846,2017,2016
2017-05,150.0,98.36,"IMF PCPS (PCOFFOTM, PCOFFROB)",125.4,151.41,131.21,1.525010166734445,51.64,129.344,2017,2016
2017-06,143.22,101.93,"IMF PCPS (PCOFFOTM, PCOFFROB)",122.39,146.12,123.71,1.4050819189639947,41.28999999999999,126.70400000000001,2017,2016
2017-07,149.8,104.94,"IMF PCPS (PCOFFOTM, PCOFFROB)",127.2,152.51,129.19,1.4274823708785975,44.860000000000014,131.856,2017,2016
2017-08,149.88,104.52,"IMF PCPS (PCOFFOTM, PCOFFROB)",,155.15,131.93,1.43398392652124,45.36,131.736,2017,2016
2017-09,146.56,99.18,"IMF PCPS (PCOFFOTM, PCOFFROB)",124.46,151.47,129.67,1.4777172817100221,47.379999999999995,127.608,2017,2016
2017-10,140.71,98.39,"IMF PCPS (PCOFFOTM, PCOFFROB)",120.01,144.26,124.55,1.4301250127045433,42.32000000000001,123.78200000000001,2017,2017
2017-11,140.9,91.33,"IMF PCPS (PCOFFOTM, PCOFFROB)",117.26,144.09,124.28,1.5427570349282822,49.57000000000001,121.072,2017,2017
2017-12,137.31,87.56,"IMF PCPS (PCOFFOTM, PCOFFROB)",114.0,141.62,121.47,1.5681818181818181,49.75,117.41,2017,2017
2018-01,138.88,88.61,"IMF PCPS (PCOFFOTM, PCOFFROB)",115.6,143.77,123.67,1.5673174585261256,50.269999999999996,118.77199999999999,2018,2017
2018-02,136.28,89.2,"IMF PCPS (PCOFFOTM, PCOFFROB)",114.19,141.5,120.83,1.5278026905829596,47.08,117.44800000000001,2018,2017
2018-03,134.94,88.14,"IMF PCPS (PCOFFOTM, PCOFFROB)",112.99,139.45,119.8,1.5309734513274336,46.8,116.22,2018,2017
2018-04,134.34,88.31,"IMF PCPS (PCOFFOTM, PCOFFROB)",112.56,139.29,118.76,1.5212320235533914,46.03,115.928,2018,2017
2018-05,135.61,88.74,"IMF PCPS (PCOFFOTM, PCOFFROB)",113.34,140.26,119.57,1.5281721884155963,46.87000000000002,116.862,2018,2017
2018-06,134.03,86.07,"IMF PCPS (PCOFFOTM, PCOFFROB)",110.44,138.55,115.1,1.5572208667363776,47.96000000000001,114.84599999999999,2018,2017
2018-07,130.6,84.42,"IMF PCPS (PCOFFOTM, PCOFFROB)",107.2,133.92,110.54,1.5470267709073677,46.17999999999999,112.128,2018,2017
2018-08,125.21,80.74,"IMF PCPS (PCOFFOTM, PCOFFROB)",102.4,129.99,104.46,1.5507802823879118,44.47,107.422,2018,2017
2018-09,121.18,76.7,"IMF PCPS (PCOFFOTM, PCOFFROB)",98.1,125.74,99.87,1.5799217731421122,44.480000000000004,103.388,2018,2017
2018-10,137.34,85.32,"IMF PCPS (PCOFFOTM, PCOFFROB)",111.21,140.83,115.59,1.6097046413502112,52.02000000000001,116.532,2018,2018
2018-11,137.11,83.52,"IMF PCPS (PCOFFOTM, PCOFFROB)",109.59,139.27,113.27,1.6416427203065136,53.59000000000002,115.674,2018,2018
2018-12,127.06,77.54,"IMF PCPS (PCOFFOTM, PCOFFROB)",100.61,127.86,102.1,1.6386381222594788,49.519999999999996,107.25200000000001,2018,2018
2019-01,128.36,78.2,"IMF PCPS (PCOFFOTM, PCOFFROB)",101.56,129.28,102.94,1.6414322250639388,50.16000000000001,108.296,2019,2018
2019-02,128.45,78.65,"IMF PCPS (PCOFFOTM, PCOFFROB)",,67.0,128.45,1.63318499682136,49.79999999999998,108.53,2019,2018
2019-03,123.89,76.96,"IMF PCPS (PCOFFOTM, PCOFFROB)",97.5,125.23,95.81,1.6097972972972974,46.93000000000001,105.118,2019,2018
2019-04,120.99,73.26,"IMF PCPS (PCOFFOTM, PCOFFROB)",94.42,124.42,92.47,1.6515151515151514,47.72999999999999,101.898,2019,2018
2019-05,120.55,71.12,"IMF PCPS (PCOFFOTM, PCOFFROB)",93.33,124.4,91.95,1.6950224971878514,49.42999999999999,100.778,2019,2018
2019-06,129.72,73.99,"IMF PCPS (PCOFFOTM, PCOFFROB)",99.97,133.49,100.69,1.7532098932288147,55.730000000000004,107.428,2019,2018
2019-07,135.47,73.93,"IMF PCPS (PCOFFOTM, PCOFFROB)",103.01,137.63,105.43,1.8324090355741915,61.53999999999999,110.854,2019,2018
2019-08,126.28,70.81,"IMF PCPS (PCOFFOTM, PCOFFROB)",96.07,129.2,95.85,1.7833639316480723,55.47,104.092,2019,2018
2019-09,128.89,70.64,"IMF PCPS (PCOFFOTM, PCOFFROB)",97.74,131.9,98.73,1.8246036240090597,58.249999999999986,105.58999999999999,2019,2018
2019-10,127.05,68.63,"IMF PCPS (PCOFFOTM, PCOFFROB)",97.35,132.09,98.1,1.851231239982515,58.42,103.68199999999999,2019,2019
2019-11,140.98,73.28,"IMF PCPS (PCOFFOTM, PCOFFROB)",107.23,146.12,109.94,1.9238537117903929,67.69999999999999,113.89999999999999,2019,2019
2019-12,156.03,73.31,"IMF PCPS (PCOFFOTM, PCOFFROB)",117.37,161.5,126.36,2.1283590233256033,82.72,122.942,2019,2019
2020-01,142.94,70.58,"IMF PCPS (PCOFFOTM, PCOFFROB)",106.89,147.52,110.73,2.025219608954378,72.36,113.996,2020,2019
2020-02,135.5,68.07,"IMF PCPS (PCOFFOTM, PCOFFROB)",102.0,146.43,102.62,1.9905979139121495,67.43,108.52799999999999,2020,2019
2020-03,148.33,67.46,"IMF PCPS (PCOFFOTM, PCOFFROB)",109.05,158.99,112.87,2.1987844648680706,80.87000000000002,115.982,2020,2019
2020-04,154.63,64.02,"IMF PCPS (PCOFFOTM, PCOFFROB)",108.91,161.92,111.22,2.41533895657607,90.61,118.386,2020,2019
2020-05,149.92,64.54,"IMF PCPS (PCOFFOTM, PCOFFROB)",104.45,154.96,101.69,2.3229005268050815,85.37999999999998,115.76799999999999,2020,2019
2020-06,141.52,64.62,"IMF PCPS (PCOFFOTM, PCOFFROB)",99.05,147.16,92.56,2.1900340451872484,76.9,110.76,2020,2019
2020-07,146.78,67.69,"IMF PCPS (PCOFFOTM, PCOFFROB)",103.66,153.38,97.96,2.1684148323238293,79.09,115.144,2020,2019
2020-08,163.07,72.64,"IMF PCPS (PCOFFOTM, PCOFFROB)",114.78,167.22,111.79,2.244906387665198,90.42999999999999,126.898,2020,2019
2020-09,166.56,72.77,"IMF PCPS (PCOFFOTM, PCOFFROB)",116.25,168.36,113.81,2.288855297512711,93.79,129.04399999999998,2020,2019
2020-10,152.06,68.36,"IMF PCPS (PCOFFOTM, PCOFFROB)",105.85,154.28,100.37,2.224400234055003,83.7,118.58000000000001,2020,2020
2020-11,150.73,72.38,"IMF PCPS (PCOFFOTM, PCOFFROB)",109.7,161.21,106.41,2.082481348438795,78.35,119.38999999999999,2020,2020
2020-12,157.95,71.95,"IMF PCPS (PCOFFOTM, PCOFFROB)",114.74,170.44,114.96,2.195274496177901,85.99999999999999,123.55,2020,2020
2021-01,160.82,70.81,"IMF PCPS (PCOFFOTM, PCOFFROB)",115.73,173.42,116.69,2.2711481429176668,90.00999999999999,124.81599999999999,2021,2020
2021-02,166.43,73.37,"IMF PCPS (PCOFFOTM, PCOFFROB)",119.35,176.96,120.06,2.2683658170914542,93.06,129.20600000000002,2021,2020
2021-03,167.05,73.86,"IMF PCPS (PCOFFOTM, PCOFFROB)",120.36,177.49,122.16,2.2617113457893314,93.19000000000001,129.774,2021,2020
2021-04,168.65,74.46,"IMF PCPS (PCOFFOTM, PCOFFROB)",122.03,181.7,124.18,2.2649744829438627,94.19000000000001,130.974,2021,2020
2021-05,186.46,79.68,"IMF PCPS (PCOFFOTM, PCOFFROB)",134.78,199.02,140.85,2.3401104417670684,106.78,143.74800000000002,2021,2020
2021-06,192.06,84.93,"IMF PCPS (PCOFFOTM, PCOFFROB)",141.04,206.56,148.18,2.2613917343694805,107.13,149.208,2021,2020
2021-07,204.5,94.09,"IMF PCPS (PCOFFOTM, PCOFFROB)",152.06,216.17,160.92,2.17345095121692,110.41,160.33599999999998,2021,2020
2021-08,216.43,94.89,"IMF PCPS (PCOFFOTM, PCOFFROB)",160.14,225.4,174.89,2.280851512277374,121.54,167.81400000000002,2021,2020
2021-09,225.54,104.59,"IMF PCPS (PCOFFOTM, PCOFFROB)",170.02,240.38,183.72,2.156420307868821,120.94999999999999,177.16,2021,2020
2021-10,241.07,105.3,"IMF PCPS (PCOFFOTM, PCOFFROB)",181.57,258.87,199.98,2.2893637226970562,135.76999999999998,186.762,2021,2021
2021-11,258.98,109.43,"IMF PCPS (PCOFFOTM, PCOFFROB)",195.17,279.56,218.9,2.3666270675317556,149.55,199.16000000000003,2021,2021
2021-12,268.33,112.46,"IMF PCPS (PCOFFOTM, PCOFFROB)",203.06,290.57,230.26,2.386003912502223,155.87,205.982,2021,2021
2022-01,271.08,109.71,"IMF PCPS (PCOFFOTM, PCOFFROB)",204.29,294.93,233.8,2.4708777686628385,161.37,206.53199999999998,2022,2021
2022-02,279.83,109.43,"IMF PCPS (PCOFFOTM, PCOFFROB)",210.89,306.36,245.05,2.557159828200676,170.39999999999998,211.67000000000002,2022,2021
2022-03,258.99,103.92,"IMF PCPS (PCOFFOTM, PCOFFROB)",194.78,285.81,222.03,2.4922055427251735,155.07,196.96200000000002,2022,2021
2022-04,265.4,103.96,"IMF PCPS (PCOFFOTM, PCOFFROB)",198.37,292.64,226.11,2.55290496344748,161.44,200.82399999999998,2022,2021
2022-05,260.45,103.15,"IMF PCPS (PCOFFOTM, PCOFFROB)",193.71,286.44,217.84,2.5249636451769266,157.29999999999998,197.52999999999997,2022,2021
2022-06,273.76,103.85,"IMF PCPS (PCOFFOTM, PCOFFROB)",202.46,301.57,230.4,2.636109773712085,169.91,205.796,2022,2021
2022-07,255.91,100.44,"IMF PCPS (PCOFFOTM, PCOFFROB)",190.82,286.07,214.8,2.547889287136599,155.47,193.72199999999998,2022,2021
2022-08,268.48,109.69,"IMF PCPS (PCOFFOTM, PCOFFROB)",200.11,295.66,221.91,2.4476251253532686,158.79000000000002,204.964,2022,2021
2022-09,267.49,111.36,"IMF PCPS (PCOFFOTM, PCOFFROB)",199.63,294.09,219.59,2.4020294540229887,156.13,205.038,2022,2021
2022-10,240.08,103.01,"IMF PCPS (PCOFFOTM, PCOFFROB)",178.54,261.95,192.27,2.33064750995049,137.07,185.252,2022,2022
2022-11,213.72,92.6,"IMF PCPS (PCOFFOTM, PCOFFROB)",156.66,223.22,166.54,2.307991360691145,121.12,165.272,2022,2022
2022-12,210.39,92.44,"IMF PCPS (PCOFFOTM, PCOFFROB)",157.19,224.12,169.0,2.275962786672436,117.94999999999999,163.20999999999998,2022,2022
2023-01,206.76,95.98,"IMF PCPS (PCOFFOTM, PCOFFROB)",156.95,218.91,170.03,2.154198791414878,110.77999999999999,162.44799999999998,2023,2022
2023-02,229.51,103.96,"IMF PCPS (PCOFFOTM, PCOFFROB)",174.77,238.39,195.18,2.207676029242016,125.55,179.29,2023,2022
2023-03,222.66,106.49,"IMF PCPS (PCOFFOTM, PCOFFROB)",170.03,225.23,187.02,2.090900554042633,116.17,176.192,2023,2022
2023-04,229.96,115.58,"IMF PCPS (PCOFFOTM, PCOFFROB)",178.57,234.85,195.26,1.989617580896349,114.38000000000001,184.208,2023,2022
2023-05,220.12,122.55,"IMF PCPS (PCOFFOTM, PCOFFROB)",175.48,226.93,186.8,1.7961648306813547,97.57000000000001,181.092,2023,2022
2023-06,207.39,132.13,"IMF PCPS (PCOFFOTM, PCOFFROB)",171.25,211.85,176.48,1.569590554756679,75.25999999999999,177.286,2023,2022
2023-07,193.49,127.58,"IMF PCPS (PCOFFOTM, PCOFFROB)",158.88,190.58,159.5,1.5166170246120083,65.91000000000001,167.126,2023,2022
2023-08,186.35,124.36,"IMF PCPS (PCOFFOTM, PCOFFROB)",154.53,187.55,154.66,1.498472177549051,61.989999999999995,161.55399999999997,2023,2022
2023-09,183.59,123.89,"IMF PCPS (PCOFFOTM, PCOFFROB)",153.13,184.98,154.19,1.4818790862862217,59.7,159.71,2023,2022
2023-10,183.95,118.84,"IMF PCPS (PCOFFOTM, PCOFFROB)",151.94,185.97,155.52,1.5478795018512284,65.10999999999999,157.906,2023,2023
2023-11,197.43,122.78,"IMF PCPS (PCOFFOTM, PCOFFROB)",161.53,195.85,169.25,1.6079980452842484,74.65,167.57,2023,2023
2023-12,210.31,135.39,"IMF PCPS (PCOFFOTM, PCOFFROB)",175.73,210.68,185.23,1.5533643548267968,74.92000000000002,180.34199999999998,2023,2023
2024-01,203.88,148.13,"IMF PCPS (PCOFFOTM, PCOFFROB)",176.41,205.62,179.32,1.3763586039289812,55.75,181.57999999999998,2024,2023
2024-02,208.78,153.23,"IMF PCPS (PCOFFOTM, PCOFFROB)",182.04,209.53,186.74,1.3625269203158652,55.55000000000001,186.56,2024,2023
2024-03,208.91,165.84,"IMF PCPS (PCOFFOTM, PCOFFROB)",186.38,210.26,185.76,1.259708152436083,43.06999999999999,191.682,2024,2023
2024-04,239.87,193.68,"IMF PCPS (PCOFFOTM, PCOFFROB)",216.89,241.8,218.77,1.2384861627426682,46.19,221.394,2024,2023
2024-05,232.34,186.46,"IMF PCPS (PCOFFOTM, PCOFFROB)",208.38,233.5,209.78,1.2460581357931997,45.879999999999995,213.988,2024,2023
2024-06,248.4,204.33,"IMF PCPS (PCOFFOTM, PCOFFROB)",226.83,250.39,229.25,1.215680516811041,44.06999999999999,230.772,2024,2023
2024-07,257.1,214.54,"IMF PCPS (PCOFFOTM, PCOFFROB)",236.54,257.82,239.7,1.1983779248624966,42.56000000000003,240.07600000000002,2024,2023
2024-08,261.44,214.7,"IMF PCPS (PCOFFOTM, PCOFFROB)",238.89,263.67,242.15,1.2176991150442478,46.74000000000001,242.744,2024,2023
2024-09,278.76,242.46,"IMF PCPS (PCOFFOTM, PCOFFROB)",258.84,279.27,257.24,1.149715416975996,36.29999999999998,264.24,2024,2023
2024-10,276.78,221.9,"IMF PCPS (PCOFFOTM, PCOFFROB)",250.56,277.1,255.85,1.2473186119873816,54.87999999999997,254.82799999999997,2024,2024
2024-11,304.95,226.13,"IMF PCPS (PCOFFOTM, PCOFFROB)",270.72,306.21,285.59,1.3485605625082917,78.82,273.422,2024,2024
2024-12,344.12,237.62,"IMF PCPS (PCOFFOTM, PCOFFROB)",299.61,341.0,326.97,1.4481945964144431,106.5,301.52,2024,2024
2025-01,353.93,244.94,"IMF PCPS (PCOFFOTM, PCOFFROB)",310.12,351.93,339.18,1.4449661141504042,108.99000000000001,310.334,2025,2024
2025-02,409.52,263.04,"IMF PCPS (PCOFFOTM, PCOFFROB)",354.32,410.64,401.1,1.5568734793187347,146.47999999999996,350.928,2025,2024
2025-03,404.21,257.68,"IMF PCPS (PCOFFOTM, PCOFFROB)",347.85,404.97,392.48,1.5686510400496738,146.52999999999997,345.59799999999996,2025,2024
