country,source,variable,series,unit,crop_year,year,value
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2018/2019,2018,7100.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2019/2020,2019,5200.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2020/2021,2020,6500.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2021/2022,2021,4800.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2022/2023,2022,5700.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2023/2024,2023,5050.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2024/2025,2024,5200.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2025/2026,2025,5800.0
Honduras,USDA,production,Production Arabica,1000 60-kg bags,2026/2027,2026,6030.0
Honduras,USDA,area,Area total,1000 ha,2000/2001,2000,284.0
Honduras,USDA,area,Area total,1000 ha,2001/2002,2001,284.0
Honduras,USDA,area,Area total,1000 ha,2002/2003,2002,248.0
Honduras,USDA,area,Area total,1000 ha,2003/2004,2003,248.0
Honduras,USDA,area,Area total,1000 ha,2004/2005,2004,248.0
Honduras,USDA,area,Area total,1000 ha,2005/2006,2005,248.0
Honduras,USDA,area,Area total,1000 ha,2006/2007,2006,243.0
Honduras,USDA,area,Area total,1000 ha,2007/2008,2007,243.0
Honduras,USDA,area,Area total,1000 ha,2008/2009,2008,244.0
Honduras,USDA,area,Area total,1000 ha,2009/2010,2009,244.0
Honduras,USDA,area,Area total,1000 ha,2010/2011,2010,266.0
Honduras,USDA,area,Area total,1000 ha,2011/2012,2011,285.0
Honduras,USDA,area,Area total,1000 ha,2012/2013,2012,315.0
Honduras,USDA,area,Area total,1000 ha,2013/2014,2013,263.0
Honduras,USDA,area,Area total,1000 ha,2014/2015,2014,293.0
Honduras,USDA,area,Area total,1000 ha,2015/2016,2015,303.0
Honduras,USDA,area,Area total,1000 ha,2016/2017,2016,334.0
Honduras,USDA,area,Area total,1000 ha,2017/2018,2017,342.0
Honduras,USDA,area,Area total,1000 ha,2018/2019,2018,322.0
Honduras,USDA,area,Area total,1000 ha,2019/2020,2019,305.0
Honduras,USDA,area,Area total,1000 ha,2020/2021,2020,307.0
Honduras,USDA,area,Area total,1000 ha,2021/2022,2021,307.0
Honduras,USDA,area,Area total,1000 ha,2022/2023,2022,320.0
Honduras,USDA,area,Area total,1000 ha,2023/2024,2023,330.0
Honduras,USDA,area,Area total,1000 ha,2024/2025,2024,340.0
Honduras,USDA,area,Area total,1000 ha,2025/2026,2025,350.0
Honduras,USDA,area,Area total,1000 ha,2026/2027,2026,360.0
Honduras,USDA,area,Area non-bearing,1000 ha,2000/2001,2000,54.0
Honduras,USDA,area,Area non-bearing,1000 ha,2001/2002,2001,69.0
Honduras,USDA,area,Area non-bearing,1000 ha,2002/2003,2002,64.0
Honduras,USDA,area,Area non-bearing,1000 ha,2003/2004,2003,64.0
Honduras,USDA,area,Area non-bearing,1000 ha,2004/2005,2004,64.0
Honduras,USDA,area,Area non-bearing,1000 ha,2005/2006,2005,64.0
Honduras,USDA,area,Area non-bearing,1000 ha,2006/2007,2006,13.0
Honduras,USDA,area,Area non-bearing,1000 ha,2007/2008,2007,13.0
Honduras,USDA,area,Area non-bearing,1000 ha,2008/2009,2008,20.0
Honduras,USDA,area,Area non-bearing,1000 ha,2009/2010,2009,20.0
Honduras,USDA,area,Area non-bearing,1000 ha,2010/2011,2010,28.0
Honduras,USDA,area,Area non-bearing,1000 ha,2011/2012,2011,40.0
Honduras,USDA,area,Area non-bearing,1000 ha,2012/2013,2012,48.0
Honduras,USDA,area,Area non-bearing,1000 ha,2013/2014,2013,50.0
Honduras,USDA,area,Area non-bearing,1000 ha,2014/2015,2014,66.0
Honduras,USDA,area,Area non-bearing,1000 ha,2015/2016,2015,63.0
Honduras,USDA,area,Area non-bearing,1000 ha,2016/2017,2016,54.0
Honduras,USDA,area,Area non-bearing,1000 ha,2017/2018,2017,44.0
Honduras,USDA,area,Area non-bearing,1000 ha,2018/2019,2018,36.0
Honduras,USDA,area,Area non-bearing,1000 ha,2019/2020,2019,35.0
Honduras,USDA,area,Area non-bearing,1000 ha,2020/2021,2020,34.0
Honduras,USDA,area,Area non-bearing,1000 ha,2021/2022,2021,32.0
Honduras,USDA,area,Area non-bearing,1000 ha,2022/2023,2022,35.0
Honduras,USDA,area,Area non-bearing,1000 ha,2023/2024,2023,38.0
Honduras,USDA,area,Area non-bearing,1000 ha,2024/2025,2024,100.0
Honduras,USDA,area,Area non-bearing,1000 ha,2025/2026,2025,40.0
Honduras,USDA,area,Area non-bearing,1000 ha,2026/2027,2026,30.0
Honduras,USDA,area,Area bearing,1000 ha,2000/2001,2000,230.0
Honduras,USDA,area,Area bearing,1000 ha,2001/2002,2001,215.0
Honduras,USDA,area,Area bearing,1000 ha,2002/2003,2002,184.0
Honduras,USDA,area,Area bearing,1000 ha,2003/2004,2003,184.0
Honduras,USDA,area,Area bearing,1000 ha,2004/2005,2004,184.0
Honduras,USDA,area,Area bearing,1000 ha,2005/2006,2005,184.0
Honduras,USDA,area,Area bearing,1000 ha,2006/2007,2006,230.0
Honduras,USDA,area,Area bearing,1000 ha,2007/2008,2007,230.0
Honduras,USDA,area,Area bearing,1000 ha,2008/2009,2008,224.0
Honduras,USDA,area,Area bearing,1000 ha,2009/2010,2009,224.0
Honduras,USDA,area,Area bearing,1000 ha,2010/2011,2010,238.0
Honduras,USDA,area,Area bearing,1000 ha,2011/2012,2011,245.0
Honduras,USDA,area,Area bearing,1000 ha,2012/2013,2012,267.0
Honduras,USDA,area,Area bearing,1000 ha,2013/2014,2013,213.0
Honduras,USDA,area,Area bearing,1000 ha,2014/2015,2014,227.0
Honduras,USDA,area,Area bearing,1000 ha,2015/2016,2015,240.0
Honduras,USDA,area,Area bearing,1000 ha,2016/2017,2016,280.0
Honduras,USDA,area,Area bearing,1000 ha,2017/2018,2017,298.0
Honduras,USDA,area,Area bearing,1000 ha,2018/2019,2018,286.0
Honduras,USDA,area,Area bearing,1000 ha,2019/2020,2019,270.0
Honduras,USDA,area,Area bearing,1000 ha,2020/2021,2020,273.0
Honduras,USDA,area,Area bearing,1000 ha,2021/2022,2021,275.0
Honduras,USDA,area,Area bearing,1000 ha,2022/2023,2022,285.0
Honduras,USDA,area,Area bearing,1000 ha,2023/2024,2023,292.0
Honduras,USDA,area,Area bearing,1000 ha,2024/2025,2024,300.0
Honduras,USDA,area,Area bearing,1000 ha,2025/2026,2025,310.0
Honduras,USDA,area,Area bearing,1000 ha,2026/2027,2026,330.0
Honduras,USDA,trees,Trees non-bearing,million trees,2000/2001,2000,133.0
Honduras,USDA,trees,Trees non-bearing,million trees,2001/2002,2001,130.0
Honduras,USDA,trees,Trees non-bearing,million trees,2002/2003,2002,125.0
Honduras,USDA,trees,Trees non-bearing,million trees,2003/2004,2003,128.0
Honduras,USDA,trees,Trees non-bearing,million trees,2004/2005,2004,131.0
Honduras,USDA,trees,Trees non-bearing,million trees,2005/2006,2005,131.0
Honduras,USDA,trees,Trees non-bearing,million trees,2006/2007,2006,141.0
Honduras,USDA,trees,Trees non-bearing,million trees,2007/2008,2007,141.0
Honduras,USDA,trees,Trees non-bearing,million trees,2008/2009,2008,141.0
Honduras,USDA,trees,Trees non-bearing,million trees,2009/2010,2009,141.0
Honduras,USDA,trees,Trees non-bearing,million trees,2010/2011,2010,141.0
Honduras,USDA,trees,Trees non-bearing,million trees,2011/2012,2011,170.0
Honduras,USDA,trees,Trees non-bearing,million trees,2012/2013,2012,188.0
Honduras,USDA,trees,Trees non-bearing,million trees,2013/2014,2013,210.0
Honduras,USDA,trees,Trees non-bearing,million trees,2014/2015,2014,279.0
Honduras,USDA,trees,Trees non-bearing,million trees,2015/2016,2015,270.0
Honduras,USDA,trees,Trees non-bearing,million trees,2016/2017,2016,234.0
Honduras,USDA,trees,Trees non-bearing,million trees,2017/2018,2017,186.0
Honduras,USDA,trees,Trees non-bearing,million trees,2018/2019,2018,153.0
Honduras,USDA,trees,Trees non-bearing,million trees,2019/2020,2019,150.0
Honduras,USDA,trees,Trees non-bearing,million trees,2020/2021,2020,163.0
Honduras,USDA,trees,Trees non-bearing,million trees,2021/2022,2021,172.0
Honduras,USDA,trees,Trees non-bearing,million trees,2022/2023,2022,200.0
Honduras,USDA,trees,Trees non-bearing,million trees,2023/2024,2023,232.0
Honduras,USDA,trees,Trees non-bearing,million trees,2024/2025,2024,245.0
Honduras,USDA,trees,Trees non-bearing,million trees,2025/2026,2025,260.0
Honduras,USDA,trees,Trees non-bearing,million trees,2026/2027,2026,270.0
Honduras,USDA,trees,Trees bearing,million trees,2000/2001,2000,750.0
Honduras,USDA,trees,Trees bearing,million trees,2001/2002,2001,705.0
Honduras,USDA,trees,Trees bearing,million trees,2002/2003,2002,747.0
Honduras,USDA,trees,Trees bearing,million trees,2003/2004,2003,769.0
Honduras,USDA,trees,Trees bearing,million trees,2004/2005,2004,753.0
Honduras,USDA,trees,Trees bearing,million trees,2005/2006,2005,753.0
Honduras,USDA,trees,Trees bearing,million trees,2006/2007,2006,1049.0
Honduras,USDA,trees,Trees bearing,million trees,2007/2008,2007,1049.0
Honduras,USDA,trees,Trees bearing,million trees,2008/2009,2008,1049.0
Honduras,USDA,trees,Trees bearing,million trees,2009/2010,2009,1049.0
Honduras,USDA,trees,Trees bearing,million trees,2010/2011,2010,1049.0
Honduras,USDA,trees,Trees bearing,million trees,2011/2012,2011,1042.0
Honduras,USDA,trees,Trees bearing,million trees,2012/2013,2012,1068.0
Honduras,USDA,trees,Trees bearing,million trees,2013/2014,2013,900.0
Honduras,USDA,trees,Trees bearing,million trees,2014/2015,2014,966.0
Honduras,USDA,trees,Trees bearing,million trees,2015/2016,2015,1020.0
Honduras,USDA,trees,Trees bearing,million trees,2016/2017,2016,1191.0
Honduras,USDA,trees,Trees bearing,million trees,2017/2018,2017,1269.0
Honduras,USDA,trees,Trees bearing,million trees,2018/2019,2018,1362.0
Honduras,USDA,trees,Trees bearing,million trees,2019/2020,2019,1290.0
Honduras,USDA,trees,Trees bearing,million trees,2020/2021,2020,1295.0
Honduras,USDA,trees,Trees bearing,million trees,2021/2022,2021,1375.0
Honduras,USDA,trees,Trees bearing,million trees,2022/2023,2022,1600.0
Honduras,USDA,trees,Trees bearing,million trees,2023/2024,2023,1800.0
Honduras,USDA,trees,Trees bearing,million trees,2024/2025,2024,1900.0
Honduras,USDA,trees,Trees bearing,million trees,2025/2026,2025,2000.0
Honduras,USDA,trees,Trees bearing,million trees,2026/2027,2026,2100.0
Honduras,USDA,trees,Trees total,million trees,2000/2001,2000,883.0
Honduras,USDA,trees,Trees total,million trees,2001/2002,2001,835.0
Honduras,USDA,trees,Trees total,million trees,2002/2003,2002,872.0
Honduras,USDA,trees,Trees total,million trees,2003/2004,2003,897.0
Honduras,USDA,trees,Trees total,million trees,2004/2005,2004,884.0
Honduras,USDA,trees,Trees total,million trees,2005/2006,2005,884.0
Honduras,USDA,trees,Trees total,million trees,2006/2007,2006,1190.0
Honduras,USDA,trees,Trees total,million trees,2007/2008,2007,1190.0
Honduras,USDA,trees,Trees total,million trees,2008/2009,2008,1190.0
Honduras,USDA,trees,Trees total,million trees,2009/2010,2009,1190.0
Honduras,USDA,trees,Trees total,million trees,2010/2011,2010,1190.0
Honduras,USDA,trees,Trees total,million trees,2011/2012,2011,1212.0
Honduras,USDA,trees,Trees total,million trees,2012/2013,2012,1256.0
Honduras,USDA,trees,Trees total,million trees,2013/2014,2013,1110.0
Honduras,USDA,trees,Trees total,million trees,2014/2015,2014,1245.0
Honduras,USDA,trees,Trees total,million trees,2015/2016,2015,1290.0
Honduras,USDA,trees,Trees total,million trees,2016/2017,2016,1425.0
Honduras,USDA,trees,Trees total,million trees,2017/2018,2017,1455.0
Honduras,USDA,trees,Trees total,million trees,2018/2019,2018,1515.0
Honduras,USDA,trees,Trees total,million trees,2019/2020,2019,1440.0
Honduras,USDA,trees,Trees total,million trees,2020/2021,2020,1458.0
Honduras,USDA,trees,Trees total,million trees,2021/2022,2021,1547.0
Honduras,USDA,trees,Trees total,million trees,2022/2023,2022,1800.0
Honduras,USDA,trees,Trees total,million trees,2023/2024,2023,2032.0
Honduras,USDA,trees,Trees total,million trees,2024/2025,2024,2145.0
Honduras,USDA,trees,Trees total,million trees,2025/2026,2025,2260.0
Honduras,USDA,trees,Trees total,million trees,2026/2027,2026,2370.0
Honduras,USDA,yield,Yield,bags/ha,2000/2001,2000,12.5043
Honduras,USDA,yield,Yield,bags/ha,2001/2002,2001,12.093
Honduras,USDA,yield,Yield,bags/ha,2002/2003,2002,14.462
Honduras,USDA,yield,Yield,bags/ha,2003/2004,2003,15.3098
Honduras,USDA,yield,Yield,bags/ha,2004/2005,2004,13.9946
Honduras,USDA,yield,Yield,bags/ha,2005/2006,2005,17.413
Honduras,USDA,yield,Yield,bags/ha,2006/2007,2006,15.0435
Honduras,USDA,yield,Yield,bags/ha,2007/2008,2007,15.8348
Honduras,USDA,yield,Yield,bags/ha,2008/2009,2008,15.058
Honduras,USDA,yield,Yield,bags/ha,2009/2010,2009,15.8482
Honduras,USDA,yield,Yield,bags/ha,2010/2011,2010,16.7017
Honduras,USDA,yield,Yield,bags/ha,2011/2012,2011,22.8571
Honduras,USDA,yield,Yield,bags/ha,2012/2013,2012,17.6966
Honduras,USDA,yield,Yield,bags/ha,2013/2014,2013,20.6573
Honduras,USDA,yield,Yield,bags/ha,2014/2015,2014,22.467
Honduras,USDA,yield,Yield,bags/ha,2015/2016,2015,22.0833
Honduras,USDA,yield,Yield,bags/ha,2016/2017,2016,26.8214
Honduras,USDA,yield,Yield,bags/ha,2017/2018,2017,25.5034
Honduras,USDA,yield,Yield,bags/ha,2018/2019,2018,24.8252
Honduras,USDA,yield,Yield,bags/ha,2019/2020,2019,19.2593
Honduras,USDA,yield,Yield,bags/ha,2020/2021,2020,23.8095
Honduras,USDA,yield,Yield,bags/ha,2021/2022,2021,17.4545
Honduras,USDA,yield,Yield,bags/ha,2022/2023,2022,20.0
Honduras,USDA,yield,Yield,bags/ha,2023/2024,2023,17.2945
Honduras,USDA,yield,Yield,bags/ha,2024/2025,2024,17.3333
Honduras,USDA,yield,Yield,bags/ha,2025/2026,2025,18.7097
Honduras,USDA,yield,Yield,bags/ha,2026/2027,2026,18.2727
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2004/2005,2004,7500.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2005/2006,2005,8400.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2006/2007,2006,6600.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2007/2008,2007,7200.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2008/2009,2008,8700.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2009/2010,2009,9000.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2010/2011,2010,7950.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2011/2012,2011,7000.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2012/2013,2012,9900.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2013/2014,2013,10000.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2014/2015,2014,9200.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2015/2016,2015,10600.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2016/2017,2016,9300.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2017/2018,2017,9400.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2018/2019,2018,9400.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2019/2020,2019,9450.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2020/2021,2020,9400.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2021/2022,2021,9300.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2022/2023,2022,9500.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2023/2024,2023,6800.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2024/2025,2024,9300.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2025/2026,2025,11000.0
Indonesia,USDA,production,Production Robusta,1000 60-kg bags,2026/2027,2026,10000.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2004/2005,2004,950.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2005/2006,2005,1050.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2006/2007,2006,1050.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2007/2008,2007,800.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2008/2009,2008,1300.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2009/2010,2009,1500.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2010/2011,2010,1375.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2011/2012,2011,1300.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2012/2013,2012,2000.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2013/2014,2013,1900.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2014/2015,2014,1270.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2015/2016,2015,1500.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2016/2017,2016,1300.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2017/2018,2017,1000.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2018/2019,2018,1200.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2019/2020,2019,1250.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2020/2021,2020,1300.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2021/2022,2021,1280.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2022/2023,2022,1200.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2023/2024,2023,1350.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2024/2025,2024,1400.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2025/2026,2025,1370.0
Indonesia,USDA,production,Production Arabica,1000 60-kg bags,2026/2027,2026,1380.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2004/2005,2004,8450.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2005/2006,2005,9450.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2006/2007,2006,7650.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2007/2008,2007,8000.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2008/2009,2008,10000.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2009/2010,2009,10500.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2010/2011,2010,9325.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2011/2012,2011,8300.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2012/2013,2012,11900.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2013/2014,2013,11900.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2014/2015,2014,10470.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2015/2016,2015,12100.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2016/2017,2016,10600.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2017/2018,2017,10400.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2018/2019,2018,10600.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2019/2020,2019,10700.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2020/2021,2020,10700.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2021/2022,2021,10580.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2022/2023,2022,10700.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2023/2024,2023,8150.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2024/2025,2024,10700.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2025/2026,2025,12370.0
Indonesia,USDA,production,Production Total,1000 60-kg bags,2026/2027,2026,11380.0
Indonesia,USDA,area,Area non-bearing,million ha,2004/2005,2004,1.05
Indonesia,USDA,area,Area non-bearing,million ha,2005/2006,2005,1.05
Indonesia,USDA,area,Area non-bearing,million ha,2006/2007,2006,1.3
Indonesia,USDA,area,Area non-bearing,million ha,2007/2008,2007,1.32
Indonesia,USDA,area,Area non-bearing,million ha,2008/2009,2008,1.32
Indonesia,USDA,area,Area non-bearing,million ha,2009/2010,2009,1.3
Indonesia,USDA,area,Area non-bearing,million ha,2010/2011,2010,1.265
Indonesia,USDA,area,Area non-bearing,million ha,2011/2012,2011,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2012/2013,2012,1.234
Indonesia,USDA,area,Area non-bearing,million ha,2013/2014,2013,1.236
Indonesia,USDA,area,Area non-bearing,million ha,2014/2015,2014,1.238
Indonesia,USDA,area,Area non-bearing,million ha,2015/2016,2015,1.24
Indonesia,USDA,area,Area non-bearing,million ha,2016/2017,2016,1.24
Indonesia,USDA,area,Area non-bearing,million ha,2017/2018,2017,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2018/2019,2018,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2019/2020,2019,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2020/2021,2020,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2021/2022,2021,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2022/2023,2022,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2023/2024,2023,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2024/2025,2024,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2025/2026,2025,1.25
Indonesia,USDA,area,Area non-bearing,million ha,2026/2027,2026,1.25
Indonesia,USDA,area,Area bearing,million ha,2004/2005,2004,0.925
Indonesia,USDA,area,Area bearing,million ha,2005/2006,2005,0.825
Indonesia,USDA,area,Area bearing,million ha,2006/2007,2006,0.9
Indonesia,USDA,area,Area bearing,million ha,2007/2008,2007,0.95
Indonesia,USDA,area,Area bearing,million ha,2008/2009,2008,0.95
Indonesia,USDA,area,Area bearing,million ha,2009/2010,2009,1.2
Indonesia,USDA,area,Area bearing,million ha,2010/2011,2010,1.165
Indonesia,USDA,area,Area bearing,million ha,2011/2012,2011,1.15
Indonesia,USDA,area,Area bearing,million ha,2012/2013,2012,1.18
Indonesia,USDA,area,Area bearing,million ha,2013/2014,2013,1.2
Indonesia,USDA,area,Area bearing,million ha,2014/2015,2014,1.2
Indonesia,USDA,area,Area bearing,million ha,2015/2016,2015,1.2
Indonesia,USDA,area,Area bearing,million ha,2016/2017,2016,1.2
Indonesia,USDA,area,Area bearing,million ha,2017/2018,2017,1.2
Indonesia,USDA,area,Area bearing,million ha,2018/2019,2018,1.2
Indonesia,USDA,area,Area bearing,million ha,2019/2020,2019,1.2
Indonesia,USDA,area,Area bearing,million ha,2020/2021,2020,1.2
Indonesia,USDA,area,Area bearing,million ha,2021/2022,2021,1.2
Indonesia,USDA,area,Area bearing,million ha,2022/2023,2022,1.2
Indonesia,USDA,area,Area bearing,million ha,2023/2024,2023,1.2
Indonesia,USDA,area,Area bearing,million ha,2024/2025,2024,1.2
Indonesia,USDA,area,Area bearing,million ha,2025/2026,2025,1.2
Indonesia,USDA,area,Area bearing,million ha,2026/2027,2026,1.2
Indonesia,USDA,area,Area total,million ha,2004/2005,2004,1.975
Indonesia,USDA,area,Area total,million ha,2005/2006,2005,1.875
Indonesia,USDA,area,Area total,million ha,2006/2007,2006,2.2
Indonesia,USDA,area,Area total,million ha,2007/2008,2007,2.27
Indonesia,USDA,area,Area total,million ha,2008/2009,2008,2.27
Indonesia,USDA,area,Area total,million ha,2009/2010,2009,2.5
Indonesia,USDA,area,Area total,million ha,2010/2011,2010,2.43
Indonesia,USDA,area,Area total,million ha,2011/2012,2011,2.4
Indonesia,USDA,area,Area total,million ha,2012/2013,2012,2.414
Indonesia,USDA,area,Area total,million ha,2013/2014,2013,2.436
Indonesia,USDA,area,Area total,million ha,2014/2015,2014,2.438
Indonesia,USDA,area,Area total,million ha,2015/2016,2015,2.44
Indonesia,USDA,area,Area total,million ha,2016/2017,2016,2.44
Indonesia,USDA,area,Area total,million ha,2017/2018,2017,2.45
Indonesia,USDA,area,Area total,million ha,2018/2019,2018,2.45
Indonesia,USDA,area,Area total,million ha,2019/2020,2019,2.45
Indonesia,USDA,area,Area total,million ha,2020/2021,2020,2.45
Indonesia,USDA,area,Area total,million ha,2021/2022,2021,2.45
Indonesia,USDA,area,Area total,million ha,2022/2023,2022,2.45
Indonesia,USDA,area,Area total,million ha,2023/2024,2023,2.45
Indonesia,USDA,area,Area total,million ha,2024/2025,2024,2.45
Indonesia,USDA,area,Area total,million ha,2025/2026,2025,2.45
Indonesia,USDA,area,Area total,million ha,2026/2027,2026,2.45
Indonesia,USDA,trees,Trees non-bearing,million trees,2004/2005,2004,235.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2005/2006,2005,235.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2006/2007,2006,240.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2007/2008,2007,190.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2008/2009,2008,190.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2009/2010,2009,190.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2010/2011,2010,105.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2011/2012,2011,105.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2012/2013,2012,50.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2013/2014,2013,34.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2014/2015,2014,17.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2015/2016,2015,15.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2016/2017,2016,15.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2017/2018,2017,15.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2018/2019,2018,15.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2019/2020,2019,15.0
Indonesia,USDA,trees,Trees non-bearing,million trees,2020/2021,2020,15.0
Indonesia,USDA,trees,Trees bearing,million trees,2004/2005,2004,1145.0
Indonesia,USDA,trees,Trees bearing,million trees,2005/2006,2005,1145.0
Indonesia,USDA,trees,Trees bearing,million trees,2006/2007,2006,1160.0
Indonesia,USDA,trees,Trees bearing,million trees,2007/2008,2007,1200.0
Indonesia,USDA,trees,Trees bearing,million trees,2008/2009,2008,1390.0
Indonesia,USDA,trees,Trees bearing,million trees,2009/2010,2009,1470.0
Indonesia,USDA,trees,Trees bearing,million trees,2010/2011,2010,1230.0
Indonesia,USDA,trees,Trees bearing,million trees,2011/2012,2011,1215.0
Indonesia,USDA,trees,Trees bearing,million trees,2012/2013,2012,1168.0
Indonesia,USDA,trees,Trees bearing,million trees,2013/2014,2013,1170.0
Indonesia,USDA,trees,Trees bearing,million trees,2014/2015,2014,1155.0
Indonesia,USDA,trees,Trees bearing,million trees,2015/2016,2015,1160.0
Indonesia,USDA,trees,Trees bearing,million trees,2016/2017,2016,1160.0
Indonesia,USDA,trees,Trees bearing,million trees,2017/2018,2017,1160.0
Indonesia,USDA,trees,Trees bearing,million trees,2018/2019,2018,1160.0
Indonesia,USDA,trees,Trees bearing,million trees,2019/2020,2019,1160.0
Indonesia,USDA,trees,Trees bearing,million trees,2020/2021,2020,1160.0
Indonesia,USDA,trees,Trees total,million trees,2004/2005,2004,1380.0
Indonesia,USDA,trees,Trees total,million trees,2005/2006,2005,1380.0
Indonesia,USDA,trees,Trees total,million trees,2006/2007,2006,1400.0
