country,source,variable,series,unit,crop_year,year,value
Uganda,USDA,production,Production Total,1000 60-kg bags,2010/2011,2010,3212.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2011/2012,2011,3075.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2012/2013,2012,3600.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2013/2014,2013,3850.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2014/2015,2014,3500.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2015/2016,2015,3550.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2016/2017,2016,4875.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2017/2018,2017,4600.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2018/2019,2018,4650.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2019/2020,2019,5475.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2020/2021,2020,6630.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2021/2022,2021,6050.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2022/2023,2022,6565.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2023/2024,2023,6400.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2024/2025,2024,6700.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2025/2026,2025,7095.0
Uganda,USDA,production,Production Total,1000 60-kg bags,2026/2027,2026,7160.0
Uganda,USDA,area,Area total,1000 ha,2008/2009,2008,236.0
Uganda,USDA,area,Area total,1000 ha,2009/2010,2009,248.0
Uganda,USDA,area,Area total,1000 ha,2010/2011,2010,260.0
Uganda,USDA,area,Area total,1000 ha,2011/2012,2011,298.0
Uganda,USDA,area,Area total,1000 ha,2012/2013,2012,323.0
Uganda,USDA,area,Area total,1000 ha,2013/2014,2013,350.0
Uganda,USDA,area,Area total,1000 ha,2014/2015,2014,351.0
Uganda,USDA,area,Area total,1000 ha,2015/2016,2015,352.0
Uganda,USDA,area,Area total,1000 ha,2017/2018,2017,354.0
Uganda,USDA,area,Area total,1000 ha,2018/2019,2018,355.0
Uganda,USDA,area,Area total,1000 ha,2019/2020,2019,560.0
Uganda,USDA,area,Area total,1000 ha,2020/2021,2020,560.0
Uganda,USDA,area,Area total,1000 ha,2021/2022,2021,560.0
Uganda,USDA,area,Area total,1000 ha,2022/2023,2022,565.0
Uganda,USDA,area,Area total,1000 ha,2023/2024,2023,580.0
Uganda,USDA,area,Area total,1000 ha,2024/2025,2024,580.0
Uganda,USDA,area,Area total,1000 ha,2025/2026,2025,590.0
Uganda,USDA,area,Area total,1000 ha,2026/2027,2026,595.0
Uganda,USDA,area,Area non-bearing,1000 ha,2019/2020,2019,35.0
Uganda,USDA,area,Area non-bearing,1000 ha,2020/2021,2020,15.0
Uganda,USDA,area,Area non-bearing,1000 ha,2021/2022,2021,10.0
Uganda,USDA,area,Area non-bearing,1000 ha,2022/2023,2022,5.0
Uganda,USDA,area,Area non-bearing,1000 ha,2023/2024,2023,10.0
Uganda,USDA,area,Area non-bearing,1000 ha,2024/2025,2024,10.0
Uganda,USDA,area,Area non-bearing,1000 ha,2025/2026,2025,15.0
Uganda,USDA,area,Area non-bearing,1000 ha,2026/2027,2026,15.0
Uganda,USDA,area,Area bearing,1000 ha,2019/2020,2019,525.0
Uganda,USDA,area,Area bearing,1000 ha,2020/2021,2020,545.0
Uganda,USDA,area,Area bearing,1000 ha,2021/2022,2021,550.0
Uganda,USDA,area,Area bearing,1000 ha,2022/2023,2022,560.0
Uganda,USDA,area,Area bearing,1000 ha,2023/2024,2023,570.0
Uganda,USDA,area,Area bearing,1000 ha,2024/2025,2024,570.0
Uganda,USDA,area,Area bearing,1000 ha,2025/2026,2025,575.0
Uganda,USDA,area,Area bearing,1000 ha,2026/2027,2026,580.0
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2019/2020,2019,10.4286
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2020/2021,2020,12.1651
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2021/2022,2021,11.0
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2022/2023,2022,11.7232
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2023/2024,2023,11.2281
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2024/2025,2024,11.7544
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2025/2026,2025,12.3391
Uganda,USDA,yield,Yield (per harvested ha),bags/ha,2026/2027,2026,12.3448
Uganda,USDA,yield,Output per planted ha,bags/ha,2008/2009,2008,13.8136
Uganda,USDA,yield,Output per planted ha,bags/ha,2009/2010,2009,11.5726
Uganda,USDA,yield,Output per planted ha,bags/ha,2010/2011,2010,12.3538
Uganda,USDA,yield,Output per planted ha,bags/ha,2011/2012,2011,10.3188
Uganda,USDA,yield,Output per planted ha,bags/ha,2012/2013,2012,11.1455
Uganda,USDA,yield,Output per planted ha,bags/ha,2013/2014,2013,11.0
Uganda,USDA,yield,Output per planted ha,bags/ha,2014/2015,2014,9.9715
Uganda,USDA,yield,Output per planted ha,bags/ha,2015/2016,2015,10.0852
Uganda,USDA,yield,Output per planted ha,bags/ha,2017/2018,2017,12.9944
Uganda,USDA,yield,Output per planted ha,bags/ha,2018/2019,2018,13.0986
Uganda,USDA,yield,Output per planted ha,bags/ha,2019/2020,2019,9.7768
Uganda,USDA,yield,Output per planted ha,bags/ha,2020/2021,2020,11.8393
Uganda,USDA,yield,Output per planted ha,bags/ha,2021/2022,2021,10.8036
Uganda,USDA,yield,Output per planted ha,bags/ha,2022/2023,2022,11.6195
Uganda,USDA,yield,Output per planted ha,bags/ha,2023/2024,2023,11.0345
Uganda,USDA,yield,Output per planted ha,bags/ha,2024/2025,2024,11.5517
Uganda,USDA,yield,Output per planted ha,bags/ha,2025/2026,2025,12.0254
Uganda,USDA,yield,Output per planted ha,bags/ha,2026/2027,2026,12.0336
