country,series,year,observed,fitted
Indonesia,Area total (BPS),2023,1.266,1.266
Vietnam,Production Robusta,1995,3900,
Vietnam,Production Robusta,1996,5450,3866.33
Vietnam,Production Robusta,1997,6933,5729.7
Vietnam,Production Robusta,1998,7433,7344.37
Vietnam,Production Robusta,1999,10920,8284.89
Vietnam,Production Robusta,2000,16216,10759.6
Vietnam,Production Robusta,2001,12084,14933.9
Vietnam,Production Robusta,2002,10917,14104.1
Vietnam,Production Robusta,2003,14734,13071.2
Vietnam,Production Robusta,2004,14117,14960
Vietnam,Production Robusta,2005,13200,15339.2
Vietnam,Production Robusta,2006,20770,14937.6
Vietnam,Production Robusta,2007,17933,19338.4
Vietnam,Production Robusta,2008,17529,19378.8
Vietnam,Production Robusta,2009,18050,19151.5
Vietnam,Production Robusta,2010,18867,19375
Vietnam,Production Robusta,2011,25200,19956.1
Vietnam,Production Robusta,2012,25600,24002.3
Vietnam,Production Robusta,2013,28658,25851.9
Vietnam,Production Robusta,2014,26350,28429.5
Vietnam,Production Robusta,2015,27830,28063.8
Vietnam,Production Robusta,2016,25600,28810.1
Vietnam,Production Robusta,2017,28274,27763.3
Vietnam,Production Robusta,2018,29336,28958.1
Vietnam,Production Robusta,2019,30200,30072.8
Vietnam,Production Robusta,2020,28050,31036.5
Vietnam,Production Robusta,2021,30480,30124.4
Vietnam,Production Robusta,2022,27300,31225.7
Vietnam,Production Robusta,2023,26550,29747.8
Vietnam,Production Robusta,2024,28000,28708.4
Vietnam,Production Robusta,2025,30500,29168.7
Vietnam,Production Robusta,2026,31400,30857.8
Vietnam,Production Arabica,1995,17,
Vietnam,Production Arabica,1996,50,51.9355
Vietnam,Production Arabica,1997,67,84.9355
Vietnam,Production Arabica,1998,67,101.935
Vietnam,Production Arabica,1999,90,101.935
Vietnam,Production Arabica,2000,117,124.935
Vietnam,Production Arabica,2001,166,151.935
Vietnam,Production Arabica,2002,250,200.935
Vietnam,Production Arabica,2003,266,284.935
Vietnam,Production Arabica,2004,383,300.935
Vietnam,Production Arabica,2005,300,417.935
Vietnam,Production Arabica,2006,49,334.935
Vietnam,Production Arabica,2007,400,83.9355
Vietnam,Production Arabica,2008,480,434.935
Vietnam,Production Arabica,2009,450,514.935
Vietnam,Production Arabica,2010,600,484.935
Vietnam,Production Arabica,2011,800,634.935
Vietnam,Production Arabica,2012,900,834.935
Vietnam,Production Arabica,2013,1175,934.935
Vietnam,Production Arabica,2014,1050,1209.94
Vietnam,Production Arabica,2015,1100,1084.94
Vietnam,Production Arabica,2016,1100,1134.94
Vietnam,Production Arabica,2017,1026,1134.94
Vietnam,Production Arabica,2018,1064,1060.94
Vietnam,Production Arabica,2019,1100,1098.94
Vietnam,Production Arabica,2020,950,1134.94
Vietnam,Production Arabica,2021,1100,984.935
Vietnam,Production Arabica,2022,900,1134.94
Vietnam,Production Arabica,2023,1000,934.935
Vietnam,Production Arabica,2024,1100,1034.94
Vietnam,Production Arabica,2025,1200,1134.94
Vietnam,Production Arabica,2026,1100,1234.94
Vietnam,Production Total,1995,3917,
Vietnam,Production Total,1996,5500,3965.62
Vietnam,Production Total,1997,7000,5866.08
Vietnam,Production Total,1998,7500,7500.38
Vietnam,Production Total,1999,11010,8422.17
Vietnam,Production Total,2000,16333,10965.8
Vietnam,Production Total,2001,12250,15251
Vietnam,Production Total,2002,11167,14292.6
Vietnam,Production Total,2003,15000,13256.1
Vietnam,Production Total,2004,14500,15270.9
Vietnam,Production Total,2005,13500,15709.9
Vietnam,Production Total,2006,20819,15247.2
Vietnam,Production Total,2007,18333,19660.6
Vietnam,Production Total,2008,18009,19750.7
Vietnam,Production Total,2009,18500,19581.4
Vietnam,Production Total,2010,19467,19825.8
Vietnam,Production Total,2011,26000,20523
Vietnam,Production Total,2012,26500,24877
Vietnam,Production Total,2013,29833,26816
Vietnam,Production Total,2014,27400,29628.5
Vietnam,Production Total,2015,28930,29154.1
Vietnam,Production Total,2016,26700,29935.7
Vietnam,Production Total,2017,29300,28830.2
Vietnam,Production Total,2018,30400,30046.6
Vietnam,Production Total,2019,31300,31190.1
Vietnam,Production Total,2020,29000,32181
Vietnam,Production Total,2021,31580,31109.8
Vietnam,Production Total,2022,28200,32326.5
Vietnam,Production Total,2023,27550,30662.8
Vietnam,Production Total,2024,29100,29634.3
Vietnam,Production Total,2025,31700,30221.5
Vietnam,Production Total,2026,32500,32070
Vietnam,Area total,1995,186,322.682
Vietnam,Area total,1996,254,219.646
Vietnam,Area total,1997,340,309.364
Vietnam,Area total,1998,350,378.106
Vietnam,Area total,1999,460,349.372
Vietnam,Area total,2000,560,536.084
Vietnam,Area total,2001,540,548.684
Vietnam,Area total,2002,520,513.116
Vietnam,Area total,2003,510,514.691
Vietnam,Area total,2004,500,502.353
Vietnam,Area total,2005,495,500.922
Vietnam,Area total,2006,515,498.475
Vietnam,Area total,2007,523,534.821
Vietnam,Area total,2008,531,522.221
Vietnam,Area total,2009,536,548.389
Vietnam,Area total,2010,571,539.269
Vietnam,Area total,2011,616,603.761
Vietnam,Area total,2012,627.5,625.097
Vietnam,Area total,2013,639,629.691
Vietnam,Area total,2014,650.5,647.563
Vietnam,Area total,2015,662,654.903
Vietnam,Area total,2016,650,670.597
Vietnam,Area total,2017,665,643.909
Vietnam,Area total,2018,682,691.92
Vietnam,Area total,2019,690,683.721
Vietnam,Area total,2020,697,706.416
Vietnam,Area total,2021,706,703.083
Vietnam,Area total,2022,710,723.439
Vietnam,Area total,2023,715,717.397
Vietnam,Area total,2024,715,733.816
Vietnam,Area total,2025,730,724.811
Vietnam,Area total,2026,730,758.796
Vietnam,Area non-bearing,1995,86,
Vietnam,Area non-bearing,1996,48,86.0081
Vietnam,Area non-bearing,1997,70,35.8414
Vietnam,Area non-bearing,1998,80,82.1724
Vietnam,Area non-bearing,1999,100,79.2157
Vietnam,Area non-bearing,2000,110,107.517
Vietnam,Area non-bearing,2001,70,110.898
Vietnam,Area non-bearing,2002,10,55.2053
Vietnam,Area non-bearing,2003,10,-6.35279
Vietnam,Area non-bearing,2004,5,15.9155
Vietnam,Area non-bearing,2005,10,1.05135
Vietnam,Area non-bearing,2006,20,13.2371
Vietnam,Area non-bearing,2007,33,22.4464
Vietnam,Area non-bearing,2008,31,36.8177
Vietnam,Area non-bearing,2009,32,28.8955
Vietnam,Area non-bearing,2010,35.7143,33.123
Vietnam,Area non-bearing,2011,39.4286,36.6517
Vietnam,Area non-bearing,2012,43.1429,40.4331
Vietnam,Area non-bearing,2013,46.8571,44.1231
Vietnam,Area non-bearing,2014,50.5714,47.8462
Vietnam,Area non-bearing,2015,54.2857,51.5573
Vietnam,Area non-bearing,2016,58,55.2727
Vietnam,Area non-bearing,2017,60,58.9866
Vietnam,Area non-bearing,2018,75,60.3666
Vietnam,Area non-bearing,2019,70,80.2936
Vietnam,Area non-bearing,2020,77,66.2764
Vietnam,Area non-bearing,2021,86,80.8792
Vietnam,Area non-bearing,2022,98.5,87.8524
Vietnam,Area non-bearing,2023,103.5,102.352
Vietnam,Area non-bearing,2024,100,103.915
Vietnam,Area non-bearing,2025,99.8,98.5836
Vietnam,Area non-bearing,2026,86,100.24
Vietnam,Area bearing,1995,100,
Vietnam,Area bearing,1996,206,120.911
Vietnam,Area bearing,1997,270,275.254
Vietnam,Area bearing,1998,270,315.38
Vietnam,Area bearing,1999,360,279.001
Vietnam,Area bearing,2000,450,420.159
Vietnam,Area bearing,2001,470,510.159
Vietnam,Area bearing,2002,510,490.37
Vietnam,Area bearing,2003,500,541.738
Vietnam,Area bearing,2004,495,503.317
Vietnam,Area bearing,2005,485,501.159
Vietnam,Area bearing,2006,495,488.317
Vietnam,Area bearing,2007,490,509.686
Vietnam,Area bearing,2008,500,496.159
Vietnam,Area bearing,2009,504,514.686
Vietnam,Area bearing,2010,550.667,515.275
Vietnam,Area bearing,2011,597.333,586.194
Vietnam,Area bearing,2012,644,632.861
Vietnam,Area bearing,2013,665.4,679.528
Vietnam,Area bearing,2014,665,686.565
Vietnam,Area bearing,2015,628.5,673.774
Vietnam,Area bearing,2016,592,616.754
Vietnam,Area bearing,2017,605,580.254
Vietnam,Area bearing,2018,607,621.391
Vietnam,Area bearing,2019,620,617.138
Vietnam,Area bearing,2020,620,636.391
Vietnam,Area bearing,2021,620,629.001
Vietnam,Area bearing,2022,611.5,629.001
Vietnam,Area bearing,2023,611.5,615.67
Vietnam,Area bearing,2024,615,620.501
Vietnam,Area bearing,2025,630.2,625.991
Vietnam,Area bearing,2026,644,647.841
Vietnam,Yield,2003,1.8,
Vietnam,Yield,2004,1.76,1.84729
Vietnam,Yield,2005,1.69,1.8485
Vietnam,Yield,2006,2.58,1.83359
Vietnam,Yield,2007,2.24,2.13309
Vietnam,Yield,2008,2.16,2.21385
Vietnam,Yield,2009,2.09,2.24491
Vietnam,Yield,2010,2.18,2.24644
Vietnam,Yield,2011,2.44,2.2743
Vietnam,Yield,2012,2.47,2.3698
Vietnam,Yield,2013,2.69,2.44617
Vietnam,Yield,2014,2.51,2.56413
Vietnam,Yield,2015,2.62,2.59574
Vietnam,Yield,2016,2.59,2.65005
Vietnam,Yield,2017,2.78,2.67995
Vietnam,Yield,2018,2.9,2.7562
Vietnam,Yield,2019,2.92,2.84512
Vietnam,Yield,2020,2.71,2.91408
Vietnam,Yield,2021,2.95,2.90229
Vietnam,Yield,2022,2.68,2.96339
Vietnam,Yield,2023,2.75,2.92863
Vietnam,Yield,2024,2.73,2.92421
Vietnam,Yield,2025,2.9,2.91527
Vietnam,Yield,2026,2.93,2.95814
Uganda,Production Arabica,1998,436,399.164
Uganda,Production Arabica,1999,436,439.634
Uganda,Production Arabica,2000,355,457.092
Uganda,Production Arabica,2001,415,445.46
Uganda,Production Arabica,2002,450,484.466
Uganda,Production Arabica,2003,524,514.494
Uganda,Production Arabica,2004,545,558.527
Uganda,Production Arabica,2005,625,583.527
Uganda,Production Arabica,2006,579,629.715
Uganda,Production Arabica,2007,508,630.653
Uganda,Production Arabica,2008,650,622.613
Uganda,Production Arabica,2009,818,691.067
Uganda,Production Arabica,2010,644,768.859
Uganda,Production Arabica,2011,875,723.828
Uganda,Production Arabica,2012,800,824.245
Uganda,Production Arabica,2013,850,814.769
Uganda,Production Arabica,2014,800,850.183
Uganda,Production Arabica,2015,950,849.684
Uganda,Production Arabica,2016,1100,921.012
Uganda,Production Arabica,2017,1200,992.34
Uganda,Production Arabica,2018,1050,1045.71
Uganda,Production Arabica,2019,1025,1009.3
Uganda,Production Arabica,2020,730,1017.78
Uganda,Production Arabica,2021,990,929.293
Uganda,Production Arabica,2022,990,1040.12
Uganda,Production Arabica,2023,1000,1057.58
Uganda,Production Arabica,2024,1030,1078.63
Uganda,Production Arabica,2025,1120,1106.86
Uganda,Production Arabica,2026,1135,1156.64
Uganda,Production Robusta,1998,3204,
Uganda,Production Robusta,1999,3272,3204
Uganda,Production Robusta,2000,2742,3272
Uganda,Production Robusta,2001,2850,2742
Uganda,Production Robusta,2002,2306,2850
Uganda,Production Robusta,2003,2221,2306
Uganda,Production Robusta,2004,2149,2221
Uganda,Production Robusta,2005,1550,2149
Uganda,Production Robusta,2006,2326,1550
Uganda,Production Robusta,2007,2982,2326
Uganda,Production Robusta,2008,2610,2982
Uganda,Production Robusta,2009,2052,2610
Uganda,Production Robusta,2010,2568,2052
Uganda,Production Robusta,2011,2200,2568
Uganda,Production Robusta,2012,2800,2200
Uganda,Production Robusta,2013,3000,2800
Uganda,Production Robusta,2014,2700,3000
Uganda,Production Robusta,2015,2600,2700
Uganda,Production Robusta,2016,3775,2600
Uganda,Production Robusta,2017,3400,3775
Uganda,Production Robusta,2018,3600,3400
Uganda,Production Robusta,2019,4450,3600
Uganda,Production Robusta,2020,5900,4450
Uganda,Production Robusta,2021,5060,5900
Uganda,Production Robusta,2022,5575,5060
Uganda,Production Robusta,2023,5400,5575
Uganda,Production Robusta,2024,5670,5400
Uganda,Production Robusta,2025,5975,5670
Uganda,Production Robusta,2026,6025,5975
Uganda,Production Total,1998,3640,
Uganda,Production Total,1999,3708,3640
Uganda,Production Total,2000,3097,3708
Uganda,Production Total,2001,3265,3097
Uganda,Production Total,2002,2756,3265
Uganda,Production Total,2003,2745,2756
Uganda,Production Total,2004,2694,2745
Uganda,Production Total,2005,2175,2694
Uganda,Production Total,2006,2905,2175
Uganda,Production Total,2007,3490,2905
Uganda,Production Total,2008,3260,3490
Uganda,Production Total,2009,2870,3260
Uganda,Production Total,2010,3212,2870
Uganda,Production Total,2011,3075,3212
Uganda,Production Total,2012,3600,3075
Uganda,Production Total,2013,3850,3600
Uganda,Production Total,2014,3500,3850
Uganda,Production Total,2015,3550,3500
Uganda,Production Total,2016,4875,3550
Uganda,Production Total,2017,4600,4875
Uganda,Production Total,2018,4650,4600
Uganda,Production Total,2019,5475,4650
Uganda,Production Total,2020,6630,5475
Uganda,Production Total,2021,6050,6630
Uganda,Production Total,2022,6565,6050
Uganda,Production Total,2023,6400,6565
Uganda,Production Total,2024,6700,6400
Uganda,Production Total,2025,7095,6700
Uganda,Production Total,2026,7160,7095
Uganda,Area total,2008,236,
Uganda,Area total,2009,248,255.944
Uganda,Area total,2010,260,267.944
Uganda,Area total,2011,298,279.944
Uganda,Area total,2012,323,317.944
Uganda,Area total,2013,350,342.944
Uganda,Area total,2014,351,369.944
Uganda,Area total,2015,352,370.944
Uganda,Area total,2016,353,371.944
Uganda,Area total,2017,354,372.944
Uganda,Area total,2018,355,373.944
Uganda,Area total,2019,560,374.944
Uganda,Area total,2020,560,579.944
Uganda,Area total,2021,560,579.944
Uganda,Area total,2022,565,579.944
Uganda,Area total,2023,580,584.944
Uganda,Area total,2024,580,599.944
Uganda,Area total,2025,590,599.944
Uganda,Area total,2026,595,609.944
Uganda,Output per planted ha,2008,13.8136,11.5041
Uganda,Output per planted ha,2009,11.5726,11.5041
Uganda,Output per planted ha,2010,12.3538,11.5041
Uganda,Output per planted ha,2011,10.3188,11.5041
Uganda,Output per planted ha,2012,11.1455,11.5041
Uganda,Output per planted ha,2013,11,11.5041
Uganda,Output per planted ha,2014,9.9715,11.5041
Uganda,Output per planted ha,2015,10.0852,11.5041
Uganda,Output per planted ha,2016,11.5398,11.5041
Uganda,Output per planted ha,2017,12.9944,11.5041
Uganda,Output per planted ha,2018,13.0986,11.5041
Uganda,Output per planted ha,2019,9.7768,11.5041
Uganda,Output per planted ha,2020,11.8393,11.5041
Uganda,Output per planted ha,2021,10.8036,11.5041
Uganda,Output per planted ha,2022,11.6195,11.5041
Uganda,Output per planted ha,2023,11.0345,11.5041
Uganda,Output per planted ha,2024,11.5517,11.5041
Uganda,Output per planted ha,2025,12.0254,11.5041
Uganda,Output per planted ha,2026,12.0336,11.5041
