country,source,indicator,unit,period_type,period,value,source_url,notes
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2006,817.9,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag A=Official figure; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2007,671.5,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag A=Official figure; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2008,665.1,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag A=Official figure; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2009,672.1,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag A=Official figure; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2010,743.2,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag A=Official figure; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2011,762,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag E=Estimated value; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2012,748.9,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag E=Estimated value; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2013,728,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag A=Official figure; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2014,746.4,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag E=Estimated value; bulk release 2025-12-23"
Ethiopia,FAOSTAT,yield,kg/ha,calendar_year,2015,766.5,https://bulks-faostat.fao.org/production/Production_Crops_Livestock_E_All_Data_(Normalized).zip,"Coffee, green (item 656); FAOSTAT QCL element 5412; flag E=Estimated value; bulk release 2025-12-23"
