country,source,indicator,unit,period_type,period,value,source_url,notes
Peru,MIDAGRI,production,t,calendar_year,2012,320163.563,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2013,256831.786,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2014,222047.015,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2015,258044.419,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000); other editions: Compendio anual 2016 C.147: 251938.419 t; INEI Compendio 2025 cuadro 13.7: 251938 t"
Peru,MIDAGRI,production,t,calendar_year,2016,280978.397,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000); other editions: Compendio anual 2016 C.147: 277760.397 t"
Peru,MIDAGRI,production,t,calendar_year,2017,337330.368,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2018,369621.992,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2019,363319.588,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2020,353205.742,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000)"
Peru,MIDAGRI,production,t,calendar_year,2021,363996.831,https://cdn.www.gob.pe/uploads/document/file/9450129/6573082-cuadros-en-excel-del-boletin-el-agro-en-cifras-diciembre-2025%282%29.zip,"basis: café pergamino (parchment coffee); total coffee (no arabica/robusta split published; Peru grows essentially only arabica); MIDAGRI Boletín ""El Agro en Cifras"" Dic-2025, Excel file ""1.- AGRÍCOLA DICIEMBRE 2025.xlsx"", sheet c-7 (C.7 Producción agropecuaria ... 2000-2025, miles de t; converted x1000); other editions: Compendio anual Producción Agrícola 2021 Cuadro 354: 365220.565 t"
