town,date,tmin_c,grid_lat,grid_lon
ocotepeque,2006-12-28,11.173,14.25,270.75
copan,2006-12-28,10.835,14.75,271.25
comayagua,2006-12-29,15.671,14.25,272.25
ocotepeque,2006-12-29,13.536,14.25,270.75
copan,2006-12-29,12.295,14.75,271.25
comayagua,2006-12-30,17.188,14.25,272.25
ocotepeque,2006-12-30,16.749,14.25,270.75
copan,2006-12-30,15.677,14.75,271.25
comayagua,2006-12-31,14.588,14.25,272.25
ocotepeque,2006-12-31,14.677,14.25,270.75
copan,2006-12-31,14.19,14.75,271.25
comayagua,2007-01-01,19.428,14.25,272.25
ocotepeque,2007-01-01,18.777,14.25,270.75
copan,2007-01-01,18.003,14.75,271.25
comayagua,2007-01-02,19.66,14.25,272.25
ocotepeque,2007-01-02,18.732,14.25,270.75
copan,2007-01-02,17.506,14.75,271.25
comayagua,2007-01-03,18.567,14.25,272.25
ocotepeque,2007-01-03,18.335,14.25,270.75
copan,2007-01-03,17.778,14.75,271.25
comayagua,2007-01-04,16.224,14.25,272.25
ocotepeque,2007-01-04,16.111,14.25,270.75
copan,2007-01-04,15.268,14.75,271.25
comayagua,2007-01-05,16.452,14.25,272.25
ocotepeque,2007-01-05,26.086,14.25,270.75
copan,2007-01-05,16.215,14.75,271.25
comayagua,2007-01-06,20.349,14.25,272.25
ocotepeque,2007-01-06,20.699,14.25,270.75
copan,2007-01-06,16.299,14.75,271.25
comayagua,2007-01-07,16.144,14.25,272.25
ocotepeque,2007-01-07,17.796,14.25,270.75
copan,2007-01-07,15.778,14.75,271.25
comayagua,2007-01-08,18.498,14.25,272.25
ocotepeque,2007-01-08,18.191,14.25,270.75
copan,2007-01-08,17.507,14.75,271.25
comayagua,2007-01-09,17.2,14.25,272.25
ocotepeque,2007-01-09,15.681,14.25,270.75
copan,2007-01-09,14.501,14.75,271.25
comayagua,2007-01-10,16.285,14.25,272.25
ocotepeque,2007-01-10,15.173,14.25,270.75
copan,2007-01-10,13.685,14.75,271.25
comayagua,2007-01-11,16.799,14.25,272.25
ocotepeque,2007-01-11,16.148,14.25,270.75
copan,2007-01-11,15.18,14.75,271.25
comayagua,2007-01-12,16.383,14.25,272.25
ocotepeque,2007-01-12,15.671,14.25,270.75
copan,2007-01-12,14.725,14.75,271.25
comayagua,2007-01-13,18.086,14.25,272.25
ocotepeque,2007-01-13,17.82,14.25,270.75
copan,2007-01-13,15.429,14.75,271.25
comayagua,2007-01-14,17.724,14.25,272.25
ocotepeque,2007-01-14,16.001,14.25,270.75
copan,2007-01-14,15.008,14.75,271.25
comayagua,2007-01-15,16.609,14.25,272.25
ocotepeque,2007-01-15,14.973,14.25,270.75
copan,2007-01-15,13.949,14.75,271.25
comayagua,2007-01-16,20.049,14.25,272.25
ocotepeque,2007-01-16,22.514,14.25,270.75
copan,2007-01-16,16.352,14.75,271.25
comayagua,2007-01-17,21.179,14.25,272.25
ocotepeque,2007-01-17,21.642,14.25,270.75
copan,2007-01-17,18.846,14.75,271.25
comayagua,2007-01-18,17.986,14.25,272.25
ocotepeque,2007-01-18,22.002,14.25,270.75
copan,2007-01-18,15.052,14.75,271.25
comayagua,2007-01-19,16.041,14.25,272.25
ocotepeque,2007-01-19,14.624,14.25,270.75
copan,2007-01-19,13.393,14.75,271.25
comayagua,2007-01-20,15.536,14.25,272.25
ocotepeque,2007-01-20,13.68,14.25,270.75
copan,2007-01-20,12.532,14.75,271.25
comayagua,2007-01-21,14.716,14.25,272.25
ocotepeque,2007-01-21,14.667,14.25,270.75
copan,2007-01-21,14.393,14.75,271.25
comayagua,2007-01-22,13.719,14.25,272.25
ocotepeque,2007-01-22,14.603,14.25,270.75
copan,2007-01-22,14.518,14.75,271.25
comayagua,2007-01-23,13.83,14.25,272.25
ocotepeque,2007-01-23,15.225,14.25,270.75
copan,2007-01-23,14.902,14.75,271.25
comayagua,2007-01-24,15.783,14.25,272.25
ocotepeque,2007-01-24,15.872,14.25,270.75
copan,2007-01-24,15.591,14.75,271.25
comayagua,2007-01-25,18.012,14.25,272.25
ocotepeque,2007-01-25,18.109,14.25,270.75
copan,2007-01-25,17.006,14.75,271.25
comayagua,2007-01-26,17.619,14.25,272.25
ocotepeque,2007-01-26,16.434,14.25,270.75
copan,2007-01-26,14.918,14.75,271.25
comayagua,2007-01-27,15.356,14.25,272.25
ocotepeque,2007-01-27,15.532,14.25,270.75
copan,2007-01-27,14.753,14.75,271.25
comayagua,2007-01-28,16.618,14.25,272.25
ocotepeque,2007-01-28,16.73,14.25,270.75
copan,2007-01-28,14.955,14.75,271.25
comayagua,2007-01-29,16.988,14.25,272.25
ocotepeque,2007-01-29,16.224,14.25,270.75
copan,2007-01-29,15.266,14.75,271.25
comayagua,2007-01-30,14.938,14.25,272.25
ocotepeque,2007-01-30,15.667,14.25,270.75
copan,2007-01-30,14.563,14.75,271.25
comayagua,2007-01-31,15.406,14.25,272.25
ocotepeque,2007-01-31,14.916,14.25,270.75
copan,2007-01-31,14.122,14.75,271.25
comayagua,2007-02-01,13.226,14.25,272.25
ocotepeque,2007-02-01,14.492,14.25,270.75
copan,2007-02-01,14.048,14.75,271.25
comayagua,2007-02-02,12.725,14.25,272.25
ocotepeque,2007-02-02,15.157,14.25,270.75
copan,2007-02-02,15.276,14.75,271.25
comayagua,2007-02-03,13.729,14.25,272.25
ocotepeque,2007-02-03,15.697,14.25,270.75
copan,2007-02-03,15.2,14.75,271.25
comayagua,2007-02-04,16.533,14.25,272.25
ocotepeque,2007-02-04,16.059,14.25,270.75
copan,2007-02-04,14.625,14.75,271.25
comayagua,2007-02-05,16.215,14.25,272.25
ocotepeque,2007-02-05,16.29,14.25,270.75
copan,2007-02-05,15.473,14.75,271.25
comayagua,2007-02-06,16.878,14.25,272.25
ocotepeque,2007-02-06,16.703,14.25,270.75
copan,2007-02-06,15.347,14.75,271.25
comayagua,2007-02-07,16.934,14.25,272.25
ocotepeque,2007-02-07,16.513,14.25,270.75
copan,2007-02-07,15.099,14.75,271.25
comayagua,2007-02-08,17.601,14.25,272.25
ocotepeque,2007-02-08,16.938,14.25,270.75
copan,2007-02-08,15.406,14.75,271.25
comayagua,2007-02-09,15.349,14.25,272.25
ocotepeque,2007-02-09,15.664,14.25,270.75
copan,2007-02-09,14.338,14.75,271.25
comayagua,2007-02-10,15.141,14.25,272.25
ocotepeque,2007-02-10,14.291,14.25,270.75
copan,2007-02-10,12.535,14.75,271.25
comayagua,2007-02-11,15.5,14.25,272.25
ocotepeque,2007-02-11,15.652,14.25,270.75
copan,2007-02-11,15.161,14.75,271.25
comayagua,2007-02-12,15.082,14.25,272.25
ocotepeque,2007-02-12,14.472,14.25,270.75
copan,2007-02-12,12.62,14.75,271.25
comayagua,2007-02-13,11.458,14.25,272.25
ocotepeque,2007-02-13,12.795,14.25,270.75
copan,2007-02-13,11.637,14.75,271.25
comayagua,2007-02-14,12.869,14.25,272.25
ocotepeque,2007-02-14,13.822,14.25,270.75
copan,2007-02-14,13.032,14.75,271.25
comayagua,2007-02-15,14.707,14.25,272.25
ocotepeque,2007-02-15,15.731,14.25,270.75
copan,2007-02-15,14.486,14.75,271.25
comayagua,2007-02-16,15.167,14.25,272.25
ocotepeque,2007-02-16,16.38,14.25,270.75
copan,2007-02-16,14.955,14.75,271.25
comayagua,2007-02-17,16.319,14.25,272.25
ocotepeque,2007-02-17,16.733,14.25,270.75
copan,2007-02-17,15.199,14.75,271.25
comayagua,2007-02-18,13.518,14.25,272.25
ocotepeque,2007-02-18,13.224,14.25,270.75
copan,2007-02-18,10.64,14.75,271.25
comayagua,2007-02-19,13.399,14.25,272.25
ocotepeque,2007-02-19,11.595,14.25,270.75
copan,2007-02-19,9.118,14.75,271.25
comayagua,2007-02-20,12.507,14.25,272.25
ocotepeque,2007-02-20,13.137,14.25,270.75
copan,2007-02-20,11.897,14.75,271.25
comayagua,2007-02-21,9.866,14.25,272.25
ocotepeque,2007-02-21,11.24,14.25,270.75
copan,2007-02-21,10.242,14.75,271.25
comayagua,2007-02-22,18.109,14.25,272.25
ocotepeque,2007-02-22,17.276,14.25,270.75
copan,2007-02-22,16.607,14.75,271.25
comayagua,2007-02-23,16.738,14.25,272.25
ocotepeque,2007-02-23,15.992,14.25,270.75
copan,2007-02-23,14.516,14.75,271.25
comayagua,2007-02-24,14.095,14.25,272.25
ocotepeque,2007-02-24,13.7,14.25,270.75
copan,2007-02-24,12.78,14.75,271.25
comayagua,2007-02-25,11.55,14.25,272.25
ocotepeque,2007-02-25,12.257,14.25,270.75
copan,2007-02-25,11.433,14.75,271.25
comayagua,2007-02-26,11.376,14.25,272.25
ocotepeque,2007-02-26,19.77,14.25,270.75
copan,2007-02-26,14.202,14.75,271.25
comayagua,2007-02-27,17.614,14.25,272.25
ocotepeque,2007-02-27,14.542,14.25,270.75
copan,2007-02-27,13.295,14.75,271.25
comayagua,2007-02-28,14.168,14.25,272.25
ocotepeque,2007-02-28,15.088,14.25,270.75
copan,2007-02-28,14.153,14.75,271.25
comayagua,2007-03-01,15.754,14.25,272.25
ocotepeque,2007-03-01,16.52,14.25,270.75
copan,2007-03-01,16.216,14.75,271.25
comayagua,2007-03-02,12.596,14.25,272.25
ocotepeque,2007-03-02,13.624,14.25,270.75
copan,2007-03-02,13.371,14.75,271.25
comayagua,2007-03-03,15.083,14.25,272.25
ocotepeque,2007-03-03,16.939,14.25,270.75
copan,2007-03-03,16.728,14.75,271.25
comayagua,2007-03-04,14.814,14.25,272.25
ocotepeque,2007-03-04,13.3,14.25,270.75
copan,2007-03-04,12.176,14.75,271.25
comayagua,2007-03-05,15.71,14.25,272.25
ocotepeque,2007-03-05,15.334,14.25,270.75
copan,2007-03-05,13.521,14.75,271.25
comayagua,2007-03-06,15.216,14.25,272.25
ocotepeque,2007-03-06,13.453,14.25,270.75
copan,2007-03-06,11.895,14.75,271.25
comayagua,2007-03-07,14.628,14.25,272.25
ocotepeque,2007-03-07,13.712,14.25,270.75
copan,2007-03-07,12.096,14.75,271.25
comayagua,2007-03-08,15.737,14.25,272.25
ocotepeque,2007-03-08,15.489,14.25,270.75
copan,2007-03-08,14.501,14.75,271.25
comayagua,2007-03-09,16.556,14.25,272.25
ocotepeque,2007-03-09,16.426,14.25,270.75
copan,2007-03-09,15.702,14.75,271.25
comayagua,2007-03-10,20.158,14.25,272.25
ocotepeque,2007-03-10,17.008,14.25,270.75
copan,2007-03-10,15.793,14.75,271.25
comayagua,2007-03-11,18.284,14.25,272.25
ocotepeque,2007-03-11,17.846,14.25,270.75
copan,2007-03-11,16.739,14.75,271.25
comayagua,2007-03-12,16.599,14.25,272.25
ocotepeque,2007-03-12,17.26,14.25,270.75
copan,2007-03-12,16.087,14.75,271.25
comayagua,2007-03-13,17.175,14.25,272.25
ocotepeque,2007-03-13,16.781,14.25,270.75
copan,2007-03-13,15.173,14.75,271.25
comayagua,2007-03-14,17.587,14.25,272.25
ocotepeque,2007-03-14,16.1,14.25,270.75
copan,2007-03-14,14.487,14.75,271.25
comayagua,2007-03-15,15.423,14.25,272.25
ocotepeque,2007-03-15,16.513,14.25,270.75
copan,2007-03-15,15.49,14.75,271.25
comayagua,2007-03-16,20.262,14.25,272.25
ocotepeque,2007-03-16,16.339,14.25,270.75
copan,2007-03-16,15.677,14.75,271.25
comayagua,2007-03-17,17.928,14.25,272.25
ocotepeque,2007-03-17,17.573,14.25,270.75
copan,2007-03-17,16.207,14.75,271.25
comayagua,2007-03-18,16.626,14.25,272.25
ocotepeque,2007-03-18,15.789,14.25,270.75
copan,2007-03-18,14.511,14.75,271.25
comayagua,2007-03-19,16.808,14.25,272.25
ocotepeque,2007-03-19,15.973,14.25,270.75
copan,2007-03-19,14.247,14.75,271.25
comayagua,2007-03-20,14.845,14.25,272.25
ocotepeque,2007-03-20,12.96,14.25,270.75
copan,2007-03-20,11.122,14.75,271.25
comayagua,2007-03-21,18.187,14.25,272.25
ocotepeque,2007-03-21,17.153,14.25,270.75
copan,2007-03-21,15.64,14.75,271.25
comayagua,2007-03-22,18.926,14.25,272.25
ocotepeque,2007-03-22,18.03,14.25,270.75
copan,2007-03-22,16.355,14.75,271.25
comayagua,2007-03-23,17.525,14.25,272.25
ocotepeque,2007-03-23,15.935,14.25,270.75
copan,2007-03-23,14.097,14.75,271.25
comayagua,2007-03-24,16.298,14.25,272.25
ocotepeque,2007-03-24,15.21,14.25,270.75
copan,2007-03-24,12.957,14.75,271.25
comayagua,2007-03-25,17.021,14.25,272.25
ocotepeque,2007-03-25,14.73,14.25,270.75
copan,2007-03-25,12.892,14.75,271.25
comayagua,2007-03-26,15.385,14.25,272.25
ocotepeque,2007-03-26,14.482,14.25,270.75
copan,2007-03-26,12.236,14.75,271.25
comayagua,2007-03-27,16.981,14.25,272.25
ocotepeque,2007-03-27,15.116,14.25,270.75
copan,2007-03-27,12.972,14.75,271.25
comayagua,2007-03-28,17.569,14.25,272.25
ocotepeque,2007-03-28,16.342,14.25,270.75
copan,2007-03-28,14.384,14.75,271.25
comayagua,2007-03-29,18.102,14.25,272.25
ocotepeque,2007-03-29,18.396,14.25,270.75
copan,2007-03-29,17.085,14.75,271.25
comayagua,2007-03-30,18.9,14.25,272.25
ocotepeque,2007-03-30,18.755,14.25,270.75
copan,2007-03-30,17.676,14.75,271.25
comayagua,2007-03-31,18.571,14.25,272.25
ocotepeque,2007-03-31,18.284,14.25,270.75
copan,2007-03-31,16.873,14.75,271.25
comayagua,2007-04-01,19.409,14.25,272.25
ocotepeque,2007-04-01,18.622,14.25,270.75
copan,2007-04-01,16.88,14.75,271.25
comayagua,2007-04-02,19.084,14.25,272.25
ocotepeque,2007-04-02,18.129,14.25,270.75
copan,2007-04-02,16.68,14.75,271.25
comayagua,2007-04-03,18.874,14.25,272.25
ocotepeque,2007-04-03,18.683,14.25,270.75
copan,2007-04-03,16.524,14.75,271.25
comayagua,2007-04-04,18.692,14.25,272.25
ocotepeque,2007-04-04,18.403,14.25,270.75
copan,2007-04-04,16.95,14.75,271.25
comayagua,2007-04-05,16.763,14.25,272.25
ocotepeque,2007-04-05,14.832,14.25,270.75
copan,2007-04-05,12.858,14.75,271.25
comayagua,2007-04-06,17.735,14.25,272.25
ocotepeque,2007-04-06,17.353,14.25,270.75
copan,2007-04-06,15.898,14.75,271.25
comayagua,2007-04-07,17.394,14.25,272.25
ocotepeque,2007-04-07,15.287,14.25,270.75
copan,2007-04-07,13.267,14.75,271.25
comayagua,2007-04-08,17.71,14.25,272.25
ocotepeque,2007-04-08,17.048,14.25,270.75
copan,2007-04-08,15.614,14.75,271.25
comayagua,2007-04-09,18.13,14.25,272.25
ocotepeque,2007-04-09,18.616,14.25,270.75
copan,2007-04-09,17.604,14.75,271.25
comayagua,2007-04-10,16.281,14.25,272.25
ocotepeque,2007-04-10,16.258,14.25,270.75
copan,2007-04-10,15.022,14.75,271.25
comayagua,2007-04-11,16.587,14.25,272.25
ocotepeque,2007-04-11,17.3,14.25,270.75
copan,2007-04-11,15.921,14.75,271.25
comayagua,2007-04-12,14.246,14.25,272.25
ocotepeque,2007-04-12,15.549,14.25,270.75
copan,2007-04-12,14.494,14.75,271.25
comayagua,2007-04-13,17.906,14.25,272.25
ocotepeque,2007-04-13,18.31,14.25,270.75
copan,2007-04-13,16.78,14.75,271.25
comayagua,2007-04-14,17.537,14.25,272.25
ocotepeque,2007-04-14,18.421,14.25,270.75
copan,2007-04-14,16.744,14.75,271.25
comayagua,2007-04-15,17.163,14.25,272.25
ocotepeque,2007-04-15,18.367,14.25,270.75
copan,2007-04-15,17.797,14.75,271.25
comayagua,2007-04-16,17.633,14.25,272.25
ocotepeque,2007-04-16,16.588,14.25,270.75
copan,2007-04-16,15.139,14.75,271.25
comayagua,2007-04-17,15.66,14.25,272.25
ocotepeque,2007-04-17,14.96,14.25,270.75
copan,2007-04-17,13.961,14.75,271.25
comayagua,2007-04-18,16.642,14.25,272.25
ocotepeque,2007-04-18,16.968,14.25,270.75
copan,2007-04-18,16.291,14.75,271.25
comayagua,2007-04-19,20.288,14.25,272.25
ocotepeque,2007-04-19,19.767,14.25,270.75
copan,2007-04-19,18.732,14.75,271.25
comayagua,2007-04-20,19.559,14.25,272.25
ocotepeque,2007-04-20,18.947,14.25,270.75
copan,2007-04-20,17.648,14.75,271.25
comayagua,2007-04-21,19.73,14.25,272.25
ocotepeque,2007-04-21,19.866,14.25,270.75
copan,2007-04-21,18.242,14.75,271.25
comayagua,2007-04-22,16.344,14.25,272.25
ocotepeque,2007-04-22,18.137,14.25,270.75
copan,2007-04-22,16.223,14.75,271.25
comayagua,2007-04-23,15.94,14.25,272.25
ocotepeque,2007-04-23,14.119,14.25,270.75
copan,2007-04-23,12.045,14.75,271.25
comayagua,2007-04-24,17.17,14.25,272.25
ocotepeque,2007-04-24,15.768,14.25,270.75
copan,2007-04-24,14.131,14.75,271.25
comayagua,2007-04-25,17.273,14.25,272.25
ocotepeque,2007-04-25,18.219,14.25,270.75
copan,2007-04-25,17.075,14.75,271.25
comayagua,2007-04-26,18.553,14.25,272.25
ocotepeque,2007-04-26,19.17,14.25,270.75
copan,2007-04-26,18.215,14.75,271.25
comayagua,2007-04-27,16.976,14.25,272.25
ocotepeque,2007-04-27,17.284,14.25,270.75
copan,2007-04-27,15.298,14.75,271.25
comayagua,2007-04-28,17.058,14.25,272.25
ocotepeque,2007-04-28,18.512,14.25,270.75
copan,2007-04-28,17.313,14.75,271.25
comayagua,2007-04-29,18.766,14.25,272.25
ocotepeque,2007-04-29,18.932,14.25,270.75
copan,2007-04-29,17.933,14.75,271.25
comayagua,2007-04-30,17.716,14.25,272.25
ocotepeque,2007-04-30,15.298,14.25,270.75
copan,2007-04-30,13.318,14.75,271.25
comayagua,2007-05-01,18.336,14.25,272.25
ocotepeque,2007-05-01,16.36,14.25,270.75
copan,2007-05-01,15.067,14.75,271.25
comayagua,2007-05-02,17.025,14.25,272.25
ocotepeque,2007-05-02,17.595,14.25,270.75
copan,2007-05-02,17.118,14.75,271.25
comayagua,2007-05-03,18.05,14.25,272.25
ocotepeque,2007-05-03,18.033,14.25,270.75
copan,2007-05-03,17.349,14.75,271.25
comayagua,2007-05-04,17.459,14.25,272.25
ocotepeque,2007-05-04,17.767,14.25,270.75
copan,2007-05-04,16.494,14.75,271.25
comayagua,2007-05-05,17.102,14.25,272.25
ocotepeque,2007-05-05,17.532,14.25,270.75
copan,2007-05-05,16.295,14.75,271.25
comayagua,2007-05-06,19.279,14.25,272.25
ocotepeque,2007-05-06,19.239,14.25,270.75
copan,2007-05-06,18.253,14.75,271.25
comayagua,2007-05-07,17.959,14.25,272.25
ocotepeque,2007-05-07,17.855,14.25,270.75
copan,2007-05-07,17.136,14.75,271.25
comayagua,2007-05-08,18.229,14.25,272.25
ocotepeque,2007-05-08,16.67,14.25,270.75
copan,2007-05-08,15.535,14.75,271.25
comayagua,2007-05-09,13.238,14.25,272.25
ocotepeque,2007-05-09,14.037,14.25,270.75
copan,2007-05-09,11.644,14.75,271.25
comayagua,2007-05-10,14.15,14.25,272.25
ocotepeque,2007-05-10,14.16,14.25,270.75
copan,2007-05-10,12.615,14.75,271.25
comayagua,2007-05-11,18.084,14.25,272.25
ocotepeque,2007-05-11,15.134,14.25,270.75
copan,2007-05-11,13.627,14.75,271.25
comayagua,2007-05-12,18.381,14.25,272.25
ocotepeque,2007-05-12,16.044,14.25,270.75
copan,2007-05-12,14.689,14.75,271.25
comayagua,2007-05-13,19.716,14.25,272.25
ocotepeque,2007-05-13,19.112,14.25,270.75
copan,2007-05-13,17.955,14.75,271.25
comayagua,2007-05-14,18.724,14.25,272.25
ocotepeque,2007-05-14,17.248,14.25,270.75
copan,2007-05-14,15.869,14.75,271.25
comayagua,2007-05-15,18.757,14.25,272.25
ocotepeque,2007-05-15,17.88,14.25,270.75
copan,2007-05-15,15.613,14.75,271.25
comayagua,2007-05-16,18.041,14.25,272.25
ocotepeque,2007-05-16,16.229,14.25,270.75
copan,2007-05-16,14.435,14.75,271.25
comayagua,2007-05-17,18.243,14.25,272.25
ocotepeque,2007-05-17,17.907,14.25,270.75
copan,2007-05-17,17.167,14.75,271.25
comayagua,2007-05-18,18.825,14.25,272.25
ocotepeque,2007-05-18,18.349,14.25,270.75
copan,2007-05-18,17.343,14.75,271.25
comayagua,2007-05-19,18.306,14.25,272.25
ocotepeque,2007-05-19,16.182,14.25,270.75
copan,2007-05-19,14.783,14.75,271.25
comayagua,2007-05-20,17.697,14.25,272.25
ocotepeque,2007-05-20,15.791,14.25,270.75
copan,2007-05-20,14.007,14.75,271.25
comayagua,2007-05-21,17.219,14.25,272.25
ocotepeque,2007-05-21,15.613,14.25,270.75
copan,2007-05-21,14.045,14.75,271.25
comayagua,2007-05-22,15.758,14.25,272.25
ocotepeque,2007-05-22,14.47,14.25,270.75
copan,2007-05-22,12.987,14.75,271.25
comayagua,2007-05-23,16.894,14.25,272.25
ocotepeque,2007-05-23,14.688,14.25,270.75
copan,2007-05-23,13.017,14.75,271.25
comayagua,2007-05-24,19.382,14.25,272.25
ocotepeque,2007-05-24,18.164,14.25,270.75
copan,2007-05-24,17.185,14.75,271.25
comayagua,2007-05-25,17.368,14.25,272.25
ocotepeque,2007-05-25,16.088,14.25,270.75
copan,2007-05-25,14.451,14.75,271.25
comayagua,2007-05-26,15.315,14.25,272.25
ocotepeque,2007-05-26,15.533,14.25,270.75
copan,2007-05-26,14.185,14.75,271.25
comayagua,2007-05-27,16.594,14.25,272.25
ocotepeque,2007-05-27,16.946,14.25,270.75
copan,2007-05-27,15.604,14.75,271.25
comayagua,2007-05-28,16.645,14.25,272.25
ocotepeque,2007-05-28,17.315,14.25,270.75
copan,2007-05-28,16.45,14.75,271.25
comayagua,2007-05-29,18.372,14.25,272.25
ocotepeque,2007-05-29,17.792,14.25,270.75
copan,2007-05-29,16.939,14.75,271.25
comayagua,2007-05-30,18.546,14.25,272.25
ocotepeque,2007-05-30,18.504,14.25,270.75
copan,2007-05-30,16.905,14.75,271.25
comayagua,2007-05-31,18.851,14.25,272.25
ocotepeque,2007-05-31,18.665,14.25,270.75
copan,2007-05-31,17.986,14.75,271.25
comayagua,2007-06-01,18.31,14.25,272.25
ocotepeque,2007-06-01,18.044,14.25,270.75
copan,2007-06-01,18.008,14.75,271.25
comayagua,2007-06-02,19.778,14.25,272.25
ocotepeque,2007-06-02,20.676,14.25,270.75
copan,2007-06-02,21.353,14.75,271.25
comayagua,2007-06-03,17.739,14.25,272.25
ocotepeque,2007-06-03,17.683,14.25,270.75
copan,2007-06-03,18.229,14.75,271.25
comayagua,2007-06-04,17.922,14.25,272.25
ocotepeque,2007-06-04,17.549,14.25,270.75
copan,2007-06-04,17.498,14.75,271.25
comayagua,2007-06-05,18.59,14.25,272.25
ocotepeque,2007-06-05,18.011,14.25,270.75
copan,2007-06-05,17.757,14.75,271.25
comayagua,2007-06-06,20.517,14.25,272.25
ocotepeque,2007-06-06,19.811,14.25,270.75
copan,2007-06-06,18.898,14.75,271.25
comayagua,2007-06-07,17.394,14.25,272.25
ocotepeque,2007-06-07,16.929,14.25,270.75
copan,2007-06-07,16.355,14.75,271.25
comayagua,2007-06-08,16.564,14.25,272.25
ocotepeque,2007-06-08,16.498,14.25,270.75
copan,2007-06-08,16.629,14.75,271.25
comayagua,2007-06-09,17.198,14.25,272.25
ocotepeque,2007-06-09,17.236,14.25,270.75
copan,2007-06-09,17.793,14.75,271.25
comayagua,2007-06-10,18.201,14.25,272.25
ocotepeque,2007-06-10,16.564,14.25,270.75
copan,2007-06-10,15.885,14.75,271.25
comayagua,2007-06-11,17.777,14.25,272.25
ocotepeque,2007-06-11,16.759,14.25,270.75
copan,2007-06-11,16.333,14.75,271.25
comayagua,2007-06-12,18.184,14.25,272.25
ocotepeque,2007-06-12,17.218,14.25,270.75
copan,2007-06-12,16.95,14.75,271.25
comayagua,2007-06-13,19.277,14.25,272.25
ocotepeque,2007-06-13,18.533,14.25,270.75
copan,2007-06-13,17.553,14.75,271.25
comayagua,2007-06-14,18.589,14.25,272.25
ocotepeque,2007-06-14,19.174,14.25,270.75
copan,2007-06-14,18.372,14.75,271.25
comayagua,2007-06-15,18.486,14.25,272.25
ocotepeque,2007-06-15,17.974,14.25,270.75
copan,2007-06-15,17.676,14.75,271.25
comayagua,2007-06-16,18.418,14.25,272.25
ocotepeque,2007-06-16,17.798,14.25,270.75
copan,2007-06-16,17.494,14.75,271.25
comayagua,2007-06-17,17.316,14.25,272.25
ocotepeque,2007-06-17,17.215,14.25,270.75
copan,2007-06-17,16.983,14.75,271.25
comayagua,2007-06-18,17.334,14.25,272.25
ocotepeque,2007-06-18,17.084,14.25,270.75
copan,2007-06-18,16.475,14.75,271.25
comayagua,2007-06-19,18.555,14.25,272.25
ocotepeque,2007-06-19,17.369,14.25,270.75
copan,2007-06-19,16.783,14.75,271.25
comayagua,2007-06-20,19.054,14.25,272.25
ocotepeque,2007-06-20,17.598,14.25,270.75
copan,2007-06-20,17.164,14.75,271.25
comayagua,2007-06-21,19.258,14.25,272.25
ocotepeque,2007-06-21,18.074,14.25,270.75
copan,2007-06-21,17.868,14.75,271.25
comayagua,2007-06-22,19.488,14.25,272.25
ocotepeque,2007-06-22,18.537,14.25,270.75
copan,2007-06-22,18.469,14.75,271.25
comayagua,2007-06-23,17.514,14.25,272.25
ocotepeque,2007-06-23,17.156,14.25,270.75
copan,2007-06-23,17.637,14.75,271.25
comayagua,2007-06-24,17.896,14.25,272.25
ocotepeque,2007-06-24,17.157,14.25,270.75
copan,2007-06-24,16.981,14.75,271.25
comayagua,2007-06-25,15.844,14.25,272.25
ocotepeque,2007-06-25,16.07,14.25,270.75
copan,2007-06-25,15.832,14.75,271.25
comayagua,2007-06-26,19.737,14.25,272.25
ocotepeque,2007-06-26,18.421,14.25,270.75
copan,2007-06-26,17.985,14.75,271.25
comayagua,2007-06-27,19.109,14.25,272.25
ocotepeque,2007-06-27,18.35,14.25,270.75
copan,2007-06-27,17.829,14.75,271.25
comayagua,2007-06-28,18.632,14.25,272.25
ocotepeque,2007-06-28,16.912,14.25,270.75
copan,2007-06-28,16.051,14.75,271.25
comayagua,2007-06-29,15.819,14.25,272.25
ocotepeque,2007-06-29,15.291,14.25,270.75
copan,2007-06-29,14.901,14.75,271.25
comayagua,2007-06-30,17.905,14.25,272.25
ocotepeque,2007-06-30,18.151,14.25,270.75
copan,2007-06-30,18.354,14.75,271.25
comayagua,2007-07-01,18.332,14.25,272.25
ocotepeque,2007-07-01,17.734,14.25,270.75
copan,2007-07-01,17.063,14.75,271.25
comayagua,2007-07-02,18.33,14.25,272.25
ocotepeque,2007-07-02,17.356,14.25,270.75
copan,2007-07-02,16.427,14.75,271.25
comayagua,2007-07-03,20.039,14.25,272.25
ocotepeque,2007-07-03,19.057,14.25,270.75
copan,2007-07-03,18.45,14.75,271.25
comayagua,2007-07-04,19.193,14.25,272.25
ocotepeque,2007-07-04,19.229,14.25,270.75
copan,2007-07-04,18.769,14.75,271.25
comayagua,2007-07-05,18.468,14.25,272.25
ocotepeque,2007-07-05,17.953,14.25,270.75
copan,2007-07-05,17.874,14.75,271.25
comayagua,2007-07-06,19.787,14.25,272.25
ocotepeque,2007-07-06,19.036,14.25,270.75
copan,2007-07-06,18.724,14.75,271.25
comayagua,2007-07-07,18.406,14.25,272.25
ocotepeque,2007-07-07,17.181,14.25,270.75
copan,2007-07-07,16.646,14.75,271.25
comayagua,2007-07-08,19.489,14.25,272.25
ocotepeque,2007-07-08,17.915,14.25,270.75
copan,2007-07-08,17.27,14.75,271.25
comayagua,2007-07-09,17.553,14.25,272.25
ocotepeque,2007-07-09,15.673,14.25,270.75
copan,2007-07-09,15.372,14.75,271.25
comayagua,2007-07-10,17.149,14.25,272.25
