town,date,tmin_c,grid_lat,grid_lon
comayagua,2017-11-01,18.134,14.25,272.25
ocotepeque,2017-11-01,21.816,14.25,270.75
copan,2017-11-01,13.645,14.75,271.25
comayagua,2017-11-02,19.083,14.25,272.25
ocotepeque,2017-11-02,23.584,14.25,270.75
copan,2017-11-02,16.208,14.75,271.25
comayagua,2017-11-03,20.129,14.25,272.25
ocotepeque,2017-11-03,23.403,14.25,270.75
copan,2017-11-03,17.784,14.75,271.25
comayagua,2017-11-04,18.931,14.25,272.25
ocotepeque,2017-11-04,24.303,14.25,270.75
copan,2017-11-04,16.524,14.75,271.25
comayagua,2017-11-05,17.122,14.25,272.25
ocotepeque,2017-11-05,21.692,14.25,270.75
copan,2017-11-05,15.654,14.75,271.25
comayagua,2017-11-06,18.069,14.25,272.25
ocotepeque,2017-11-06,22.254,14.25,270.75
copan,2017-11-06,16.072,14.75,271.25
comayagua,2017-11-07,18.489,14.25,272.25
ocotepeque,2017-11-07,22.301,14.25,270.75
copan,2017-11-07,15.609,14.75,271.25
comayagua,2017-11-08,18.091,14.25,272.25
ocotepeque,2017-11-08,23.173,14.25,270.75
copan,2017-11-08,14.657,14.75,271.25
comayagua,2017-11-09,14.824,14.25,272.25
ocotepeque,2017-11-09,20.609,14.25,270.75
copan,2017-11-09,11.059,14.75,271.25
comayagua,2017-11-10,18.217,14.25,272.25
ocotepeque,2017-11-10,22.495,14.25,270.75
copan,2017-11-10,15.892,14.75,271.25
comayagua,2017-11-11,18.563,14.25,272.25
ocotepeque,2017-11-11,22.844,14.25,270.75
copan,2017-11-11,16.732,14.75,271.25
comayagua,2017-11-12,19.231,14.25,272.25
ocotepeque,2017-11-12,23.635,14.25,270.75
copan,2017-11-12,16.883,14.75,271.25
comayagua,2017-11-13,18.879,14.25,272.25
ocotepeque,2017-11-13,23.142,14.25,270.75
copan,2017-11-13,16.499,14.75,271.25
comayagua,2017-11-14,18.23,14.25,272.25
ocotepeque,2017-11-14,22.186,14.25,270.75
copan,2017-11-14,15.226,14.75,271.25
comayagua,2017-11-15,18.905,14.25,272.25
ocotepeque,2017-11-15,22.522,14.25,270.75
copan,2017-11-15,15.688,14.75,271.25
comayagua,2017-11-16,18.003,14.25,272.25
ocotepeque,2017-11-16,23.103,14.25,270.75
copan,2017-11-16,17.198,14.75,271.25
comayagua,2017-11-17,17.053,14.25,272.25
ocotepeque,2017-11-17,21.836,14.25,270.75
copan,2017-11-17,14.208,14.75,271.25
comayagua,2017-11-18,14.796,14.25,272.25
ocotepeque,2017-11-18,20.595,14.25,270.75
copan,2017-11-18,11.83,14.75,271.25
comayagua,2017-11-19,14.353,14.25,272.25
ocotepeque,2017-11-19,21.813,14.25,270.75
copan,2017-11-19,10.729,14.75,271.25
comayagua,2017-11-20,16.668,14.25,272.25
ocotepeque,2017-11-20,22.207,14.25,270.75
copan,2017-11-20,15.511,14.75,271.25
comayagua,2017-11-21,15.531,14.25,272.25
ocotepeque,2017-11-21,21.074,14.25,270.75
copan,2017-11-21,14.785,14.75,271.25
comayagua,2017-11-22,10.679,14.25,272.25
ocotepeque,2017-11-22,20.367,14.25,270.75
copan,2017-11-22,11.531,14.75,271.25
comayagua,2017-11-23,17.858,14.25,272.25
ocotepeque,2017-11-23,21.141,14.25,270.75
copan,2017-11-23,15.418,14.75,271.25
comayagua,2017-11-24,15.19,14.25,272.25
ocotepeque,2017-11-24,21.125,14.25,270.75
copan,2017-11-24,14.8,14.75,271.25
comayagua,2017-11-25,14.763,14.25,272.25
ocotepeque,2017-11-25,20.411,14.25,270.75
copan,2017-11-25,12.049,14.75,271.25
comayagua,2017-11-26,16.571,14.25,272.25
ocotepeque,2017-11-26,22.047,14.25,270.75
copan,2017-11-26,15.401,14.75,271.25
comayagua,2017-11-27,18.03,14.25,272.25
ocotepeque,2017-11-27,21.229,14.25,270.75
copan,2017-11-27,14.693,14.75,271.25
comayagua,2017-11-28,14.297,14.25,272.25
ocotepeque,2017-11-28,19.069,14.25,270.75
copan,2017-11-28,9.652,14.75,271.25
comayagua,2017-11-29,16.277,14.25,272.25
ocotepeque,2017-11-29,20.974,14.25,270.75
copan,2017-11-29,15.188,14.75,271.25
comayagua,2017-11-30,17.541,14.25,272.25
ocotepeque,2017-11-30,21.484,14.25,270.75
copan,2017-11-30,15.583,14.75,271.25
comayagua,2017-12-01,18.708,14.25,272.25
ocotepeque,2017-12-01,21.863,14.25,270.75
copan,2017-12-01,16.335,14.75,271.25
comayagua,2017-12-02,17.689,14.25,272.25
ocotepeque,2017-12-02,21.475,14.25,270.75
copan,2017-12-02,14.767,14.75,271.25
comayagua,2017-12-03,17.909,14.25,272.25
ocotepeque,2017-12-03,22.388,14.25,270.75
copan,2017-12-03,16.63,14.75,271.25
comayagua,2017-12-04,17.181,14.25,272.25
ocotepeque,2017-12-04,22.707,14.25,270.75
copan,2017-12-04,19.023,14.75,271.25
comayagua,2017-12-05,17.738,14.25,272.25
ocotepeque,2017-12-05,22.068,14.25,270.75
copan,2017-12-05,15.163,14.75,271.25
comayagua,2017-12-06,18.041,14.25,272.25
ocotepeque,2017-12-06,22.003,14.25,270.75
copan,2017-12-06,15.929,14.75,271.25
comayagua,2017-12-07,19.186,14.25,272.25
ocotepeque,2017-12-07,22.955,14.25,270.75
copan,2017-12-07,17.379,14.75,271.25
comayagua,2017-12-08,16.94,14.25,272.25
ocotepeque,2017-12-08,18.92,14.25,270.75
copan,2017-12-08,15.697,14.75,271.25
comayagua,2017-12-09,17.486,14.25,272.25
ocotepeque,2017-12-09,21.719,14.25,270.75
copan,2017-12-09,14.456,14.75,271.25
comayagua,2017-12-10,12.756,14.25,272.25
ocotepeque,2017-12-10,17.371,14.25,270.75
copan,2017-12-10,10.543,14.75,271.25
comayagua,2017-12-11,13.992,14.25,272.25
ocotepeque,2017-12-11,16.875,14.25,270.75
copan,2017-12-11,11.105,14.75,271.25
comayagua,2017-12-12,10.488,14.25,272.25
ocotepeque,2017-12-12,18.149,14.25,270.75
copan,2017-12-12,9.799,14.75,271.25
comayagua,2017-12-13,14.924,14.25,272.25
ocotepeque,2017-12-13,18.238,14.25,270.75
copan,2017-12-13,11.892,14.75,271.25
comayagua,2017-12-14,12.254,14.25,272.25
ocotepeque,2017-12-14,18.883,14.25,270.75
copan,2017-12-14,10.519,14.75,271.25
comayagua,2017-12-15,15.665,14.25,272.25
ocotepeque,2017-12-15,20.222,14.25,270.75
copan,2017-12-15,14.658,14.75,271.25
comayagua,2017-12-16,18.357,14.25,272.25
ocotepeque,2017-12-16,22.676,14.25,270.75
copan,2017-12-16,16.966,14.75,271.25
comayagua,2017-12-17,16.804,14.25,272.25
ocotepeque,2017-12-17,22.178,14.25,270.75
copan,2017-12-17,15.209,14.75,271.25
comayagua,2017-12-18,19.602,14.25,272.25
ocotepeque,2017-12-18,23.133,14.25,270.75
copan,2017-12-18,17.505,14.75,271.25
comayagua,2017-12-19,17.616,14.25,272.25
ocotepeque,2017-12-19,23.778,14.25,270.75
copan,2017-12-19,15.423,14.75,271.25
comayagua,2017-12-20,17.129,14.25,272.25
ocotepeque,2017-12-20,18.618,14.25,270.75
copan,2017-12-20,15.214,14.75,271.25
comayagua,2017-12-21,17.831,14.25,272.25
ocotepeque,2017-12-21,22.379,14.25,270.75
copan,2017-12-21,15.398,14.75,271.25
comayagua,2017-12-22,18.068,14.25,272.25
ocotepeque,2017-12-22,22.328,14.25,270.75
copan,2017-12-22,15.448,14.75,271.25
comayagua,2017-12-23,18.76,14.25,272.25
ocotepeque,2017-12-23,22.334,14.25,270.75
copan,2017-12-23,16.715,14.75,271.25
comayagua,2017-12-24,20.395,14.25,272.25
ocotepeque,2017-12-24,20.18,14.25,270.75
copan,2017-12-24,18.449,14.75,271.25
comayagua,2017-12-25,17.186,14.25,272.25
ocotepeque,2017-12-25,20.519,14.25,270.75
copan,2017-12-25,13.987,14.75,271.25
comayagua,2017-12-26,17.376,14.25,272.25
ocotepeque,2017-12-26,20.822,14.25,270.75
copan,2017-12-26,14.621,14.75,271.25
comayagua,2017-12-27,16.192,14.25,272.25
ocotepeque,2017-12-27,21.018,14.25,270.75
copan,2017-12-27,14.522,14.75,271.25
comayagua,2017-12-28,16.174,14.25,272.25
ocotepeque,2017-12-28,20.178,14.25,270.75
copan,2017-12-28,13.802,14.75,271.25
comayagua,2017-12-29,17.31,14.25,272.25
ocotepeque,2017-12-29,20.831,14.25,270.75
copan,2017-12-29,14.513,14.75,271.25
comayagua,2017-12-30,17.161,14.25,272.25
ocotepeque,2017-12-30,21.156,14.25,270.75
copan,2017-12-30,15.115,14.75,271.25
comayagua,2017-12-31,17.151,14.25,272.25
ocotepeque,2017-12-31,21.136,14.25,270.75
copan,2017-12-31,14.669,14.75,271.25
comayagua,2018-01-01,16.824,14.25,272.25
ocotepeque,2018-01-01,22.331,14.25,270.75
copan,2018-01-01,15.762,14.75,271.25
comayagua,2018-01-02,16.53,14.25,272.25
ocotepeque,2018-01-02,20.836,14.25,270.75
copan,2018-01-02,14.354,14.75,271.25
comayagua,2018-01-03,16.67,14.25,272.25
ocotepeque,2018-01-03,21.798,14.25,270.75
copan,2018-01-03,14.601,14.75,271.25
comayagua,2018-01-04,16.233,14.25,272.25
ocotepeque,2018-01-04,20.171,14.25,270.75
copan,2018-01-04,13.646,14.75,271.25
comayagua,2018-01-05,15.506,14.25,272.25
ocotepeque,2018-01-05,22.781,14.25,270.75
copan,2018-01-05,13.01,14.75,271.25
comayagua,2018-01-06,13.274,14.25,272.25
ocotepeque,2018-01-06,17.907,14.25,270.75
copan,2018-01-06,11.567,14.75,271.25
comayagua,2018-01-07,15.28,14.25,272.25
ocotepeque,2018-01-07,18.457,14.25,270.75
copan,2018-01-07,12.864,14.75,271.25
comayagua,2018-01-08,9.217,14.25,272.25
ocotepeque,2018-01-08,19.316,14.25,270.75
copan,2018-01-08,8.027,14.75,271.25
comayagua,2018-01-09,16.665,14.25,272.25
ocotepeque,2018-01-09,23.383,14.25,270.75
copan,2018-01-09,11.567,14.75,271.25
comayagua,2018-01-10,13.551,14.25,272.25
ocotepeque,2018-01-10,18.458,14.25,270.75
copan,2018-01-10,10.076,14.75,271.25
comayagua,2018-01-11,11.678,14.25,272.25
ocotepeque,2018-01-11,12.287,14.25,270.75
copan,2018-01-11,11.884,14.75,271.25
comayagua,2018-01-12,10.455,14.25,272.25
ocotepeque,2018-01-12,11.845,14.25,270.75
copan,2018-01-12,11.216,14.75,271.25
comayagua,2018-01-13,14.74,14.25,272.25
ocotepeque,2018-01-13,18.408,14.25,270.75
copan,2018-01-13,11.212,14.75,271.25
comayagua,2018-01-14,13.131,14.25,272.25
ocotepeque,2018-01-14,16.346,14.25,270.75
copan,2018-01-14,10.269,14.75,271.25
comayagua,2018-01-15,12.688,14.25,272.25
ocotepeque,2018-01-15,16.571,14.25,270.75
copan,2018-01-15,10.41,14.75,271.25
comayagua,2018-01-16,13.491,14.25,272.25
ocotepeque,2018-01-16,17.385,14.25,270.75
copan,2018-01-16,10.695,14.75,271.25
comayagua,2018-01-17,12.22,14.25,272.25
ocotepeque,2018-01-17,17.367,14.25,270.75
copan,2018-01-17,10.793,14.75,271.25
comayagua,2018-01-18,14.507,14.25,272.25
ocotepeque,2018-01-18,16.016,14.25,270.75
copan,2018-01-18,11.812,14.75,271.25
comayagua,2018-01-19,13.402,14.25,272.25
ocotepeque,2018-01-19,23.575,14.25,270.75
copan,2018-01-19,12.809,14.75,271.25
comayagua,2018-01-20,16.102,14.25,272.25
ocotepeque,2018-01-20,15.335,14.25,270.75
copan,2018-01-20,14.045,14.75,271.25
comayagua,2018-01-21,17.541,14.25,272.25
ocotepeque,2018-01-21,21.587,14.25,270.75
copan,2018-01-21,15.735,14.75,271.25
comayagua,2018-01-22,17.728,14.25,272.25
ocotepeque,2018-01-22,26.999,14.25,270.75
copan,2018-01-22,17.041,14.75,271.25
comayagua,2018-01-23,18.003,14.25,272.25
ocotepeque,2018-01-23,18.282,14.25,270.75
copan,2018-01-23,15.862,14.75,271.25
comayagua,2018-01-24,18.164,14.25,272.25
ocotepeque,2018-01-24,26.005,14.25,270.75
copan,2018-01-24,16.527,14.75,271.25
comayagua,2018-01-25,17.751,14.25,272.25
ocotepeque,2018-01-25,18.238,14.25,270.75
copan,2018-01-25,16.067,14.75,271.25
comayagua,2018-01-26,17.832,14.25,272.25
ocotepeque,2018-01-26,25.528,14.25,270.75
copan,2018-01-26,15.771,14.75,271.25
comayagua,2018-01-27,17.633,14.25,272.25
ocotepeque,2018-01-27,25.355,14.25,270.75
copan,2018-01-27,15.128,14.75,271.25
comayagua,2018-01-28,17.465,14.25,272.25
ocotepeque,2018-01-28,17.459,14.25,270.75
copan,2018-01-28,14.98,14.75,271.25
comayagua,2018-01-29,18.889,14.25,272.25
ocotepeque,2018-01-29,26.281,14.25,270.75
copan,2018-01-29,16.949,14.75,271.25
comayagua,2018-01-30,17.712,14.25,272.25
ocotepeque,2018-01-30,16.985,14.25,270.75
copan,2018-01-30,15.798,14.75,271.25
comayagua,2018-01-31,16.449,14.25,272.25
ocotepeque,2018-01-31,20.293,14.25,270.75
copan,2018-01-31,13.458,14.75,271.25
comayagua,2018-02-01,16.214,14.25,272.25
ocotepeque,2018-02-01,16.215,14.25,270.75
copan,2018-02-01,13.506,14.75,271.25
comayagua,2018-02-02,17.524,14.25,272.25
ocotepeque,2018-02-02,17.77,14.25,270.75
copan,2018-02-02,15.388,14.75,271.25
comayagua,2018-02-03,18.393,14.25,272.25
ocotepeque,2018-02-03,26.079,14.25,270.75
copan,2018-02-03,16.199,14.75,271.25
comayagua,2018-02-04,16.696,14.25,272.25
ocotepeque,2018-02-04,21.075,14.25,270.75
copan,2018-02-04,14.954,14.75,271.25
comayagua,2018-02-05,17.156,14.25,272.25
ocotepeque,2018-02-05,16.707,14.25,270.75
copan,2018-02-05,15.867,14.75,271.25
comayagua,2018-02-06,18.406,14.25,272.25
ocotepeque,2018-02-06,24.481,14.25,270.75
copan,2018-02-06,16.005,14.75,271.25
comayagua,2018-02-07,17.0,14.25,272.25
ocotepeque,2018-02-07,17.526,14.25,270.75
copan,2018-02-07,15.588,14.75,271.25
comayagua,2018-02-08,18.114,14.25,272.25
ocotepeque,2018-02-08,22.334,14.25,270.75
copan,2018-02-08,16.232,14.75,271.25
comayagua,2018-02-09,17.43,14.25,272.25
ocotepeque,2018-02-09,25.516,14.25,270.75
copan,2018-02-09,14.32,14.75,271.25
comayagua,2018-02-10,16.844,14.25,272.25
ocotepeque,2018-02-10,17.339,14.25,270.75
copan,2018-02-10,15.577,14.75,271.25
comayagua,2018-02-11,17.933,14.25,272.25
ocotepeque,2018-02-11,18.525,14.25,270.75
copan,2018-02-11,15.523,14.75,271.25
comayagua,2018-02-12,16.365,14.25,272.25
ocotepeque,2018-02-12,16.484,14.25,270.75
copan,2018-02-12,16.314,14.75,271.25
comayagua,2018-02-13,15.673,14.25,272.25
ocotepeque,2018-02-13,22.436,14.25,270.75
copan,2018-02-13,14.535,14.75,271.25
comayagua,2018-02-14,16.934,14.25,272.25
ocotepeque,2018-02-14,17.29,14.25,270.75
copan,2018-02-14,14.665,14.75,271.25
comayagua,2018-02-15,16.342,14.25,272.25
ocotepeque,2018-02-15,22.115,14.25,270.75
copan,2018-02-15,14.792,14.75,271.25
comayagua,2018-02-16,15.275,14.25,272.25
ocotepeque,2018-02-16,16.164,14.25,270.75
copan,2018-02-16,13.627,14.75,271.25
comayagua,2018-02-17,13.853,14.25,272.25
ocotepeque,2018-02-17,21.331,14.25,270.75
copan,2018-02-17,14.581,14.75,271.25
comayagua,2018-02-18,15.111,14.25,272.25
ocotepeque,2018-02-18,17.387,14.25,270.75
copan,2018-02-18,14.593,14.75,271.25
comayagua,2018-02-19,15.405,14.25,272.25
ocotepeque,2018-02-19,16.989,14.25,270.75
copan,2018-02-19,14.22,14.75,271.25
comayagua,2018-02-20,13.98,14.25,272.25
ocotepeque,2018-02-20,15.623,14.25,270.75
copan,2018-02-20,13.571,14.75,271.25
comayagua,2018-02-21,16.452,14.25,272.25
ocotepeque,2018-02-21,21.126,14.25,270.75
copan,2018-02-21,14.149,14.75,271.25
comayagua,2018-02-22,16.111,14.25,272.25
ocotepeque,2018-02-22,15.936,14.25,270.75
copan,2018-02-22,15.072,14.75,271.25
comayagua,2018-02-23,16.522,14.25,272.25
ocotepeque,2018-02-23,21.538,14.25,270.75
copan,2018-02-23,12.82,14.75,271.25
comayagua,2018-02-24,16.599,14.25,272.25
ocotepeque,2018-02-24,22.205,14.25,270.75
copan,2018-02-24,14.636,14.75,271.25
comayagua,2018-02-25,12.942,14.25,272.25
ocotepeque,2018-02-25,20.587,14.25,270.75
copan,2018-02-25,13.839,14.75,271.25
comayagua,2018-02-26,11.684,14.25,272.25
ocotepeque,2018-02-26,19.654,14.25,270.75
copan,2018-02-26,12.085,14.75,271.25
comayagua,2018-02-27,15.992,14.25,272.25
ocotepeque,2018-02-27,20.799,14.25,270.75
copan,2018-02-27,13.272,14.75,271.25
comayagua,2018-02-28,14.896,14.25,272.25
ocotepeque,2018-02-28,20.513,14.25,270.75
copan,2018-02-28,12.736,14.75,271.25
comayagua,2018-03-01,14.068,14.25,272.25
ocotepeque,2018-03-01,21.045,14.25,270.75
copan,2018-03-01,14.012,14.75,271.25
comayagua,2018-03-02,15.572,14.25,272.25
ocotepeque,2018-03-02,21.696,14.25,270.75
copan,2018-03-02,13.626,14.75,271.25
comayagua,2018-03-03,17.498,14.25,272.25
ocotepeque,2018-03-03,22.492,14.25,270.75
copan,2018-03-03,14.636,14.75,271.25
comayagua,2018-03-04,15.51,14.25,272.25
ocotepeque,2018-03-04,20.678,14.25,270.75
copan,2018-03-04,12.515,14.75,271.25
comayagua,2018-03-05,15.982,14.25,272.25
ocotepeque,2018-03-05,20.364,14.25,270.75
copan,2018-03-05,12.346,14.75,271.25
comayagua,2018-03-06,13.86,14.25,272.25
ocotepeque,2018-03-06,20.034,14.25,270.75
copan,2018-03-06,12.351,14.75,271.25
comayagua,2018-03-07,13.485,14.25,272.25
ocotepeque,2018-03-07,20.346,14.25,270.75
copan,2018-03-07,11.362,14.75,271.25
comayagua,2018-03-08,16.408,14.25,272.25
ocotepeque,2018-03-08,19.975,14.25,270.75
copan,2018-03-08,10.794,14.75,271.25
comayagua,2018-03-09,15.848,14.25,272.25
ocotepeque,2018-03-09,21.434,14.25,270.75
copan,2018-03-09,14.518,14.75,271.25
comayagua,2018-03-10,15.088,14.25,272.25
ocotepeque,2018-03-10,21.754,14.25,270.75
copan,2018-03-10,15.358,14.75,271.25
comayagua,2018-03-11,11.861,14.25,272.25
ocotepeque,2018-03-11,22.191,14.25,270.75
copan,2018-03-11,13.272,14.75,271.25
comayagua,2018-03-12,15.658,14.25,272.25
ocotepeque,2018-03-12,23.515,14.25,270.75
copan,2018-03-12,14.815,14.75,271.25
comayagua,2018-03-13,18.213,14.25,272.25
ocotepeque,2018-03-13,26.486,14.25,270.75
copan,2018-03-13,18.277,14.75,271.25
comayagua,2018-03-14,18.836,14.25,272.25
ocotepeque,2018-03-14,23.497,14.25,270.75
copan,2018-03-14,15.371,14.75,271.25
comayagua,2018-03-15,18.849,14.25,272.25
ocotepeque,2018-03-15,22.825,14.25,270.75
copan,2018-03-15,15.358,14.75,271.25
comayagua,2018-03-16,17.701,14.25,272.25
ocotepeque,2018-03-16,25.385,14.25,270.75
copan,2018-03-16,17.185,14.75,271.25
comayagua,2018-03-17,18.253,14.25,272.25
ocotepeque,2018-03-17,22.347,14.25,270.75
copan,2018-03-17,12.353,14.75,271.25
comayagua,2018-03-18,17.588,14.25,272.25
ocotepeque,2018-03-18,23.234,14.25,270.75
copan,2018-03-18,17.049,14.75,271.25
comayagua,2018-03-19,13.786,14.25,272.25
ocotepeque,2018-03-19,22.638,14.25,270.75
copan,2018-03-19,15.467,14.75,271.25
comayagua,2018-03-20,14.467,14.25,272.25
ocotepeque,2018-03-20,21.741,14.25,270.75
copan,2018-03-20,14.67,14.75,271.25
comayagua,2018-03-21,18.552,14.25,272.25
ocotepeque,2018-03-21,23.831,14.25,270.75
copan,2018-03-21,16.304,14.75,271.25
comayagua,2018-03-22,18.422,14.25,272.25
ocotepeque,2018-03-22,23.248,14.25,270.75
copan,2018-03-22,15.022,14.75,271.25
comayagua,2018-03-23,18.827,14.25,272.25
ocotepeque,2018-03-23,23.008,14.25,270.75
copan,2018-03-23,15.73,14.75,271.25
comayagua,2018-03-24,16.763,14.25,272.25
ocotepeque,2018-03-24,22.074,14.25,270.75
copan,2018-03-24,13.315,14.75,271.25
comayagua,2018-03-25,16.224,14.25,272.25
ocotepeque,2018-03-25,22.45,14.25,270.75
copan,2018-03-25,16.037,14.75,271.25
comayagua,2018-03-26,17.806,14.25,272.25
ocotepeque,2018-03-26,23.256,14.25,270.75
copan,2018-03-26,14.765,14.75,271.25
comayagua,2018-03-27,18.376,14.25,272.25
ocotepeque,2018-03-27,23.806,14.25,270.75
copan,2018-03-27,16.295,14.75,271.25
comayagua,2018-03-28,19.208,14.25,272.25
ocotepeque,2018-03-28,24.117,14.25,270.75
copan,2018-03-28,16.979,14.75,271.25
comayagua,2018-03-29,14.879,14.25,272.25
ocotepeque,2018-03-29,23.41,14.25,270.75
copan,2018-03-29,16.697,14.75,271.25
comayagua,2018-03-30,14.065,14.25,272.25
ocotepeque,2018-03-30,23.81,14.25,270.75
copan,2018-03-30,16.269,14.75,271.25
comayagua,2018-03-31,22.426,14.25,272.25
ocotepeque,2018-03-31,25.649,14.25,270.75
copan,2018-03-31,22.097,14.75,271.25
comayagua,2018-04-01,15.49,14.25,272.25
ocotepeque,2018-04-01,22.077,14.25,270.75
copan,2018-04-01,13.272,14.75,271.25
comayagua,2018-04-02,14.765,14.25,272.25
ocotepeque,2018-04-02,21.555,14.25,270.75
copan,2018-04-02,11.817,14.75,271.25
comayagua,2018-04-03,18.799,14.25,272.25
ocotepeque,2018-04-03,20.194,14.25,270.75
copan,2018-04-03,15.517,14.75,271.25
comayagua,2018-04-04,16.824,14.25,272.25
ocotepeque,2018-04-04,22.783,14.25,270.75
copan,2018-04-04,17.675,14.75,271.25
comayagua,2018-04-05,19.01,14.25,272.25
ocotepeque,2018-04-05,23.683,14.25,270.75
copan,2018-04-05,17.159,14.75,271.25
comayagua,2018-04-06,13.265,14.25,272.25
ocotepeque,2018-04-06,20.85,14.25,270.75
copan,2018-04-06,10.929,14.75,271.25
comayagua,2018-04-07,18.837,14.25,272.25
ocotepeque,2018-04-07,23.503,14.25,270.75
copan,2018-04-07,16.809,14.75,271.25
comayagua,2018-04-08,16.659,14.25,272.25
ocotepeque,2018-04-08,22.953,14.25,270.75
copan,2018-04-08,17.161,14.75,271.25
comayagua,2018-04-09,17.029,14.25,272.25
ocotepeque,2018-04-09,21.51,14.25,270.75
copan,2018-04-09,15.219,14.75,271.25
comayagua,2018-04-10,16.006,14.25,272.25
ocotepeque,2018-04-10,24.239,14.25,270.75
copan,2018-04-10,18.073,14.75,271.25
comayagua,2018-04-11,18.528,14.25,272.25
ocotepeque,2018-04-11,21.862,14.25,270.75
copan,2018-04-11,17.73,14.75,271.25
comayagua,2018-04-12,18.686,14.25,272.25
ocotepeque,2018-04-12,23.438,14.25,270.75
copan,2018-04-12,16.697,14.75,271.25
comayagua,2018-04-13,17.416,14.25,272.25
ocotepeque,2018-04-13,21.345,14.25,270.75
copan,2018-04-13,15.087,14.75,271.25
comayagua,2018-04-14,19.708,14.25,272.25
ocotepeque,2018-04-14,25.099,14.25,270.75
copan,2018-04-14,18.85,14.75,271.25
comayagua,2018-04-15,20.499,14.25,272.25
ocotepeque,2018-04-15,24.403,14.25,270.75
copan,2018-04-15,19.415,14.75,271.25
comayagua,2018-04-16,16.691,14.25,272.25
ocotepeque,2018-04-16,22.726,14.25,270.75
copan,2018-04-16,15.638,14.75,271.25
comayagua,2018-04-17,16.459,14.25,272.25
ocotepeque,2018-04-17,21.525,14.25,270.75
copan,2018-04-17,14.565,14.75,271.25
comayagua,2018-04-18,16.046,14.25,272.25
ocotepeque,2018-04-18,23.614,14.25,270.75
copan,2018-04-18,14.339,14.75,271.25
comayagua,2018-04-19,17.658,14.25,272.25
ocotepeque,2018-04-19,23.48,14.25,270.75
copan,2018-04-19,15.687,14.75,271.25
comayagua,2018-04-20,19.782,14.25,272.25
ocotepeque,2018-04-20,25.42,14.25,270.75
copan,2018-04-20,19.023,14.75,271.25
comayagua,2018-04-21,19.107,14.25,272.25
ocotepeque,2018-04-21,24.688,14.25,270.75
copan,2018-04-21,17.26,14.75,271.25
comayagua,2018-04-22,18.022,14.25,272.25
ocotepeque,2018-04-22,21.283,14.25,270.75
copan,2018-04-22,15.821,14.75,271.25
comayagua,2018-04-23,17.87,14.25,272.25
ocotepeque,2018-04-23,24.576,14.25,270.75
copan,2018-04-23,15.943,14.75,271.25
comayagua,2018-04-24,20.065,14.25,272.25
ocotepeque,2018-04-24,24.077,14.25,270.75
copan,2018-04-24,17.117,14.75,271.25
comayagua,2018-04-25,18.686,14.25,272.25
ocotepeque,2018-04-25,24.788,14.25,270.75
copan,2018-04-25,18.08,14.75,271.25
comayagua,2018-04-26,16.949,14.25,272.25
ocotepeque,2018-04-26,23.141,14.25,270.75
copan,2018-04-26,16.317,14.75,271.25
comayagua,2018-04-27,18.349,14.25,272.25
ocotepeque,2018-04-27,21.661,14.25,270.75
copan,2018-04-27,17.791,14.75,271.25
comayagua,2018-04-28,18.107,14.25,272.25
ocotepeque,2018-04-28,23.261,14.25,270.75
copan,2018-04-28,16.998,14.75,271.25
comayagua,2018-04-29,20.187,14.25,272.25
ocotepeque,2018-04-29,25.92,14.25,270.75
copan,2018-04-29,21.442,14.75,271.25
comayagua,2018-04-30,20.487,14.25,272.25
ocotepeque,2018-04-30,25.631,14.25,270.75
copan,2018-04-30,18.496,14.75,271.25
comayagua,2018-05-01,19.528,14.25,272.25
ocotepeque,2018-05-01,23.189,14.25,270.75
copan,2018-05-01,17.461,14.75,271.25
comayagua,2018-05-02,19.832,14.25,272.25
ocotepeque,2018-05-02,24.189,14.25,270.75
copan,2018-05-02,19.111,14.75,271.25
comayagua,2018-05-03,19.496,14.25,272.25
ocotepeque,2018-05-03,24.113,14.25,270.75
copan,2018-05-03,18.423,14.75,271.25
comayagua,2018-05-04,17.375,14.25,272.25
ocotepeque,2018-05-04,23.768,14.25,270.75
copan,2018-05-04,17.312,14.75,271.25
comayagua,2018-05-05,17.815,14.25,272.25
ocotepeque,2018-05-05,23.55,14.25,270.75
copan,2018-05-05,14.764,14.75,271.25
comayagua,2018-05-06,17.32,14.25,272.25
ocotepeque,2018-05-06,23.01,14.25,270.75
copan,2018-05-06,14.811,14.75,271.25
comayagua,2018-05-07,18.38,14.25,272.25
ocotepeque,2018-05-07,24.529,14.25,270.75
copan,2018-05-07,17.503,14.75,271.25
comayagua,2018-05-08,18.709,14.25,272.25
ocotepeque,2018-05-08,23.616,14.25,270.75
copan,2018-05-08,17.387,14.75,271.25
comayagua,2018-05-09,17.374,14.25,272.25
ocotepeque,2018-05-09,23.013,14.25,270.75
copan,2018-05-09,14.091,14.75,271.25
comayagua,2018-05-10,16.307,14.25,272.25
ocotepeque,2018-05-10,21.071,14.25,270.75
copan,2018-05-10,14.602,14.75,271.25
comayagua,2018-05-11,18.255,14.25,272.25
ocotepeque,2018-05-11,21.911,14.25,270.75
copan,2018-05-11,15.453,14.75,271.25
comayagua,2018-05-12,19.444,14.25,272.25
ocotepeque,2018-05-12,22.537,14.25,270.75
copan,2018-05-12,21.665,14.75,271.25
comayagua,2018-05-13,18.086,14.25,272.25
ocotepeque,2018-05-13,21.655,14.25,270.75
copan,2018-05-13,16.257,14.75,271.25
