town,date,tmax_c,grid_lat,grid_lon
ocotepeque,2006-06-06,25.283,14.25,270.75
copan,2006-06-06,23.561,14.75,271.25
comayagua,2006-06-07,24.97,14.25,272.25
ocotepeque,2006-06-07,25.154,14.25,270.75
copan,2006-06-07,23.168,14.75,271.25
comayagua,2006-06-08,24.916,14.25,272.25
ocotepeque,2006-06-08,25.942,14.25,270.75
copan,2006-06-08,25.237,14.75,271.25
comayagua,2006-06-09,24.197,14.25,272.25
ocotepeque,2006-06-09,24.524,14.25,270.75
copan,2006-06-09,22.535,14.75,271.25
comayagua,2006-06-10,22.978,14.25,272.25
ocotepeque,2006-06-10,22.659,14.25,270.75
copan,2006-06-10,20.717,14.75,271.25
comayagua,2006-06-11,25.155,14.25,272.25
ocotepeque,2006-06-11,26.985,14.25,270.75
copan,2006-06-11,24.15,14.75,271.25
comayagua,2006-06-12,25.672,14.25,272.25
ocotepeque,2006-06-12,28.734,14.25,270.75
copan,2006-06-12,27.327,14.75,271.25
comayagua,2006-06-13,26.466,14.25,272.25
ocotepeque,2006-06-13,29.752,14.25,270.75
copan,2006-06-13,27.629,14.75,271.25
comayagua,2006-06-14,27.522,14.25,272.25
ocotepeque,2006-06-14,27.878,14.25,270.75
copan,2006-06-14,26.003,14.75,271.25
comayagua,2006-06-15,27.377,14.25,272.25
ocotepeque,2006-06-15,27.609,14.25,270.75
copan,2006-06-15,26.77,14.75,271.25
comayagua,2006-06-16,27.651,14.25,272.25
ocotepeque,2006-06-16,28.231,14.25,270.75
copan,2006-06-16,24.722,14.75,271.25
comayagua,2006-06-17,27.574,14.25,272.25
ocotepeque,2006-06-17,28.832,14.25,270.75
copan,2006-06-17,24.521,14.75,271.25
comayagua,2006-06-18,28.382,14.25,272.25
ocotepeque,2006-06-18,29.596,14.25,270.75
copan,2006-06-18,26.792,14.75,271.25
comayagua,2006-06-19,23.892,14.25,272.25
ocotepeque,2006-06-19,27.82,14.25,270.75
copan,2006-06-19,21.155,14.75,271.25
comayagua,2006-06-20,28.728,14.25,272.25
ocotepeque,2006-06-20,29.522,14.25,270.75
copan,2006-06-20,24.647,14.75,271.25
comayagua,2006-06-21,27.134,14.25,272.25
ocotepeque,2006-06-21,29.662,14.25,270.75
copan,2006-06-21,25.5,14.75,271.25
comayagua,2006-06-22,26.964,14.25,272.25
ocotepeque,2006-06-22,29.707,14.25,270.75
copan,2006-06-22,24.44,14.75,271.25
comayagua,2006-06-23,27.339,14.25,272.25
ocotepeque,2006-06-23,29.594,14.25,270.75
copan,2006-06-23,27.72,14.75,271.25
comayagua,2006-06-24,27.572,14.25,272.25
ocotepeque,2006-06-24,28.796,14.25,270.75
copan,2006-06-24,27.379,14.75,271.25
comayagua,2006-06-25,26.353,14.25,272.25
ocotepeque,2006-06-25,28.492,14.25,270.75
copan,2006-06-25,26.794,14.75,271.25
comayagua,2006-06-26,26.927,14.25,272.25
ocotepeque,2006-06-26,27.258,14.25,270.75
copan,2006-06-26,23.995,14.75,271.25
comayagua,2006-06-27,25.551,14.25,272.25
ocotepeque,2006-06-27,29.475,14.25,270.75
copan,2006-06-27,23.49,14.75,271.25
comayagua,2006-06-28,27.204,14.25,272.25
ocotepeque,2006-06-28,28.63,14.25,270.75
copan,2006-06-28,27.069,14.75,271.25
comayagua,2006-06-29,29.242,14.25,272.25
ocotepeque,2006-06-29,29.672,14.25,270.75
copan,2006-06-29,28.773,14.75,271.25
comayagua,2006-06-30,27.909,14.25,272.25
ocotepeque,2006-06-30,27.472,14.25,270.75
copan,2006-06-30,26.486,14.75,271.25
comayagua,2006-07-01,28.062,14.25,272.25
ocotepeque,2006-07-01,27.976,14.25,270.75
copan,2006-07-01,26.043,14.75,271.25
comayagua,2006-07-02,29.645,14.25,272.25
ocotepeque,2006-07-02,29.009,14.25,270.75
copan,2006-07-02,26.292,14.75,271.25
comayagua,2006-07-03,27.975,14.25,272.25
ocotepeque,2006-07-03,27.682,14.25,270.75
copan,2006-07-03,25.35,14.75,271.25
comayagua,2006-07-04,27.736,14.25,272.25
ocotepeque,2006-07-04,29.284,14.25,270.75
copan,2006-07-04,27.101,14.75,271.25
comayagua,2006-07-05,29.574,14.25,272.25
ocotepeque,2006-07-05,29.401,14.25,270.75
copan,2006-07-05,27.23,14.75,271.25
comayagua,2006-07-06,28.284,14.25,272.25
ocotepeque,2006-07-06,27.964,14.25,270.75
copan,2006-07-06,26.057,14.75,271.25
comayagua,2006-07-07,27.024,14.25,272.25
ocotepeque,2006-07-07,29.909,14.25,270.75
copan,2006-07-07,26.919,14.75,271.25
comayagua,2006-07-08,26.362,14.25,272.25
ocotepeque,2006-07-08,28.881,14.25,270.75
copan,2006-07-08,27.157,14.75,271.25
comayagua,2006-07-09,26.362,14.25,272.25
ocotepeque,2006-07-09,27.572,14.25,270.75
copan,2006-07-09,25.526,14.75,271.25
comayagua,2006-07-10,26.976,14.25,272.25
ocotepeque,2006-07-10,28.435,14.25,270.75
copan,2006-07-10,26.513,14.75,271.25
comayagua,2006-07-11,27.733,14.25,272.25
ocotepeque,2006-07-11,27.606,14.25,270.75
copan,2006-07-11,25.419,14.75,271.25
comayagua,2006-07-12,26.908,14.25,272.25
ocotepeque,2006-07-12,26.943,14.25,270.75
copan,2006-07-12,24.171,14.75,271.25
comayagua,2006-07-13,25.858,14.25,272.25
ocotepeque,2006-07-13,25.732,14.25,270.75
copan,2006-07-13,22.709,14.75,271.25
comayagua,2006-07-14,27.721,14.25,272.25
ocotepeque,2006-07-14,28.506,14.25,270.75
copan,2006-07-14,26.312,14.75,271.25
comayagua,2006-07-15,28.528,14.25,272.25
ocotepeque,2006-07-15,28.318,14.25,270.75
copan,2006-07-15,25.648,14.75,271.25
comayagua,2006-07-16,27.321,14.25,272.25
ocotepeque,2006-07-16,27.407,14.25,270.75
copan,2006-07-16,25.095,14.75,271.25
comayagua,2006-07-17,24.608,14.25,272.25
ocotepeque,2006-07-17,28.978,14.25,270.75
copan,2006-07-17,25.746,14.75,271.25
comayagua,2006-07-18,26.768,14.25,272.25
ocotepeque,2006-07-18,28.483,14.25,270.75
copan,2006-07-18,24.634,14.75,271.25
comayagua,2006-07-19,25.647,14.25,272.25
ocotepeque,2006-07-19,26.757,14.25,270.75
copan,2006-07-19,23.027,14.75,271.25
comayagua,2006-07-20,20.185,14.25,272.25
ocotepeque,2006-07-20,22.938,14.25,270.75
copan,2006-07-20,20.549,14.75,271.25
comayagua,2006-07-21,25.588,14.25,272.25
ocotepeque,2006-07-21,27.719,14.25,270.75
copan,2006-07-21,25.744,14.75,271.25
comayagua,2006-07-22,27.421,14.25,272.25
ocotepeque,2006-07-22,28.355,14.25,270.75
copan,2006-07-22,25.881,14.75,271.25
comayagua,2006-07-23,27.988,14.25,272.25
ocotepeque,2006-07-23,28.093,14.25,270.75
copan,2006-07-23,25.738,14.75,271.25
comayagua,2006-07-24,27.472,14.25,272.25
ocotepeque,2006-07-24,28.519,14.25,270.75
copan,2006-07-24,26.763,14.75,271.25
comayagua,2006-07-25,21.633,14.25,272.25
ocotepeque,2006-07-25,23.448,14.25,270.75
copan,2006-07-25,21.306,14.75,271.25
comayagua,2006-07-26,28.245,14.25,272.25
ocotepeque,2006-07-26,28.312,14.25,270.75
copan,2006-07-26,26.584,14.75,271.25
comayagua,2006-07-27,27.755,14.25,272.25
ocotepeque,2006-07-27,29.717,14.25,270.75
copan,2006-07-27,27.355,14.75,271.25
comayagua,2006-07-28,27.985,14.25,272.25
ocotepeque,2006-07-28,28.519,14.25,270.75
copan,2006-07-28,26.555,14.75,271.25
comayagua,2006-07-29,26.796,14.25,272.25
ocotepeque,2006-07-29,28.844,14.25,270.75
copan,2006-07-29,25.262,14.75,271.25
comayagua,2006-07-30,25.906,14.25,272.25
ocotepeque,2006-07-30,29.013,14.25,270.75
copan,2006-07-30,26.27,14.75,271.25
comayagua,2006-07-31,26.71,14.25,272.25
ocotepeque,2006-07-31,28.23,14.25,270.75
copan,2006-07-31,25.823,14.75,271.25
comayagua,2006-08-01,23.298,14.25,272.25
ocotepeque,2006-08-01,26.787,14.25,270.75
copan,2006-08-01,24.742,14.75,271.25
comayagua,2006-08-02,29.05,14.25,272.25
ocotepeque,2006-08-02,28.62,14.25,270.75
copan,2006-08-02,27.416,14.75,271.25
comayagua,2006-08-03,28.436,14.25,272.25
ocotepeque,2006-08-03,28.373,14.25,270.75
copan,2006-08-03,26.431,14.75,271.25
comayagua,2006-08-04,28.612,14.25,272.25
ocotepeque,2006-08-04,29.516,14.25,270.75
copan,2006-08-04,27.893,14.75,271.25
comayagua,2006-08-05,29.484,14.25,272.25
ocotepeque,2006-08-05,31.988,14.25,270.75
copan,2006-08-05,29.543,14.75,271.25
comayagua,2006-08-06,29.091,14.25,272.25
ocotepeque,2006-08-06,30.983,14.25,270.75
copan,2006-08-06,27.853,14.75,271.25
comayagua,2006-08-07,29.832,14.25,272.25
ocotepeque,2006-08-07,29.139,14.25,270.75
copan,2006-08-07,28.104,14.75,271.25
comayagua,2006-08-08,28.329,14.25,272.25
ocotepeque,2006-08-08,30.695,14.25,270.75
copan,2006-08-08,26.344,14.75,271.25
comayagua,2006-08-09,26.78,14.25,272.25
ocotepeque,2006-08-09,29.987,14.25,270.75
copan,2006-08-09,25.553,14.75,271.25
comayagua,2006-08-10,26.291,14.25,272.25
ocotepeque,2006-08-10,28.835,14.25,270.75
copan,2006-08-10,24.348,14.75,271.25
comayagua,2006-08-11,27.944,14.25,272.25
ocotepeque,2006-08-11,26.915,14.25,270.75
copan,2006-08-11,24.144,14.75,271.25
comayagua,2006-08-12,28.108,14.25,272.25
ocotepeque,2006-08-12,27.286,14.25,270.75
copan,2006-08-12,24.657,14.75,271.25
comayagua,2006-08-13,27.659,14.25,272.25
ocotepeque,2006-08-13,28.806,14.25,270.75
copan,2006-08-13,27.111,14.75,271.25
comayagua,2006-08-14,25.064,14.25,272.25
ocotepeque,2006-08-14,26.873,14.25,270.75
copan,2006-08-14,24.531,14.75,271.25
comayagua,2006-08-15,27.565,14.25,272.25
ocotepeque,2006-08-15,30.254,14.25,270.75
copan,2006-08-15,27.52,14.75,271.25
comayagua,2006-08-16,26.753,14.25,272.25
ocotepeque,2006-08-16,29.52,14.25,270.75
copan,2006-08-16,26.697,14.75,271.25
comayagua,2006-08-17,27.143,14.25,272.25
ocotepeque,2006-08-17,29.488,14.25,270.75
copan,2006-08-17,26.936,14.75,271.25
comayagua,2006-08-18,25.127,14.25,272.25
ocotepeque,2006-08-18,27.268,14.25,270.75
copan,2006-08-18,24.918,14.75,271.25
comayagua,2006-08-19,26.636,14.25,272.25
ocotepeque,2006-08-19,27.781,14.25,270.75
copan,2006-08-19,25.32,14.75,271.25
comayagua,2006-08-20,29.342,14.25,272.25
ocotepeque,2006-08-20,29.759,14.25,270.75
copan,2006-08-20,28.687,14.75,271.25
comayagua,2006-08-21,26.382,14.25,272.25
ocotepeque,2006-08-21,27.165,14.25,270.75
copan,2006-08-21,24.44,14.75,271.25
comayagua,2006-08-22,28.681,14.25,272.25
ocotepeque,2006-08-22,29.223,14.25,270.75
copan,2006-08-22,27.288,14.75,271.25
comayagua,2006-08-23,28.679,14.25,272.25
ocotepeque,2006-08-23,30.03,14.25,270.75
copan,2006-08-23,27.465,14.75,271.25
comayagua,2006-08-24,28.524,14.25,272.25
ocotepeque,2006-08-24,27.681,14.25,270.75
copan,2006-08-24,25.734,14.75,271.25
comayagua,2006-08-25,29.126,14.25,272.25
ocotepeque,2006-08-25,28.087,14.25,270.75
copan,2006-08-25,26.081,14.75,271.25
comayagua,2006-08-26,28.058,14.25,272.25
ocotepeque,2006-08-26,27.436,14.25,270.75
copan,2006-08-26,25.394,14.75,271.25
comayagua,2006-08-27,27.21,14.25,272.25
ocotepeque,2006-08-27,27.447,14.25,270.75
copan,2006-08-27,26.452,14.75,271.25
comayagua,2006-08-28,22.779,14.25,272.25
ocotepeque,2006-08-28,23.923,14.25,270.75
copan,2006-08-28,22.075,14.75,271.25
comayagua,2006-08-29,28.961,14.25,272.25
ocotepeque,2006-08-29,28.571,14.25,270.75
copan,2006-08-29,26.253,14.75,271.25
comayagua,2006-08-30,25.723,14.25,272.25
ocotepeque,2006-08-30,26.878,14.25,270.75
copan,2006-08-30,24.557,14.75,271.25
comayagua,2006-08-31,29.791,14.25,272.25
ocotepeque,2006-08-31,30.813,14.25,270.75
copan,2006-08-31,27.794,14.75,271.25
comayagua,2006-09-01,22.501,14.25,272.25
ocotepeque,2006-09-01,29.374,14.25,270.75
copan,2006-09-01,26.568,14.75,271.25
comayagua,2006-09-02,27.481,14.25,272.25
ocotepeque,2006-09-02,28.894,14.25,270.75
copan,2006-09-02,27.739,14.75,271.25
comayagua,2006-09-03,26.823,14.25,272.25
ocotepeque,2006-09-03,27.194,14.25,270.75
copan,2006-09-03,25.068,14.75,271.25
comayagua,2006-09-04,28.617,14.25,272.25
ocotepeque,2006-09-04,27.866,14.25,270.75
copan,2006-09-04,26.361,14.75,271.25
comayagua,2006-09-05,28.225,14.25,272.25
ocotepeque,2006-09-05,27.81,14.25,270.75
copan,2006-09-05,26.113,14.75,271.25
comayagua,2006-09-06,27.534,14.25,272.25
ocotepeque,2006-09-06,27.356,14.25,270.75
copan,2006-09-06,25.326,14.75,271.25
comayagua,2006-09-07,27.902,14.25,272.25
ocotepeque,2006-09-07,27.133,14.25,270.75
copan,2006-09-07,25.757,14.75,271.25
comayagua,2006-09-08,27.152,14.25,272.25
ocotepeque,2006-09-08,26.834,14.25,270.75
copan,2006-09-08,25.62,14.75,271.25
comayagua,2006-09-09,28.883,14.25,272.25
ocotepeque,2006-09-09,28.628,14.25,270.75
copan,2006-09-09,27.148,14.75,271.25
comayagua,2006-09-10,26.995,14.25,272.25
ocotepeque,2006-09-10,28.935,14.25,270.75
copan,2006-09-10,24.483,14.75,271.25
comayagua,2006-09-11,27.123,14.25,272.25
ocotepeque,2006-09-11,28.616,14.25,270.75
copan,2006-09-11,25.04,14.75,271.25
comayagua,2006-09-12,18.701,14.25,272.25
ocotepeque,2006-09-12,19.723,14.25,270.75
copan,2006-09-12,18.564,14.75,271.25
comayagua,2006-09-13,25.994,14.25,272.25
ocotepeque,2006-09-13,29.308,14.25,270.75
copan,2006-09-13,26.326,14.75,271.25
comayagua,2006-09-14,28.222,14.25,272.25
ocotepeque,2006-09-14,29.031,14.25,270.75
copan,2006-09-14,27.838,14.75,271.25
comayagua,2006-09-15,28.42,14.25,272.25
ocotepeque,2006-09-15,28.27,14.25,270.75
copan,2006-09-15,26.902,14.75,271.25
comayagua,2006-09-16,27.312,14.25,272.25
ocotepeque,2006-09-16,27.793,14.25,270.75
copan,2006-09-16,26.326,14.75,271.25
comayagua,2006-09-17,26.772,14.25,272.25
ocotepeque,2006-09-17,26.814,14.25,270.75
copan,2006-09-17,25.817,14.75,271.25
comayagua,2006-09-18,27.273,14.25,272.25
ocotepeque,2006-09-18,27.746,14.25,270.75
copan,2006-09-18,26.716,14.75,271.25
comayagua,2006-09-19,27.616,14.25,272.25
ocotepeque,2006-09-19,27.708,14.25,270.75
copan,2006-09-19,26.521,14.75,271.25
comayagua,2006-09-20,26.799,14.25,272.25
ocotepeque,2006-09-20,28.36,14.25,270.75
copan,2006-09-20,26.91,14.75,271.25
comayagua,2006-09-21,27.914,14.25,272.25
ocotepeque,2006-09-21,27.229,14.25,270.75
copan,2006-09-21,26.022,14.75,271.25
comayagua,2006-09-22,29.406,14.25,272.25
ocotepeque,2006-09-22,28.564,14.25,270.75
copan,2006-09-22,28.265,14.75,271.25
comayagua,2006-09-23,27.463,14.25,272.25
ocotepeque,2006-09-23,28.252,14.25,270.75
copan,2006-09-23,26.72,14.75,271.25
comayagua,2006-09-24,29.346,14.25,272.25
ocotepeque,2006-09-24,28.659,14.25,270.75
copan,2006-09-24,26.996,14.75,271.25
comayagua,2006-09-25,28.333,14.25,272.25
ocotepeque,2006-09-25,27.76,14.25,270.75
copan,2006-09-25,26.407,14.75,271.25
comayagua,2006-09-26,27.297,14.25,272.25
ocotepeque,2006-09-26,26.677,14.25,270.75
copan,2006-09-26,25.13,14.75,271.25
comayagua,2006-09-27,26.404,14.25,272.25
ocotepeque,2006-09-27,28.638,14.25,270.75
copan,2006-09-27,26.0,14.75,271.25
comayagua,2006-09-28,26.947,14.25,272.25
ocotepeque,2006-09-28,27.277,14.25,270.75
copan,2006-09-28,26.281,14.75,271.25
comayagua,2006-09-29,19.627,14.25,272.25
ocotepeque,2006-09-29,27.494,14.25,270.75
copan,2006-09-29,24.08,14.75,271.25
comayagua,2006-09-30,24.584,14.25,272.25
ocotepeque,2006-09-30,27.95,14.25,270.75
copan,2006-09-30,24.906,14.75,271.25
comayagua,2006-10-01,28.014,14.25,272.25
ocotepeque,2006-10-01,27.846,14.25,270.75
copan,2006-10-01,25.393,14.75,271.25
comayagua,2006-10-02,28.373,14.25,272.25
ocotepeque,2006-10-02,27.041,14.25,270.75
copan,2006-10-02,24.121,14.75,271.25
comayagua,2006-10-03,25.917,14.25,272.25
ocotepeque,2006-10-03,28.3,14.25,270.75
copan,2006-10-03,25.053,14.75,271.25
comayagua,2006-10-04,30.034,14.25,272.25
ocotepeque,2006-10-04,29.457,14.25,270.75
copan,2006-10-04,27.03,14.75,271.25
comayagua,2006-10-05,28.51,14.25,272.25
ocotepeque,2006-10-05,28.05,14.25,270.75
copan,2006-10-05,25.354,14.75,271.25
comayagua,2006-10-06,27.682,14.25,272.25
ocotepeque,2006-10-06,27.237,14.25,270.75
copan,2006-10-06,24.348,14.75,271.25
comayagua,2006-10-07,26.696,14.25,272.25
ocotepeque,2006-10-07,26.509,14.25,270.75
copan,2006-10-07,23.678,14.75,271.25
comayagua,2006-10-08,27.022,14.25,272.25
ocotepeque,2006-10-08,26.184,14.25,270.75
copan,2006-10-08,22.954,14.75,271.25
comayagua,2006-10-09,26.272,14.25,272.25
ocotepeque,2006-10-09,27.368,14.25,270.75
copan,2006-10-09,24.722,14.75,271.25
comayagua,2006-10-10,25.137,14.25,272.25
ocotepeque,2006-10-10,25.734,14.25,270.75
copan,2006-10-10,23.963,14.75,271.25
comayagua,2006-10-11,27.309,14.25,272.25
ocotepeque,2006-10-11,28.21,14.25,270.75
copan,2006-10-11,25.912,14.75,271.25
comayagua,2006-10-12,27.655,14.25,272.25
ocotepeque,2006-10-12,28.713,14.25,270.75
copan,2006-10-12,27.318,14.75,271.25
comayagua,2006-10-13,28.817,14.25,272.25
ocotepeque,2006-10-13,29.179,14.25,270.75
copan,2006-10-13,26.862,14.75,271.25
comayagua,2006-10-14,27.927,14.25,272.25
ocotepeque,2006-10-14,29.956,14.25,270.75
copan,2006-10-14,28.518,14.75,271.25
comayagua,2006-10-15,27.591,14.25,272.25
ocotepeque,2006-10-15,28.84,14.25,270.75
copan,2006-10-15,26.416,14.75,271.25
comayagua,2006-10-16,31.342,14.25,272.25
ocotepeque,2006-10-16,30.617,14.25,270.75
copan,2006-10-16,30.037,14.75,271.25
comayagua,2006-10-17,27.892,14.25,272.25
ocotepeque,2006-10-17,29.465,14.25,270.75
copan,2006-10-17,28.158,14.75,271.25
comayagua,2006-10-18,27.814,14.25,272.25
ocotepeque,2006-10-18,30.085,14.25,270.75
copan,2006-10-18,27.399,14.75,271.25
comayagua,2006-10-19,26.283,14.25,272.25
ocotepeque,2006-10-19,28.19,14.25,270.75
copan,2006-10-19,26.477,14.75,271.25
comayagua,2006-10-20,27.763,14.25,272.25
ocotepeque,2006-10-20,26.565,14.25,270.75
copan,2006-10-20,23.714,14.75,271.25
comayagua,2006-10-21,26.365,14.25,272.25
ocotepeque,2006-10-21,26.951,14.25,270.75
copan,2006-10-21,24.278,14.75,271.25
comayagua,2006-10-22,22.854,14.25,272.25
ocotepeque,2006-10-22,21.864,14.25,270.75
copan,2006-10-22,19.784,14.75,271.25
comayagua,2006-10-23,27.137,14.25,272.25
ocotepeque,2006-10-23,26.533,14.25,270.75
copan,2006-10-23,24.093,14.75,271.25
comayagua,2006-10-24,27.594,14.25,272.25
ocotepeque,2006-10-24,27.535,14.25,270.75
copan,2006-10-24,25.322,14.75,271.25
comayagua,2006-10-25,25.341,14.25,272.25
ocotepeque,2006-10-25,26.587,14.25,270.75
copan,2006-10-25,24.165,14.75,271.25
comayagua,2006-10-26,28.604,14.25,272.25
ocotepeque,2006-10-26,28.251,14.25,270.75
copan,2006-10-26,25.982,14.75,271.25
comayagua,2006-10-27,29.489,14.25,272.25
ocotepeque,2006-10-27,29.171,14.25,270.75
copan,2006-10-27,27.227,14.75,271.25
comayagua,2006-10-28,27.533,14.25,272.25
ocotepeque,2006-10-28,29.317,14.25,270.75
copan,2006-10-28,26.22,14.75,271.25
comayagua,2006-10-29,21.326,14.25,272.25
ocotepeque,2006-10-29,20.629,14.25,270.75
copan,2006-10-29,16.272,14.75,271.25
comayagua,2006-10-30,24.378,14.25,272.25
ocotepeque,2006-10-30,24.227,14.25,270.75
copan,2006-10-30,21.574,14.75,271.25
comayagua,2006-10-31,27.52,14.25,272.25
ocotepeque,2006-10-31,28.659,14.25,270.75
copan,2006-10-31,26.298,14.75,271.25
comayagua,2006-11-01,26.311,14.25,272.25
ocotepeque,2006-11-01,26.627,14.25,270.75
copan,2006-11-01,23.46,14.75,271.25
comayagua,2006-11-02,22.212,14.25,272.25
ocotepeque,2006-11-02,26.928,14.25,270.75
copan,2006-11-02,21.975,14.75,271.25
comayagua,2006-11-03,27.424,14.25,272.25
ocotepeque,2006-11-03,28.78,14.25,270.75
copan,2006-11-03,24.144,14.75,271.25
comayagua,2006-11-04,25.088,14.25,272.25
ocotepeque,2006-11-04,29.578,14.25,270.75
copan,2006-11-04,24.988,14.75,271.25
comayagua,2006-11-05,24.627,14.25,272.25
ocotepeque,2006-11-05,29.055,14.25,270.75
copan,2006-11-05,25.058,14.75,271.25
comayagua,2006-11-06,22.803,14.25,272.25
ocotepeque,2006-11-06,29.53,14.25,270.75
copan,2006-11-06,25.32,14.75,271.25
comayagua,2006-11-07,26.494,14.25,272.25
ocotepeque,2006-11-07,27.279,14.25,270.75
copan,2006-11-07,23.802,14.75,271.25
comayagua,2006-11-08,26.82,14.25,272.25
ocotepeque,2006-11-08,28.699,14.25,270.75
copan,2006-11-08,25.731,14.75,271.25
comayagua,2006-11-09,27.295,14.25,272.25
ocotepeque,2006-11-09,27.717,14.25,270.75
copan,2006-11-09,24.646,14.75,271.25
comayagua,2006-11-10,27.169,14.25,272.25
ocotepeque,2006-11-10,27.356,14.25,270.75
copan,2006-11-10,24.467,14.75,271.25
comayagua,2006-11-11,27.609,14.25,272.25
ocotepeque,2006-11-11,29.01,14.25,270.75
copan,2006-11-11,26.403,14.75,271.25
comayagua,2006-11-12,28.566,14.25,272.25
ocotepeque,2006-11-12,28.444,14.25,270.75
copan,2006-11-12,25.412,14.75,271.25
comayagua,2006-11-13,27.874,14.25,272.25
ocotepeque,2006-11-13,28.303,14.25,270.75
copan,2006-11-13,25.489,14.75,271.25
comayagua,2006-11-14,27.461,14.25,272.25
ocotepeque,2006-11-14,28.707,14.25,270.75
copan,2006-11-14,25.761,14.75,271.25
comayagua,2006-11-15,26.771,14.25,272.25
ocotepeque,2006-11-15,28.885,14.25,270.75
copan,2006-11-15,27.621,14.75,271.25
comayagua,2006-11-16,26.602,14.25,272.25
ocotepeque,2006-11-16,27.856,14.25,270.75
copan,2006-11-16,25.261,14.75,271.25
comayagua,2006-11-17,24.775,14.25,272.25
ocotepeque,2006-11-17,25.666,14.25,270.75
copan,2006-11-17,23.268,14.75,271.25
comayagua,2006-11-18,25.131,14.25,272.25
ocotepeque,2006-11-18,27.059,14.25,270.75
copan,2006-11-18,24.068,14.75,271.25
comayagua,2006-11-19,21.753,14.25,272.25
ocotepeque,2006-11-19,20.607,14.25,270.75
copan,2006-11-19,15.754,14.75,271.25
comayagua,2006-11-20,20.998,14.25,272.25
ocotepeque,2006-11-20,19.808,14.25,270.75
copan,2006-11-20,15.433,14.75,271.25
comayagua,2006-11-21,18.598,14.25,272.25
ocotepeque,2006-11-21,20.262,14.25,270.75
copan,2006-11-21,15.445,14.75,271.25
comayagua,2006-11-22,18.227,14.25,272.25
ocotepeque,2006-11-22,19.005,14.25,270.75
copan,2006-11-22,15.184,14.75,271.25
comayagua,2006-11-23,19.676,14.25,272.25
ocotepeque,2006-11-23,19.373,14.25,270.75
copan,2006-11-23,14.858,14.75,271.25
comayagua,2006-11-24,21.398,14.25,272.25
ocotepeque,2006-11-24,21.587,14.25,270.75
copan,2006-11-24,17.842,14.75,271.25
comayagua,2006-11-25,21.298,14.25,272.25
ocotepeque,2006-11-25,20.948,14.25,270.75
copan,2006-11-25,16.352,14.75,271.25
comayagua,2006-11-26,21.524,14.25,272.25
ocotepeque,2006-11-26,21.555,14.25,270.75
copan,2006-11-26,16.664,14.75,271.25
comayagua,2006-11-27,24.824,14.25,272.25
ocotepeque,2006-11-27,26.849,14.25,270.75
copan,2006-11-27,22.724,14.75,271.25
comayagua,2006-11-28,24.707,14.25,272.25
ocotepeque,2006-11-28,24.392,14.25,270.75
copan,2006-11-28,20.084,14.75,271.25
comayagua,2006-11-29,25.99,14.25,272.25
ocotepeque,2006-11-29,25.961,14.25,270.75
copan,2006-11-29,22.874,14.75,271.25
comayagua,2006-11-30,26.331,14.25,272.25
ocotepeque,2006-11-30,27.586,14.25,270.75
copan,2006-11-30,24.619,14.75,271.25
comayagua,2006-12-01,24.581,14.25,272.25
ocotepeque,2006-12-01,27.381,14.25,270.75
copan,2006-12-01,23.104,14.75,271.25
comayagua,2006-12-02,25.464,14.25,272.25
ocotepeque,2006-12-02,27.218,14.25,270.75
copan,2006-12-02,23.289,14.75,271.25
comayagua,2006-12-03,24.051,14.25,272.25
ocotepeque,2006-12-03,24.395,14.25,270.75
copan,2006-12-03,19.838,14.75,271.25
comayagua,2006-12-04,23.449,14.25,272.25
ocotepeque,2006-12-04,24.592,14.25,270.75
copan,2006-12-04,19.912,14.75,271.25
comayagua,2006-12-05,23.356,14.25,272.25
ocotepeque,2006-12-05,26.421,14.25,270.75
copan,2006-12-05,22.108,14.75,271.25
comayagua,2006-12-06,23.636,14.25,272.25
ocotepeque,2006-12-06,24.661,14.25,270.75
copan,2006-12-06,20.55,14.75,271.25
comayagua,2006-12-07,23.582,14.25,272.25
ocotepeque,2006-12-07,23.688,14.25,270.75
copan,2006-12-07,19.094,14.75,271.25
comayagua,2006-12-08,22.104,14.25,272.25
ocotepeque,2006-12-08,25.363,14.25,270.75
copan,2006-12-08,20.859,14.75,271.25
comayagua,2006-12-09,22.15,14.25,272.25
ocotepeque,2006-12-09,22.704,14.25,270.75
copan,2006-12-09,17.937,14.75,271.25
comayagua,2006-12-10,22.762,14.25,272.25
ocotepeque,2006-12-10,22.213,14.25,270.75
copan,2006-12-10,17.571,14.75,271.25
comayagua,2006-12-11,23.51,14.25,272.25
ocotepeque,2006-12-11,23.164,14.25,270.75
copan,2006-12-11,18.019,14.75,271.25
comayagua,2006-12-12,25.662,14.25,272.25
ocotepeque,2006-12-12,25.512,14.25,270.75
copan,2006-12-12,21.38,14.75,271.25
comayagua,2006-12-13,24.881,14.25,272.25
ocotepeque,2006-12-13,24.171,14.25,270.75
copan,2006-12-13,19.064,14.75,271.25
comayagua,2006-12-14,24.356,14.25,272.25
ocotepeque,2006-12-14,24.8,14.25,270.75
copan,2006-12-14,20.443,14.75,271.25
comayagua,2006-12-15,23.858,14.25,272.25
ocotepeque,2006-12-15,23.787,14.25,270.75
copan,2006-12-15,18.778,14.75,271.25
comayagua,2006-12-16,26.088,14.25,272.25
ocotepeque,2006-12-16,28.1,14.25,270.75
copan,2006-12-16,24.584,14.75,271.25
comayagua,2006-12-17,26.641,14.25,272.25
