town,date,tmax_c,grid_lat,grid_lon
copan,2013-10-19,26.195,14.75,271.25
comayagua,2013-10-20,26.635,14.25,272.25
ocotepeque,2013-10-20,27.74,14.25,270.75
copan,2013-10-20,25.88,14.75,271.25
comayagua,2013-10-21,25.963,14.25,272.25
ocotepeque,2013-10-21,28.186,14.25,270.75
copan,2013-10-21,25.802,14.75,271.25
comayagua,2013-10-22,27.185,14.25,272.25
ocotepeque,2013-10-22,29.286,14.25,270.75
copan,2013-10-22,27.309,14.75,271.25
comayagua,2013-10-23,27.365,14.25,272.25
ocotepeque,2013-10-23,27.671,14.25,270.75
copan,2013-10-23,25.031,14.75,271.25
comayagua,2013-10-24,26.508,14.25,272.25
ocotepeque,2013-10-24,27.88,14.25,270.75
copan,2013-10-24,24.866,14.75,271.25
comayagua,2013-10-25,26.467,14.25,272.25
ocotepeque,2013-10-25,27.956,14.25,270.75
copan,2013-10-25,23.756,14.75,271.25
comayagua,2013-10-26,25.814,14.25,272.25
ocotepeque,2013-10-26,28.428,14.25,270.75
copan,2013-10-26,24.463,14.75,271.25
comayagua,2013-10-27,25.886,14.25,272.25
ocotepeque,2013-10-27,27.005,14.25,270.75
copan,2013-10-27,23.189,14.75,271.25
comayagua,2013-10-28,25.846,14.25,272.25
ocotepeque,2013-10-28,28.041,14.25,270.75
copan,2013-10-28,24.412,14.75,271.25
comayagua,2013-10-29,25.109,14.25,272.25
ocotepeque,2013-10-29,29.212,14.25,270.75
copan,2013-10-29,24.758,14.75,271.25
comayagua,2013-10-30,26.57,14.25,272.25
ocotepeque,2013-10-30,29.341,14.25,270.75
copan,2013-10-30,25.236,14.75,271.25
comayagua,2013-10-31,27.309,14.25,272.25
ocotepeque,2013-10-31,29.654,14.25,270.75
copan,2013-10-31,25.836,14.75,271.25
comayagua,2013-11-01,26.925,14.25,272.25
ocotepeque,2013-11-01,28.291,14.25,270.75
copan,2013-11-01,27.106,14.75,271.25
comayagua,2013-11-02,26.91,14.25,272.25
ocotepeque,2013-11-02,29.447,14.25,270.75
copan,2013-11-02,27.257,14.75,271.25
comayagua,2013-11-03,26.007,14.25,272.25
ocotepeque,2013-11-03,26.855,14.25,270.75
copan,2013-11-03,25.224,14.75,271.25
comayagua,2013-11-04,26.355,14.25,272.25
ocotepeque,2013-11-04,26.832,14.25,270.75
copan,2013-11-04,22.913,14.75,271.25
comayagua,2013-11-05,26.005,14.25,272.25
ocotepeque,2013-11-05,27.702,14.25,270.75
copan,2013-11-05,23.756,14.75,271.25
comayagua,2013-11-06,26.903,14.25,272.25
ocotepeque,2013-11-06,28.184,14.25,270.75
copan,2013-11-06,24.253,14.75,271.25
comayagua,2013-11-07,25.266,14.25,272.25
ocotepeque,2013-11-07,27.295,14.25,270.75
copan,2013-11-07,20.341,14.75,271.25
comayagua,2013-11-08,25.37,14.25,272.25
ocotepeque,2013-11-08,28.188,14.25,270.75
copan,2013-11-08,22.237,14.75,271.25
comayagua,2013-11-09,25.439,14.25,272.25
ocotepeque,2013-11-09,27.331,14.25,270.75
copan,2013-11-09,21.412,14.75,271.25
comayagua,2013-11-10,25.398,14.25,272.25
ocotepeque,2013-11-10,28.374,14.25,270.75
copan,2013-11-10,22.333,14.75,271.25
comayagua,2013-11-11,23.662,14.25,272.25
ocotepeque,2013-11-11,28.249,14.25,270.75
copan,2013-11-11,22.696,14.75,271.25
comayagua,2013-11-12,25.66,14.25,272.25
ocotepeque,2013-11-12,29.123,14.25,270.75
copan,2013-11-12,24.408,14.75,271.25
comayagua,2013-11-13,25.79,14.25,272.25
ocotepeque,2013-11-13,28.918,14.25,270.75
copan,2013-11-13,23.663,14.75,271.25
comayagua,2013-11-14,26.271,14.25,272.25
ocotepeque,2013-11-14,29.268,14.25,270.75
copan,2013-11-14,23.777,14.75,271.25
comayagua,2013-11-15,25.442,14.25,272.25
ocotepeque,2013-11-15,28.574,14.25,270.75
copan,2013-11-15,23.503,14.75,271.25
comayagua,2013-11-16,26.369,14.25,272.25
ocotepeque,2013-11-16,28.662,14.25,270.75
copan,2013-11-16,24.469,14.75,271.25
comayagua,2013-11-17,26.7,14.25,272.25
ocotepeque,2013-11-17,28.109,14.25,270.75
copan,2013-11-17,25.088,14.75,271.25
comayagua,2013-11-18,26.481,14.25,272.25
ocotepeque,2013-11-18,29.3,14.25,270.75
copan,2013-11-18,25.084,14.75,271.25
comayagua,2013-11-19,26.701,14.25,272.25
ocotepeque,2013-11-19,28.944,14.25,270.75
copan,2013-11-19,24.693,14.75,271.25
comayagua,2013-11-20,25.964,14.25,272.25
ocotepeque,2013-11-20,29.128,14.25,270.75
copan,2013-11-20,24.494,14.75,271.25
comayagua,2013-11-21,26.42,14.25,272.25
ocotepeque,2013-11-21,29.006,14.25,270.75
copan,2013-11-21,24.128,14.75,271.25
comayagua,2013-11-22,25.947,14.25,272.25
ocotepeque,2013-11-22,29.634,14.25,270.75
copan,2013-11-22,24.236,14.75,271.25
comayagua,2013-11-23,25.356,14.25,272.25
ocotepeque,2013-11-23,28.08,14.25,270.75
copan,2013-11-23,23.108,14.75,271.25
comayagua,2013-11-24,24.778,14.25,272.25
ocotepeque,2013-11-24,28.52,14.25,270.75
copan,2013-11-24,22.505,14.75,271.25
comayagua,2013-11-25,25.257,14.25,272.25
ocotepeque,2013-11-25,28.308,14.25,270.75
copan,2013-11-25,22.446,14.75,271.25
comayagua,2013-11-26,25.157,14.25,272.25
ocotepeque,2013-11-26,29.146,14.25,270.75
copan,2013-11-26,25.241,14.75,271.25
comayagua,2013-11-27,22.279,14.25,272.25
ocotepeque,2013-11-27,26.294,14.25,270.75
copan,2013-11-27,17.567,14.75,271.25
comayagua,2013-11-28,18.695,14.25,272.25
ocotepeque,2013-11-28,22.778,14.25,270.75
copan,2013-11-28,14.889,14.75,271.25
comayagua,2013-11-29,18.264,14.25,272.25
ocotepeque,2013-11-29,21.208,14.25,270.75
copan,2013-11-29,13.319,14.75,271.25
comayagua,2013-11-30,18.514,14.25,272.25
ocotepeque,2013-11-30,24.704,14.25,270.75
copan,2013-11-30,16.069,14.75,271.25
comayagua,2013-12-01,21.152,14.25,272.25
ocotepeque,2013-12-01,25.825,14.25,270.75
copan,2013-12-01,16.118,14.75,271.25
comayagua,2013-12-02,24.562,14.25,272.25
ocotepeque,2013-12-02,26.446,14.25,270.75
copan,2013-12-02,22.385,14.75,271.25
comayagua,2013-12-03,25.849,14.25,272.25
ocotepeque,2013-12-03,28.425,14.25,270.75
copan,2013-12-03,25.874,14.75,271.25
comayagua,2013-12-04,27.226,14.25,272.25
ocotepeque,2013-12-04,28.425,14.25,270.75
copan,2013-12-04,27.052,14.75,271.25
comayagua,2013-12-05,26.614,14.25,272.25
ocotepeque,2013-12-05,29.156,14.25,270.75
copan,2013-12-05,25.0,14.75,271.25
comayagua,2013-12-06,26.247,14.25,272.25
ocotepeque,2013-12-06,29.298,14.25,270.75
copan,2013-12-06,25.826,14.75,271.25
comayagua,2013-12-07,25.375,14.25,272.25
ocotepeque,2013-12-07,29.009,14.25,270.75
copan,2013-12-07,23.983,14.75,271.25
comayagua,2013-12-08,23.608,14.25,272.25
ocotepeque,2013-12-08,25.581,14.25,270.75
copan,2013-12-08,21.303,14.75,271.25
comayagua,2013-12-09,24.927,14.25,272.25
ocotepeque,2013-12-09,27.787,14.25,270.75
copan,2013-12-09,22.848,14.75,271.25
comayagua,2013-12-10,25.032,14.25,272.25
ocotepeque,2013-12-10,28.322,14.25,270.75
copan,2013-12-10,23.014,14.75,271.25
comayagua,2013-12-11,22.961,14.25,272.25
ocotepeque,2013-12-11,27.821,14.25,270.75
copan,2013-12-11,20.95,14.75,271.25
comayagua,2013-12-12,22.919,14.25,272.25
ocotepeque,2013-12-12,28.006,14.25,270.75
copan,2013-12-12,19.699,14.75,271.25
comayagua,2013-12-13,26.763,14.25,272.25
ocotepeque,2013-12-13,28.595,14.25,270.75
copan,2013-12-13,22.506,14.75,271.25
comayagua,2013-12-14,26.282,14.25,272.25
ocotepeque,2013-12-14,27.787,14.25,270.75
copan,2013-12-14,24.049,14.75,271.25
comayagua,2013-12-15,25.51,14.25,272.25
ocotepeque,2013-12-15,28.11,14.25,270.75
copan,2013-12-15,23.961,14.75,271.25
comayagua,2013-12-16,22.505,14.25,272.25
ocotepeque,2013-12-16,28.402,14.25,270.75
copan,2013-12-16,25.722,14.75,271.25
comayagua,2013-12-17,22.774,14.25,272.25
ocotepeque,2013-12-17,26.883,14.25,270.75
copan,2013-12-17,18.429,14.75,271.25
comayagua,2013-12-18,21.839,14.25,272.25
ocotepeque,2013-12-18,25.524,14.25,270.75
copan,2013-12-18,18.469,14.75,271.25
comayagua,2013-12-19,24.517,14.25,272.25
ocotepeque,2013-12-19,27.823,14.25,270.75
copan,2013-12-19,21.368,14.75,271.25
comayagua,2013-12-20,24.644,14.25,272.25
ocotepeque,2013-12-20,27.491,14.25,270.75
copan,2013-12-20,23.563,14.75,271.25
comayagua,2013-12-21,25.33,14.25,272.25
ocotepeque,2013-12-21,28.905,14.25,270.75
copan,2013-12-21,25.367,14.75,271.25
comayagua,2013-12-22,26.049,14.25,272.25
ocotepeque,2013-12-22,29.461,14.25,270.75
copan,2013-12-22,25.54,14.75,271.25
comayagua,2013-12-23,25.345,14.25,272.25
ocotepeque,2013-12-23,29.406,14.25,270.75
copan,2013-12-23,24.386,14.75,271.25
comayagua,2013-12-24,24.175,14.25,272.25
ocotepeque,2013-12-24,28.335,14.25,270.75
copan,2013-12-24,21.209,14.75,271.25
comayagua,2013-12-25,23.944,14.25,272.25
ocotepeque,2013-12-25,26.18,14.25,270.75
copan,2013-12-25,19.518,14.75,271.25
comayagua,2013-12-26,23.954,14.25,272.25
ocotepeque,2013-12-26,26.46,14.25,270.75
copan,2013-12-26,19.703,14.75,271.25
comayagua,2013-12-27,24.857,14.25,272.25
ocotepeque,2013-12-27,28.335,14.25,270.75
copan,2013-12-27,21.621,14.75,271.25
comayagua,2013-12-28,24.137,14.25,272.25
ocotepeque,2013-12-28,27.327,14.25,270.75
copan,2013-12-28,20.74,14.75,271.25
comayagua,2013-12-29,24.265,14.25,272.25
ocotepeque,2013-12-29,26.799,14.25,270.75
copan,2013-12-29,19.057,14.75,271.25
comayagua,2013-12-30,25.385,14.25,272.25
ocotepeque,2013-12-30,28.992,14.25,270.75
copan,2013-12-30,22.525,14.75,271.25
comayagua,2013-12-31,25.429,14.25,272.25
ocotepeque,2013-12-31,28.937,14.25,270.75
copan,2013-12-31,22.851,14.75,271.25
comayagua,2014-01-01,24.374,14.25,272.25
ocotepeque,2014-01-01,28.918,14.25,270.75
copan,2014-01-01,22.983,14.75,271.25
comayagua,2014-01-02,25.143,14.25,272.25
ocotepeque,2014-01-02,29.225,14.25,270.75
copan,2014-01-02,23.308,14.75,271.25
comayagua,2014-01-03,23.064,14.25,272.25
ocotepeque,2014-01-03,27.34,14.25,270.75
copan,2014-01-03,18.886,14.75,271.25
comayagua,2014-01-04,21.976,14.25,272.25
ocotepeque,2014-01-04,22.503,14.25,270.75
copan,2014-01-04,18.578,14.75,271.25
comayagua,2014-01-05,24.097,14.25,272.25
ocotepeque,2014-01-05,29.575,14.25,270.75
copan,2014-01-05,23.508,14.75,271.25
comayagua,2014-01-06,24.191,14.25,272.25
ocotepeque,2014-01-06,29.214,14.25,270.75
copan,2014-01-06,22.919,14.75,271.25
comayagua,2014-01-07,19.13,14.25,272.25
ocotepeque,2014-01-07,24.368,14.25,270.75
copan,2014-01-07,14.71,14.75,271.25
comayagua,2014-01-08,18.875,14.25,272.25
ocotepeque,2014-01-08,24.557,14.25,270.75
copan,2014-01-08,13.577,14.75,271.25
comayagua,2014-01-09,21.353,14.25,272.25
ocotepeque,2014-01-09,27.181,14.25,270.75
copan,2014-01-09,19.236,14.75,271.25
comayagua,2014-01-10,25.119,14.25,272.25
ocotepeque,2014-01-10,29.124,14.25,270.75
copan,2014-01-10,23.038,14.75,271.25
comayagua,2014-01-11,24.966,14.25,272.25
ocotepeque,2014-01-11,29.531,14.25,270.75
copan,2014-01-11,24.28,14.75,271.25
comayagua,2014-01-12,24.981,14.25,272.25
ocotepeque,2014-01-12,29.07,14.25,270.75
copan,2014-01-12,23.546,14.75,271.25
comayagua,2014-01-13,25.537,14.25,272.25
ocotepeque,2014-01-13,28.921,14.25,270.75
copan,2014-01-13,23.891,14.75,271.25
comayagua,2014-01-14,24.391,14.25,272.25
ocotepeque,2014-01-14,29.491,14.25,270.75
copan,2014-01-14,23.314,14.75,271.25
comayagua,2014-01-15,24.319,14.25,272.25
ocotepeque,2014-01-15,27.635,14.25,270.75
copan,2014-01-15,19.148,14.75,271.25
comayagua,2014-01-16,20.068,14.25,272.25
ocotepeque,2014-01-16,23.031,14.25,270.75
copan,2014-01-16,14.013,14.75,271.25
comayagua,2014-01-17,23.719,14.25,272.25
ocotepeque,2014-01-17,28.165,14.25,270.75
copan,2014-01-17,20.256,14.75,271.25
comayagua,2014-01-18,21.659,14.25,272.25
ocotepeque,2014-01-18,25.031,14.25,270.75
copan,2014-01-18,14.343,14.75,271.25
comayagua,2014-01-19,21.398,14.25,272.25
ocotepeque,2014-01-19,25.042,14.25,270.75
copan,2014-01-19,15.062,14.75,271.25
comayagua,2014-01-20,23.339,14.25,272.25
ocotepeque,2014-01-20,27.032,14.25,270.75
copan,2014-01-20,18.891,14.75,271.25
comayagua,2014-01-21,23.377,14.25,272.25
ocotepeque,2014-01-21,29.047,14.25,270.75
copan,2014-01-21,21.89,14.75,271.25
comayagua,2014-01-22,22.097,14.25,272.25
ocotepeque,2014-01-22,25.876,14.25,270.75
copan,2014-01-22,16.058,14.75,271.25
comayagua,2014-01-23,25.527,14.25,272.25
ocotepeque,2014-01-23,29.763,14.25,270.75
copan,2014-01-23,22.235,14.75,271.25
comayagua,2014-01-24,23.517,14.25,272.25
ocotepeque,2014-01-24,26.632,14.25,270.75
copan,2014-01-24,20.966,14.75,271.25
comayagua,2014-01-25,22.833,14.25,272.25
ocotepeque,2014-01-25,25.04,14.25,270.75
copan,2014-01-25,15.98,14.75,271.25
comayagua,2014-01-26,23.526,14.25,272.25
ocotepeque,2014-01-26,28.653,14.25,270.75
copan,2014-01-26,20.587,14.75,271.25
comayagua,2014-01-27,26.347,14.25,272.25
ocotepeque,2014-01-27,28.929,14.25,270.75
copan,2014-01-27,24.651,14.75,271.25
comayagua,2014-01-28,26.362,14.25,272.25
ocotepeque,2014-01-28,29.471,14.25,270.75
copan,2014-01-28,24.533,14.75,271.25
comayagua,2014-01-29,26.05,14.25,272.25
ocotepeque,2014-01-29,29.188,14.25,270.75
copan,2014-01-29,23.058,14.75,271.25
comayagua,2014-01-30,24.496,14.25,272.25
ocotepeque,2014-01-30,27.977,14.25,270.75
copan,2014-01-30,20.057,14.75,271.25
comayagua,2014-01-31,24.688,14.25,272.25
ocotepeque,2014-01-31,28.358,14.25,270.75
copan,2014-01-31,21.137,14.75,271.25
comayagua,2014-02-01,24.96,14.25,272.25
ocotepeque,2014-02-01,29.557,14.25,270.75
copan,2014-02-01,23.504,14.75,271.25
comayagua,2014-02-02,28.134,14.25,272.25
ocotepeque,2014-02-02,28.635,14.25,270.75
copan,2014-02-02,25.72,14.75,271.25
comayagua,2014-02-03,27.056,14.25,272.25
ocotepeque,2014-02-03,30.069,14.25,270.75
copan,2014-02-03,24.919,14.75,271.25
comayagua,2014-02-04,26.195,14.25,272.25
ocotepeque,2014-02-04,29.772,14.25,270.75
copan,2014-02-04,25.205,14.75,271.25
comayagua,2014-02-05,27.958,14.25,272.25
ocotepeque,2014-02-05,30.505,14.25,270.75
copan,2014-02-05,25.224,14.75,271.25
comayagua,2014-02-06,25.544,14.25,272.25
ocotepeque,2014-02-06,29.189,14.25,270.75
copan,2014-02-06,23.855,14.75,271.25
comayagua,2014-02-07,25.457,14.25,272.25
ocotepeque,2014-02-07,29.685,14.25,270.75
copan,2014-02-07,23.784,14.75,271.25
comayagua,2014-02-08,23.751,14.25,272.25
ocotepeque,2014-02-08,28.827,14.25,270.75
copan,2014-02-08,22.562,14.75,271.25
comayagua,2014-02-09,24.609,14.25,272.25
ocotepeque,2014-02-09,28.313,14.25,270.75
copan,2014-02-09,22.909,14.75,271.25
comayagua,2014-02-10,25.156,14.25,272.25
ocotepeque,2014-02-10,29.905,14.25,270.75
copan,2014-02-10,23.532,14.75,271.25
comayagua,2014-02-11,27.156,14.25,272.25
ocotepeque,2014-02-11,30.781,14.25,270.75
copan,2014-02-11,25.332,14.75,271.25
comayagua,2014-02-12,28.342,14.25,272.25
ocotepeque,2014-02-12,29.328,14.25,270.75
copan,2014-02-12,26.012,14.75,271.25
comayagua,2014-02-13,26.491,14.25,272.25
ocotepeque,2014-02-13,29.041,14.25,270.75
copan,2014-02-13,20.748,14.75,271.25
comayagua,2014-02-14,25.743,14.25,272.25
ocotepeque,2014-02-14,29.355,14.25,270.75
copan,2014-02-14,24.195,14.75,271.25
comayagua,2014-02-15,25.58,14.25,272.25
ocotepeque,2014-02-15,30.788,14.25,270.75
copan,2014-02-15,23.455,14.75,271.25
comayagua,2014-02-16,25.464,14.25,272.25
ocotepeque,2014-02-16,29.081,14.25,270.75
copan,2014-02-16,20.073,14.75,271.25
comayagua,2014-02-17,25.096,14.25,272.25
ocotepeque,2014-02-17,29.61,14.25,270.75
copan,2014-02-17,23.138,14.75,271.25
comayagua,2014-02-18,25.637,14.25,272.25
ocotepeque,2014-02-18,28.687,14.25,270.75
copan,2014-02-18,22.708,14.75,271.25
comayagua,2014-02-19,26.314,14.25,272.25
ocotepeque,2014-02-19,28.481,14.25,270.75
copan,2014-02-19,23.865,14.75,271.25
comayagua,2014-02-20,28.662,14.25,272.25
ocotepeque,2014-02-20,31.229,14.25,270.75
copan,2014-02-20,26.991,14.75,271.25
comayagua,2014-02-21,29.185,14.25,272.25
ocotepeque,2014-02-21,31.689,14.25,270.75
copan,2014-02-21,26.853,14.75,271.25
comayagua,2014-02-22,26.198,14.25,272.25
ocotepeque,2014-02-22,31.329,14.25,270.75
copan,2014-02-22,25.789,14.75,271.25
comayagua,2014-02-23,28.025,14.25,272.25
ocotepeque,2014-02-23,31.268,14.25,270.75
copan,2014-02-23,26.042,14.75,271.25
comayagua,2014-02-24,27.667,14.25,272.25
ocotepeque,2014-02-24,31.165,14.25,270.75
copan,2014-02-24,26.144,14.75,271.25
comayagua,2014-02-25,25.593,14.25,272.25
ocotepeque,2014-02-25,30.757,14.25,270.75
copan,2014-02-25,25.758,14.75,271.25
comayagua,2014-02-26,28.312,14.25,272.25
ocotepeque,2014-02-26,29.825,14.25,270.75
copan,2014-02-26,26.615,14.75,271.25
comayagua,2014-02-27,27.448,14.25,272.25
ocotepeque,2014-02-27,30.726,14.25,270.75
copan,2014-02-27,26.97,14.75,271.25
comayagua,2014-02-28,28.407,14.25,272.25
ocotepeque,2014-02-28,31.123,14.25,270.75
copan,2014-02-28,27.044,14.75,271.25
comayagua,2014-03-01,27.057,14.25,272.25
ocotepeque,2014-03-01,30.93,14.25,270.75
copan,2014-03-01,25.411,14.75,271.25
comayagua,2014-03-02,27.711,14.25,272.25
ocotepeque,2014-03-02,31.148,14.25,270.75
copan,2014-03-02,26.294,14.75,271.25
comayagua,2014-03-03,28.57,14.25,272.25
ocotepeque,2014-03-03,31.091,14.25,270.75
copan,2014-03-03,26.93,14.75,271.25
comayagua,2014-03-04,28.469,14.25,272.25
ocotepeque,2014-03-04,30.192,14.25,270.75
copan,2014-03-04,26.095,14.75,271.25
comayagua,2014-03-05,27.541,14.25,272.25
ocotepeque,2014-03-05,30.351,14.25,270.75
copan,2014-03-05,27.992,14.75,271.25
comayagua,2014-03-06,26.576,14.25,272.25
ocotepeque,2014-03-06,30.781,14.25,270.75
copan,2014-03-06,27.474,14.75,271.25
comayagua,2014-03-07,27.232,14.25,272.25
ocotepeque,2014-03-07,31.282,14.25,270.75
copan,2014-03-07,25.53,14.75,271.25
comayagua,2014-03-08,28.03,14.25,272.25
ocotepeque,2014-03-08,30.79,14.25,270.75
copan,2014-03-08,27.37,14.75,271.25
comayagua,2014-03-09,28.585,14.25,272.25
ocotepeque,2014-03-09,29.876,14.25,270.75
copan,2014-03-09,27.189,14.75,271.25
comayagua,2014-03-10,27.618,14.25,272.25
ocotepeque,2014-03-10,30.346,14.25,270.75
copan,2014-03-10,25.556,14.75,271.25
comayagua,2014-03-11,29.377,14.25,272.25
ocotepeque,2014-03-11,30.516,14.25,270.75
copan,2014-03-11,29.418,14.75,271.25
comayagua,2014-03-12,29.539,14.25,272.25
ocotepeque,2014-03-12,31.97,14.25,270.75
copan,2014-03-12,29.628,14.75,271.25
comayagua,2014-03-13,27.668,14.25,272.25
ocotepeque,2014-03-13,27.933,14.25,270.75
copan,2014-03-13,21.478,14.75,271.25
comayagua,2014-03-14,26.668,14.25,272.25
ocotepeque,2014-03-14,30.166,14.25,270.75
copan,2014-03-14,23.241,14.75,271.25
comayagua,2014-03-15,28.803,14.25,272.25
ocotepeque,2014-03-15,30.667,14.25,270.75
copan,2014-03-15,26.635,14.75,271.25
comayagua,2014-03-16,27.077,14.25,272.25
ocotepeque,2014-03-16,29.539,14.25,270.75
copan,2014-03-16,27.838,14.75,271.25
comayagua,2014-03-17,28.654,14.25,272.25
ocotepeque,2014-03-17,28.785,14.25,270.75
copan,2014-03-17,26.885,14.75,271.25
comayagua,2014-03-18,28.214,14.25,272.25
ocotepeque,2014-03-18,30.273,14.25,270.75
copan,2014-03-18,25.403,14.75,271.25
comayagua,2014-03-19,29.637,14.25,272.25
ocotepeque,2014-03-19,32.238,14.25,270.75
copan,2014-03-19,27.346,14.75,271.25
comayagua,2014-03-20,29.014,14.25,272.25
ocotepeque,2014-03-20,32.23,14.25,270.75
copan,2014-03-20,26.156,14.75,271.25
comayagua,2014-03-21,28.489,14.25,272.25
ocotepeque,2014-03-21,32.362,14.25,270.75
copan,2014-03-21,26.271,14.75,271.25
comayagua,2014-03-22,29.367,14.25,272.25
ocotepeque,2014-03-22,32.439,14.25,270.75
copan,2014-03-22,27.432,14.75,271.25
comayagua,2014-03-23,30.225,14.25,272.25
ocotepeque,2014-03-23,32.493,14.25,270.75
copan,2014-03-23,27.327,14.75,271.25
comayagua,2014-03-24,29.574,14.25,272.25
ocotepeque,2014-03-24,32.766,14.25,270.75
copan,2014-03-24,27.453,14.75,271.25
comayagua,2014-03-25,29.645,14.25,272.25
ocotepeque,2014-03-25,32.555,14.25,270.75
copan,2014-03-25,27.346,14.75,271.25
comayagua,2014-03-26,28.963,14.25,272.25
ocotepeque,2014-03-26,32.18,14.25,270.75
copan,2014-03-26,26.788,14.75,271.25
comayagua,2014-03-27,28.679,14.25,272.25
ocotepeque,2014-03-27,33.268,14.25,270.75
copan,2014-03-27,28.203,14.75,271.25
comayagua,2014-03-28,30.509,14.25,272.25
ocotepeque,2014-03-28,33.568,14.25,270.75
copan,2014-03-28,29.772,14.75,271.25
comayagua,2014-03-29,31.143,14.25,272.25
ocotepeque,2014-03-29,31.954,14.25,270.75
copan,2014-03-29,29.639,14.75,271.25
comayagua,2014-03-30,28.281,14.25,272.25
ocotepeque,2014-03-30,32.536,14.25,270.75
copan,2014-03-30,26.383,14.75,271.25
comayagua,2014-03-31,29.304,14.25,272.25
ocotepeque,2014-03-31,33.433,14.25,270.75
copan,2014-03-31,27.81,14.75,271.25
comayagua,2014-04-01,29.866,14.25,272.25
ocotepeque,2014-04-01,33.005,14.25,270.75
copan,2014-04-01,28.339,14.75,271.25
comayagua,2014-04-02,29.627,14.25,272.25
ocotepeque,2014-04-02,32.764,14.25,270.75
copan,2014-04-02,28.803,14.75,271.25
comayagua,2014-04-03,30.092,14.25,272.25
ocotepeque,2014-04-03,31.982,14.25,270.75
copan,2014-04-03,29.563,14.75,271.25
comayagua,2014-04-04,29.883,14.25,272.25
ocotepeque,2014-04-04,32.64,14.25,270.75
copan,2014-04-04,31.377,14.75,271.25
comayagua,2014-04-05,28.467,14.25,272.25
ocotepeque,2014-04-05,31.254,14.25,270.75
copan,2014-04-05,27.312,14.75,271.25
comayagua,2014-04-06,29.975,14.25,272.25
ocotepeque,2014-04-06,31.412,14.25,270.75
copan,2014-04-06,30.952,14.75,271.25
comayagua,2014-04-07,30.272,14.25,272.25
ocotepeque,2014-04-07,31.674,14.25,270.75
copan,2014-04-07,30.636,14.75,271.25
comayagua,2014-04-08,31.747,14.25,272.25
ocotepeque,2014-04-08,30.739,14.25,270.75
copan,2014-04-08,27.986,14.75,271.25
comayagua,2014-04-09,24.293,14.25,272.25
ocotepeque,2014-04-09,25.126,14.25,270.75
copan,2014-04-09,21.659,14.75,271.25
comayagua,2014-04-10,25.904,14.25,272.25
ocotepeque,2014-04-10,26.157,14.25,270.75
copan,2014-04-10,22.998,14.75,271.25
comayagua,2014-04-11,28.052,14.25,272.25
ocotepeque,2014-04-11,29.022,14.25,270.75
copan,2014-04-11,26.227,14.75,271.25
comayagua,2014-04-12,29.604,14.25,272.25
ocotepeque,2014-04-12,30.2,14.25,270.75
copan,2014-04-12,27.931,14.75,271.25
comayagua,2014-04-13,30.349,14.25,272.25
ocotepeque,2014-04-13,31.333,14.25,270.75
copan,2014-04-13,28.959,14.75,271.25
comayagua,2014-04-14,30.047,14.25,272.25
ocotepeque,2014-04-14,32.783,14.25,270.75
copan,2014-04-14,31.778,14.75,271.25
comayagua,2014-04-15,30.623,14.25,272.25
ocotepeque,2014-04-15,30.882,14.25,270.75
copan,2014-04-15,28.291,14.75,271.25
comayagua,2014-04-16,29.866,14.25,272.25
ocotepeque,2014-04-16,28.588,14.25,270.75
copan,2014-04-16,26.322,14.75,271.25
comayagua,2014-04-17,28.596,14.25,272.25
ocotepeque,2014-04-17,29.262,14.25,270.75
copan,2014-04-17,26.967,14.75,271.25
comayagua,2014-04-18,30.124,14.25,272.25
ocotepeque,2014-04-18,32.328,14.25,270.75
copan,2014-04-18,28.248,14.75,271.25
comayagua,2014-04-19,28.946,14.25,272.25
ocotepeque,2014-04-19,32.095,14.25,270.75
copan,2014-04-19,26.742,14.75,271.25
comayagua,2014-04-20,28.451,14.25,272.25
ocotepeque,2014-04-20,32.587,14.25,270.75
copan,2014-04-20,26.833,14.75,271.25
comayagua,2014-04-21,29.397,14.25,272.25
ocotepeque,2014-04-21,27.455,14.25,270.75
copan,2014-04-21,27.148,14.75,271.25
comayagua,2014-04-22,29.54,14.25,272.25
ocotepeque,2014-04-22,32.36,14.25,270.75
copan,2014-04-22,27.678,14.75,271.25
comayagua,2014-04-23,28.983,14.25,272.25
ocotepeque,2014-04-23,32.269,14.25,270.75
copan,2014-04-23,28.761,14.75,271.25
comayagua,2014-04-24,28.969,14.25,272.25
ocotepeque,2014-04-24,31.812,14.25,270.75
copan,2014-04-24,29.836,14.75,271.25
comayagua,2014-04-25,30.416,14.25,272.25
ocotepeque,2014-04-25,32.56,14.25,270.75
copan,2014-04-25,30.866,14.75,271.25
comayagua,2014-04-26,30.643,14.25,272.25
ocotepeque,2014-04-26,31.324,14.25,270.75
copan,2014-04-26,28.615,14.75,271.25
comayagua,2014-04-27,30.404,14.25,272.25
ocotepeque,2014-04-27,31.191,14.25,270.75
copan,2014-04-27,30.634,14.75,271.25
comayagua,2014-04-28,30.55,14.25,272.25
ocotepeque,2014-04-28,32.547,14.25,270.75
copan,2014-04-28,30.818,14.75,271.25
comayagua,2014-04-29,30.58,14.25,272.25
ocotepeque,2014-04-29,32.786,14.25,270.75
copan,2014-04-29,31.861,14.75,271.25
comayagua,2014-04-30,29.922,14.25,272.25
ocotepeque,2014-04-30,33.326,14.25,270.75
copan,2014-04-30,30.996,14.75,271.25
comayagua,2014-05-01,27.685,14.25,272.25
ocotepeque,2014-05-01,29.996,14.25,270.75
