town,date,precip_mm,grid_lat,grid_lon
ocotepeque,2011-03-22,0.0,14.25,270.75
copan,2011-03-22,0.064,14.75,271.25
comayagua,2011-03-23,0.0,14.25,272.25
ocotepeque,2011-03-23,0.0,14.25,270.75
copan,2011-03-23,0.0,14.75,271.25
comayagua,2011-03-24,0.0,14.25,272.25
ocotepeque,2011-03-24,0.0,14.25,270.75
copan,2011-03-24,0.0,14.75,271.25
comayagua,2011-03-25,0.0,14.25,272.25
ocotepeque,2011-03-25,0.0,14.25,270.75
copan,2011-03-25,0.0,14.75,271.25
comayagua,2011-03-26,0.0,14.25,272.25
ocotepeque,2011-03-26,0.0,14.25,270.75
copan,2011-03-26,0.0,14.75,271.25
comayagua,2011-03-27,0.0,14.25,272.25
ocotepeque,2011-03-27,0.0,14.25,270.75
copan,2011-03-27,0.0,14.75,271.25
comayagua,2011-03-28,0.0,14.25,272.25
ocotepeque,2011-03-28,0.0,14.25,270.75
copan,2011-03-28,0.0,14.75,271.25
comayagua,2011-03-29,0.52,14.25,272.25
ocotepeque,2011-03-29,0.046,14.25,270.75
copan,2011-03-29,0.185,14.75,271.25
comayagua,2011-03-30,0.0,14.25,272.25
ocotepeque,2011-03-30,0.0,14.25,270.75
copan,2011-03-30,0.0,14.75,271.25
comayagua,2011-03-31,0.0,14.25,272.25
ocotepeque,2011-03-31,0.0,14.25,270.75
copan,2011-03-31,0.0,14.75,271.25
comayagua,2011-04-01,0.0,14.25,272.25
ocotepeque,2011-04-01,0.0,14.25,270.75
copan,2011-04-01,0.0,14.75,271.25
comayagua,2011-04-02,0.0,14.25,272.25
ocotepeque,2011-04-02,0.0,14.25,270.75
copan,2011-04-02,0.0,14.75,271.25
comayagua,2011-04-03,0.0,14.25,272.25
ocotepeque,2011-04-03,0.0,14.25,270.75
copan,2011-04-03,0.0,14.75,271.25
comayagua,2011-04-04,0.0,14.25,272.25
ocotepeque,2011-04-04,0.0,14.25,270.75
copan,2011-04-04,0.071,14.75,271.25
comayagua,2011-04-05,0.0,14.25,272.25
ocotepeque,2011-04-05,0.0,14.25,270.75
copan,2011-04-05,0.0,14.75,271.25
comayagua,2011-04-06,0.0,14.25,272.25
ocotepeque,2011-04-06,0.0,14.25,270.75
copan,2011-04-06,0.0,14.75,271.25
comayagua,2011-04-07,0.0,14.25,272.25
ocotepeque,2011-04-07,0.0,14.25,270.75
copan,2011-04-07,0.166,14.75,271.25
comayagua,2011-04-08,0.0,14.25,272.25
ocotepeque,2011-04-08,0.0,14.25,270.75
copan,2011-04-08,0.0,14.75,271.25
comayagua,2011-04-09,0.0,14.25,272.25
ocotepeque,2011-04-09,0.0,14.25,270.75
copan,2011-04-09,0.0,14.75,271.25
comayagua,2011-04-10,0.0,14.25,272.25
ocotepeque,2011-04-10,0.0,14.25,270.75
copan,2011-04-10,0.0,14.75,271.25
comayagua,2011-04-11,0.0,14.25,272.25
ocotepeque,2011-04-11,0.172,14.25,270.75
copan,2011-04-11,0.0,14.75,271.25
comayagua,2011-04-12,0.0,14.25,272.25
ocotepeque,2011-04-12,0.0,14.25,270.75
copan,2011-04-12,0.0,14.75,271.25
comayagua,2011-04-13,0.0,14.25,272.25
ocotepeque,2011-04-13,0.0,14.25,270.75
copan,2011-04-13,0.0,14.75,271.25
comayagua,2011-04-14,0.0,14.25,272.25
ocotepeque,2011-04-14,0.0,14.25,270.75
copan,2011-04-14,0.0,14.75,271.25
comayagua,2011-04-15,0.0,14.25,272.25
ocotepeque,2011-04-15,0.0,14.25,270.75
copan,2011-04-15,0.0,14.75,271.25
comayagua,2011-04-16,0.0,14.25,272.25
ocotepeque,2011-04-16,0.0,14.25,270.75
copan,2011-04-16,0.0,14.75,271.25
comayagua,2011-04-17,0.0,14.25,272.25
ocotepeque,2011-04-17,0.0,14.25,270.75
copan,2011-04-17,0.0,14.75,271.25
comayagua,2011-04-18,0.0,14.25,272.25
ocotepeque,2011-04-18,0.0,14.25,270.75
copan,2011-04-18,0.0,14.75,271.25
comayagua,2011-04-19,0.443,14.25,272.25
ocotepeque,2011-04-19,0.039,14.25,270.75
copan,2011-04-19,0.156,14.75,271.25
comayagua,2011-04-20,5.611,14.25,272.25
ocotepeque,2011-04-20,0.477,14.25,270.75
copan,2011-04-20,1.912,14.75,271.25
comayagua,2011-04-21,22.835,14.25,272.25
ocotepeque,2011-04-21,27.783,14.25,270.75
copan,2011-04-21,58.459,14.75,271.25
comayagua,2011-04-22,10.786,14.25,272.25
ocotepeque,2011-04-22,2.748,14.25,270.75
copan,2011-04-22,3.361,14.75,271.25
comayagua,2011-04-23,1.964,14.25,272.25
ocotepeque,2011-04-23,10.372,14.25,270.75
copan,2011-04-23,32.011,14.75,271.25
comayagua,2011-04-24,12.679,14.25,272.25
ocotepeque,2011-04-24,4.065,14.25,270.75
copan,2011-04-24,9.688,14.75,271.25
comayagua,2011-04-25,5.089,14.25,272.25
ocotepeque,2011-04-25,0.446,14.25,270.75
copan,2011-04-25,1.788,14.75,271.25
comayagua,2011-04-26,0.069,14.25,272.25
ocotepeque,2011-04-26,0.188,14.25,270.75
copan,2011-04-26,0.445,14.75,271.25
comayagua,2011-04-27,0.0,14.25,272.25
ocotepeque,2011-04-27,0.0,14.25,270.75
copan,2011-04-27,0.0,14.75,271.25
comayagua,2011-04-28,0.0,14.25,272.25
ocotepeque,2011-04-28,0.0,14.25,270.75
copan,2011-04-28,0.0,14.75,271.25
comayagua,2011-04-29,2.614,14.25,272.25
ocotepeque,2011-04-29,0.0,14.25,270.75
copan,2011-04-29,0.0,14.75,271.25
comayagua,2011-04-30,0.289,14.25,272.25
ocotepeque,2011-04-30,0.345,14.25,270.75
copan,2011-04-30,0.096,14.75,271.25
comayagua,2011-05-01,6.625,14.25,272.25
ocotepeque,2011-05-01,17.79,14.25,270.75
copan,2011-05-01,12.312,14.75,271.25
comayagua,2011-05-02,3.762,14.25,272.25
ocotepeque,2011-05-02,0.0,14.25,270.75
copan,2011-05-02,0.695,14.75,271.25
comayagua,2011-05-03,0.0,14.25,272.25
ocotepeque,2011-05-03,18.174,14.25,270.75
copan,2011-05-03,5.252,14.75,271.25
comayagua,2011-05-04,0.0,14.25,272.25
ocotepeque,2011-05-04,0.0,14.25,270.75
copan,2011-05-04,0.807,14.75,271.25
comayagua,2011-05-05,0.898,14.25,272.25
ocotepeque,2011-05-05,0.59,14.25,270.75
copan,2011-05-05,2.895,14.75,271.25
comayagua,2011-05-06,0.0,14.25,272.25
ocotepeque,2011-05-06,0.0,14.25,270.75
copan,2011-05-06,0.0,14.75,271.25
comayagua,2011-05-07,0.0,14.25,272.25
ocotepeque,2011-05-07,0.0,14.25,270.75
copan,2011-05-07,0.0,14.75,271.25
comayagua,2011-05-08,0.0,14.25,272.25
ocotepeque,2011-05-08,0.0,14.25,270.75
copan,2011-05-08,0.0,14.75,271.25
comayagua,2011-05-09,0.996,14.25,272.25
ocotepeque,2011-05-09,0.0,14.25,270.75
copan,2011-05-09,0.0,14.75,271.25
comayagua,2011-05-10,3.824,14.25,272.25
ocotepeque,2011-05-10,23.287,14.25,270.75
copan,2011-05-10,20.766,14.75,271.25
comayagua,2011-05-11,1.502,14.25,272.25
ocotepeque,2011-05-11,2.253,14.25,270.75
copan,2011-05-11,5.228,14.75,271.25
comayagua,2011-05-12,3.053,14.25,272.25
ocotepeque,2011-05-12,6.875,14.25,270.75
copan,2011-05-12,25.071,14.75,271.25
comayagua,2011-05-13,9.723,14.25,272.25
ocotepeque,2011-05-13,0.796,14.25,270.75
copan,2011-05-13,3.324,14.75,271.25
comayagua,2011-05-14,3.203,14.25,272.25
ocotepeque,2011-05-14,2.741,14.25,270.75
copan,2011-05-14,9.706,14.75,271.25
comayagua,2011-05-15,0.0,14.25,272.25
ocotepeque,2011-05-15,1.151,14.25,270.75
copan,2011-05-15,0.056,14.75,271.25
comayagua,2011-05-16,0.0,14.25,272.25
ocotepeque,2011-05-16,0.0,14.25,270.75
copan,2011-05-16,0.0,14.75,271.25
comayagua,2011-05-17,0.108,14.25,272.25
ocotepeque,2011-05-17,1.146,14.25,270.75
copan,2011-05-17,0.056,14.75,271.25
comayagua,2011-05-18,0.605,14.25,272.25
ocotepeque,2011-05-18,0.0,14.25,270.75
copan,2011-05-18,0.0,14.75,271.25
comayagua,2011-05-19,0.239,14.25,272.25
ocotepeque,2011-05-19,0.0,14.25,270.75
copan,2011-05-19,0.0,14.75,271.25
comayagua,2011-05-20,0.817,14.25,272.25
ocotepeque,2011-05-20,0.0,14.25,270.75
copan,2011-05-20,0.0,14.75,271.25
comayagua,2011-05-21,6.613,14.25,272.25
ocotepeque,2011-05-21,1.917,14.25,270.75
copan,2011-05-21,6.177,14.75,271.25
comayagua,2011-05-22,2.627,14.25,272.25
ocotepeque,2011-05-22,1.004,14.25,270.75
copan,2011-05-22,3.228,14.75,271.25
comayagua,2011-05-23,2.495,14.25,272.25
ocotepeque,2011-05-23,0.0,14.25,270.75
copan,2011-05-23,0.0,14.75,271.25
comayagua,2011-05-24,9.159,14.25,272.25
ocotepeque,2011-05-24,0.597,14.25,270.75
copan,2011-05-24,2.554,14.75,271.25
comayagua,2011-05-25,3.665,14.25,272.25
ocotepeque,2011-05-25,0.073,14.25,270.75
copan,2011-05-25,0.286,14.75,271.25
comayagua,2011-05-26,2.747,14.25,272.25
ocotepeque,2011-05-26,1.323,14.25,270.75
copan,2011-05-26,4.547,14.75,271.25
comayagua,2011-05-27,6.592,14.25,272.25
ocotepeque,2011-05-27,9.81,14.25,270.75
copan,2011-05-27,11.774,14.75,271.25
comayagua,2011-05-28,12.198,14.25,272.25
ocotepeque,2011-05-28,33.161,14.25,270.75
copan,2011-05-28,35.362,14.75,271.25
comayagua,2011-05-29,13.781,14.25,272.25
ocotepeque,2011-05-29,7.126,14.25,270.75
copan,2011-05-29,13.231,14.75,271.25
comayagua,2011-05-30,18.035,14.25,272.25
ocotepeque,2011-05-30,12.123,14.25,270.75
copan,2011-05-30,1.737,14.75,271.25
comayagua,2011-05-31,1.034,14.25,272.25
ocotepeque,2011-05-31,0.0,14.25,270.75
copan,2011-05-31,0.233,14.75,271.25
comayagua,2011-06-01,6.406,14.25,272.25
ocotepeque,2011-06-01,3.471,14.25,270.75
copan,2011-06-01,12.38,14.75,271.25
comayagua,2011-06-02,0.04,14.25,272.25
ocotepeque,2011-06-02,0.0,14.25,270.75
copan,2011-06-02,0.066,14.75,271.25
comayagua,2011-06-03,0.045,14.25,272.25
ocotepeque,2011-06-03,0.0,14.25,270.75
copan,2011-06-03,0.0,14.75,271.25
comayagua,2011-06-04,0.0,14.25,272.25
ocotepeque,2011-06-04,0.0,14.25,270.75
copan,2011-06-04,0.0,14.75,271.25
comayagua,2011-06-05,0.036,14.25,272.25
ocotepeque,2011-06-05,0.077,14.25,270.75
copan,2011-06-05,0.0,14.75,271.25
comayagua,2011-06-06,0.082,14.25,272.25
ocotepeque,2011-06-06,0.081,14.25,270.75
copan,2011-06-06,0.146,14.75,271.25
comayagua,2011-06-07,2.938,14.25,272.25
ocotepeque,2011-06-07,0.265,14.25,270.75
copan,2011-06-07,0.481,14.75,271.25
comayagua,2011-06-08,17.392,14.25,272.25
ocotepeque,2011-06-08,3.054,14.25,270.75
copan,2011-06-08,6.965,14.75,271.25
comayagua,2011-06-09,10.693,14.25,272.25
ocotepeque,2011-06-09,0.072,14.25,270.75
copan,2011-06-09,0.757,14.75,271.25
comayagua,2011-06-10,19.463,14.25,272.25
ocotepeque,2011-06-10,0.0,14.25,270.75
copan,2011-06-10,0.549,14.75,271.25
comayagua,2011-06-11,9.17,14.25,272.25
ocotepeque,2011-06-11,29.701,14.25,270.75
copan,2011-06-11,59.468,14.75,271.25
comayagua,2011-06-12,6.622,14.25,272.25
ocotepeque,2011-06-12,7.14,14.25,270.75
copan,2011-06-12,18.483,14.75,271.25
comayagua,2011-06-13,0.0,14.25,272.25
ocotepeque,2011-06-13,0.0,14.25,270.75
copan,2011-06-13,0.883,14.75,271.25
comayagua,2011-06-14,1.151,14.25,272.25
ocotepeque,2011-06-14,21.973,14.25,270.75
copan,2011-06-14,3.916,14.75,271.25
comayagua,2011-06-15,17.346,14.25,272.25
ocotepeque,2011-06-15,0.0,14.25,270.75
copan,2011-06-15,1.281,14.75,271.25
comayagua,2011-06-16,3.776,14.25,272.25
ocotepeque,2011-06-16,19.454,14.25,270.75
copan,2011-06-16,39.209,14.75,271.25
comayagua,2011-06-17,6.498,14.25,272.25
ocotepeque,2011-06-17,16.211,14.25,270.75
copan,2011-06-17,30.883,14.75,271.25
comayagua,2011-06-18,27.863,14.25,272.25
ocotepeque,2011-06-18,18.764,14.25,270.75
copan,2011-06-18,63.62,14.75,271.25
comayagua,2011-06-19,8.635,14.25,272.25
ocotepeque,2011-06-19,2.073,14.25,270.75
copan,2011-06-19,3.232,14.75,271.25
comayagua,2011-06-20,11.1,14.25,272.25
ocotepeque,2011-06-20,4.772,14.25,270.75
copan,2011-06-20,15.6,14.75,271.25
comayagua,2011-06-21,1.487,14.25,272.25
ocotepeque,2011-06-21,2.006,14.25,270.75
copan,2011-06-21,7.18,14.75,271.25
comayagua,2011-06-22,7.879,14.25,272.25
ocotepeque,2011-06-22,0.489,14.25,270.75
copan,2011-06-22,1.413,14.75,271.25
comayagua,2011-06-23,30.717,14.25,272.25
ocotepeque,2011-06-23,11.582,14.25,270.75
copan,2011-06-23,2.488,14.75,271.25
comayagua,2011-06-24,30.453,14.25,272.25
ocotepeque,2011-06-24,20.581,14.25,270.75
copan,2011-06-24,31.29,14.75,271.25
comayagua,2011-06-25,6.26,14.25,272.25
ocotepeque,2011-06-25,4.653,14.25,270.75
copan,2011-06-25,16.048,14.75,271.25
comayagua,2011-06-26,15.058,14.25,272.25
ocotepeque,2011-06-26,17.978,14.25,270.75
copan,2011-06-26,18.121,14.75,271.25
comayagua,2011-06-27,6.215,14.25,272.25
ocotepeque,2011-06-27,4.293,14.25,270.75
copan,2011-06-27,1.802,14.75,271.25
comayagua,2011-06-28,4.595,14.25,272.25
ocotepeque,2011-06-28,2.051,14.25,270.75
copan,2011-06-28,8.027,14.75,271.25
comayagua,2011-06-29,4.627,14.25,272.25
ocotepeque,2011-06-29,2.56,14.25,270.75
copan,2011-06-29,8.419,14.75,271.25
comayagua,2011-06-30,0.599,14.25,272.25
ocotepeque,2011-06-30,1.731,14.25,270.75
copan,2011-06-30,0.317,14.75,271.25
comayagua,2011-07-01,15.535,14.25,272.25
ocotepeque,2011-07-01,18.737,14.25,270.75
copan,2011-07-01,12.891,14.75,271.25
comayagua,2011-07-02,11.044,14.25,272.25
ocotepeque,2011-07-02,16.113,14.25,270.75
copan,2011-07-02,4.432,14.75,271.25
comayagua,2011-07-03,4.295,14.25,272.25
ocotepeque,2011-07-03,21.916,14.25,270.75
copan,2011-07-03,1.345,14.75,271.25
comayagua,2011-07-04,18.373,14.25,272.25
ocotepeque,2011-07-04,8.554,14.25,270.75
copan,2011-07-04,18.516,14.75,271.25
comayagua,2011-07-05,5.994,14.25,272.25
ocotepeque,2011-07-05,13.843,14.25,270.75
copan,2011-07-05,52.775,14.75,271.25
comayagua,2011-07-06,0.991,14.25,272.25
ocotepeque,2011-07-06,0.098,14.25,270.75
copan,2011-07-06,0.466,14.75,271.25
comayagua,2011-07-07,16.593,14.25,272.25
ocotepeque,2011-07-07,8.919,14.25,270.75
copan,2011-07-07,1.458,14.75,271.25
comayagua,2011-07-08,6.694,14.25,272.25
ocotepeque,2011-07-08,7.147,14.25,270.75
copan,2011-07-08,0.708,14.75,271.25
comayagua,2011-07-09,24.673,14.25,272.25
ocotepeque,2011-07-09,10.824,14.25,270.75
copan,2011-07-09,12.326,14.75,271.25
comayagua,2011-07-10,18.712,14.25,272.25
ocotepeque,2011-07-10,0.303,14.25,270.75
copan,2011-07-10,2.084,14.75,271.25
comayagua,2011-07-11,19.971,14.25,272.25
ocotepeque,2011-07-11,17.222,14.25,270.75
copan,2011-07-11,2.662,14.75,271.25
comayagua,2011-07-12,4.722,14.25,272.25
ocotepeque,2011-07-12,19.09,14.25,270.75
copan,2011-07-12,30.754,14.75,271.25
comayagua,2011-07-13,13.646,14.25,272.25
ocotepeque,2011-07-13,13.892,14.25,270.75
copan,2011-07-13,24.016,14.75,271.25
comayagua,2011-07-14,20.157,14.25,272.25
ocotepeque,2011-07-14,16.438,14.25,270.75
copan,2011-07-14,20.277,14.75,271.25
comayagua,2011-07-15,6.085,14.25,272.25
ocotepeque,2011-07-15,0.192,14.25,270.75
copan,2011-07-15,0.805,14.75,271.25
comayagua,2011-07-16,9.145,14.25,272.25
ocotepeque,2011-07-16,25.921,14.25,270.75
copan,2011-07-16,33.783,14.75,271.25
comayagua,2011-07-17,26.337,14.25,272.25
ocotepeque,2011-07-17,15.85,14.25,270.75
copan,2011-07-17,12.699,14.75,271.25
comayagua,2011-07-18,5.784,14.25,272.25
ocotepeque,2011-07-18,10.831,14.25,270.75
copan,2011-07-18,14.818,14.75,271.25
comayagua,2011-07-19,1.429,14.25,272.25
ocotepeque,2011-07-19,0.659,14.25,270.75
copan,2011-07-19,0.454,14.75,271.25
comayagua,2011-07-20,1.162,14.25,272.25
ocotepeque,2011-07-20,0.392,14.25,270.75
copan,2011-07-20,1.782,14.75,271.25
comayagua,2011-07-21,0.753,14.25,272.25
ocotepeque,2011-07-21,2.188,14.25,270.75
copan,2011-07-21,3.5,14.75,271.25
comayagua,2011-07-22,0.701,14.25,272.25
ocotepeque,2011-07-22,0.131,14.25,270.75
copan,2011-07-22,0.384,14.75,271.25
comayagua,2011-07-23,4.129,14.25,272.25
ocotepeque,2011-07-23,19.377,14.25,270.75
copan,2011-07-23,29.756,14.75,271.25
comayagua,2011-07-24,0.418,14.25,272.25
ocotepeque,2011-07-24,0.435,14.25,270.75
copan,2011-07-24,0.613,14.75,271.25
comayagua,2011-07-25,0.609,14.25,272.25
ocotepeque,2011-07-25,1.495,14.25,270.75
copan,2011-07-25,2.069,14.75,271.25
comayagua,2011-07-26,7.393,14.25,272.25
ocotepeque,2011-07-26,0.847,14.25,270.75
copan,2011-07-26,1.099,14.75,271.25
comayagua,2011-07-27,8.358,14.25,272.25
ocotepeque,2011-07-27,7.279,14.25,270.75
copan,2011-07-27,9.786,14.75,271.25
comayagua,2011-07-28,16.564,14.25,272.25
ocotepeque,2011-07-28,4.401,14.25,270.75
copan,2011-07-28,15.044,14.75,271.25
comayagua,2011-07-29,5.994,14.25,272.25
ocotepeque,2011-07-29,3.892,14.25,270.75
copan,2011-07-29,12.281,14.75,271.25
comayagua,2011-07-30,8.825,14.25,272.25
ocotepeque,2011-07-30,15.631,14.25,270.75
copan,2011-07-30,21.154,14.75,271.25
comayagua,2011-07-31,1.927,14.25,272.25
ocotepeque,2011-07-31,14.088,14.25,270.75
copan,2011-07-31,4.839,14.75,271.25
comayagua,2011-08-01,22.946,14.25,272.25
ocotepeque,2011-08-01,38.904,14.25,270.75
copan,2011-08-01,25.767,14.75,271.25
comayagua,2011-08-02,4.212,14.25,272.25
ocotepeque,2011-08-02,1.0,14.25,270.75
copan,2011-08-02,3.538,14.75,271.25
comayagua,2011-08-03,0.944,14.25,272.25
ocotepeque,2011-08-03,0.0,14.25,270.75
copan,2011-08-03,0.0,14.75,271.25
comayagua,2011-08-04,8.319,14.25,272.25
ocotepeque,2011-08-04,9.051,14.25,270.75
copan,2011-08-04,0.313,14.75,271.25
comayagua,2011-08-05,0.0,14.25,272.25
ocotepeque,2011-08-05,0.812,14.25,270.75
copan,2011-08-05,0.04,14.75,271.25
comayagua,2011-08-06,0.709,14.25,272.25
ocotepeque,2011-08-06,7.307,14.25,270.75
copan,2011-08-06,0.27,14.75,271.25
comayagua,2011-08-07,4.243,14.25,272.25
ocotepeque,2011-08-07,19.452,14.25,270.75
copan,2011-08-07,1.097,14.75,271.25
comayagua,2011-08-08,2.485,14.25,272.25
ocotepeque,2011-08-08,3.226,14.25,270.75
copan,2011-08-08,0.154,14.75,271.25
comayagua,2011-08-09,4.343,14.25,272.25
ocotepeque,2011-08-09,0.04,14.25,270.75
copan,2011-08-09,0.455,14.75,271.25
comayagua,2011-08-10,23.643,14.25,272.25
ocotepeque,2011-08-10,3.289,14.25,270.75
copan,2011-08-10,11.359,14.75,271.25
comayagua,2011-08-11,3.838,14.25,272.25
ocotepeque,2011-08-11,1.67,14.25,270.75
copan,2011-08-11,5.316,14.75,271.25
comayagua,2011-08-12,18.641,14.25,272.25
ocotepeque,2011-08-12,14.462,14.25,270.75
copan,2011-08-12,5.962,14.75,271.25
comayagua,2011-08-13,20.835,14.25,272.25
ocotepeque,2011-08-13,15.417,14.25,270.75
copan,2011-08-13,15.798,14.75,271.25
comayagua,2011-08-14,10.439,14.25,272.25
ocotepeque,2011-08-14,20.159,14.25,270.75
copan,2011-08-14,10.643,14.75,271.25
comayagua,2011-08-15,2.602,14.25,272.25
ocotepeque,2011-08-15,3.49,14.25,270.75
copan,2011-08-15,0.174,14.75,271.25
comayagua,2011-08-16,0.241,14.25,272.25
ocotepeque,2011-08-16,0.0,14.25,270.75
copan,2011-08-16,0.0,14.75,271.25
comayagua,2011-08-17,6.347,14.25,272.25
ocotepeque,2011-08-17,4.81,14.25,270.75
copan,2011-08-17,0.184,14.75,271.25
comayagua,2011-08-18,0.141,14.25,272.25
ocotepeque,2011-08-18,3.95,14.25,270.75
copan,2011-08-18,0.478,14.75,271.25
comayagua,2011-08-19,0.0,14.25,272.25
ocotepeque,2011-08-19,0.0,14.25,270.75
copan,2011-08-19,0.0,14.75,271.25
comayagua,2011-08-20,8.926,14.25,272.25
ocotepeque,2011-08-20,5.043,14.25,270.75
copan,2011-08-20,3.084,14.75,271.25
comayagua,2011-08-21,0.059,14.25,272.25
ocotepeque,2011-08-21,0.165,14.25,270.75
copan,2011-08-21,0.582,14.75,271.25
comayagua,2011-08-22,7.451,14.25,272.25
ocotepeque,2011-08-22,2.548,14.25,270.75
copan,2011-08-22,8.269,14.75,271.25
comayagua,2011-08-23,5.394,14.25,272.25
ocotepeque,2011-08-23,14.514,14.25,270.75
copan,2011-08-23,11.309,14.75,271.25
comayagua,2011-08-24,12.108,14.25,272.25
ocotepeque,2011-08-24,9.495,14.25,270.75
copan,2011-08-24,4.038,14.75,271.25
comayagua,2011-08-25,0.319,14.25,272.25
ocotepeque,2011-08-25,8.471,14.25,270.75
copan,2011-08-25,24.645,14.75,271.25
comayagua,2011-08-26,5.298,14.25,272.25
ocotepeque,2011-08-26,1.24,14.25,270.75
copan,2011-08-26,1.32,14.75,271.25
comayagua,2011-08-27,0.709,14.25,272.25
ocotepeque,2011-08-27,12.066,14.25,270.75
copan,2011-08-27,11.031,14.75,271.25
comayagua,2011-08-28,0.049,14.25,272.25
ocotepeque,2011-08-28,0.0,14.25,270.75
copan,2011-08-28,0.305,14.75,271.25
comayagua,2011-08-29,3.867,14.25,272.25
ocotepeque,2011-08-29,53.347,14.25,270.75
copan,2011-08-29,19.677,14.75,271.25
comayagua,2011-08-30,11.96,14.25,272.25
ocotepeque,2011-08-30,2.838,14.25,270.75
copan,2011-08-30,0.336,14.75,271.25
comayagua,2011-08-31,5.588,14.25,272.25
ocotepeque,2011-08-31,0.937,14.25,270.75
copan,2011-08-31,3.0,14.75,271.25
comayagua,2011-09-01,7.848,14.25,272.25
ocotepeque,2011-09-01,0.686,14.25,270.75
copan,2011-09-01,2.745,14.75,271.25
comayagua,2011-09-02,1.704,14.25,272.25
ocotepeque,2011-09-02,2.316,14.25,270.75
copan,2011-09-02,8.294,14.75,271.25
comayagua,2011-09-03,0.705,14.25,272.25
ocotepeque,2011-09-03,1.512,14.25,270.75
copan,2011-09-03,0.6,14.75,271.25
comayagua,2011-09-04,0.187,14.25,272.25
ocotepeque,2011-09-04,0.135,14.25,270.75
copan,2011-09-04,0.184,14.75,271.25
comayagua,2011-09-05,3.107,14.25,272.25
ocotepeque,2011-09-05,3.517,14.25,270.75
copan,2011-09-05,0.174,14.75,271.25
comayagua,2011-09-06,2.096,14.25,272.25
ocotepeque,2011-09-06,0.046,14.25,270.75
copan,2011-09-06,0.805,14.75,271.25
comayagua,2011-09-07,0.511,14.25,272.25
ocotepeque,2011-09-07,0.042,14.25,270.75
copan,2011-09-07,2.876,14.75,271.25
comayagua,2011-09-08,0.729,14.25,272.25
ocotepeque,2011-09-08,0.06,14.25,270.75
copan,2011-09-08,4.287,14.75,271.25
comayagua,2011-09-09,11.981,14.25,272.25
ocotepeque,2011-09-09,0.086,14.25,270.75
copan,2011-09-09,1.556,14.75,271.25
comayagua,2011-09-10,2.398,14.25,272.25
ocotepeque,2011-09-10,0.0,14.25,270.75
copan,2011-09-10,0.0,14.75,271.25
comayagua,2011-09-11,2.947,14.25,272.25
ocotepeque,2011-09-11,0.149,14.25,270.75
copan,2011-09-11,0.993,14.75,271.25
comayagua,2011-09-12,3.116,14.25,272.25
ocotepeque,2011-09-12,19.458,14.25,270.75
copan,2011-09-12,16.05,14.75,271.25
comayagua,2011-09-13,19.276,14.25,272.25
ocotepeque,2011-09-13,2.584,14.25,270.75
copan,2011-09-13,10.66,14.75,271.25
comayagua,2011-09-14,17.133,14.25,272.25
ocotepeque,2011-09-14,1.305,14.25,270.75
copan,2011-09-14,5.241,14.75,271.25
comayagua,2011-09-15,3.908,14.25,272.25
ocotepeque,2011-09-15,10.239,14.25,270.75
copan,2011-09-15,0.679,14.75,271.25
comayagua,2011-09-16,14.178,14.25,272.25
ocotepeque,2011-09-16,5.004,14.25,270.75
copan,2011-09-16,3.357,14.75,271.25
comayagua,2011-09-17,4.566,14.25,272.25
ocotepeque,2011-09-17,7.087,14.25,270.75
copan,2011-09-17,5.657,14.75,271.25
comayagua,2011-09-18,12.836,14.25,272.25
ocotepeque,2011-09-18,28.688,14.25,270.75
copan,2011-09-18,16.776,14.75,271.25
comayagua,2011-09-19,16.365,14.25,272.25
ocotepeque,2011-09-19,6.827,14.25,270.75
copan,2011-09-19,20.423,14.75,271.25
comayagua,2011-09-20,2.644,14.25,272.25
ocotepeque,2011-09-20,4.435,14.25,270.75
copan,2011-09-20,13.541,14.75,271.25
comayagua,2011-09-21,8.219,14.25,272.25
ocotepeque,2011-09-21,16.373,14.25,270.75
copan,2011-09-21,17.896,14.75,271.25
comayagua,2011-09-22,4.131,14.25,272.25
ocotepeque,2011-09-22,6.934,14.25,270.75
copan,2011-09-22,20.02,14.75,271.25
comayagua,2011-09-23,19.107,14.25,272.25
ocotepeque,2011-09-23,23.299,14.25,270.75
copan,2011-09-23,4.587,14.75,271.25
comayagua,2011-09-24,0.485,14.25,272.25
ocotepeque,2011-09-24,0.123,14.25,270.75
copan,2011-09-24,0.0,14.75,271.25
comayagua,2011-09-25,14.574,14.25,272.25
ocotepeque,2011-09-25,5.412,14.25,270.75
copan,2011-09-25,3.41,14.75,271.25
comayagua,2011-09-26,11.379,14.25,272.25
ocotepeque,2011-09-26,15.583,14.25,270.75
copan,2011-09-26,20.669,14.75,271.25
comayagua,2011-09-27,49.86,14.25,272.25
ocotepeque,2011-09-27,11.205,14.25,270.75
copan,2011-09-27,5.61,14.75,271.25
comayagua,2011-09-28,15.662,14.25,272.25
ocotepeque,2011-09-28,28.218,14.25,270.75
copan,2011-09-28,38.597,14.75,271.25
comayagua,2011-09-29,6.537,14.25,272.25
ocotepeque,2011-09-29,29.372,14.25,270.75
copan,2011-09-29,19.645,14.75,271.25
comayagua,2011-09-30,2.569,14.25,272.25
ocotepeque,2011-09-30,7.708,14.25,270.75
copan,2011-09-30,28.165,14.75,271.25
comayagua,2011-10-01,22.846,14.25,272.25
ocotepeque,2011-10-01,20.9,14.25,270.75
copan,2011-10-01,64.942,14.75,271.25
comayagua,2011-10-02,7.585,14.25,272.25
