town,date,precip_mm,grid_lat,grid_lon
ocotepeque,2017-10-23,1.124,14.25,270.75
copan,2017-10-23,2.811,14.75,271.25
comayagua,2017-10-24,2.389,14.25,272.25
ocotepeque,2017-10-24,3.701,14.25,270.75
copan,2017-10-24,0.921,14.75,271.25
comayagua,2017-10-25,8.334,14.25,272.25
ocotepeque,2017-10-25,6.463,14.25,270.75
copan,2017-10-25,22.026,14.75,271.25
comayagua,2017-10-26,2.505,14.25,272.25
ocotepeque,2017-10-26,2.178,14.25,270.75
copan,2017-10-26,8.105,14.75,271.25
comayagua,2017-10-27,2.267,14.25,272.25
ocotepeque,2017-10-27,0.18,14.25,270.75
copan,2017-10-27,0.808,14.75,271.25
comayagua,2017-10-28,21.003,14.25,272.25
ocotepeque,2017-10-28,7.595,14.25,270.75
copan,2017-10-28,11.453,14.75,271.25
comayagua,2017-10-29,1.378,14.25,272.25
ocotepeque,2017-10-29,1.303,14.25,270.75
copan,2017-10-29,5.104,14.75,271.25
comayagua,2017-10-30,0.0,14.25,272.25
ocotepeque,2017-10-30,0.0,14.25,270.75
copan,2017-10-30,0.148,14.75,271.25
comayagua,2017-10-31,0.0,14.25,272.25
ocotepeque,2017-10-31,0.063,14.25,270.75
copan,2017-10-31,0.383,14.75,271.25
comayagua,2017-11-01,0.0,14.25,272.25
ocotepeque,2017-11-01,1.114,14.25,270.75
copan,2017-11-01,0.058,14.75,271.25
comayagua,2017-11-02,0.025,14.25,272.25
ocotepeque,2017-11-02,0.0,14.25,270.75
copan,2017-11-02,0.0,14.75,271.25
comayagua,2017-11-03,0.0,14.25,272.25
ocotepeque,2017-11-03,0.034,14.25,270.75
copan,2017-11-03,0.355,14.75,271.25
comayagua,2017-11-04,0.0,14.25,272.25
ocotepeque,2017-11-04,0.413,14.25,270.75
copan,2017-11-04,1.617,14.75,271.25
comayagua,2017-11-05,0.0,14.25,272.25
ocotepeque,2017-11-05,0.376,14.25,270.75
copan,2017-11-05,1.511,14.75,271.25
comayagua,2017-11-06,0.0,14.25,272.25
ocotepeque,2017-11-06,0.025,14.25,270.75
copan,2017-11-06,0.361,14.75,271.25
comayagua,2017-11-07,1.105,14.25,272.25
ocotepeque,2017-11-07,0.993,14.25,270.75
copan,2017-11-07,3.918,14.75,271.25
comayagua,2017-11-08,0.834,14.25,272.25
ocotepeque,2017-11-08,0.798,14.25,270.75
copan,2017-11-08,3.054,14.75,271.25
comayagua,2017-11-09,0.0,14.25,272.25
ocotepeque,2017-11-09,0.0,14.25,270.75
copan,2017-11-09,0.162,14.75,271.25
comayagua,2017-11-10,0.0,14.25,272.25
ocotepeque,2017-11-10,0.103,14.25,270.75
copan,2017-11-10,1.03,14.75,271.25
comayagua,2017-11-11,0.466,14.25,272.25
ocotepeque,2017-11-11,1.197,14.25,270.75
copan,2017-11-11,4.636,14.75,271.25
comayagua,2017-11-12,0.042,14.25,272.25
ocotepeque,2017-11-12,0.765,14.25,270.75
copan,2017-11-12,3.179,14.75,271.25
comayagua,2017-11-13,0.031,14.25,272.25
ocotepeque,2017-11-13,2.038,14.25,270.75
copan,2017-11-13,7.553,14.75,271.25
comayagua,2017-11-14,0.034,14.25,272.25
ocotepeque,2017-11-14,4.185,14.25,270.75
copan,2017-11-14,16.305,14.75,271.25
comayagua,2017-11-15,0.224,14.25,272.25
ocotepeque,2017-11-15,0.563,14.25,270.75
copan,2017-11-15,2.202,14.75,271.25
comayagua,2017-11-16,0.0,14.25,272.25
ocotepeque,2017-11-16,0.74,14.25,270.75
copan,2017-11-16,2.959,14.75,271.25
comayagua,2017-11-17,0.063,14.25,272.25
ocotepeque,2017-11-17,0.026,14.25,270.75
copan,2017-11-17,0.44,14.75,271.25
comayagua,2017-11-18,0.0,14.25,272.25
ocotepeque,2017-11-18,0.0,14.25,270.75
copan,2017-11-18,0.0,14.75,271.25
comayagua,2017-11-19,0.0,14.25,272.25
ocotepeque,2017-11-19,0.0,14.25,270.75
copan,2017-11-19,0.0,14.75,271.25
comayagua,2017-11-20,0.029,14.25,272.25
ocotepeque,2017-11-20,0.336,14.25,270.75
copan,2017-11-20,1.316,14.75,271.25
comayagua,2017-11-21,0.0,14.25,272.25
ocotepeque,2017-11-21,0.0,14.25,270.75
copan,2017-11-21,0.0,14.75,271.25
comayagua,2017-11-22,0.504,14.25,272.25
ocotepeque,2017-11-22,0.0,14.25,270.75
copan,2017-11-22,0.0,14.75,271.25
comayagua,2017-11-23,0.316,14.25,272.25
ocotepeque,2017-11-23,0.434,14.25,270.75
copan,2017-11-23,1.714,14.75,271.25
comayagua,2017-11-24,0.0,14.25,272.25
ocotepeque,2017-11-24,0.024,14.25,270.75
copan,2017-11-24,0.251,14.75,271.25
comayagua,2017-11-25,0.0,14.25,272.25
ocotepeque,2017-11-25,0.0,14.25,270.75
copan,2017-11-25,0.0,14.75,271.25
comayagua,2017-11-26,0.0,14.25,272.25
ocotepeque,2017-11-26,0.0,14.25,270.75
copan,2017-11-26,0.0,14.75,271.25
comayagua,2017-11-27,0.0,14.25,272.25
ocotepeque,2017-11-27,0.435,14.25,270.75
copan,2017-11-27,1.74,14.75,271.25
comayagua,2017-11-28,0.0,14.25,272.25
ocotepeque,2017-11-28,0.0,14.25,270.75
copan,2017-11-28,0.0,14.75,271.25
comayagua,2017-11-29,0.0,14.25,272.25
ocotepeque,2017-11-29,0.024,14.25,270.75
copan,2017-11-29,0.25,14.75,271.25
comayagua,2017-11-30,0.0,14.25,272.25
ocotepeque,2017-11-30,0.48,14.25,270.75
copan,2017-11-30,1.928,14.75,271.25
comayagua,2017-12-01,0.0,14.25,272.25
ocotepeque,2017-12-01,0.032,14.25,270.75
copan,2017-12-01,0.381,14.75,271.25
comayagua,2017-12-02,0.0,14.25,272.25
ocotepeque,2017-12-02,1.919,14.25,270.75
copan,2017-12-02,7.732,14.75,271.25
comayagua,2017-12-03,0.0,14.25,272.25
ocotepeque,2017-12-03,0.028,14.25,270.75
copan,2017-12-03,0.409,14.75,271.25
comayagua,2017-12-04,0.0,14.25,272.25
ocotepeque,2017-12-04,0.039,14.25,270.75
copan,2017-12-04,0.418,14.75,271.25
comayagua,2017-12-05,0.0,14.25,272.25
ocotepeque,2017-12-05,0.031,14.25,270.75
copan,2017-12-05,0.335,14.75,271.25
comayagua,2017-12-06,0.0,14.25,272.25
ocotepeque,2017-12-06,0.039,14.25,270.75
copan,2017-12-06,0.432,14.75,271.25
comayagua,2017-12-07,1.052,14.25,272.25
ocotepeque,2017-12-07,0.053,14.25,270.75
copan,2017-12-07,0.587,14.75,271.25
comayagua,2017-12-08,16.662,14.25,272.25
ocotepeque,2017-12-08,3.355,14.25,270.75
copan,2017-12-08,6.009,14.75,271.25
comayagua,2017-12-09,0.048,14.25,272.25
ocotepeque,2017-12-09,2.031,14.25,270.75
copan,2017-12-09,7.762,14.75,271.25
comayagua,2017-12-10,0.0,14.25,272.25
ocotepeque,2017-12-10,0.834,14.25,270.75
copan,2017-12-10,3.36,14.75,271.25
comayagua,2017-12-11,0.0,14.25,272.25
ocotepeque,2017-12-11,0.0,14.25,270.75
copan,2017-12-11,0.0,14.75,271.25
comayagua,2017-12-12,0.0,14.25,272.25
ocotepeque,2017-12-12,0.0,14.25,270.75
copan,2017-12-12,0.167,14.75,271.25
comayagua,2017-12-13,0.0,14.25,272.25
ocotepeque,2017-12-13,0.412,14.25,270.75
copan,2017-12-13,1.603,14.75,271.25
comayagua,2017-12-14,0.0,14.25,272.25
ocotepeque,2017-12-14,0.0,14.25,270.75
copan,2017-12-14,0.0,14.75,271.25
comayagua,2017-12-15,0.0,14.25,272.25
ocotepeque,2017-12-15,0.0,14.25,270.75
copan,2017-12-15,0.167,14.75,271.25
comayagua,2017-12-16,0.0,14.25,272.25
ocotepeque,2017-12-16,0.0,14.25,270.75
copan,2017-12-16,0.083,14.75,271.25
comayagua,2017-12-17,0.0,14.25,272.25
ocotepeque,2017-12-17,0.0,14.25,270.75
copan,2017-12-17,0.0,14.75,271.25
comayagua,2017-12-18,0.134,14.25,272.25
ocotepeque,2017-12-18,0.0,14.25,270.75
copan,2017-12-18,0.0,14.75,271.25
comayagua,2017-12-19,0.0,14.25,272.25
ocotepeque,2017-12-19,0.033,14.25,270.75
copan,2017-12-19,0.361,14.75,271.25
comayagua,2017-12-20,0.05,14.25,272.25
ocotepeque,2017-12-20,0.109,14.25,270.75
copan,2017-12-20,0.788,14.75,271.25
comayagua,2017-12-21,0.0,14.25,272.25
ocotepeque,2017-12-21,0.0,14.25,270.75
copan,2017-12-21,0.0,14.75,271.25
comayagua,2017-12-22,0.0,14.25,272.25
ocotepeque,2017-12-22,0.0,14.25,270.75
copan,2017-12-22,0.0,14.75,271.25
comayagua,2017-12-23,0.0,14.25,272.25
ocotepeque,2017-12-23,0.0,14.25,270.75
copan,2017-12-23,0.0,14.75,271.25
comayagua,2017-12-24,0.0,14.25,272.25
ocotepeque,2017-12-24,0.0,14.25,270.75
copan,2017-12-24,0.0,14.75,271.25
comayagua,2017-12-25,0.0,14.25,272.25
ocotepeque,2017-12-25,0.653,14.25,270.75
copan,2017-12-25,2.654,14.75,271.25
comayagua,2017-12-26,0.0,14.25,272.25
ocotepeque,2017-12-26,0.563,14.25,270.75
copan,2017-12-26,2.194,14.75,271.25
comayagua,2017-12-27,0.0,14.25,272.25
ocotepeque,2017-12-27,0.032,14.25,270.75
copan,2017-12-27,0.408,14.75,271.25
comayagua,2017-12-28,0.0,14.25,272.25
ocotepeque,2017-12-28,0.26,14.25,270.75
copan,2017-12-28,1.028,14.75,271.25
comayagua,2017-12-29,0.0,14.25,272.25
ocotepeque,2017-12-29,0.0,14.25,270.75
copan,2017-12-29,0.0,14.75,271.25
comayagua,2017-12-30,0.0,14.25,272.25
ocotepeque,2017-12-30,0.542,14.25,270.75
copan,2017-12-30,2.116,14.75,271.25
comayagua,2017-12-31,0.0,14.25,272.25
ocotepeque,2017-12-31,0.039,14.25,270.75
copan,2017-12-31,0.418,14.75,271.25
comayagua,2018-01-01,0.0,14.25,272.25
ocotepeque,2018-01-01,0.0,14.25,270.75
copan,2018-01-01,0.0,14.75,271.25
comayagua,2018-01-02,0.0,14.25,272.25
ocotepeque,2018-01-02,1.822,14.25,270.75
copan,2018-01-02,7.132,14.75,271.25
comayagua,2018-01-03,0.0,14.25,272.25
ocotepeque,2018-01-03,1.628,14.25,270.75
copan,2018-01-03,6.434,14.75,271.25
comayagua,2018-01-04,0.0,14.25,272.25
ocotepeque,2018-01-04,1.303,14.25,270.75
copan,2018-01-04,5.133,14.75,271.25
comayagua,2018-01-05,0.0,14.25,272.25
ocotepeque,2018-01-05,0.435,14.25,270.75
copan,2018-01-05,1.735,14.75,271.25
comayagua,2018-01-06,0.0,14.25,272.25
ocotepeque,2018-01-06,0.055,14.25,270.75
copan,2018-01-06,0.586,14.75,271.25
comayagua,2018-01-07,0.0,14.25,272.25
ocotepeque,2018-01-07,0.196,14.25,270.75
copan,2018-01-07,0.814,14.75,271.25
comayagua,2018-01-08,0.0,14.25,272.25
ocotepeque,2018-01-08,0.024,14.25,270.75
copan,2018-01-08,0.251,14.75,271.25
comayagua,2018-01-09,0.0,14.25,272.25
ocotepeque,2018-01-09,0.0,14.25,270.75
copan,2018-01-09,0.0,14.75,271.25
comayagua,2018-01-10,0.0,14.25,272.25
ocotepeque,2018-01-10,0.0,14.25,270.75
copan,2018-01-10,0.0,14.75,271.25
comayagua,2018-01-11,0.0,14.25,272.25
ocotepeque,2018-01-11,0.0,14.25,270.75
copan,2018-01-11,0.0,14.75,271.25
comayagua,2018-01-12,0.0,14.25,272.25
ocotepeque,2018-01-12,0.0,14.25,270.75
copan,2018-01-12,0.0,14.75,271.25
comayagua,2018-01-13,0.0,14.25,272.25
ocotepeque,2018-01-13,1.171,14.25,270.75
copan,2018-01-13,4.555,14.75,271.25
comayagua,2018-01-14,0.0,14.25,272.25
ocotepeque,2018-01-14,0.045,14.25,270.75
copan,2018-01-14,0.503,14.75,271.25
comayagua,2018-01-15,0.0,14.25,272.25
ocotepeque,2018-01-15,0.0,14.25,270.75
copan,2018-01-15,0.0,14.75,271.25
comayagua,2018-01-16,0.0,14.25,272.25
ocotepeque,2018-01-16,0.0,14.25,270.75
copan,2018-01-16,0.0,14.75,271.25
comayagua,2018-01-17,0.0,14.25,272.25
ocotepeque,2018-01-17,0.521,14.25,270.75
copan,2018-01-17,1.929,14.75,271.25
comayagua,2018-01-18,0.0,14.25,272.25
ocotepeque,2018-01-18,0.043,14.25,270.75
copan,2018-01-18,0.491,14.75,271.25
comayagua,2018-01-19,0.026,14.25,272.25
ocotepeque,2018-01-19,0.825,14.25,270.75
copan,2018-01-19,3.255,14.75,271.25
comayagua,2018-01-20,0.0,14.25,272.25
ocotepeque,2018-01-20,0.0,14.25,270.75
copan,2018-01-20,0.183,14.75,271.25
comayagua,2018-01-21,0.0,14.25,272.25
ocotepeque,2018-01-21,0.315,14.25,270.75
copan,2018-01-21,1.284,14.75,271.25
comayagua,2018-01-22,0.0,14.25,272.25
ocotepeque,2018-01-22,0.0,14.25,270.75
copan,2018-01-22,0.0,14.75,271.25
comayagua,2018-01-23,0.0,14.25,272.25
ocotepeque,2018-01-23,0.0,14.25,270.75
copan,2018-01-23,0.084,14.75,271.25
comayagua,2018-01-24,0.0,14.25,272.25
ocotepeque,2018-01-24,5.209,14.25,270.75
copan,2018-01-24,3.124,14.75,271.25
comayagua,2018-01-25,0.0,14.25,272.25
ocotepeque,2018-01-25,0.033,14.25,270.75
copan,2018-01-25,0.179,14.75,271.25
comayagua,2018-01-26,0.0,14.25,272.25
ocotepeque,2018-01-26,0.325,14.25,270.75
copan,2018-01-26,1.268,14.75,271.25
comayagua,2018-01-27,0.0,14.25,272.25
ocotepeque,2018-01-27,0.0,14.25,270.75
copan,2018-01-27,0.0,14.75,271.25
comayagua,2018-01-28,0.0,14.25,272.25
ocotepeque,2018-01-28,0.0,14.25,270.75
copan,2018-01-28,0.0,14.75,271.25
comayagua,2018-01-29,0.423,14.25,272.25
ocotepeque,2018-01-29,0.456,14.25,270.75
copan,2018-01-29,2.079,14.75,271.25
comayagua,2018-01-30,0.05,14.25,272.25
ocotepeque,2018-01-30,4.61,14.25,270.75
copan,2018-01-30,18.194,14.75,271.25
comayagua,2018-01-31,0.313,14.25,272.25
ocotepeque,2018-01-31,2.192,14.25,270.75
copan,2018-01-31,8.965,14.75,271.25
comayagua,2018-02-01,0.0,14.25,272.25
ocotepeque,2018-02-01,0.479,14.25,270.75
copan,2018-02-01,1.948,14.75,271.25
comayagua,2018-02-02,0.0,14.25,272.25
ocotepeque,2018-02-02,0.047,14.25,270.75
copan,2018-02-02,0.502,14.75,271.25
comayagua,2018-02-03,0.0,14.25,272.25
ocotepeque,2018-02-03,2.318,14.25,270.75
copan,2018-02-03,9.34,14.75,271.25
comayagua,2018-02-04,0.205,14.25,272.25
ocotepeque,2018-02-04,0.539,14.25,270.75
copan,2018-02-04,2.125,14.75,271.25
comayagua,2018-02-05,0.0,14.25,272.25
ocotepeque,2018-02-05,0.0,14.25,270.75
copan,2018-02-05,0.0,14.75,271.25
comayagua,2018-02-06,0.253,14.25,272.25
ocotepeque,2018-02-06,0.226,14.25,270.75
copan,2018-02-06,0.816,14.75,271.25
comayagua,2018-02-07,0.0,14.25,272.25
ocotepeque,2018-02-07,0.0,14.25,270.75
copan,2018-02-07,0.083,14.75,271.25
comayagua,2018-02-08,0.4,14.25,272.25
ocotepeque,2018-02-08,0.041,14.25,270.75
copan,2018-02-08,0.145,14.75,271.25
comayagua,2018-02-09,0.0,14.25,272.25
ocotepeque,2018-02-09,0.0,14.25,270.75
copan,2018-02-09,0.0,14.75,271.25
comayagua,2018-02-10,0.0,14.25,272.25
ocotepeque,2018-02-10,0.0,14.25,270.75
copan,2018-02-10,0.0,14.75,271.25
comayagua,2018-02-11,0.0,14.25,272.25
ocotepeque,2018-02-11,0.0,14.25,270.75
copan,2018-02-11,0.0,14.75,271.25
comayagua,2018-02-12,0.079,14.25,272.25
ocotepeque,2018-02-12,0.031,14.25,270.75
copan,2018-02-12,0.335,14.75,271.25
comayagua,2018-02-13,0.652,14.25,272.25
ocotepeque,2018-02-13,0.122,14.25,270.75
copan,2018-02-13,0.693,14.75,271.25
comayagua,2018-02-14,0.0,14.25,272.25
ocotepeque,2018-02-14,0.0,14.25,270.75
copan,2018-02-14,0.0,14.75,271.25
comayagua,2018-02-15,0.0,14.25,272.25
ocotepeque,2018-02-15,0.0,14.25,270.75
copan,2018-02-15,0.0,14.75,271.25
comayagua,2018-02-16,0.0,14.25,272.25
ocotepeque,2018-02-16,0.0,14.25,270.75
copan,2018-02-16,0.0,14.75,271.25
comayagua,2018-02-17,0.0,14.25,272.25
ocotepeque,2018-02-17,0.0,14.25,270.75
copan,2018-02-17,0.0,14.75,271.25
comayagua,2018-02-18,0.0,14.25,272.25
ocotepeque,2018-02-18,0.024,14.25,270.75
copan,2018-02-18,0.273,14.75,271.25
comayagua,2018-02-19,0.0,14.25,272.25
ocotepeque,2018-02-19,0.0,14.25,270.75
copan,2018-02-19,0.0,14.75,271.25
comayagua,2018-02-20,0.05,14.25,272.25
ocotepeque,2018-02-20,0.0,14.25,270.75
copan,2018-02-20,0.0,14.75,271.25
comayagua,2018-02-21,0.0,14.25,272.25
ocotepeque,2018-02-21,0.0,14.25,270.75
copan,2018-02-21,0.0,14.75,271.25
comayagua,2018-02-22,0.0,14.25,272.25
ocotepeque,2018-02-22,0.0,14.25,270.75
copan,2018-02-22,0.0,14.75,271.25
comayagua,2018-02-23,0.5,14.25,272.25
ocotepeque,2018-02-23,0.0,14.25,270.75
copan,2018-02-23,0.0,14.75,271.25
comayagua,2018-02-24,0.76,14.25,272.25
ocotepeque,2018-02-24,0.799,14.25,270.75
copan,2018-02-24,2.908,14.75,271.25
comayagua,2018-02-25,0.0,14.25,272.25
ocotepeque,2018-02-25,0.0,14.25,270.75
copan,2018-02-25,0.0,14.75,271.25
comayagua,2018-02-26,0.0,14.25,272.25
ocotepeque,2018-02-26,8.529,14.25,270.75
copan,2018-02-26,0.313,14.75,271.25
comayagua,2018-02-27,0.0,14.25,272.25
ocotepeque,2018-02-27,0.269,14.25,270.75
copan,2018-02-27,0.0,14.75,271.25
comayagua,2018-02-28,0.0,14.25,272.25
ocotepeque,2018-02-28,0.0,14.25,270.75
copan,2018-02-28,0.0,14.75,271.25
comayagua,2018-03-01,0.0,14.25,272.25
ocotepeque,2018-03-01,0.0,14.25,270.75
copan,2018-03-01,0.0,14.75,271.25
comayagua,2018-03-02,0.0,14.25,272.25
ocotepeque,2018-03-02,0.0,14.25,270.75
copan,2018-03-02,0.0,14.75,271.25
comayagua,2018-03-03,0.0,14.25,272.25
ocotepeque,2018-03-03,0.0,14.25,270.75
copan,2018-03-03,0.0,14.75,271.25
comayagua,2018-03-04,0.0,14.25,272.25
ocotepeque,2018-03-04,0.0,14.25,270.75
copan,2018-03-04,0.0,14.75,271.25
comayagua,2018-03-05,0.0,14.25,272.25
ocotepeque,2018-03-05,0.0,14.25,270.75
copan,2018-03-05,0.0,14.75,271.25
comayagua,2018-03-06,0.0,14.25,272.25
ocotepeque,2018-03-06,0.0,14.25,270.75
copan,2018-03-06,0.0,14.75,271.25
comayagua,2018-03-07,0.0,14.25,272.25
ocotepeque,2018-03-07,0.0,14.25,270.75
copan,2018-03-07,0.0,14.75,271.25
comayagua,2018-03-08,0.0,14.25,272.25
ocotepeque,2018-03-08,0.0,14.25,270.75
copan,2018-03-08,0.0,14.75,271.25
comayagua,2018-03-09,0.0,14.25,272.25
ocotepeque,2018-03-09,0.0,14.25,270.75
copan,2018-03-09,0.0,14.75,271.25
comayagua,2018-03-10,0.0,14.25,272.25
ocotepeque,2018-03-10,0.0,14.25,270.75
copan,2018-03-10,0.0,14.75,271.25
comayagua,2018-03-11,0.0,14.25,272.25
ocotepeque,2018-03-11,0.0,14.25,270.75
copan,2018-03-11,0.0,14.75,271.25
comayagua,2018-03-12,0.0,14.25,272.25
ocotepeque,2018-03-12,0.0,14.25,270.75
copan,2018-03-12,0.0,14.75,271.25
comayagua,2018-03-13,0.0,14.25,272.25
ocotepeque,2018-03-13,0.0,14.25,270.75
copan,2018-03-13,0.0,14.75,271.25
comayagua,2018-03-14,0.0,14.25,272.25
ocotepeque,2018-03-14,2.261,14.25,270.75
copan,2018-03-14,8.958,14.75,271.25
comayagua,2018-03-15,0.068,14.25,272.25
ocotepeque,2018-03-15,0.978,14.25,270.75
copan,2018-03-15,4.22,14.75,271.25
comayagua,2018-03-16,0.234,14.25,272.25
ocotepeque,2018-03-16,0.066,14.25,270.75
copan,2018-03-16,0.559,14.75,271.25
comayagua,2018-03-17,0.0,14.25,272.25
ocotepeque,2018-03-17,0.0,14.25,270.75
copan,2018-03-17,0.0,14.75,271.25
comayagua,2018-03-18,0.0,14.25,272.25
ocotepeque,2018-03-18,0.0,14.25,270.75
copan,2018-03-18,0.0,14.75,271.25
comayagua,2018-03-19,0.0,14.25,272.25
ocotepeque,2018-03-19,0.0,14.25,270.75
copan,2018-03-19,0.0,14.75,271.25
comayagua,2018-03-20,0.0,14.25,272.25
ocotepeque,2018-03-20,0.0,14.25,270.75
copan,2018-03-20,0.0,14.75,271.25
comayagua,2018-03-21,0.0,14.25,272.25
ocotepeque,2018-03-21,0.0,14.25,270.75
copan,2018-03-21,0.0,14.75,271.25
comayagua,2018-03-22,0.0,14.25,272.25
ocotepeque,2018-03-22,0.0,14.25,270.75
copan,2018-03-22,0.0,14.75,271.25
comayagua,2018-03-23,0.0,14.25,272.25
ocotepeque,2018-03-23,0.055,14.25,270.75
copan,2018-03-23,0.633,14.75,271.25
comayagua,2018-03-24,0.0,14.25,272.25
ocotepeque,2018-03-24,0.0,14.25,270.75
copan,2018-03-24,0.0,14.75,271.25
comayagua,2018-03-25,0.0,14.25,272.25
ocotepeque,2018-03-25,0.0,14.25,270.75
copan,2018-03-25,0.0,14.75,271.25
comayagua,2018-03-26,0.0,14.25,272.25
ocotepeque,2018-03-26,0.0,14.25,270.75
copan,2018-03-26,0.0,14.75,271.25
comayagua,2018-03-27,0.0,14.25,272.25
ocotepeque,2018-03-27,0.0,14.25,270.75
copan,2018-03-27,0.0,14.75,271.25
comayagua,2018-03-28,0.0,14.25,272.25
ocotepeque,2018-03-28,0.901,14.25,270.75
copan,2018-03-28,0.033,14.75,271.25
comayagua,2018-03-29,0.0,14.25,272.25
ocotepeque,2018-03-29,0.0,14.25,270.75
copan,2018-03-29,0.0,14.75,271.25
comayagua,2018-03-30,0.195,14.25,272.25
ocotepeque,2018-03-30,0.0,14.25,270.75
copan,2018-03-30,0.0,14.75,271.25
comayagua,2018-03-31,0.0,14.25,272.25
ocotepeque,2018-03-31,0.0,14.25,270.75
copan,2018-03-31,0.0,14.75,271.25
comayagua,2018-04-01,0.0,14.25,272.25
ocotepeque,2018-04-01,0.0,14.25,270.75
copan,2018-04-01,0.0,14.75,271.25
comayagua,2018-04-02,0.0,14.25,272.25
ocotepeque,2018-04-02,0.0,14.25,270.75
copan,2018-04-02,0.0,14.75,271.25
comayagua,2018-04-03,0.0,14.25,272.25
ocotepeque,2018-04-03,16.123,14.25,270.75
copan,2018-04-03,0.579,14.75,271.25
comayagua,2018-04-04,0.302,14.25,272.25
ocotepeque,2018-04-04,0.919,14.25,270.75
copan,2018-04-04,3.469,14.75,271.25
comayagua,2018-04-05,1.458,14.25,272.25
ocotepeque,2018-04-05,0.0,14.25,270.75
copan,2018-04-05,0.0,14.75,271.25
comayagua,2018-04-06,0.287,14.25,272.25
ocotepeque,2018-04-06,0.0,14.25,270.75
copan,2018-04-06,0.0,14.75,271.25
comayagua,2018-04-07,0.849,14.25,272.25
ocotepeque,2018-04-07,0.034,14.25,270.75
copan,2018-04-07,0.094,14.75,271.25
comayagua,2018-04-08,0.0,14.25,272.25
ocotepeque,2018-04-08,0.0,14.25,270.75
copan,2018-04-08,0.0,14.75,271.25
comayagua,2018-04-09,0.538,14.25,272.25
ocotepeque,2018-04-09,0.0,14.25,270.75
copan,2018-04-09,0.0,14.75,271.25
comayagua,2018-04-10,13.295,14.25,272.25
ocotepeque,2018-04-10,0.0,14.25,270.75
copan,2018-04-10,0.721,14.75,271.25
comayagua,2018-04-11,6.839,14.25,272.25
ocotepeque,2018-04-11,13.798,14.25,270.75
copan,2018-04-11,8.991,14.75,271.25
comayagua,2018-04-12,0.0,14.25,272.25
ocotepeque,2018-04-12,0.069,14.25,270.75
copan,2018-04-12,0.0,14.75,271.25
comayagua,2018-04-13,0.0,14.25,272.25
ocotepeque,2018-04-13,19.147,14.25,270.75
copan,2018-04-13,1.894,14.75,271.25
comayagua,2018-04-14,0.511,14.25,272.25
ocotepeque,2018-04-14,0.195,14.25,270.75
copan,2018-04-14,1.105,14.75,271.25
comayagua,2018-04-15,0.0,14.25,272.25
ocotepeque,2018-04-15,0.0,14.25,270.75
copan,2018-04-15,0.0,14.75,271.25
comayagua,2018-04-16,0.0,14.25,272.25
ocotepeque,2018-04-16,0.0,14.25,270.75
copan,2018-04-16,0.158,14.75,271.25
comayagua,2018-04-17,0.0,14.25,272.25
ocotepeque,2018-04-17,0.0,14.25,270.75
copan,2018-04-17,0.0,14.75,271.25
comayagua,2018-04-18,0.0,14.25,272.25
ocotepeque,2018-04-18,0.0,14.25,270.75
copan,2018-04-18,0.0,14.75,271.25
comayagua,2018-04-19,4.215,14.25,272.25
ocotepeque,2018-04-19,0.111,14.25,270.75
copan,2018-04-19,0.041,14.75,271.25
comayagua,2018-04-20,0.0,14.25,272.25
ocotepeque,2018-04-20,0.266,14.25,270.75
copan,2018-04-20,0.076,14.75,271.25
comayagua,2018-04-21,0.0,14.25,272.25
ocotepeque,2018-04-21,0.0,14.25,270.75
copan,2018-04-21,0.0,14.75,271.25
comayagua,2018-04-22,19.799,14.25,272.25
ocotepeque,2018-04-22,11.961,14.25,270.75
copan,2018-04-22,4.391,14.75,271.25
comayagua,2018-04-23,12.197,14.25,272.25
ocotepeque,2018-04-23,1.375,14.25,270.75
copan,2018-04-23,0.118,14.75,271.25
comayagua,2018-04-24,0.0,14.25,272.25
ocotepeque,2018-04-24,3.153,14.25,270.75
copan,2018-04-24,0.197,14.75,271.25
comayagua,2018-04-25,0.0,14.25,272.25
ocotepeque,2018-04-25,1.786,14.25,270.75
copan,2018-04-25,0.53,14.75,271.25
comayagua,2018-04-26,2.22,14.25,272.25
ocotepeque,2018-04-26,3.294,14.25,270.75
copan,2018-04-26,0.898,14.75,271.25
comayagua,2018-04-27,13.797,14.25,272.25
ocotepeque,2018-04-27,46.593,14.25,270.75
copan,2018-04-27,20.124,14.75,271.25
comayagua,2018-04-28,5.515,14.25,272.25
ocotepeque,2018-04-28,0.0,14.25,270.75
copan,2018-04-28,0.0,14.75,271.25
comayagua,2018-04-29,0.0,14.25,272.25
ocotepeque,2018-04-29,2.599,14.25,270.75
copan,2018-04-29,0.678,14.75,271.25
comayagua,2018-04-30,0.0,14.25,272.25
ocotepeque,2018-04-30,0.87,14.25,270.75
copan,2018-04-30,3.369,14.75,271.25
comayagua,2018-05-01,1.667,14.25,272.25
ocotepeque,2018-05-01,5.152,14.25,270.75
copan,2018-05-01,0.467,14.75,271.25
comayagua,2018-05-02,0.0,14.25,272.25
ocotepeque,2018-05-02,16.094,14.25,270.75
copan,2018-05-02,0.716,14.75,271.25
comayagua,2018-05-03,0.0,14.25,272.25
ocotepeque,2018-05-03,1.782,14.25,270.75
copan,2018-05-03,0.065,14.75,271.25
comayagua,2018-05-04,0.0,14.25,272.25
ocotepeque,2018-05-04,1.996,14.25,270.75
copan,2018-05-04,0.126,14.75,271.25
comayagua,2018-05-05,0.274,14.25,272.25
