date,element,value,mflag,qflag,sflag
19850612,PRCP,4.3,,,I
19850613,PRCP,0.0,,,I
19850614,PRCP,2.7,,,I
19850615,PRCP,2.3,,,I
19850616,PRCP,42.9,,,I
19850617,PRCP,33.9,,,I
19850618,PRCP,7.5,,,I
19850619,PRCP,4.3,,,I
19850620,PRCP,0.0,,,I
19850621,PRCP,0.0,,,I
19850622,PRCP,15.2,,,I
19850623,PRCP,20.4,,,I
19850624,PRCP,14.3,,,I
19850625,PRCP,1.0,,,I
19850626,PRCP,0.0,,,I
19850627,PRCP,0.0,,,I
19850628,PRCP,0.0,,,I
19850629,PRCP,6.4,,,I
19850630,PRCP,25.1,,,I
19850701,PRCP,0.0,,,I
19850702,PRCP,0.3,,,I
19850703,PRCP,24.2,,,I
19850704,PRCP,0.9,,,I
19850705,PRCP,3.5,,,I
19850706,PRCP,0.8,,,I
19850707,PRCP,24.3,,,I
19850708,PRCP,0.0,,,I
19850709,PRCP,1.8,,,I
19850710,PRCP,1.8,,,I
19850711,PRCP,7.3,,,I
19850712,PRCP,30.5,,,I
19850713,PRCP,10.3,,,I
19850714,PRCP,0.4,,,I
19850715,PRCP,16.0,,,I
19850716,PRCP,6.5,,,I
19850717,PRCP,14.6,,,I
19850718,PRCP,6.7,,,I
19850719,PRCP,26.7,,,I
19850720,PRCP,5.5,,,I
19850721,PRCP,0.3,,,I
19850722,PRCP,7.0,,,I
19850723,PRCP,0.0,,,I
19850724,PRCP,0.2,,,I
19850725,PRCP,21.1,,,I
19850726,PRCP,9.2,,,I
19850727,PRCP,1.8,,,I
19850728,PRCP,12.2,,,I
19850729,PRCP,12.1,,,I
19850730,PRCP,10.6,,,I
19850731,PRCP,7.2,,,I
19850801,PRCP,0.0,,,I
19850802,PRCP,1.3,,,I
19850803,PRCP,0.9,,,I
19850804,PRCP,20.4,,,I
19850805,PRCP,2.3,,,I
19850806,PRCP,0.2,,,I
19850807,PRCP,4.5,,,I
19850808,PRCP,0.8,,,I
19850809,PRCP,0.5,,,I
19850810,PRCP,3.3,,,I
19850811,PRCP,0.0,,,I
19850812,PRCP,1.5,,,I
19850813,PRCP,5.0,,,I
19850814,PRCP,0.0,,,I
19850815,PRCP,0.1,,,I
19850816,PRCP,13.1,,,I
19850817,PRCP,7.1,,,I
19850818,PRCP,0.0,,,I
19850819,PRCP,0.0,,,I
19850820,PRCP,6.3,,,I
19850821,PRCP,25.4,,,I
19850822,PRCP,18.6,,,I
19850823,PRCP,2.2,,,I
19850824,PRCP,0.0,,,I
19850825,PRCP,1.5,,,I
19850826,PRCP,9.4,,,I
19850827,PRCP,19.5,,,I
19850828,PRCP,0.0,,,I
19850829,PRCP,0.6,,,I
19850830,PRCP,4.3,,,I
19850831,PRCP,0.0,,,I
19850901,PRCP,0.0,,,I
19850902,PRCP,0.5,,,I
19850903,PRCP,6.6,,,I
19850904,PRCP,18.8,,,I
19850905,PRCP,23.9,,,I
19850906,PRCP,0.0,,,I
19850907,PRCP,2.8,,,I
19850908,PRCP,1.7,,,I
19850909,PRCP,0.0,,,I
19850910,PRCP,0.0,,,I
19850911,PRCP,10.3,,,I
19850912,PRCP,1.5,,,I
19850913,PRCP,0.0,,,I
19850914,PRCP,0.8,,,I
19850915,PRCP,0.0,,,I
19850916,PRCP,6.8,,,I
19850917,PRCP,0.2,,,I
19850918,PRCP,0.0,,,I
19850919,PRCP,0.0,,,I
19850920,PRCP,0.0,,,I
19850921,PRCP,0.0,,,I
19850922,PRCP,2.4,,,I
19850923,PRCP,16.1,,,I
19850924,PRCP,0.0,,,I
19850925,PRCP,1.2,,,I
19850926,PRCP,8.4,,,I
19850927,PRCP,0.2,,,I
19850928,PRCP,0.5,,,I
19850929,PRCP,4.5,,,I
19850930,PRCP,21.0,,,I
19851001,PRCP,0.0,,,I
19851002,PRCP,0.2,,,I
19851003,PRCP,8.5,,,I
19851004,PRCP,17.0,,,I
19851005,PRCP,14.0,,,I
19851006,PRCP,1.6,,,I
19851007,PRCP,0.0,,,I
19851008,PRCP,2.9,,,I
19851009,PRCP,5.1,,,I
19851010,PRCP,17.5,,,I
19851011,PRCP,8.4,,,I
19851012,PRCP,3.0,,,I
19851013,PRCP,0.0,,,I
19851014,PRCP,1.1,,,I
19851015,PRCP,6.2,,,I
19851016,PRCP,19.9,,,I
19851017,PRCP,0.0,,,I
19851018,PRCP,4.9,,,I
19851019,PRCP,0.0,,,I
19851020,PRCP,0.0,,,I
19851021,PRCP,0.0,,,I
19851022,PRCP,0.0,,,I
19851023,PRCP,0.0,,,I
19851024,PRCP,0.0,,,I
19851025,PRCP,11.1,,,I
19851026,PRCP,9.0,,,I
19851027,PRCP,14.4,,,I
19851028,PRCP,19.4,,,I
19851029,PRCP,0.1,,,I
19851030,PRCP,2.5,,,I
19851031,PRCP,1.5,,,I
19851101,PRCP,0.0,,,I
19851102,PRCP,0.0,,,I
19851103,PRCP,6.7,,,I
19851104,PRCP,2.2,,,I
19851105,PRCP,0.2,,,I
19851106,PRCP,0.0,,,I
19851107,PRCP,0.0,,,I
19851108,PRCP,0.0,,,I
19851109,PRCP,4.3,,,I
19851110,PRCP,7.2,,,I
19851111,PRCP,1.0,,,I
19851112,PRCP,0.0,,,I
19851113,PRCP,0.0,,,I
19851114,PRCP,0.5,,,I
19851115,PRCP,2.7,,,I
19851116,PRCP,6.9,,,I
19851117,PRCP,0.0,,,I
19851118,PRCP,0.0,,,I
19851119,PRCP,0.0,,,I
19851120,PRCP,0.0,,,I
19851121,PRCP,0.6,,,I
19851122,PRCP,2.6,,,I
19851123,PRCP,0.0,,,I
19851124,PRCP,0.0,,,I
19851125,PRCP,0.0,,,I
19851126,PRCP,2.8,,,I
19851127,PRCP,9.5,,,I
19851128,PRCP,0.0,,,I
19851129,PRCP,0.5,,,I
19851130,PRCP,2.1,,,I
19851201,PRCP,0.5,,,I
19851202,PRCP,0.0,,,I
19851203,PRCP,0.6,,,I
19851204,PRCP,0.4,,,I
19851205,PRCP,0.0,,,I
19851206,PRCP,0.0,,,I
19851207,PRCP,0.0,,,I
19851208,PRCP,0.0,,,I
19851209,PRCP,0.5,,,I
19851210,PRCP,1.5,,,I
19851211,PRCP,3.3,,,I
19851212,PRCP,1.6,,,I
19851213,PRCP,2.6,,,I
19851214,PRCP,0.9,,,I
19851215,PRCP,0.8,,,I
19851216,PRCP,0.0,,,I
19851217,PRCP,0.0,,,I
19851218,PRCP,0.0,,,I
19851219,PRCP,0.0,,,I
19851220,PRCP,0.0,,,I
19851221,PRCP,0.0,,,I
19851222,PRCP,0.0,,,I
19851223,PRCP,0.3,,,I
19851224,PRCP,0.0,,,I
19851225,PRCP,0.0,,,I
19851226,PRCP,2.6,,,I
19851227,PRCP,7.3,,,I
19851228,PRCP,0.9,,,I
19851229,PRCP,1.8,,,I
19851230,PRCP,0.8,,,I
19851231,PRCP,0.8,,,I
19860101,PRCP,0.2,,,I
19860102,PRCP,0.4,,,I
19860103,PRCP,2.7,,,I
19860104,PRCP,0.2,,,I
19860105,PRCP,0.0,,,I
19860106,PRCP,0.4,,,I
19860107,PRCP,0.8,,,I
19860108,PRCP,0.0,,,I
19860109,PRCP,3.0,,,I
19860110,PRCP,0.1,,,I
19860111,PRCP,1.1,,,I
19860112,PRCP,0.0,,,I
19860113,PRCP,0.0,,,I
19860114,PRCP,0.0,,,I
19860115,PRCP,0.0,,,I
19860116,PRCP,4.0,,,I
19860117,PRCP,3.4,,,I
19860118,PRCP,4.5,,,I
19860119,PRCP,0.0,,,I
19860120,PRCP,3.8,,,I
19860121,PRCP,3.0,,,I
19860122,PRCP,3.2,,,I
19860123,PRCP,0.0,,,I
19860124,PRCP,0.0,,,I
19860125,PRCP,1.1,,,I
19860126,PRCP,0.0,,,I
19860127,PRCP,0.4,,,I
19860128,PRCP,0.0,,,I
19860129,PRCP,0.0,,,I
19860130,PRCP,0.0,,,I
19860131,PRCP,0.0,,,I
19860201,PRCP,0.0,,,I
19860202,PRCP,1.3,,,I
19860203,PRCP,1.4,,,I
19860204,PRCP,1.6,,,I
19860205,PRCP,0.0,,,I
19860206,PRCP,0.0,,,I
19860207,PRCP,0.0,,,I
19860208,PRCP,0.2,,,I
19860209,PRCP,0.0,,,I
19860210,PRCP,0.0,,,I
19860211,PRCP,0.0,,,I
19860212,PRCP,0.0,,,I
19860213,PRCP,13.8,,,I
19860214,PRCP,0.0,,,I
19860215,PRCP,0.0,,,I
19860216,PRCP,0.0,,,I
19860217,PRCP,0.0,,,I
19860218,PRCP,0.0,,,I
19860219,PRCP,2.2,,,I
19860220,PRCP,1.0,,,I
19860221,PRCP,0.0,,,I
19860222,PRCP,0.0,,,I
19860223,PRCP,0.2,,,I
19860224,PRCP,15.7,,,I
19860225,PRCP,0.0,,,I
19860226,PRCP,0.0,,,I
19860227,PRCP,0.0,,,I
19860228,PRCP,0.0,,,I
19860301,PRCP,0.0,,,I
19860302,PRCP,0.0,,,I
19860303,PRCP,0.0,,,I
19860304,PRCP,0.0,,,I
19860305,PRCP,0.0,,,I
19860306,PRCP,0.0,,,I
19860307,PRCP,0.0,,,I
19860308,PRCP,0.0,,,I
19860309,PRCP,0.0,,,I
19860310,PRCP,0.0,,,I
19860311,PRCP,0.0,,,I
19860312,PRCP,0.0,,,I
19860313,PRCP,0.0,,,I
19860314,PRCP,0.0,,,I
19860315,PRCP,0.0,,,I
19860316,PRCP,0.0,,,I
19860317,PRCP,0.0,,,I
19860318,PRCP,0.5,,,I
19860319,PRCP,0.0,,,I
19860320,PRCP,1.1,,,I
19860321,PRCP,16.8,,,I
19860322,PRCP,0.0,,,I
19860323,PRCP,0.0,,,I
19860324,PRCP,0.0,,,I
19860325,PRCP,0.1,,,I
19860326,PRCP,0.3,,,I
19860327,PRCP,0.0,,,I
19860328,PRCP,0.0,,,I
19860329,PRCP,0.6,,,I
19860330,PRCP,0.0,,,I
19860331,PRCP,0.0,,,I
19860401,PRCP,0.0,,,I
19860402,PRCP,0.0,,,I
19860403,PRCP,0.0,,,I
19860404,PRCP,0.0,,,I
19860405,PRCP,3.6,,,I
19860406,PRCP,0.0,,,I
19860407,PRCP,0.0,,,I
19860408,PRCP,0.0,,,I
19860409,PRCP,0.0,,,I
19860410,PRCP,0.0,,,I
19860411,PRCP,0.0,,,I
19860412,PRCP,0.0,,,I
19860413,PRCP,0.0,,,I
19860414,PRCP,0.0,,,I
19860415,PRCP,0.0,,,I
19860416,PRCP,0.0,,,I
19860417,PRCP,0.0,,,I
19860418,PRCP,0.0,,,I
19860419,PRCP,0.0,,,I
19860420,PRCP,0.0,,,I
19860421,PRCP,0.0,,,I
19860422,PRCP,0.0,,,I
19860423,PRCP,0.0,,,I
19860424,PRCP,0.0,,,I
19860425,PRCP,0.0,,,I
19860426,PRCP,0.3,,,I
19860427,PRCP,1.4,,,I
19860428,PRCP,0.0,,,I
19860429,PRCP,0.0,,,I
19860430,PRCP,0.0,,,I
19860501,PRCP,0.0,,,I
19860502,PRCP,0.0,,,I
19860503,PRCP,0.0,,,I
19860504,PRCP,0.0,,,I
19860505,PRCP,0.0,,,I
19860506,PRCP,0.0,,,I
19860507,PRCP,0.0,,,I
19860508,PRCP,0.5,,,I
19860509,PRCP,0.0,,,I
19860510,PRCP,2.1,,,I
19860511,PRCP,0.0,,,I
19860512,PRCP,0.0,,,I
19860513,PRCP,0.0,,,I
19860514,PRCP,0.0,,,I
19860515,PRCP,0.0,,,I
19860516,PRCP,0.0,,,I
19860517,PRCP,0.0,,,I
19860518,PRCP,0.0,,,I
19860519,PRCP,2.8,,,I
19860520,PRCP,0.0,,,I
19860521,PRCP,0.0,,,I
19860522,PRCP,0.0,,,I
19860523,PRCP,3.4,,,I
19860524,PRCP,3.4,,,I
19860525,PRCP,18.6,,,I
19860526,PRCP,4.7,,,I
19860527,PRCP,55.2,,,I
19860528,PRCP,35.2,,,I
19860529,PRCP,0.0,,,I
19860530,PRCP,0.0,,,I
19860531,PRCP,0.0,,,I
19860601,PRCP,0.0,,,I
19860602,PRCP,5.2,,,I
19860603,PRCP,1.0,,,I
19860604,PRCP,68.4,,,I
19860605,PRCP,3.5,,,I
19860606,PRCP,3.3,,,I
19860607,PRCP,0.2,,,I
19860608,PRCP,3.1,,,I
19860609,PRCP,9.2,,,I
19860610,PRCP,0.1,,,I
19860611,PRCP,2.2,,,I
19860612,PRCP,23.6,,,I
19860613,PRCP,3.8,,,I
19860614,PRCP,7.0,,,I
19860615,PRCP,2.0,,,I
19860616,PRCP,2.8,,,I
19860617,PRCP,0.7,,,I
19860618,PRCP,19.3,,,I
19860619,PRCP,2.3,,,I
19860620,PRCP,0.0,,,I
19860621,PRCP,8.7,,,I
19860622,PRCP,35.4,,,I
19860623,PRCP,3.2,,,I
19860624,PRCP,4.0,,,I
19860625,PRCP,26.9,,,I
19860626,PRCP,32.1,,,I
19860627,PRCP,10.7,,,I
19860628,PRCP,4.1,,,I
19860629,PRCP,12.2,,,I
19860630,PRCP,4.7,,,I
19860701,PRCP,39.9,,,I
19860702,PRCP,16.9,,,I
19860703,PRCP,8.0,,,I
19860704,PRCP,5.8,,,I
19860705,PRCP,54.2,,,I
19860706,PRCP,0.0,,,I
19860707,PRCP,3.4,,,I
19860708,PRCP,25.6,,,I
19860709,PRCP,9.2,,,I
19860710,PRCP,5.2,,,I
19860711,PRCP,5.4,,,I
19860712,PRCP,2.6,,,I
19860713,PRCP,2.9,,,I
19860714,PRCP,4.6,,,I
19860715,PRCP,15.5,,,I
19860716,PRCP,2.9,,,I
19860717,PRCP,2.4,,,I
19860718,PRCP,5.9,,,I
19860719,PRCP,0.0,,,I
19860720,PRCP,0.0,,,I
19860721,PRCP,1.4,,,I
19860722,PRCP,3.5,,,I
19860723,PRCP,45.5,,,I
19860724,PRCP,3.0,,,I
19860725,PRCP,0.0,,,I
19860726,PRCP,5.4,,,I
19860727,PRCP,11.9,,,I
19860728,PRCP,22.3,,,I
19860729,PRCP,0.0,,,I
19860730,PRCP,0.0,,,I
19860731,PRCP,0.0,,,I
19860801,PRCP,1.9,,,I
19860802,PRCP,9.6,,,I
19860803,PRCP,2.0,,,I
19860804,PRCP,0.6,,,I
19860805,PRCP,0.6,,,I
19860806,PRCP,38.7,,,I
19860807,PRCP,2.1,,,I
19860808,PRCP,10.0,,,I
19860809,PRCP,0.7,,,I
19860810,PRCP,0.9,,,I
19860811,PRCP,2.4,,,I
19860812,PRCP,29.5,,,I
19860813,PRCP,67.7,,,I
19860814,PRCP,2.3,,,I
19860815,PRCP,0.4,,,I
19860816,PRCP,0.0,,,I
19860817,PRCP,0.0,,,I
19860818,PRCP,0.5,,,I
19860819,PRCP,1.4,,,I
19860820,PRCP,11.8,,,I
19860821,PRCP,1.3,,,I
19860822,PRCP,11.7,,,I
19860823,PRCP,3.0,,,I
19860824,PRCP,0.9,,,I
19860825,PRCP,0.0,,,I
19860826,PRCP,0.0,,,I
19860827,PRCP,4.4,,,I
19860828,PRCP,0.0,,,I
19860829,PRCP,6.2,,,I
19860830,PRCP,0.0,,,I
19860831,PRCP,27.6,,,I
19860901,PRCP,0.4,,,I
19860902,PRCP,3.6,,,I
19860903,PRCP,2.5,,,I
19860904,PRCP,9.0,,,I
19860905,PRCP,5.5,,,I
19860906,PRCP,0.5,,,I
19860907,PRCP,0.0,,,I
19860908,PRCP,3.0,,,I
19860909,PRCP,5.8,,,I
19860910,PRCP,2.2,,,I
19860911,PRCP,0.9,,,I
19860912,PRCP,0.8,,,I
19860913,PRCP,4.2,,,I
19860914,PRCP,0.0,,,I
19860915,PRCP,5.9,,,I
19860916,PRCP,10.1,,,I
19860917,PRCP,3.5,,,I
19860918,PRCP,5.7,,,I
19860919,PRCP,22.7,,,I
19860920,PRCP,19.7,,,I
19860921,PRCP,6.0,,,I
19860922,PRCP,0.0,,,I
19860923,PRCP,14.5,,,I
19860924,PRCP,0.0,,,I
19860925,PRCP,0.5,,,I
19860926,PRCP,13.8,,,I
19860927,PRCP,23.4,,,I
19860928,PRCP,19.0,,,I
19860929,PRCP,9.6,,,I
19860930,PRCP,1.6,,,I
19861001,PRCP,1.0,,,I
19861002,PRCP,17.3,,,I
19861003,PRCP,14.6,,,I
19861004,PRCP,6.5,,,I
19861005,PRCP,0.0,,,I
19861006,PRCP,6.6,,,I
19861007,PRCP,3.2,,,I
19861008,PRCP,5.3,,,I
19861009,PRCP,1.1,,,I
19861010,PRCP,0.0,,,I
19861011,PRCP,0.6,,,I
19861012,PRCP,0.5,,,I
19861013,PRCP,0.2,,,I
19861014,PRCP,4.7,,,I
19861015,PRCP,0.4,,,I
19861016,PRCP,8.2,,,I
19861017,PRCP,0.0,,,I
19861018,PRCP,0.0,,,I
19861019,PRCP,0.0,,,I
19861020,PRCP,2.1,,,I
19861021,PRCP,2.8,,,I
19861022,PRCP,2.0,,,I
19861023,PRCP,0.0,,,I
19861024,PRCP,0.0,,,I
19861025,PRCP,8.9,,,I
19861026,PRCP,1.2,,,I
19861027,PRCP,0.3,,,I
19861028,PRCP,0.0,,,I
19861029,PRCP,1.2,,,I
19861030,PRCP,0.8,,,I
19861031,PRCP,0.2,,,I
19861101,PRCP,7.9,,,I
19861102,PRCP,0.4,,,I
19861103,PRCP,3.4,,,I
19861104,PRCP,0.0,,,I
19861105,PRCP,0.0,,,I
19861106,PRCP,0.0,,,I
19861107,PRCP,0.0,,,I
19861108,PRCP,0.3,,,I
19861109,PRCP,0.0,,,I
19861110,PRCP,7.2,,,I
19861111,PRCP,1.1,,,I
19861112,PRCP,0.0,,,I
19861113,PRCP,0.0,,,I
19861114,PRCP,1.8,,,I
19861115,PRCP,3.7,,,I
19861116,PRCP,0.0,,,I
19861117,PRCP,0.0,,,I
19861118,PRCP,0.1,,,I
19861119,PRCP,3.4,,,I
19861120,PRCP,6.3,,,I
19861121,PRCP,0.0,,,I
19861122,PRCP,0.0,,,I
19861123,PRCP,0.0,,,I
19861124,PRCP,0.0,,,I
19861125,PRCP,1.2,,,I
19861126,PRCP,0.0,,,I
19861127,PRCP,0.0,,,I
19861128,PRCP,1.8,,,I
19861129,PRCP,6.0,,,I
19861130,PRCP,0.0,,,I
19861201,PRCP,0.0,,,I
19861202,PRCP,15.0,,,I
19861203,PRCP,0.8,,,I
19861204,PRCP,0.1,,,I
19861205,PRCP,0.5,,,I
19861206,PRCP,0.5,,,I
19861207,PRCP,0.0,,,I
19861208,PRCP,4.1,,,I
19861209,PRCP,36.1,,,I
19861210,PRCP,3.5,,,I
19861211,PRCP,3.7,,,I
19861212,PRCP,10.9,,,I
19861213,PRCP,2.8,,,I
19861214,PRCP,0.0,,,I
19861215,PRCP,0.5,,,I
19861216,PRCP,1.9,,,I
19861217,PRCP,0.0,,,I
19861218,PRCP,0.0,,,I
19861219,PRCP,0.6,,,I
19861220,PRCP,5.1,,,I
19861221,PRCP,0.0,,,I
19861222,PRCP,0.3,,,I
19861223,PRCP,0.0,,,I
19861224,PRCP,0.2,,,I
19861225,PRCP,0.1,,,I
19861226,PRCP,1.1,,,I
19861227,PRCP,0.0,,,I
19861228,PRCP,0.0,,,I
19861229,PRCP,0.0,,,I
19861230,PRCP,0.0,,,I
19861231,PRCP,0.0,,,I
19870101,PRCP,0.8,,,I
19870102,PRCP,0.0,,,I
19870103,PRCP,0.0,,,I
19870104,PRCP,0.2,,,I
19870105,PRCP,0.0,,,I
19870106,PRCP,0.0,,,I
19870107,PRCP,0.0,,,I
19870108,PRCP,2.2,,,I
19870109,PRCP,0.1,,,I
19870110,PRCP,0.0,,,I
19870111,PRCP,0.0,,,I
19870112,PRCP,0.0,,,I
19870113,PRCP,0.0,,,I
19870114,PRCP,0.2,,,I
19870115,PRCP,0.0,,,I
19870116,PRCP,0.0,,,I
19870117,PRCP,0.0,,,I
19870118,PRCP,0.5,,,I
19870119,PRCP,0.0,,,I
19870120,PRCP,13.7,,,I
19870121,PRCP,10.0,,,I
19870122,PRCP,1.4,,,I
19870123,PRCP,0.6,,,I
19870124,PRCP,0.0,,,I
19870125,PRCP,0.0,,,I
19870126,PRCP,0.0,,,I
19870127,PRCP,0.0,,,I
19870128,PRCP,0.0,,,I
19870129,PRCP,0.0,,,I
19870130,PRCP,0.0,,,I
19870131,PRCP,5.6,,,I
19870201,PRCP,0.0,,,I
19870202,PRCP,0.0,,,I
19870203,PRCP,0.9,,,I
19870204,PRCP,1.5,,,I
19870205,PRCP,0.0,,,I
19870206,PRCP,0.0,,,I
19870207,PRCP,0.0,,,I
19870208,PRCP,0.0,,,I
19870209,PRCP,0.0,,,I
19870210,PRCP,0.0,,,I
19870211,PRCP,0.0,,,I
19870212,PRCP,0.0,,,I
19870213,PRCP,0.0,,,I
19870214,PRCP,0.0,,,I
19870215,PRCP,0.0,,,I
19870216,PRCP,0.0,,,I
19870217,PRCP,0.0,,,I
19870218,PRCP,0.5,,,I
19870219,PRCP,0.0,,,I
19870220,PRCP,0.0,,,I
19870221,PRCP,0.0,,,I
19870222,PRCP,0.0,,,I
19870223,PRCP,0.0,,,I
19870224,PRCP,0.0,,,I
19870225,PRCP,0.0,,,I
19870226,PRCP,0.0,,,I
19870227,PRCP,0.0,,,I
19870228,PRCP,0.0,,,I
19870301,PRCP,0.0,,,I
19870302,PRCP,0.0,,,I
19870303,PRCP,18.4,,,I
19870304,PRCP,4.2,,,I
19870305,PRCP,3.8,,,I
19870306,PRCP,0.2,,,I
19870307,PRCP,16.5,,,I
19870308,PRCP,0.0,,,I
19870309,PRCP,20.1,,,I
19870310,PRCP,28.0,,,I
19870311,PRCP,0.0,,,I
19870312,PRCP,0.0,,,I
19870313,PRCP,1.2,,,I
19870314,PRCP,0.0,,,I
19870315,PRCP,0.0,,,I
19870316,PRCP,0.0,,,I
19870317,PRCP,0.0,,,I
19870318,PRCP,0.0,,,I
19870319,PRCP,0.0,,,I
19870320,PRCP,0.0,,,I
19870321,PRCP,0.0,,,I
19870322,PRCP,0.0,,,I
19870323,PRCP,0.0,,,I
19870324,PRCP,0.0,,,I
19870325,PRCP,0.0,,,I
19870326,PRCP,0.0,,,I
19870327,PRCP,0.0,,,I
19870328,PRCP,0.0,,,I
19870329,PRCP,0.0,,,I
19870330,PRCP,0.0,,,I
19870331,PRCP,1.1,,,I
19870401,PRCP,0.0,,,I
19870402,PRCP,0.0,,,I
19870403,PRCP,0.0,,,I
19870404,PRCP,0.0,,,I
19870405,PRCP,0.0,,,I
19870406,PRCP,0.0,,,I
19870407,PRCP,0.0,,,I
19870408,PRCP,0.7,,,I
19870409,PRCP,0.0,,,I
19870410,PRCP,1.0,,,I
19870411,PRCP,0.0,,,I
19870412,PRCP,0.0,,,I
19870413,PRCP,0.1,,,I
19870414,PRCP,0.0,,,I
19870415,PRCP,0.0,,,I
19870416,PRCP,0.7,,,I
19870417,PRCP,0.8,,,I
19870418,PRCP,0.0,,,I
19870419,PRCP,0.0,,,I
19870420,PRCP,0.0,,,I
19870421,PRCP,0.0,,,I
19870422,PRCP,0.0,,,I
19870423,PRCP,0.0,,,I
19870424,PRCP,0.0,,,I
19870425,PRCP,0.0,,,I
19870426,PRCP,0.0,,,I
19870427,PRCP,0.0,,,I
19870428,PRCP,0.0,,,I
19870429,PRCP,0.0,,,I
19870430,PRCP,0.0,,,I
19870501,PRCP,0.0,,,I
19870502,PRCP,0.0,,,I
19870503,PRCP,0.0,,,I
19870504,PRCP,0.0,,,I
19870505,PRCP,0.0,,,I
19870506,PRCP,0.0,,,I
19870507,PRCP,0.0,,,I
19870508,PRCP,0.0,,,I
19870509,PRCP,0.0,,,I
19870510,PRCP,0.0,,,I
19870511,PRCP,0.0,,,I
19870512,PRCP,0.0,,,I
19870513,PRCP,0.0,,,I
19870514,PRCP,0.0,,,I
19870515,PRCP,3.1,,,I
19870516,PRCP,0.0,,,I
19870517,PRCP,0.0,,,I
19870518,PRCP,0.0,,,I
19870519,PRCP,0.0,,,I
19870520,PRCP,0.0,,,I
19870521,PRCP,0.6,,,I
19870522,PRCP,0.3,,,I
19870523,PRCP,0.8,,,I
19870524,PRCP,0.6,,,I
19870525,PRCP,0.0,,,I
19870526,PRCP,2.3,,,I
19870527,PRCP,0.0,,,I
19870528,PRCP,24.6,,,I
19870529,PRCP,18.9,,,I
19870530,PRCP,21.5,,,I
19870531,PRCP,0.3,,,I
19870601,PRCP,2.2,,,I
19870602,PRCP,0.6,,,I
19870603,PRCP,9.1,,,I
19870604,PRCP,0.0,,,I
19870605,PRCP,4.8,,,I
19870606,PRCP,22.2,,,I
19870607,PRCP,1.6,,,I
19870608,PRCP,11.2,,,I
19870609,PRCP,15.9,,,I
19870610,PRCP,6.1,,,I
19870611,PRCP,6.0,,,I
19870612,PRCP,7.2,,,I
19870613,PRCP,6.0,,,I
19870614,PRCP,4.4,,,I
19870615,PRCP,1.2,,,I
19870616,PRCP,14.0,,,I
19870617,PRCP,2.1,,,I
19870618,PRCP,21.8,,,I
19870619,PRCP,0.0,,,I
19870620,PRCP,0.2,,,I
19870621,PRCP,2.2,,,I
19870622,PRCP,0.0,,,I
19870623,PRCP,2.7,,,I
19870624,PRCP,0.5,,,I
19870625,PRCP,0.0,,,I
19870626,PRCP,5.3,,,I
19870627,PRCP,2.1,,,I
19870628,PRCP,3.4,,,I
19870629,PRCP,2.0,,,I
19870630,PRCP,5.1,,,I
19870701,PRCP,9.6,,,I
19870702,PRCP,12.1,,,I
19870703,PRCP,0.0,,,I
19870704,PRCP,10.1,,,I
19870705,PRCP,9.0,,,I
19870706,PRCP,28.0,,,I
19870707,PRCP,39.9,,,I
19870708,PRCP,0.0,,,I
19870709,PRCP,7.1,,,I
19870710,PRCP,0.5,,,I
19870711,PRCP,9.7,,,I
19870712,PRCP,43.4,,,I
19870713,PRCP,2.6,,,I
19870714,PRCP,0.0,,,I
19870715,PRCP,0.0,,,I
19870716,PRCP,0.0,,,I
19870717,PRCP,2.3,,,I
19870718,PRCP,15.7,,,I
19870719,PRCP,19.2,,,I
19870720,PRCP,69.5,,,I
19870721,PRCP,84.2,,,I
19870722,PRCP,0.0,,,I
19870723,PRCP,5.3,,,I
19870724,PRCP,6.1,,,I
19870725,PRCP,16.1,,,I
19870726,PRCP,11.0,,,I
19870727,PRCP,3.0,,,I
19870728,PRCP,8.4,,,I
19870729,PRCP,4.1,,,I
19870730,PRCP,16.9,,,I
19870731,PRCP,0.0,,,I
19870801,PRCP,10.7,,,I
19870802,PRCP,14.4,,,I
19870803,PRCP,19.6,,,I
19870804,PRCP,37.2,,,I
19870805,PRCP,19.7,,,I
19870806,PRCP,2.3,,,I
19870807,PRCP,0.2,,,I
19870808,PRCP,0.0,,,I
19870809,PRCP,0.0,,,I
19870810,PRCP,0.0,,,I
19870811,PRCP,7.8,,,I
19870812,PRCP,6.4,,,I
19870813,PRCP,6.6,,,I
19870814,PRCP,2.3,,,I
19870815,PRCP,11.4,,,I
19870816,PRCP,0.9,,,I
19870817,PRCP,0.5,,,I
19870818,PRCP,1.5,,,I
19870819,PRCP,0.6,,,I
19870820,PRCP,26.0,,,I
19870821,PRCP,8.0,,,I
19870822,PRCP,37.8,,,I
19870823,PRCP,0.0,,,I
19870824,PRCP,3.4,,,I
19870825,PRCP,14.4,,,I
19870826,PRCP,12.2,,,I
19870827,PRCP,0.7,,,I
19870828,PRCP,2.1,,,I
19870829,PRCP,0.0,,,I
19870830,PRCP,0.0,,,I
19870831,PRCP,13.4,,,I
19870901,PRCP,0.6,,,I
19870902,PRCP,8.0,,,I
19870903,PRCP,8.3,,,I
19870904,PRCP,1.4,,,I
19870905,PRCP,10.5,,,I
19870906,PRCP,5.9,,,I
19870907,PRCP,0.0,,,I
19870908,PRCP,2.7,,,I
19870909,PRCP,22.2,,,I
19870910,PRCP,4.9,,,I
19870911,PRCP,0.0,,,I
