item_code,item,element_code,element,months,unit,year,value,flag
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2014,17402780.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2015,19073260.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2017,24642830.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2018,25883415.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2019,22154234.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2020,20703233.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2021,20040926.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2022,21258163.300000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2023,24339581.400000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),April,LCU,2024,34826938.200000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2012,16319550.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2014,17590540.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2015,19256600.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2017,24824960.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2018,25673177.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2019,21925215.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2020,20317394.500000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2021,20151371.600000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2022,21402603.200000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2023,24742452.300000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),May,LCU,2024,38221185.300000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2012,16364030.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2014,17479010.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2015,19177670.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2017,24760280.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2018,25630707.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2019,21672320.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2020,20357016.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2021,20209659.800000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2022,21585477.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2023,25616393.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),June,LCU,2024,41520455.800000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2012,16444520.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2014,17581020.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2015,19324020.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2017,24744790.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2018,25467731.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2019,21745950.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2020,20435358.500000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2021,20207524.200000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2022,21806750.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2023,26396110.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),July,LCU,2024,42421879.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2012,16473660.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2014,17584550.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2015,19130840.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2017,25027730.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2018,25304044.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2019,21355410.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2020,20004659.400000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2021,19961341.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2022,21780721.700000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2023,26807200.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),August,LCU,2024,41339873.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2012,16415420.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2014,17572820.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2015,19112610.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2017,25035950.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2018,25045600.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2019,21143407.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2020,20048774.600000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2021,20137744.700000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2022,22151411.800000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2023,27226203.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),September,LCU,2024,42406676.200000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2012,16394460.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2014,17621350.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2015,19298340.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2017,25264980.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2018,25102090.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2019,21220351.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2020,19948306.200000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2021,20243291.600000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2022,22421080.400000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2023,27519744.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),October,LCU,2024,42226884.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2012,16401570.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2014,17665330.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2015,19510100.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2017,25358510.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2018,25226171.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2019,21303581.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2020,19992959.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2021,20439629.100000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2022,22576697.300000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2023,27747192.500000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),November,LCU,2024,42454223.900000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2012,16387460.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2014,17984980.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2015,19538110.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2017,25519310.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2018,25294849.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2019,21271299.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2020,19840902.000000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2021,20665347.600000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2022,22715764.700000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2023,28012478.300000,A
656,"Coffee, green",5530,Producer Price (LCU/tonne),December,LCU,2024,43667440.600000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1991,2022850.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1992,1934460.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1993,1930840.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1994,3118990.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1995,4354875.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1996,3854943.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1997,3902956.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1998,5789412.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,1999,8172040.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2000,7726780.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2001,7826950.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2002,5408863.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2003,5667779.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2004,5774022.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2005,6386035.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2006,7857277.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2007,11010550.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2008,13721960.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2009,14006830.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2010,13969575.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2011,15671820.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2012,16405700.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2013,16549480.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2014,17510310.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2015,19134690.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2016,19813260.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2017,24802270.000000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2018,25393212.400000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2019,21620066.300000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2020,20403534.400000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2021,20141189.400000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2022,21715190.700000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2023,25817435.900000,A
656,"Coffee, green",5531,Producer Price (SLC/tonne),Annual value,SLC,2024,38788915.200000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1991,1037.200000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1992,953.000000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1993,925.100000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1994,1443.500000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1995,1936.700000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1996,1645.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1997,1341.500000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1998,578.200000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,1999,1040.300000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2000,917.500000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2001,762.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2002,580.900000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2003,660.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2004,645.900000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2005,658.000000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2006,857.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2007,1204.500000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2008,1414.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2009,1348.100000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2010,1536.700000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2011,1786.900000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2012,1747.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2013,1582.000000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2014,1475.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2015,1429.100000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2016,1488.800000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2017,1853.600000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2018,1783.600000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2019,1528.200000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2020,1399.200000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2021,1407.700000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2022,1462.300000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2023,1694.400000,A
656,"Coffee, green",5532,Producer Price (USD/tonne),Annual value,USD,2024,2446.400000,A
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1991,10.750000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1992,10.280000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1993,10.260000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1994,16.570000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1995,23.140000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1996,20.480000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1997,20.740000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1998,30.760000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,1999,43.420000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2000,41.060000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2001,41.590000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2002,28.740000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2003,30.120000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2004,30.680000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2005,33.930000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2006,41.750000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2007,58.510000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2008,72.910000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2009,74.430000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2010,74.230000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2011,83.270000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2012,87.170000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2013,87.940000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2014,93.040000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2015,101.680000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2016,105.280000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2017,131.790000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2018,134.930000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2019,114.880000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2020,108.420000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2021,107.020000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2022,115.390000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2023,137.190000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2024,206.110000,E
656,"Coffee, green",5539,Producer Price Index (2014-2016 = 100),Annual value,,2025,275.040000,E
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1991,547426.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1992,576558.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1993,551448.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1994,622160.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1995,766136.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1996,725304.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1997,703101.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,1998,1000186.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2005,4694934.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2006,6571625.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2007,6316499.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2008,7772688.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2009,5823674.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2010,7792488.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2011,8407000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2012,8228000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2013,8180000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2014,7378000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2015,6746000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2016,6376000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2017,7355000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2018,6893952.400000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2019,6650977.100000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2020,6415874.300000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2021,7725194.800000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2022,7957745.700000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2023,7399521.300000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),Annual value,LCU,2024,9300932.800000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2012,8213000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2014,8282000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2015,6915000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2018,6970249.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2019,6488759.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2020,6835060.300000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2021,7000902.200000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2022,8193064.100000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2023,7162022.600000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),January,LCU,2024,8223730.200000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2012,8284000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2014,7781000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2015,6706000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2018,6986867.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2019,6529442.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2020,6657263.700000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2021,7163771.100000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2022,8257613.100000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2023,7318152.700000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),February,LCU,2024,8750796.600000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2012,8336000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2014,7594000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2015,6711000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2018,6911149.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2019,6572879.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2020,6552512.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2021,7435103.300000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2022,8301460.800000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2023,7350853.400000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),March,LCU,2024,8883462.500000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2012,8343000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2014,7551000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2015,6681000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2018,6764756.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2019,6599271.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2020,6250259.500000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2021,7546505.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2022,8359461.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2023,7368366.900000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),April,LCU,2024,8882596.500000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2012,8222000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2014,7246000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2015,6710000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2018,6733037.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2019,6719603.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2020,5993605.300000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2021,7616955.300000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2022,8265121.900000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2023,7379219.800000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),May,LCU,2024,9128226.200000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2012,8162000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2014,7237000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2015,6918000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2018,6789297.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2019,6762002.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2020,6000821.200000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2021,7719840.500000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2022,8265663.200000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2023,7358639.100000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),June,LCU,2024,9314360.800000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),July,LCU,2012,8124000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),July,LCU,2014,7292000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),July,LCU,2015,6955000.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),July,LCU,2018,6734821.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),July,LCU,2019,6785176.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),July,LCU,2020,5994091.000000,A
836,Natural rubber in primary forms,5530,Producer Price (LCU/tonne),July,LCU,2021,7766642.500000,A
