Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
101,'360,Indonesia,6650,Permanent crops,5110,Area,1994,1994,1000 ha,13045.000000,A,
101,'360,Indonesia,6650,Permanent crops,5110,Area,1995,1995,1000 ha,13836.000000,A,
101,'360,Indonesia,6650,Permanent crops,5110,Area,1996,1996,1000 ha,13850.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,1997,1997,1000 ha,13850.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,1998,1998,1000 ha,14000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,1999,1999,1000 ha,15000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2000,2000,1000 ha,15500.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2001,2001,1000 ha,16400.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2002,2002,1000 ha,17000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2003,2003,1000 ha,17600.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2004,2004,1000 ha,17700.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2005,2005,1000 ha,17900.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2006,2006,1000 ha,19000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2007,2007,1000 ha,20000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2008,2008,1000 ha,20300.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2009,2009,1000 ha,21000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2010,2010,1000 ha,21000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2011,2011,1000 ha,22000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2012,2012,1000 ha,22000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2013,2013,1000 ha,22500.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2014,2014,1000 ha,22800.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2015,2015,1000 ha,23000.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2016,2016,1000 ha,23500.000000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2017,2017,1000 ha,23295.900000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2018,2018,1000 ha,24528.300000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2019,2019,1000 ha,25172.200000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2020,2020,1000 ha,25587.950000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2021,2021,1000 ha,25997.920000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2022,2022,1000 ha,26101.430000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2023,2023,1000 ha,25917.540000,I,
101,'360,Indonesia,6650,Permanent crops,5110,Area,2024,2024,1000 ha,26060.150000,I,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1961,1961,%,14.060000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1962,1962,%,14.090000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1963,1963,%,14.210000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1964,1964,%,14.050000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1965,1965,%,14.250000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1966,1966,%,14.230000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1967,1967,%,14.090000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1968,1968,%,14.660000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1969,1969,%,15.210000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1970,1970,%,15.120000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1971,1971,%,15.660000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1972,1972,%,16.140000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1973,1973,%,16.410000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1974,1974,%,16.640000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1975,1975,%,17.160000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1976,1976,%,17.300000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1977,1977,%,17.350000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1978,1978,%,17.590000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1979,1979,%,18.350000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1980,1980,%,18.870000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1981,1981,%,19.430000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1982,1982,%,19.880000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1983,1983,%,20.020000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1984,1984,%,21.360000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1985,1985,%,21.200000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1986,1986,%,21.530000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1987,1987,%,21.790000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1988,1988,%,23.250000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1989,1989,%,23.140000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1990,1990,%,26.000000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1991,1991,%,28.220000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1992,1992,%,27.690000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1993,1993,%,28.770000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1994,1994,%,31.080000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1995,1995,%,32.190000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1996,1996,%,32.230000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1997,1997,%,32.230000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1998,1998,%,32.470000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,1999,1999,%,34.000000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2000,2000,%,34.740000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2001,2001,%,36.090000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2002,2002,%,36.920000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2003,2003,%,37.820000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2004,2004,%,37.960000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2005,2005,%,38.230000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2006,2006,%,39.650000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2007,2007,%,40.890000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2008,2008,%,41.260000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2009,2009,%,42.090000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2010,2010,%,42.100000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2011,2011,%,43.240000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2012,2012,%,43.250000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2013,2013,%,43.810000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2014,2014,%,44.140000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2015,2015,%,44.370000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2016,2016,%,44.910000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2017,2017,%,44.700000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2018,2018,%,45.980000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2019,2019,%,46.630000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2020,2020,%,47.050000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2021,2021,%,47.440000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2022,2022,%,47.550000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2023,2023,%,47.380000,E,
101,'360,Indonesia,6650,Permanent crops,7208,Share in Agricultural land,2024,2024,%,47.600000,E,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1990,1990,1000 ha,3168.100000,X,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1991,1991,1000 ha,3183.520000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1992,1992,1000 ha,3198.940000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1993,1993,1000 ha,3214.360000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1994,1994,1000 ha,3229.780000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1995,1995,1000 ha,3245.200000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1996,1996,1000 ha,3260.620000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1997,1997,1000 ha,3276.040000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1998,1998,1000 ha,3291.460000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,1999,1999,1000 ha,3306.880000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2000,2000,1000 ha,3322.300000,X,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2001,2001,1000 ha,3436.030000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2002,2002,1000 ha,3549.750000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2003,2003,1000 ha,3663.480000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2004,2004,1000 ha,3777.200000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2005,2005,1000 ha,3890.930000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2006,2006,1000 ha,4004.650000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2007,2007,1000 ha,4118.380000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2008,2008,1000 ha,4232.100000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2009,2009,1000 ha,4345.830000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2010,2010,1000 ha,4459.550000,X,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2011,2011,1000 ha,4501.320000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2012,2012,1000 ha,4543.090000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2013,2013,1000 ha,4584.860000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2014,2014,1000 ha,4626.630000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2015,2015,1000 ha,4668.400000,X,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2016,2016,1000 ha,4824.660000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2017,2017,1000 ha,4980.920000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2018,2018,1000 ha,5137.180000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2019,2019,1000 ha,5293.440000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2020,2020,1000 ha,5449.700000,X,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2021,2021,1000 ha,5456.660000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2022,2022,1000 ha,5463.620000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2023,2023,1000 ha,5470.580000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2024,2024,1000 ha,5477.540000,I,
101,'360,Indonesia,6716,Planted Forest,5110,Area,2025,2025,1000 ha,5484.500000,X,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1990,1990,%,2.720000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1991,1991,%,2.800000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1992,1992,%,2.870000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1993,1993,%,2.950000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1994,1994,%,3.030000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1995,1995,%,3.120000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1996,1996,%,3.210000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1997,1997,%,3.300000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1998,1998,%,3.400000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,1999,1999,%,3.500000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2000,2000,%,3.610000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2001,2001,%,3.720000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2002,2002,%,3.820000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2003,2003,%,3.930000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2004,2004,%,4.030000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2005,2005,%,4.130000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2006,2006,%,4.230000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2007,2007,%,4.340000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2008,2008,%,4.430000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2009,2009,%,4.530000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2010,2010,%,4.630000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2011,2011,%,4.690000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2012,2012,%,4.740000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2013,2013,%,4.800000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2014,2014,%,4.860000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2015,2015,%,4.910000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2016,2016,%,5.070000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2017,2017,%,5.230000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2018,2018,%,5.390000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2019,2019,%,5.550000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2020,2020,%,5.700000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2021,2021,%,5.710000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2022,2022,%,5.710000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2023,2023,%,5.710000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2024,2024,%,5.710000,E,
101,'360,Indonesia,6716,Planted Forest,7210,Share in Forest land,2025,2025,%,5.710000,E,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1990,1990,1000 ha,59744.600000,X,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1991,1991,1000 ha,58715.480000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1992,1992,1000 ha,57686.360000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1993,1993,1000 ha,56657.240000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1994,1994,1000 ha,55628.120000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1995,1995,1000 ha,54599.000000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1996,1996,1000 ha,53569.880000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1997,1997,1000 ha,52540.760000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1998,1998,1000 ha,51511.640000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,1999,1999,1000 ha,50482.520000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2000,2000,1000 ha,49453.400000,X,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2001,2001,1000 ha,49083.420000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2002,2002,1000 ha,48713.440000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2003,2003,1000 ha,48343.460000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2004,2004,1000 ha,47973.480000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2005,2005,1000 ha,47603.500000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2006,2006,1000 ha,47233.520000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2007,2007,1000 ha,46863.540000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2008,2008,1000 ha,46493.560000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2009,2009,1000 ha,46123.580000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2010,2010,1000 ha,45753.600000,X,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2011,2011,1000 ha,45636.560000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2012,2012,1000 ha,45519.520000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2013,2013,1000 ha,45402.480000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2014,2014,1000 ha,45285.440000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2015,2015,1000 ha,45168.400000,X,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2016,2016,1000 ha,45533.980000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2017,2017,1000 ha,45899.560000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2018,2018,1000 ha,46265.140000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2019,2019,1000 ha,46630.720000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2020,2020,1000 ha,46996.300000,X,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2021,2021,1000 ha,46926.540000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2022,2022,1000 ha,46856.780000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2023,2023,1000 ha,46787.020000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2024,2024,1000 ha,46717.260000,I,
101,'360,Indonesia,6714,Primary Forest,5110,Area,2025,2025,1000 ha,46647.500000,X,
